catoid,catalog_title,page_number,coid,course_title
34,2019-2020 Undergraduate Catalog,45,165492,BIOE 3197 -  Selected Topics
34,2019-2020 Undergraduate Catalog,45,165493,BIOE 3297 -  Selected Topics
34,2019-2020 Undergraduate Catalog,46,165494,BIOE 3397 -  Selected Topics
34,2019-2020 Undergraduate Catalog,46,165495,BIOE 3497 -  Selected Topics
34,2019-2020 Undergraduate Catalog,46,165496,BIOE 3340 -  Quantitative Physiology
34,2019-2020 Undergraduate Catalog,46,165497,BIOE 3350 -  Biosensors II
34,2019-2020 Undergraduate Catalog,46,165498,BIOE 3366 -  Introduction to Digital Signal Processing
34,2019-2020 Undergraduate Catalog,46,165499,BIOE 3399 -  Senior Honors Thesis
34,2019-2020 Undergraduate Catalog,46,165500,BIOE 4399 -  Senior Honors Thesis
34,2019-2020 Undergraduate Catalog,46,165501,BIOE 3341 -  Biothermodynamics
34,2019-2020 Undergraduate Catalog,46,165502,BIOE 4197 -  Selected Topics
34,2019-2020 Undergraduate Catalog,46,165503,BIOE 4297 -  Selected Topics
34,2019-2020 Undergraduate Catalog,47,165505,BIOE 4324 -  Advanced Continuum Biomechanics
34,2019-2020 Undergraduate Catalog,47,165506,BIOE 4325 -  Application of Engineering Principles Applied to Biological Systems
34,2019-2020 Undergraduate Catalog,47,165507,BIOE 4334 -  Capstone Design
34,2019-2020 Undergraduate Catalog,47,165508,BIOE 4366 -  Biomolecular Engr Fundamentals
34,2019-2020 Undergraduate Catalog,47,165509,BIOE 4393 -  Cellular and Biological Transport Phenomena
34,2019-2020 Undergraduate Catalog,47,165510,BIOE 4397 -  Selected Topics
34,2019-2020 Undergraduate Catalog,47,165511,BIOE 4458 -  Instrumentation Electronics
34,2019-2020 Undergraduate Catalog,47,165512,BIOE 4497 -  Selected Topics
34,2019-2020 Undergraduate Catalog,47,165513,BIOE 5198 -  Independent Study
34,2019-2020 Undergraduate Catalog,47,165514,BIOE 5298 -  Independent Study
34,2019-2020 Undergraduate Catalog,48,165515,BIOE 5312 -  Computational Fluid Dynamics
34,2019-2020 Undergraduate Catalog,48,165516,BIOE 5323 -  Introduction to Regenerative Medicine and Stem Cell Engineering
34,2019-2020 Undergraduate Catalog,48,165518,BIOE 5389 -  Transport Phenomena in Physiological Systems
34,2019-2020 Undergraduate Catalog,48,165519,BIOE 5398 -  Independent Study
34,2019-2020 Undergraduate Catalog,48,165520,BIOE 5455 -  Bioanalytics
34,2019-2020 Undergraduate Catalog,48,165521,BIOE 5498 -  Independent Study
34,2019-2020 Undergraduate Catalog,48,165522,BTEC 1322 -  Introduction to Biotechnology
34,2019-2020 Undergraduate Catalog,48,165523,BTEC 3317 -  Biotechnology Regulatory Environment
34,2019-2020 Undergraduate Catalog,48,165524,BTEC 3100 -  Biotechnology Research Methods & Applications
34,2019-2020 Undergraduate Catalog,48,165525,BTEC 3301 -  Principles of Genomics/Proteomics and Bioinformatics
34,2019-2020 Undergraduate Catalog,49,165526,BTEC 3320 -  Introduction to Quality Assurance and Quality Control in Biotechnology
34,2019-2020 Undergraduate Catalog,49,165527,BTEC 3321 -  Current Good Manufacturing Practices in Biotechnology
34,2019-2020 Undergraduate Catalog,49,165528,BTEC 3399 -  Senior Honors Thesis
34,2019-2020 Undergraduate Catalog,49,165529,BTEC 4101 -  Principles of Bioprocessing Laboratory
34,2019-2020 Undergraduate Catalog,49,165530,BTEC 4198 -  Independent Study in Biotechnology
34,2019-2020 Undergraduate Catalog,49,165531,BTEC 4300 -  Principles of Bioinformatics
34,2019-2020 Undergraduate Catalog,49,165532,BTEC 4301 -  Principles of Bioprocessing
34,2019-2020 Undergraduate Catalog,49,165533,BTEC 4319 -  Microbial Biotechnology
34,2019-2020 Undergraduate Catalog,49,165534,BTEC 4350 -  Biotechnology Capstone Experience
34,2019-2020 Undergraduate Catalog,49,165535,BTEC 4394 -  Selected Topics in Biotechnology
34,2019-2020 Undergraduate Catalog,50,165536,BTEC 4397 -  Selected Topics in Biotechnology
34,2019-2020 Undergraduate Catalog,50,165537,BTEC 4398 -  Independent Study
34,2019-2020 Undergraduate Catalog,50,165538,BTEC 4399 -  Senior Honors Thesis
34,2019-2020 Undergraduate Catalog,50,165539,CHEE 1131 -  The Challenge of Chemical Engineering
34,2019-2020 Undergraduate Catalog,50,165540,CHEE 1331 -  Computing for Engineers
34,2019-2020 Undergraduate Catalog,50,165541,CHEE 2331 -  Chemical Processes
34,2019-2020 Undergraduate Catalog,50,165542,CHEE 2332 -  Chemical Engineering Thermodynamics I
34,2019-2020 Undergraduate Catalog,50,165543,CHEE 3300 -  Materials Science & Engineering I
34,2019-2020 Undergraduate Catalog,50,165544,CHEE 3321 -  Analytical Methods for Chemical Engineers
34,2019-2020 Undergraduate Catalog,50,165545,CHEE 3333 -  Chemical Engineering Thermodynamics II
