TERM,SUBJECT,CATALOG NBR,CLASS SECTION,CLASS NUMBER,COURSE DESCR,INSTR LAST NAME,INSTR FIRST NAME,A,B,C,D,F,TOTAL DROPPED,AVG GPA
Spring 2021,PHYS,1101,14,18372,General Physics Laboratory I,Maric,Sladjana,2,10,3,0,0,2,2.06
Spring 2021,CHEM,4370,1,23656,Physical Chemistry I,Chen,Tai-Yen,8,10,0,0,0,3,1.658
Spring 2021,THEA,4321,1,21290,Acting VIII,Black,Shelley Calene,6,1,0,0,0,0,3.416
Spring 2021,CHEM,1111,24,20567,Fundamentals of Chm Lab,Zaitsev,Vladimir G,5,5,1,0,0,1,1.913
Spring 2021,SPAN,2302,6,22154,Intermediate Spanish II,Romero Jurado,Neysi,15,4,1,0,0,1,2.467
Spring 2021,BIOL,1162,37,18421,Intro To Biol Science Lab 2,Medrano,Ana I,7,7,1,0,0,2,2.303
Spring 2021,CUIN,3317,2,19026,Kindergarten/Elem Curr & Instr,Algasmol,Tarfah S,30,5,0,0,0,0,3.686
Spring 2021,COMM,3325,1,24622,Sports Journalism,Creech,Jennifer Dial,20,0,0,0,0,0,4
Spring 2021,LAW,7305,1,29153,WRS: Hot Topic Crim Law & Proc,Thompson,Sandra Guerra,3,5,0,0,0,0,3.416
Spring 2021,MECT,4188,2,19154,Ethics in Engineering Tech,Moghaddam,Hassan,22,13,0,0,0,0,3.273
Spring 2021,SOCW,7367,1,18732,Policy Analysis,Ochoa,Ashley Marissa,13,3,0,0,0,0,3.854
Spring 2021,LAW,5119,1,19143,Advocates-Negotiation-Retro,Lawrence,Jim E,0,0,0,0,0,0,0
Spring 2021,ENGL,1304,24,17934,First Year Writing II,Lagana,Karen E,17,1,0,0,0,0,3.534
Spring 2021,THEA,1112,4,31160,Production,Johnson,James B,20,0,0,0,0,0,3.984
Spring 2021,GEOL,1130,3,14732,Physical Geology Lab,Sisson,Virginia B,5,9,0,0,0,0,3.381
Spring 2021,ACCT,7375,2,24858,Corporate Taxation,Chen,Xi,7,7,0,0,0,0,3.5
Spring 2021,FINA,4397,1,28163,Selected Topics in Finance,Pena,Juan F,97,7,2,0,0,1,3.709
Spring 2021,BIOE,8298,15,20712,Doctoral Research,Larin,Kirill,0,0,0,0,0,0,0
Spring 2021,NUTR,4348,1,16491,Intro to NUTR Counseling,Honig,Caryn A,21,5,1,0,0,0,3.279
Spring 2021,ELCS,8311,1,23504,Lab of Practice-Lit Revw Devel,Hawkins,Jacqueline McLean,7,1,0,0,0,0,3.916
Spring 2021,PHYS,1102,18,24105,General Physics Laboratory II,Maric,Sladjana,2,12,2,0,0,1,2.087
Spring 2021,FINA,7329,1,30497,Behavioral Finance,Rude,Dale,9,3,0,0,0,0,3.36
Spring 2021,BIOL,3301,7,24429,Genetics,Newman,Anna P,8,6,1,0,0,1,1.987
Spring 2021,DIGM,2325,30,27565,Info Tech for Digital Media,Chadwick,Sidney Leslie,13,10,3,0,0,3,2.955
Spring 2021,CHEE,8298,7,16594,Doctoral Research,Grabow,Lars C,0,0,0,0,0,0,0
Spring 2021,FINA,4342,1,20307,Financial Eval Corp Reports,Disch,Chad Alan,13,15,3,0,0,1,2.449
Spring 2021,HLT,3304,1,14847,Adolescent Health Issues,Fedor Amador,Theresa Marie,55,36,0,0,0,0,3.266
Spring 2021,ETIM,6310,1,28073,Fundamentals of Innovation,Kovach,Jamison,1,2,0,0,0,0,2
Spring 2021,WGSS,2350,10,25795,Intro To Women's Studies,Pegoda,Andrew Joseph,11,6,0,0,0,5,2.321
Spring 2021,HDCS,4386,1,14814,Communication Strategies,Hitchman Sr,Cal M,30,16,0,0,0,2,3.268
Spring 2021,MIS,3360,2,17669,Systems Analysis and Design,Skinner,Richard James,14,22,0,0,0,0,1.937
Spring 2021,FINA,4343,1,20309,Credit Analysis,Lara,Alexander J,29,7,0,0,0,0,3.148
Spring 2021,CHNS,4302,1,16500,Integrated Chinese,Wen,Xiaohong Sharon,4,0,0,0,0,0,3.2
Spring 2021,PSYC,3301,3,22330,Intro Psych Stats,Deleanu,Evelina,40,19,3,0,0,1,2.79
Spring 2021,SOCW,8699,2,24181,Dissertation,Leung,Yuk-Hi Patrick,2,0,0,0,0,0,4
Spring 2021,MUSI,4114,3,31410,Chamber Music - Brass,Dinitz,Adam L,4,0,0,0,0,0,4
Spring 2021,CUIN,7397,1,28612,Selected Topics in CUIN,Hausmann,Robert Carl,10,0,0,0,0,0,3.636
Spring 2021,MUED,6310,1,29043,Curriculum and Assessment,Kastner,Julie D,1,0,0,0,0,0,4
Spring 2021,CHNS,3360,2,20935,A Look Into Modern China,McArthur,Charles M,5,10,0,0,0,0,2.125
Spring 2021,MARK,4365,1,23447,Intro to Digital Marketing,Lyu,Shijie,9,24,1,0,0,0,2.215
Spring 2021,ACCT,3368,3,20374,Intermediate Accounting II,Sun,Xue,13,5,0,0,0,0,2.333
Spring 2021,ELET,4345,1,21215,App of Fuel Cell Technology,Bose,Anima B,0,0,1,0,0,0,0.583
Spring 2021,ITAL,6398,1,18498,Special Problems Ital Culture,Nicosia,Alda,2,0,0,0,0,0,3.835
Spring 2021,HRMA,1367,2,22618,Lodging Management,Kenyan,Erin Oeser,20,5,1,0,0,0,3.356
Spring 2021,JPNS,1502,1,14952,Elementary Japanese II,Suzuki,Mamiko,18,4,0,0,0,0,2.919
Spring 2021,INAR,3310,2,29481,Materials/Methods of Int Arch,Wienert,Ross George,3,0,1,0,0,0,2.333
Spring 2021,CHEM,1111,1,14049,Fundamentals of Chm Lab,Zaitsev,Vladimir G,6,4,0,0,0,2,2.25
Spring 2021,PCOL,8998,2,22890,Doctoral Research,Bond,Richard A,0,0,0,0,0,0,0
Spring 2021,ARTH,6303,1,21332,After Theory,Rubinstein,Raphael,3,1,0,0,0,1,3.75
Spring 2021,LAW,5247,1,14982,Houston Journal of Int'l Law,Berman,Emily,0,0,0,0,0,0,0
Spring 2021,CUIN,8310,16,22933,Laboratory of Practice,Hutchison,Laveria F,7,0,0,0,0,0,4
Spring 2021,FINA,   6A31,1,22463,Analyzing Financial Statements,Woods,James D,7,4,0,0,0,0,3.606
Spring 2021,COSC,8398,119,25080,Doctoral Research,Ordonez,Carlos,0,0,0,0,0,0,0
Spring 2021,CHEM,8399,24,31474,Doctoral Dissertation,May,Jeremy A,1,0,0,0,0,0,4
Spring 2021,SPAN,7395,2,29562,Sel Topics in US Hispanic Lit,Kanellos,Nicolas,1,0,0,0,0,0,4
Spring 2021,LAW,5223,1,24435,Post-Mortem Estate Planning,Cororve,Brian,0,1,1,0,0,0,1.667
Spring 2021,MUSA,8242,5,31390,Doctoral Recital III,Witt,Woodrow W,1,0,0,0,0,0,4
Spring 2021,PHOP,6198,5,22982,Spec Prob-Physio Optics,Patel,Nimesh Bhikhu,2,0,0,0,0,0,4
Spring 2021,ARCH,5593,5,22819,Thesis Project,Burrow,Robert W,1,0,0,0,0,0,4
Spring 2021,PHAR,5297,5,31105,Selected Topics in Pharmacy,Sansgiry,Sujit Sharad,0,0,0,0,0,0,0
Spring 2021,MUSI,4114,4,31411,Chamber Music - Brass,Dinitz,Adam L,2,0,0,0,0,0,4
Spring 2021,PHOP,6557,4,30546,Research Practicum B,Harrison,Wendy W,1,0,0,0,0,0,4
Spring 2021,GEOL,7199,1,31019,Master Thesis,Sun,Jiajia,1,0,0,0,0,0,4
Spring 2021,MUSA,2202,1,21449,Applied Composition,Maroney,Marcus K,0,1,0,0,0,0,3.33
Spring 2021,BCHS,8199,1,13808,Doctoral Dissertation,Sen,Mehmet,0,1,0,0,0,0,3
Spring 2021,PETR,8398,9,21072,Doctoral Research,Sakhaee Pour,Ahmad,0,0,0,0,0,0,0
Spring 2021,PEP,8999,1,20830,Doctoral Dissertation,Parikh,Pranav J,1,0,0,0,0,0,4
Spring 2021,LAW,5271,1,20376,Advanced Negotiation,Hedges,Kevin T,3,7,0,0,0,0,2.833
Spring 2021,PCOL,6198,6,30448,Special Problems,Ruan,Ke-He,0,0,0,0,0,0,0
Spring 2021,SCM,4330,4,24469,Bus Modeling and Dec Analysis,Chin,Wynne W,16,5,2,0,0,1,1.583
Spring 2021,ARCH,1501,1,13729,Arc/Int Arc Design Studio II,Handanovic,Dijana,10,7,1,0,0,0,3.084
Spring 2021,POLS,1335,1,26336,World Politics,Sisman,Ozlem,2,11,0,0,0,3,0.992
Spring 2021,COMM,4361,1,14353,Adv. Campaign Competition,Thorp,Charles Arthur,15,0,0,0,0,0,4
Spring 2021,SPAN,4387,1,23334,Literary & Legal Translation,Arboleda,Paola,18,2,0,0,0,0,3.041
Spring 2021,CHEE,4322,1,13974,Chemical Engineering Design II,Fleischer,Miguel T,19,17,0,0,0,0,3.109
Spring 2021,COMD,4333,1,18702,Neuroscience for COMD,Blake,Margaret T,38,7,1,0,0,0,3.531
Spring 2021,MECE,6364,1,20069,Phase Transform in Materials,Selvamanickam,Venkat,3,5,0,0,0,1,2.667
Spring 2021,HON,2101,16,17956,The Human Situation:Modernity,Wallace,Daniel,7,3,0,0,0,0,3.634
Spring 2021,ELCS,8395,4,27590,Doctoral Thesis,Johnson PhD,Detra DeVerne,1,0,0,0,0,0,1.333
Spring 2021,PHCA,7181,1,21948,Sem in Phrm Hlth Outcomes &Pol,Chen,Hua,9,0,0,0,0,0,4
Spring 2021,ARCH,3501,3,22311,Architecture Design Studio VI,Fakhry,Karim,5,9,0,0,0,0,2.958
Spring 2021,MATH,2311,5,15096,Intro To Prob & Statistics,Hong,Yuqi,8,15,3,0,0,8,1.029
Spring 2021,HON,2101,35,22427,The Human Situation:Modernity,Gish,Dustin,3,0,0,0,0,1,3.78
Spring 2021,CIS,4375,1,18355,Project Management & Practice,Detillier,Bret James,4,9,1,0,0,0,2.105
Spring 2021,INTB,3355,3,19149,Global Environment of Business,Thompson,Joseph Lee,33,3,1,0,0,0,3.559
Spring 2021,SCM,4385,1,20984,Supply Chain Analytics,Murray,Michael J,12,11,2,0,0,14,2.5
Spring 2021,BIOL,4354,1,17914,Endocrinology,Warner,Margaret,105,2,0,0,0,0,3.944
Spring 2021,HIST,2363,1,21193,Study of Modern Civilizations,Pus,Ivan,3,2,1,0,0,0,1.848
Spring 2021,MATH,1311,5,22773,Elem/Mathematical Modeling,Hafeez,Shahinda,19,34,13,0,0,14,1.112
Spring 2021,CNST,4345,1,18806,Reinforced Concrete Structures,Chang,Chi Chung,12,14,1,0,0,0,3.15
Spring 2021,POLS,3310,2,20391,Intro to Political Theory,Kitch,Sarah Beth V.,27,9,1,0,0,1,3.054
Spring 2021,BIOL,1144,2,13840,Hum Anat Physiol Lab II,Gill,Tejendra,12,9,1,0,0,0,3.222
Spring 2021,POLS,3312,5,26351,"Arguments, Data, Politics",Kim,Yongkwang,22,2,0,0,0,2,3.862
Spring 2021,ENGL,8699,7,21780,Doctoral Dissertation,Butler,Paul G,0,0,0,0,0,0,0
Spring 2021,COSC,8698,120,25112,Doctoral Research,Pandurangan,Gopal,0,0,0,0,0,0,0
Spring 2021,COMM,3360,2,20282,Strategic Comm. Principles,Ashley,Laura B,15,8,0,0,0,1,3.035
Spring 2021,ENGL,2330,3,30502,Writing Discipline English,Yang,Sunny Chen,4,2,1,0,0,4,1.5
Spring 2021,ELET,4319,1,14614,Elec Power Sys & Industry Prac,Fan,Lei,11,12,0,0,0,0,2.845
Spring 2021,ENGL,1303,14,28430,First Year Writing I,Ely,Blaine,6,1,1,0,0,1,1.556
Spring 2021,MUSA,4189,6,29552,Senior Recital,Rowell,Chester D,2,0,0,0,0,0,4
Spring 2021,SOC,3312,1,28347,Sociology of Deviance,Colbert,Sharla Stettnisch,11,13,1,0,2,5,3.148
Spring 2021,CIVE,4312,3,23652,Civil Engr Design Project,Keyvani,Ali,24,9,1,0,0,0,3.168
Spring 2021,GEOL,4398,2,31516,Independent Study,Suppe,John,0,0,0,0,0,0,0
Spring 2021,MATH,8398,14,18988,Doctoral Research,Jun,Mikyoung,0,0,0,0,0,0,0
Spring 2021,MARK,3337,3,23694,Professional Selling,McAndrews,Craig D,186,31,2,0,0,5,3.448
Spring 2021,HDFS,4318,2,20313,Parent-Child Relationships,Jordan,Erica F,27,13,2,0,0,1,2.915
Spring 2021,MECE,3345,1,16237,Materials Science,Ryou,Jae-Hyun,8,7,0,0,0,0,3.118
Spring 2021,PHAR,5675,3,25711,Disease State Management,Gee,Jodie Sue,2,0,0,0,0,0,4
Spring 2021,GEOL,6384,1,20276,Petroleum Prospecting Workshop,Mann,Paul,5,4,0,0,0,0,3.702
Spring 2021,BTEC,4300,30,23136,Principles of Bioinformatics,Balan,Venkatesh,3,3,0,0,0,1,3
Spring 2021,PHAR,4251,2,22749,Pharmacy Skills Program II,Wollen,Joshua T,49,5,1,0,0,0,3.873
Spring 2021,CUIN,3312,1,23381,Educational Technology,Hebert,Waneta Suzanne,21,4,0,0,0,1,2.938
Spring 2021,MUSA,8320,32,29402,Doctoral Applied Music,Witt,Woodrow W,1,0,0,0,0,0,4
Spring 2021,ACCT,4331,1,13650,Federal Income Tax-Individual,Fernandez,Ramon,3,22,2,0,0,0,2.47
Spring 2021,PHOP,6371,3,28155,Experimental Design in VS,Richdale,Kathryn L,9,0,0,0,0,0,3.817
Spring 2021,ECE,8198,3,16856,Doctoral Research,Chen,Ji,0,0,0,0,0,0,0
Spring 2021,ARCH,6376,1,24313,Urban Determinants,Rogers,Susan,14,2,0,0,0,0,3.834
Spring 2021,PHYS,1101,8,16163,General Physics Laboratory I,Wood,Lowell T,5,6,0,0,0,0,1.609
Spring 2021,CHEE,8598,17,17810,Doctoral Research,Vekilov,Peter,0,0,0,0,0,0,0
Spring 2021,PCOL,8998,4,25519,Doctoral Research,Statsyuk,Alexander V,1,0,0,0,0,0,4
Spring 2021,PHAR,4160,2,28630,Fundamentals Comm Pharm Pract,Wallace,David A,30,0,1,0,0,0,3.935
Spring 2021,SOCW,7310,1,26810,Program Planning & Evaluation,Powell,Torey Ian,12,2,0,0,0,1,3.716
Spring 2021,PHYS,1101,4,16157,General Physics Laboratory I,Maric,Sladjana,5,12,1,0,0,1,2.421
Spring 2021,ACCT,5376,1,29106,Adv Fin Statement Auditing,Seltz,Joe D,1,4,1,0,0,0,2.037
Spring 2021,PSYC,2301,6,18275,Intro To Methods in Psychology,Mariotto PhD,Marco J,24,23,12,0,0,1,2.406
Spring 2021,ENGI,8111,1,30989,FFP,Sharma,Pradeep,0,0,0,0,0,0,0
Spring 2021,ENGL,2330,2,25540,Writing Discipline English,Yang,Sunny Chen,9,2,1,0,0,2,2.627
Spring 2021,CNST,3155,1,20476,Const Materials & Testing,Meyer,Joseph Ray,27,31,1,0,0,0,2.73
Spring 2021,BIOL,3301,4,19073,Genetics,Kelleher Meisel,Erin S,35,63,19,0,0,3,1.786
Spring 2021,ENGL,1304,28,14645,First Year Writing II,Lipke,Amy P,8,6,0,0,0,1,2.778
Spring 2021,PSYC,3301,7,22331,Intro Psych Stats,Liu,Zihan,25,28,5,0,0,4,2.604
Spring 2021,BIOE,8298,20,22053,Doctoral Research,Romero Ortega,Mario Ignacio,0,0,0,0,0,0,0
Spring 2021,FINA,7397,9,29757,Selected Topics in Finance,Pirrong,Stephen Craig,2,1,0,0,0,1,3.777
Spring 2021,CHEM,3222,9,14103,Fund of Organic Chem. Lab II,Bean,Mary B,7,10,0,0,0,3,2.73
Spring 2021,MATH,1313,9,15085,Finite Math with Applications,Caglar,Atife,10,9,3,0,0,2,1.517
Spring 2021,BIOE,6397,2,29146,Selected Topics,Romero Ortega,Mario Ignacio,8,3,0,0,0,0,3.697
Spring 2021,PHAR,5270,3,28671,Pcon & Hospital Pharmacy Mgmt,Varkey,Divya A,39,1,0,0,0,0,3.959
Spring 2021,ELET,4421,1,14617,Computer Networks,Baxley,Stuart M,3,24,3,0,0,0,1.758
Spring 2021,COSC,6373,1,21044,Computer Vision,Kakadiaris,Ioannis A.,5,1,0,0,0,0,3.888
Spring 2021,BIOE,6349,1,21034,Biomedical Microdevices,Majd,Sheereen,25,2,0,0,0,0,3.804
Spring 2021,HRMA,4361,1,23576,Marketing Strategies,He,Zeya,23,18,2,0,0,1,2.98
Spring 2021,SOC,3316,1,28350,Sociology of Sport,Lee,Shayne,35,22,1,0,0,0,3.399
Spring 2021,MUSI,2161,6,29219,Group Piano IV,Van Kekerix,Todd Evan,7,0,0,0,0,0,3.906
Spring 2021,DIGM,3370,30,22557,Two Dimensional Animation,Snyder,Philip Charles,13,14,1,0,0,0,2.939
Spring 2021,MUED,2342,1,24907,Music for Children,McGregor,Laura Louise,12,5,0,0,0,0,2.906
Spring 2021,HLT,4310,3,29837,Program Planning for Health,Markowitz,Eliz,20,7,1,0,0,3,2.748
Spring 2021,BIOL,4396,1,13893,Senior Research Project,Frankino,William A,10,0,0,0,0,0,4
Spring 2021,PHAR,5297,1,30697,Selected Topics in Pharmacy,Truong,Mabel,6,2,0,0,0,0,3.75
Spring 2021,PETR,5397,2,27500,Selected Topics,Soliman,Mohamed Yousef,0,0,0,0,0,0,0
Spring 2021,SPAN,6398,6,16097,Special Problems,Rivera Garza,Cristina,2,0,0,0,0,0,4
Spring 2021,MUSA,3424,2,29261,Applied Violoncello,Choi,Estelle,2,0,0,0,0,0,3.835
Spring 2021,PHLS,8311,1,27639,Educational Disparities,Master,Allison,6,1,0,0,0,0,3.904
Spring 2021,HRMA,3353,1,28024,Hosp Metrics & Data Analytics,Lee,Minwoo,7,2,1,0,0,0,3.055
Spring 2021,PEP,7326,1,24651,Intercollegiate Ath & Educ,Hawkins,Billy J,13,1,0,0,0,0,3.601
Spring 2021,SPEC,4397,1,27782,Special Topics: Spec Pops,Carp,Charlotte Lynn,7,4,0,0,0,1,3.223
