TERM,SUBJECT,CATALOG NBR,CLASS SECTION,COURSE DESCR,INSTR LAST NAME,INSTR FIRST NAME,A,B,C,D,F,TOTAL DROPPED,AVG GPA,HELPER
Spring 2026,POLC,4397,4,Selected Topics Public Policy,Koelling,Peter,0,3,0,0,,,3,POLC4397
Spring 2026,POLC,4398,1,Independent Study,Cross,Renee Danielle,6,1,0,0,,,3.81,POLC4398
Spring 2026,POLC,6391,1,Internship in Public Policy,Koelling,Peter,4,1,0,0,,,3.866,POLC6391
Spring 2026,POLC,6342,1,Pol Econ & Ethics of Market Pr,Granato,James S,3,1,0,0,,,3.833,POLC6342
Spring 2026,POLC,4498,1,Independent Study,Cross,Renee Danielle,3,0,0,0,,,4,POLC4498
Spring 2026,POLC,4598,1,Independent Study,Cross,Renee Danielle,3,0,0,0,,,4,POLC4598
Spring 2026,POLC,6398,1,Special Problems,Atsusaka,Yuki,1,0,0,0,,,4,POLC6398
Spring 2026,PHLS,6370,02,Intro To Cross-Cultural Cslng,Smith,Nathaniel Lewis,12,0,0,0,,,4,PHLS6370
Spring 2026,PHLS,6370,05,Intro To Cross-Cultural Cslng,Smith,Nathaniel Lewis,10,0,0,0,,,4,PHLS6370
Spring 2026,PHLS,6370,03,Intro To Cross-Cultural Cslng,Smith,Nathaniel Lewis,8,0,0,0,,1,3.556,PHLS6370
Spring 2026,PHLS,6352,01,Assessmnt in Educ Psych,Lee,Jungeun,14,0,0,0,,,3.976,PHLS6352
Spring 2026,PHLS,6352,02,Assessmnt in Educ Psych,Lee,Jungeun,14,0,0,0,,,3.976,PHLS6352
Spring 2026,PHLS,6391,01,Counseling Methods &Techniques,Whitaker,Rachael Gwin,10,0,0,0,,,4,PHLS6391
Spring 2026,PHLS,6391,02,Counseling Methods &Techniques,Whitaker,Rachael Gwin,10,0,0,0,,,4,PHLS6391
Spring 2026,PHLS,6391,03,Counseling Methods &Techniques,Whitaker,Rachael Gwin,8,0,0,0,,,4,PHLS6391
Spring 2026,PHLS,6323,02,Psychopathology,Hurt,Kara Marie,13,0,0,0,,,4,PHLS6323
Spring 2026,PHLS,6323,03,Psychopathology,Hurt,Kara Marie,10,1,0,0,,,3.939,PHLS6323
Spring 2026,PHLS,8322,02,Intermed Stats in Psy/Educ Res,Wiesner,Margit F,16,4,0,0,,,3.8,PHLS8322
Spring 2026,PHLS,6332,01,PHLS 6332,Viola,Shannon B,18,1,0,0,,,3.947,PHLS6332
Spring 2026,PHLS,6312,02,Crisis Counseling,Lee,Jungeun,18,0,0,0,,,4,PHLS6312
Spring 2026,PHLS,6315,01,Career Counseling,Whitaker,Rachael Gwin,18,0,0,0,,,4,PHLS6315
Spring 2026,PHLS,6313,01,Prof Orientation & Adv Ethics,Hurt,Kara Marie,8,0,0,0,,,4,PHLS6313
Spring 2026,PHLS,6313,02,Prof Orientation & Adv Ethics,Hurt,Kara Marie,7,0,0,0,,,4,PHLS6313
Spring 2026,PHLS,8347,01,Assessment Cog Abilities,Matta,Michael,9,5,0,0,,1,3.422,PHLS8347
Spring 2026,PHLS,6336,01,PHLS 6336,Hendricker,Elise N,12,2,0,0,,,3.692,PHLS6336
Spring 2026,PHLS,8300,01,Advanced Educ/Psy Measurement,Fan,Weihua,12,0,0,0,,,4,PHLS8300
Spring 2026,PHLS,8346,01,Pediatric Psychopharmacology,Smith,Bradley,12,0,0,0,,,3.945,PHLS8346
Spring 2026,PHLS,7330,01,Adv Thrys of Counseling,McPherson,Robert Harlan,11,0,0,0,,,4,PHLS7330
Spring 2026,PHLS,8335,01,Sem-Adv Top-Human Development,Master,Allison,11,0,0,0,,,4,PHLS8335
Spring 2026,PHLS,8305,02,Supervisn in Counseling,McPherson,Robert Harlan,10,0,0,0,,,4,PHLS8305
Spring 2026,PHLS,8310,01,Psych of Learning in STEM,Master,Allison,10,0,0,0,,,4,PHLS8310
Spring 2026,PHLS,8328,01,HLM in Psyc & Educ Research,Fan,Weihua,9,0,0,0,,,3.963,PHLS8328
Spring 2026,PHLS,7377,01,Child & Adol Psychopathology,Smith,Bradley,8,0,0,0,,,4,PHLS7377
Spring 2026,PHLS,7393,03,Internship and Practicum,Viola,Shannon B,8,0,0,0,,,3.959,PHLS7393
Spring 2026,PHLS,8357,01,Clinical Interventions,Allan,Blake A,7,0,0,0,,,3.953,PHLS8357
Spring 2026,PHLS,8362,02,Innov Acad Assmt & Invt: RTI,Margulis,Milena A,7,0,0,0,,,4,PHLS8362
Spring 2026,PHLS,8327,01,Longit Analy in Psy/Educ Res,Wiesner,Margit F,6,0,0,0,,,4,PHLS8327
Spring 2026,PHLS,8334,01,Research Counseling Psychology,Arbona,Consuelo,6,0,0,0,,,4,PHLS8334
Spring 2026,PHLS,8367,01,Behavioral Consultation,Wang,Jiayi,6,0,0,0,,,4,PHLS8367
Spring 2026,PHLS,8199,01,Dissertation,Smith,Bradley,2,0,0,0,,1,2.667,PHLS8199
Spring 2026,PHLS,8199,03,Dissertation,Margulis,Milena A,1,0,0,0,,,4,PHLS8199
Spring 2026,PHLS,8199,10,Dissertation,Dunsmore,Julie C,1,0,0,0,,,4,PHLS8199
Spring 2026,PHLS,8398,01,Special Problems,Matta,Michael,3,1,0,0,,,3.668,PHLS8398
Spring 2026,PHLS,8398,02,Special Problems,Smith,Bradley,1,0,0,0,,,4,PHLS8398
Spring 2026,PHLS,8394,01,University Teach Pract in Epsy,Master,Allison,2,0,0,0,,,4,PHLS8394
Spring 2026,PHLS,8699,06,Doctoral Dissertation,Margulis,Milena A,1,0,0,0,,,4,PHLS8699
Spring 2026,PHLS,8699,07,Doctoral Dissertation,Master,Allison,1,0,0,0,,,4,PHLS8699
Spring 2026,PHLS,7193,01,Internship and Practicum,Smith,Bradley,1,0,0,0,,,4,PHLS7193
Spring 2026,PHLS,8307,01,Health Disparities,Carmack,Chakema,1,0,0,0,,,4,PHLS8307
Spring 2026,PHLS,8399,06,Doctoral Dissertation,Arbona,Consuelo,1,0,0,0,,,4,PHLS8399
Spring 2026,RELS,1301,02,Intro To Religious Studies,Eberhart,Christian,15,13,4,1,2,2,2.928,RELS1301
Spring 2026,RELS,1301,03,Intro To Religious Studies,Borkataky-Varma,Sravana,23,8,3,1,,,3.477,RELS1301
Spring 2026,RELS,3323,1,Jewish & Christian Traditions,Stephan,Corey John,34,10,4,1,1,,3.48,RELS3323
Spring 2026,RELS,3370,1,The Bible and Modern Science,Ott,Aaron Frederick,24,14,4,3,3,2,2.967,RELS3370
Spring 2026,RELS,2360,01,Buddhist Traditions: An Intro,Borkataky-Varma,Sravana,27,8,7,0,4,3,2.919,RELS2360
Spring 2026,RELS,3380,1,Asian Religions: An Overview,Amos,Sophia,25,8,5,0,,4,3.183,RELS3380
Spring 2026,RELS,2311,01,Bible and Western Culture II,Eberhart,Christian,23,11,1,1,2,2,3.151,RELS2311
Spring 2026,RELS,2350,1,Introduction to Islam,Amos,Sophia,23,5,5,0,2,1,3.204,RELS2350
Spring 2026,RELS,2372,1,Bible and Modern Pop Culture,Tamber-Rosenau,Caryn M,9,4,2,0,,,3.423,RELS2372
Spring 2026,INDS,1360,1,Visual Thinking,Kimbrough,Mark S,13,21,8,2,,6,2.607,INDS1360
Spring 2026,INDS,3397,3,Selected Topics,Jackson,Megan H,20,6,0,0,,1,3.63,INDS3397
Spring 2026,INDS,3397,01,Selected Topics,Kang,Chul Min,2,2,0,0,,3,1.953,INDS3397
Spring 2026,INDS,3397,5,Selected Topics,Chow,George K,3,3,1,0,,,3.38,INDS3397
Spring 2026,INDS,3397,4,Selected Topics,Kimbrough,Mark S,3,1,1,0,,,3.268,INDS3397
Spring 2026,INDS,1501,03,Industrial Design Studio II,Jackson,Megan H,4,10,0,2,,1,2.785,INDS1501
Spring 2026,INDS,1501,01,Industrial Design Studio II,Jamjoom,Zain Ahmed,4,6,4,0,,2,2.666,INDS1501
Spring 2026,INDS,4361,1,E-Portfolio,Wells,Adam C,28,0,0,0,,,4,INDS4361
Spring 2026,INDS,2501,01,Industrial Design Studio IV,Wells,Adam C,6,8,0,0,,,3.334,INDS2501
Spring 2026,INDS,2501,3,Industrial Design Studio IV,Cambronero,Gerardo,0,10,1,1,,,2.915,INDS2501
Spring 2026,INDS,3340,1,Computer Aided Indus Design II,Chow,George K,15,11,0,0,,,3.488,INDS3340
Spring 2026,INDS,2160,02,Materials and Manufac Methods,Wells,Adam C,9,11,3,1,1,,2.974,INDS2160
Spring 2026,INDS,2356,01,Design History II,Westich,Stephen,13,9,2,0,,,3.445,INDS2356
Spring 2026,INDS,3501,01,Industrial Design Studio VI,Kang,Chul Min,8,5,0,1,,,3.405,INDS3501
Spring 2026,INDS,4501,01,Industrial Design Studio VIII,Feng,Jeff Feng,9,5,0,0,,,3.525,INDS4501
Spring 2026,INDS,2170,02,Digital Sketch Techniques I,Kimbrough,Mark S,1,2,1,0,1,3,1.459,INDS2170
Spring 2026,INDS,2270,2,Digital Sketch Techniques II,Kimbrough,Mark S,8,0,0,0,,,4,INDS2270
Spring 2026,INDS,4380,01,Design Internship,Wells,Adam C,6,0,0,0,,,4,INDS4380
Spring 2026,INDS,4380,2,Design Internship,Wells,Adam C,1,0,0,0,,,4,INDS4380
Spring 2026,INDS,3360,1,Human Factors,Vos,Gordon A,6,0,0,0,,,4,INDS3360
Spring 2026,INDS,6333,1,Human Factors,Vos,Gordon A,4,0,0,0,,,4,INDS6333
Spring 2026,INDS,7301,01,Design Thesis II,Morshedzadeh,Elham,2,0,0,0,,,4,INDS7301
Spring 2026,INDS,7301,3,Design Thesis II,Kang,Chul Min,0,1,0,0,,,3.33,INDS7301
Spring 2026,INDS,7301,5,Design Thesis II,Chow,George K,1,0,0,0,,,4,INDS7301
Spring 2026,INDS,3370,01,Advanced Design Systems,Feng,Jeff Feng,3,0,0,0,,,4,INDS3370
Spring 2026,INDS,6340,1,Advanced Design Materials,Wells,Adam C,2,1,0,0,,,3.667,INDS6340
Spring 2026,INDS,6397,1,Selected Topics,Kang,Chul Min,2,0,0,0,,,3.67,INDS6397
Spring 2026,INDS,6397,5,Selected Topics,Chow,George K,1,0,0,0,,,3.67,INDS6397
Spring 2026,INDS,6398,1,Independent Study,Wells,Adam C,1,0,0,0,,,3.67,INDS6398
Spring 2026,INDS,6398,2,Independent Study,Feng,Jeff Feng,1,0,0,0,,,4,INDS6398
Spring 2026,INDS,6398,3,Independent Study,Morshedzadeh,Elham,1,0,0,0,,,4,INDS6398
Spring 2026,INDS,6310,1,Visual Thinking,Kimbrough,Mark S,1,1,0,0,,,3.665,INDS6310
Spring 2026,INDS,6355,1,Integrated Design Research,Vos,Gordon A,2,0,0,0,,,4,INDS6355
Spring 2026,INDS,6361,1,Industrial Design Studio II,Morshedzadeh,Elham,2,0,0,0,,,4,INDS6361
Spring 2026,INDS,6330,1,3D Visualization,Chow,George K,1,0,0,0,,,3.67,INDS6330
Spring 2026,INDS,7300,1,Design Thesis I,Chow,George K,1,0,0,0,,,4,INDS7300
Spring 2026,LST,3356,01,Intro to Constitutional Law,Abbott Jr,Kenneth Wayne,38,6,0,0,,,3.834,LST3356
Spring 2026,LST,3356,02,Intro to Constitutional Law,Wall,Kenneth S,9,6,3,7,,8,1.97,LST3356
Spring 2026,LST,3352,1,LST 3352,Badas,Alex,10,10,8,3,2,7,2.209,LST3352
Spring 2026,LST,3357,01,Con Law - Civil Liberties,Littlepage,Kelley G,11,14,8,2,1,4,2.633,LST3357
Spring 2026,LST,3386,01,Criminal Law,Wright,Andrew Alexander,7,19,8,1,,5,2.476,LST3386
Spring 2026,LST,3359,01,Criminal Justice,Manning,Tanisha,7,14,9,2,2,5,2.299,LST3359
Spring 2026,LST,3385,01,Introduction to Law,Abbott Jr,Kenneth Wayne,35,3,1,0,,,3.838,LST3385
Spring 2026,LST,3354,01,Law and Society,Watts,Jeffrey Allen,27,3,2,0,3,2,3.217,LST3354
Spring 2026,LST,4392,01,Internship in Public Law,Abbott Jr,Kenneth Wayne,12,0,0,0,,,4,LST4392
Spring 2026,DANC,2303,02,Introduction to Dance,Bobet,Jacqueline A,16,11,13,4,6,,2.514,DANC2303
Spring 2026,DANC,2303,01,Introduction to Dance,Bobet,Jacqueline A,23,17,2,1,2,4,2.913,DANC2303
Spring 2026,DANC,2303,03,Introduction to Dance,Bobet,Jacqueline A,13,15,7,4,7,3,2.333,DANC2303
Spring 2026,DANC,2323,01,Dance in Film,Estrada,Maria Gabriela,14,5,0,1,,3,3.087,DANC2323
Spring 2026,DANC,4397,01,Selected Topics,Prokop,Travis Cooper,20,1,0,0,,,3.89,DANC4397
Spring 2026,DANC,3103,01,Junior Seminar in Somatics,Valle,Toni Leago,9,5,0,0,,,3.619,DANC3103
Spring 2026,DANC,4305,01,Senior Project with Career Mgt,Prokop,Travis Cooper,14,0,0,0,,,4,DANC4305
Spring 2026,DANC,4302,01,Advanced Technique and Theory,Lockett,KeyAira,13,0,0,0,,,3.924,DANC4302
Spring 2026,DANC,2111,01,Dance Production Run Crew,Valle,Toni Leago,10,1,1,0,,,3.668,DANC2111
Spring 2026,DANC,3107,01,Intermediate Hip Hop Dance,Aguilera,Joel,8,0,0,0,2,2,2.667,DANC3107
Spring 2026,DANC,1202,01,Ballet I Part II,Estrada,Maria Gabriela,7,3,1,0,,,3.425,DANC1202
Spring 2026,DANC,2202,01,Sophomore Technique,Ozsoy,Firat Kazbek,9,2,0,0,,,3.758,DANC2202
Spring 2026,DANC,4110,01,Dance Ensemble,Lockett,KeyAira,11,0,0,0,,,3.97,DANC4110
Spring 2026,DANC,1301,01,Dance Improvisation,Scates,Leslie Ann,8,0,0,0,,,4,DANC1301
Spring 2026,DANC,3305,01,Dance Composition II,Lockett,KeyAira,6,1,0,0,,,3.81,DANC3305
Spring 2026,DANC,3302,01,Int. Technique and Theory,Ozsoy,Firat Kazbek,6,0,0,0,,,3.945,DANC3302
Spring 2026,DANC,3311,01,Dance History II,Estrada,Maria Gabriela,4,1,0,0,,,3.734,DANC3311
Spring 2026,DANC,4398,01,Independent Study,Valle,Toni Leago,1,0,0,0,,,3.67,DANC4398
Spring 2026,DANC,4398,02,Independent Study,Prokop,Travis Cooper,1,0,0,0,,,4,DANC4398
Spring 2026,DANC,4298,01,Independent Study,Valle,Toni Leago,1,0,0,0,,,4,DANC4298
Spring 2026,BZAN,6310,03,Quant Analysis for Busn Dec,Hou,Jinghui,41,1,1,0,,,3.9,BZAN6310
Spring 2026,BZAN,6310,01,Quant Analysis for Busn Dec,Chin,Wynne W,16,21,0,0,,2,3.214,BZAN6310
Spring 2026,BZAN,6310,02,Quant Analysis for Busn Dec,Chin,Wynne W,17,15,0,0,,,3.48,BZAN6310
Spring 2026,BZAN,6354,01,DB Mgmt Infrstrctr & Architec,Grimes,George M,11,5,4,0,,,3.35,BZAN6354
Spring 2026,BZAN,6354,02,DB Mgmt Infrstrctr & Architec,Grimes,George M,11,2,0,0,,,3.846,BZAN6354
Spring 2026,BZAN,7320,04,Bus Modeling For Comp Adv,Hess,James D,13,4,0,0,,,3.765,BZAN7320
Spring 2026,BZAN,7320,02,Bus Modeling For Comp Adv,Murray,Michael J,3,1,1,0,,,3.334,BZAN7320
Spring 2026,BZAN,7320,3,Bus Modeling For Comp Adv,Wiley,Briceon C,4,1,0,0,,,3.602,BZAN7320
Spring 2026,BZAN,7320,05,Bus Modeling For Comp Adv,Murray,Michael J,0,2,0,0,,1,1.78,BZAN7320
Spring 2026,BZAN,7320,1,Bus Modeling For Comp Adv,Wiley,Briceon C,1,2,0,0,,,3.553,BZAN7320
Spring 2026,BZAN,6353,02,Res Design-Probs Busi Anlytcs,Aron,Ravi,1,14,0,0,,,3.111,BZAN6353
Spring 2026,BZAN,6353,01,Res Design-Probs Busi Anlytcs,Aron,Ravi,3,7,0,0,,,3.399,BZAN6353
Spring 2026,BZAN,6355,01,Adv Programming-Big Data Anlyt,Singh,Raksha B,20,1,1,0,,,3.849,BZAN6355
Spring 2026,BZAN,6351,02,Basic Prog for Busi Analytics,Wang,Cheng,10,0,0,0,,2,3.333,BZAN6351
Spring 2026,BZAN,6351,01,Basic Prog for Busi Analytics,Singh,Raksha B,8,0,0,0,,,4,BZAN6351
Spring 2026,BZAN,6361,01,Capstone Practicum in BZAN II,Lee,Ah Rum,10,0,0,0,,,4,BZAN6361
Spring 2026,BZAN,6361,02,Capstone Practicum in BZAN II,Aron,Ravi,10,0,0,0,,,4,BZAN6361
Spring 2026,BZAN,6350,01,Quant Found for Busi Analytics,Wang,Cheng,11,0,0,0,,1,3.667,BZAN6350
Spring 2026,BZAN,6350,02,Quant Found for Busi Analytics,Singh,Raksha B,6,0,0,0,,,4,BZAN6350
Spring 2026,BZAN,6357,01,BZAN-Frameworks & Methods,Ma,Xiao,12,1,0,0,,,3.822,BZAN6357
Spring 2026,BZAN,6360,01,Capstone Practicum in BZAN I,Lee,Ah Rum,5,0,0,0,,,4,BZAN6360
Spring 2026,BZAN,6360,02,Capstone Practicum in BZAN I,Ma,Xiao,5,0,0,0,,,3.934,BZAN6360
Spring 2026,PETR,6349,01,PETR 6349,Sakhaee Pour,Ahmad,61,17,0,0,,,3.778,PETR6349
Spring 2026,PETR,3372,01,Petroleum Production Operation,Wong,George K,9,14,4,0,,,3.1,PETR3372
Spring 2026,PETR,3310,01,Petroleum Production Economics,Qin,Guan,16,9,0,0,,1,3.5,PETR3310
Spring 2026,PETR,3321,01,Petr Pressure Trans Testing,Soliman,Mohamed Yousef,20,3,1,0,,,3.709,PETR3321
Spring 2026,PETR,6302,01,Reservoir Engineering II,Qin,Guan,8,3,0,0,,,3.727,PETR6302
Spring 2026,PETR,6302,02,Reservoir Engineering II,Qin,Guan,3,1,0,0,,1,3,PETR6302
Spring 2026,PETR,6302,03,Reservoir Engineering II,Qin,Guan,2,1,0,0,,,3.667,PETR6302
Spring 2026,PETR,5397,01,Selected Topics,Ehlig-Economides,Christine A,11,5,0,0,,,3.688,PETR5397
Spring 2026,PETR,6312,01,Petro Formation Eval II,Myers,Michael Tolbert,4,8,3,0,,,3.243,PETR6312
Spring 2026,PETR,6312,02,Petro Formation Eval II,Myers,Michael Tolbert,0,0,1,0,,,2,PETR6312
Spring 2026,PETR,4311,01,Capstone Lab Project,Hatzignatiou,Dimitrios Georgios,11,1,0,0,,,3.669,PETR4311
Spring 2026,PETR,1111,01,Intro to Petroleum Engineering,Farouq-Ali,Syed,4,3,0,0,,1,3.125,PETR1111
Spring 2026,PETR,1111,02,Intro to Petroleum Engineering,Farouq-Ali,Syed,3,0,0,0,,,4,PETR1111
Spring 2026,PETR,6351,01,Intro to Petroleum Engineering,Farouq-Ali,Syed,2,3,0,0,,,3.466,PETR6351
Spring 2026,PETR,6351,02,Intro to Petroleum Engineering,Farouq-Ali,Syed,4,0,0,0,,,4,PETR6351
Spring 2026,PETR,6351,03,Intro to Petroleum Engineering,Farouq-Ali,Syed,1,0,0,0,,,4,PETR6351
Spring 2026,PETR,6326,01,Applied Reservoir Simulation,Rietz,Dean C,5,2,0,0,,,3.667,PETR6326
Spring 2026,PETR,6326,02,Applied Reservoir Simulation,Rietz,Dean C,2,0,0,0,,,3.835,PETR6326
Spring 2026,PETR,6364,02,Orgin Dev of Oil & Gas Reserv.,Zargar,Zeinab,3,1,0,0,,,3.75,PETR6364
Spring 2026,PETR,6364,03,Orgin Dev of Oil & Gas Reserv.,Hatzignatiou,Dimitrios Georgios,2,1,0,0,,,3.557,PETR6364
Spring 2026,PETR,6364,01,Orgin Dev of Oil & Gas Reserv.,Zargar,Zeinab,2,0,0,0,,,4,PETR6364
Spring 2026,PETR,4312,01,Petr Capstone Project II,Hatzignatiou,Dimitrios Georgios,3,5,0,0,,,3.581,PETR4312
Spring 2026,PETR,5356,01,Completion and Stimulation,Soliman,Mohamed Yousef,5,3,0,0,,,3.666,PETR5356
Spring 2026,PETR,6342,01,PETR 6342,Ehlig-Economides,Christine A,2,3,0,0,,,3.268,PETR6342
Spring 2026,PETR,6342,02,PETR 6342,Hatzignatiou,Dimitrios Georgios,1,1,0,0,,1,2.223,PETR6342
Spring 2026,PETR,6352,01,Shale Reservoirs,Hathon,Lori A,5,0,0,0,,,3.934,PETR6352
Spring 2026,PETR,6352,02,Shale Reservoirs,Hathon,Lori A,2,0,0,0,,,3.835,PETR6352
Spring 2026,PETR,2111,01,Petroleum Petrophysics Lab,Sakhaee Pour,Ahmad,5,0,0,0,,,4,PETR2111
Spring 2026,PETR,2311,1,Reservoir Petrophysics,Sakhaee Pour,Ahmad,3,2,0,0,,,3.6,PETR2311
Spring 2026,PETR,2313,01,Reservoir Fluids,Lee,Kyung Jae,3,2,0,0,,,3.666,PETR2313
Spring 2026,PETR,6343,02,PETR 6343,Thakur,Ganesh Chandra,3,1,0,0,,,3.75,PETR6343
Spring 2026,PETR,7397,01,Selected Topics,Hatzignatiou,Dimitrios Georgios,1,0,0,0,,,3.67,PETR7397
Spring 2026,MUED,4231,01,Instrumental Conducting II,Bertman,David Garry,22,1,0,0,1,1,3.614,MUED4231
Spring 2026,MUED,4231,02,Instrumental Conducting II,Bertman,David Garry,16,0,0,0,,1,3.648,MUED4231
Spring 2026,MUED,3107,01,Basic Vocal Techniques,Wilkinson,Loneka,16,3,0,0,,,3.894,MUED3107
Spring 2026,MUED,3107,03,Basic Vocal Techniques,Wilkinson,Loneka,10,7,0,0,,1,3.426,MUED3107
Spring 2026,MUED,4340,01,Elem/Middle Schl Inst. Admin.,Meals,Cory Dewitt,21,7,2,0,,2,3.386,MUED4340
Spring 2026,MUED,4340,02,Elem/Middle Schl Inst. Admin.,Meitz,Penelope J,3,0,0,0,,,4,MUED4340
Spring 2026,MUED,3104,01,Strings,Meitz,Penelope J,6,7,1,1,1,,2.918,MUED3104
Spring 2026,MUED,3104,02,Strings,Meitz,Penelope J,9,1,0,1,1,,3.278,MUED3104
Spring 2026,MUED,3320,01,Intro To Education in Music,McGinnis,Emily Jane,13,5,0,1,1,1,3.238,MUED3320
Spring 2026,MUED,3101,01,Woodwinds,Bell,Priscilla Garrett,11,4,2,0,,1,3.278,MUED3101
Spring 2026,MUED,4305,01,General Music/Elem & Sec Schls,Derges,Julie D,16,2,0,0,,,3.834,MUED4305
Spring 2026,MUED,3103,01,Brasses,Bell,Priscilla Garrett,12,1,0,0,,2,3.4,MUED3103
Spring 2026,MUED,3100,01,Woodwinds,Bell,Priscilla Garrett,13,0,0,0,,1,3.691,MUED3100
Spring 2026,MUED,2320,02,Computers for Musicians,Zajicek,Daniel James,8,3,1,0,1,,3.282,MUED2320
Spring 2026,MUED,3102,01,Brasses,Bell,Priscilla Garrett,12,1,0,0,,,3.948,MUED3102
Spring 2026,MUED,3106,01,Percussion,Warren,Paul Alexander,2,6,3,0,2,,2.462,MUED3106
Spring 2026,MUED,3108,01,Piano for Choral Directors,Wilkinson,Loneka,8,4,0,0,,,3.749,MUED3108
Spring 2026,MUED,4221,01,Choral Conducting II,Maglione,Anthony John,9,0,0,0,,1,3.567,MUED4221
Spring 2026,MUED,8311,01,Educating Pre-Service Teachers,McGinnis,Emily Jane,7,0,0,0,,,4,MUED8311
Spring 2026,MUED,8330,01,MUED 8330,Meals,Cory Dewitt,6,0,0,0,,,4,MUED8330
Spring 2026,MUED,6398,01,Research in Music Education,Derges,Julie D,2,0,0,0,,,4,MUED6398
Spring 2026,ARTH,3337,01,"Contemporary Art, 1980-Present",Harren,Natilee O,34,20,4,1,5,4,2.976,ARTH3337
Spring 2026,ARTH,4383,01,Contemporary Painting,Rubinstein,Raphael,18,24,0,0,,2,3.295,ARTH4383
Spring 2026,ARTH,4394,05,Sel Tops in Art History,Murphy,Lacy Annette,6,4,0,0,,1,3.243,ARTH4394
Spring 2026,ARTH,4394,04,Sel Tops in Art History,Harren,Natilee O,6,3,1,0,,,3.467,ARTH4394
Spring 2026,ARTH,4394,06,Sel Tops in Art History,Burandt,Janice,7,2,0,0,,,3.778,ARTH4394
Spring 2026,ARTH,4394,02,Sel Tops in Art History,Rodriguez,Leticia Rios,2,1,0,0,1,,2.75,ARTH4394
Spring 2026,ARTH,4394,01,Sel Tops in Art History,Koontz,Rex A,2,0,0,0,,,4,ARTH4394
Spring 2026,ARTH,6394,05,Sel Top in Art History,Murphy,Lacy Annette,8,0,1,0,,,3.631,ARTH6394
Spring 2026,ARTH,6394,01,Sel Top in Art History,Koontz,Rex A,7,1,0,0,,,3.916,ARTH6394
Spring 2026,ARTH,6394,02,Sel Top in Art History,Rodriguez,Leticia Rios,4,1,2,0,,,3.38,ARTH6394
Spring 2026,ARTH,6394,04,Sel Top in Art History,Harren,Natilee O,5,0,0,0,,,3.934,ARTH6394
Spring 2026,ARTH,6394,06,Sel Top in Art History,Burandt,Janice,5,0,0,0,,,3.934,ARTH6394
Spring 2026,ARTH,3311,01,Greek Art,Rodriguez,Leticia Rios,8,11,5,0,1,1,2.859,ARTH3311
Spring 2026,ARTH,3302,01,Contemporary Art Criticism,Rubinstein,Raphael,1,7,2,1,,1,2.583,ARTH3302
Spring 2026,ARTH,4380,01,Museums & Problem of Display,Zalman,Sandra,4,5,2,0,,,3.062,ARTH4380
Spring 2026,ARTH,6302,01,Contemporary Art Criticism,Rubinstein,Raphael,6,0,0,0,,,4,ARTH6302
Spring 2026,ARTH,6331,01,Contemporary Painting,Rubinstein,Raphael,4,1,0,0,,,3.8,ARTH6331
Spring 2026,ARTH,6337,01,ARTH 6337,Harren,Natilee O,3,1,0,0,,,3.833,ARTH6337
Spring 2026,ARTH,6380,01,Museums & Problem of Display,Zalman,Sandra,4,0,0,0,,,3.918,ARTH6380
Spring 2026,ARTH,7393,01,Art History Internship,Harren,Natilee O,3,1,0,0,,,3.833,ARTH7393
Spring 2026,ARTH,7399,01,Master's Thesis,Tejada,Roberto Jose,1,0,0,0,,,4,ARTH7399
Spring 2026,ARTH,7399,02,Master's Thesis,Harren,Natilee O,1,0,0,0,,,3.67,ARTH7399
Spring 2026,ARTH,7399,03,Master's Thesis,Zalman,Sandra,1,0,0,0,,,4,ARTH7399
Spring 2026,ARTH,7398,01,Ind Grad Stdy Art Hist,Zalman,Sandra,1,0,0,0,,,4,ARTH7398
Spring 2026,ARTH,7398,02,Ind Grad Stdy Art Hist,Koontz,Rex A,1,0,0,0,,,4,ARTH7398
Spring 2026,EDS,6344,1,AI for Engineers,Rajan,Karthik,90,0,0,0,,,3.993,EDS6344
Spring 2026,EDS,6343,01,EDS 6343,Saei,Saviz,49,6,0,0,,,3.747,EDS6343
Spring 2026,EDS,6346,1,Data Mining for Engineers,Soibam,Benjamin Singh,24,2,0,0,,,3.923,EDS6346
Spring 2026,EDS,6397,04,Selected Topics,Saei,Saviz,26,0,0,0,,,3.822,EDS6397
Spring 2026,EDS,6342,01,Intro to Machine Learning,Jegdic,Katarina Svetislav,12,7,1,0,,,3.55,EDS6342
Spring 2026,EDS,6342,02,Intro to Machine Learning,Jegdic,Katarina Svetislav,2,0,0,0,,,4,EDS6342
Spring 2026,EDS,6333,01,Probability and Statistics,Saei,Saviz,11,6,0,0,,,3.472,EDS6333
Spring 2026,EDS,6333,02,Probability and Statistics,Saei,Saviz,2,0,0,0,,,4,EDS6333
Spring 2026,EDS,6340,01,Introduction to Data Science,De Bary,Narges Sharafi,8,8,0,0,,,3.335,EDS6340
Spring 2026,EDS,6340,03,Introduction to Data Science,De Bary,Narges Sharafi,1,0,0,0,,,3.67,EDS6340
Spring 2026,EDS,7399,02,Master?s Thesis,Hu,Bin,1,0,0,0,,,4,EDS7399
Spring 2026,EDS,7399,03,Master?s Thesis,Gao,Lu,1,0,0,0,,,4,EDS7399
Spring 2026,EDS,7399,04,Master?s Thesis,Sapoznik,Kaitlyn Anne,1,0,0,0,,,3.67,EDS7399
