TERM,SUBJECT,CATALOG NBR,CLASS SECTION,COURSE DESCR,INSTR LAST NAME,INSTR FIRST NAME,A,B,C,D,F,SATISFACTORY,UNSATISFACTORY,NOT REPORTED,TOTAL DROPPED,AVG GPA
Fall 2021,PETR,8399,11,Doctoral Dissertation,Thakur,Ganesh Chandra,1,0,0,0,0,0,0,0,0,4
Fall 2021,BCHS,8898,17,Doctoral Research,Sen,Mehmet,0,0,0,0,0,1,0,0,0,0
Fall 2021,ELCS,8695,2,Doctoral Thesis,Davis,Bradley,0,0,0,0,0,1,0,0,0,0
Fall 2021,CIS,3347,2,IS Infrastructure and Networks,Martinez,Jose C,4,13,13,5,13,0,0,0,1,1.764
Fall 2021,MIS,3360,3,Systems Analysis and Design,Knighton,William B,24,18,14,3,1,0,0,0,2,3.011
Fall 2021,BTEC,3200,30,Biotech Research Methods,Hosseinzadeh,Hemen,9,16,0,0,0,0,0,0,1,3.373
Fall 2021,PETR,6332,1,Deterministic Reserves Est,Zargar,Zeinab,1,0,0,0,0,0,0,0,0,3.67
Fall 2021,CHEM,1111,10,Fundamentals of Chm Lab,Zaitsev,Vladimir G,5,12,1,0,0,0,0,0,1,3.222
Fall 2021,PSYC,2344,2,Cultural Psychology,Agan,Herb W,42,3,1,0,0,0,0,0,0,3.877
Fall 2021,COMM,3326,1,Graphics Applications,Economou-Clarke,Ann M,17,4,0,0,0,0,0,0,0,3.794
Fall 2021,POLS,3311,4,Intro Compar Politics,Cantu,Francisco,10,8,10,5,6,0,0,0,6,2.265
Fall 2021,ACCT,5335,5,Financial Statement Auditing,Kuruvilla,Mohan,3,3,5,0,0,0,0,0,2,2.818
Fall 2021,MANA,4385,2,Intro to Strategic Management,Sabz,Azadeh,19,2,0,0,0,0,0,0,0,3.889
Fall 2021,BTEC,6302,30,Intro to Regulatory Affairs,Flavier,Albert B,6,2,1,0,0,0,0,0,0,3.592
Fall 2021,PHOP,6757,6,Research Practicum B,Twa,Michael D,0,1,0,0,0,0,0,0,0,3
Fall 2021,LAW,5267,1,Tax Accounting,Gupta,Ajay,2,3,0,0,0,0,0,0,0,3.4
Fall 2021,CHEE,8398,8,Doctoral Research,Harold,Michael P,0,0,0,0,0,2,0,0,0,0
Fall 2021,HIST,8388,1,Dissertation Proposal,McNally,David Joseph,1,0,0,0,0,0,0,0,0,4
Fall 2021,BCHS,8399,3,Doctoral Dissertation,Sen,Mehmet,1,1,0,0,0,0,0,0,0,3.5
Fall 2021,ELCS,8395,8,Doctoral Thesis,Rangel,Virginia,4,0,0,0,0,0,1,0,0,3.2
Fall 2021,PHOP,6298,5,Spec Prob-Physio Optics,Frishman,Laura J,3,0,0,0,0,0,0,0,0,4
Fall 2021,CIVE,8498,1,Doctoral Research,Li,Hongyi,0,0,0,0,0,2,0,0,0,0
Fall 2021,POLS,8999,19,Doctoral Dissertation,Chatagnier,John Tyson,0,0,0,0,0,2,0,0,0,0
Fall 2021,SOCW,8995,6,Pre-Dissertation Research,Berger Cardoso,Jodi A,0,0,0,0,0,1,0,0,0,0
Fall 2021,MATH,1314,1,College Algebra,Chang,James A,86,59,37,24,43,0,0,0,25,2.458
Fall 2021,GEOL,1303,7,Physical Geology,Lytwyn,Jennifer N,30,41,25,16,18,0,0,0,26,2.395
Fall 2021,ENGL,3331,1,Beg Creative Writing-Poetry,Ray-Crowell,Brittny D,15,2,0,0,2,0,0,0,1,3.456
Fall 2021,CHEM,1111,31,Fundamentals of Chm Lab,Zaitsev,Vladimir G,3,10,3,1,0,0,0,0,1,2.921
Fall 2021,GEOL,6390,1,3-D Seismic Exploration I,Zhou,Hua-Wei,6,1,0,0,0,0,0,0,1,3.763
Fall 2021,ATP,6113,3,Lower Extremity Evaluation Lab,Harrison,Layci,14,1,0,0,0,0,0,0,0,3.933
Fall 2021,LAW,5382,1,Administrative Law,Kumar,Sapna,25,13,5,1,1,4,0,0,2,3.034
Fall 2021,MUSI,6198,7,Research in Chamber Music,Hester,Timothy E,3,0,0,0,0,0,0,0,0,4
Fall 2021,CHEE,8398,2,Doctoral Research,Bollini,Praveen P,0,0,0,0,0,1,0,0,0,0
Fall 2021,ECE,8399,20,Doctoral Dissertation,Pei,Shin-Shem Steven,1,0,0,0,0,0,0,0,0,4
Fall 2021,MECE,8298,34,Doctoral Research,Sun,Li,0,0,0,0,0,1,0,0,0,0
Fall 2021,BIOE,8598,13,Doctoral Research,Roh,Jinsook,0,0,0,0,0,3,0,0,0,0
Fall 2021,PHLS,8398,3,Special Problems,Fan,Weihua,1,0,0,0,0,0,0,0,0,4
Fall 2021,PSYC,6398,11,Independent Studies,Derrick,Jaye L,2,0,0,0,0,0,0,0,0,4
Fall 2021,BIOL,1106,16,Biology for Science Majors I,Medrano,Ana I,20,1,0,0,0,0,0,0,3,3.952
Fall 2021,CIS,4338,3,Database Admin & Implementatn,Miertschin,Susan L,12,29,30,0,6,0,0,0,4,2.545
Fall 2021,ELED,3322,5,Elem Reading Phonics Instructn,Alba,Celeste,27,9,2,0,0,0,0,0,0,3.588
Fall 2021,PSYC,4354,1,Brain and Behavior,Leasure,Jennifer Leigh,8,14,8,4,2,0,0,0,2,2.547
Fall 2021,SOCW,7304,1,Brief Targeted Interventions,Parks,Steven Lee,26,1,0,0,0,0,0,0,0,3.914
Fall 2021,PHLS,6330,1,Human Growth-Developmnt,Whitaker,Rachael Gwin,28,4,0,0,0,0,0,0,0,3.844
Fall 2021,MECE,6377,1,Continuum Mechs I,Kulkarni,Yashashree,10,14,2,0,1,0,0,0,1,3.21
Fall 2021,MANA,8999,1,Doctoral Dissertation,Atwater,Leanne E,2,0,0,0,0,0,0,0,0,4
Fall 2021,INDE,6380,2,Accounting for Engr Managers,Sitton,Randal W.,25,4,0,0,0,0,0,0,1,3.794
Fall 2021,MUSI,6397,1,Selected Topics-Music,Pollack,Howard J,2,3,0,0,1,0,0,0,0,2.778
Fall 2021,TLIM,3345,1,Human Resources in Technology,Kirtley,Melinda Gayle,37,9,4,1,0,0,0,0,0,3.575
Fall 2021,SPAN,1502,5,Elementary Spanish II,Martinez,Carlos David,7,3,6,2,2,0,0,0,3,2.517
Fall 2021,HRMA,3353,1,Hosp Metrics & Data Analytics,Park,Hyekyung,12,3,0,0,0,0,0,0,0,3.734
Fall 2021,DANC,1300,1,Dance as a Fine Art,Beasant III III,John J,5,3,3,0,0,0,0,0,0,3.062
Fall 2021,ENGL,3312,1,Lit-Restoratn&18Th Cen,Nazzari di Calabiana Willan,Alexander C,7,9,1,0,2,0,0,0,5,2.983
Fall 2021,CHEM,4372,1,Physical Chemistry II,Bittner,Eric R,2,1,22,3,2,0,0,0,1,1.823
Fall 2021,PSYC,4321,4,Abnormal Psychology,Busch,Haley Conroy,23,8,3,0,4,0,0,0,2,3.211
Fall 2021,DANC,4307,1,Teaching Dance in Education,Valls,Rebecca B,6,2,0,0,0,0,0,0,0,3.791
Fall 2021,HDCS,4396,1,Tops-Hum Dv & Cnsmr Sci,Norwood,Marcella L,4,4,6,4,3,0,0,0,2,2.08
Fall 2021,GEOL,6397,1,Selected Topics in Geology,Stewart,Robert R,5,3,0,0,0,0,0,0,0,3.666
Fall 2021,GEOL,8398,9,Doctoral Research,Colli,Lorenzo,0,0,0,0,0,1,0,0,0,0
Fall 2021,PSYC,8399,10,Doctoral Dissertation,Spitzmuller,Christiane,1,0,0,0,0,4,0,0,0,0.8
Fall 2021,PHYS,8398,6,Doctoral Research,Cherdack,Daniel David,0,0,0,0,0,2,0,0,0,0
Fall 2021,ATP,6313,3,Lower Extremity Evaluation,Harrison,Layci,8,7,0,0,0,0,0,0,0,3.533
Fall 2021,CUIN,6318,1,Approaches in 2nd Lang Teach,Burgess Monroy,Miguel,9,2,0,0,0,0,0,0,0,3.728
Fall 2021,PHAR,5111,1,Leadership and IPE,Varkey,Divya A,101,9,2,0,0,0,0,0,0,3.884
Fall 2021,LAW,5386,1,Trial Advocacy,Kasprzak,Daniel,12,23,0,0,0,4,0,0,0,3
Fall 2021,ARCH,2350,1,Survey of Architectural Hist I,Ramaswamy,Deepa,16,20,1,0,1,0,0,0,2,3.307
Fall 2021,CHEM,1112,2,Fundamentals of Chm Lab,Zaitsev,Vladimir G,3,5,2,0,2,0,0,0,3,2.528
Fall 2021,SPAN,1501,23,Elementary Spanish I,Lumbierres,M Pilar,4,4,10,1,4,0,0,0,3,2.059
Fall 2021,COMM,3361,1,Advertising Copywriting,Clark,Thomas R,13,6,5,4,1,0,0,0,1,2.897
Fall 2021,ENGI,1100,3,Introduction To Engineering,Luna Singh,Jennifer Austin,21,4,1,2,0,0,0,0,1,3.513
Fall 2021,BIOE,6311,1,Advances in Vision Research,Naash,Muna,3,0,0,0,0,0,0,0,0,4
Fall 2021,MUSA,6312,1,Applied Organ,Robinson,Daryl Allen,1,0,0,0,0,0,0,0,0,4
Fall 2021,BIOL,2120,3,Microbiology for Non-Science,Knapp,Richard D,11,7,2,0,3,0,0,0,1,2.957
Fall 2021,ECE,8598,6,Doctoral Research,Chen,Jinghong,0,0,0,0,0,1,0,0,0,0
Fall 2021,TEPM,6305,20,Project Manager Tools,Sherman,Dennis Louis,0,1,0,0,0,0,0,0,0,3
Fall 2021,BIOE,6398,11,Research,Majd,Sheereen,0,0,0,0,0,1,0,0,0,0
Fall 2021,HRMA,6364,1,Hosp. Managerial Accounting,Ramirez,Arlene D,6,1,0,0,0,0,0,0,0,3.857
Fall 2021,HLT,4320,1,Admin of Health Services,Markowitz,Eliz,23,11,2,1,3,0,0,0,5,3.085
Fall 2021,SOC,3362,1,Sociology of Religion in India,Menon-Chembottil,Sarath Kumar,25,12,3,1,2,0,0,0,6,3.287
Fall 2021,FINA,6387,3,Managerial Analysis,Basu,Swati,10,0,0,0,0,0,0,0,0,3.934
Fall 2021,MECE,8399,22,Doctoral Dissertation,Metcalfe,Ralph W,0,0,0,0,0,1,0,0,0,0
Fall 2021,PETR,6397,1,Selected Topics,Hatzignatiou,Dimitrios Georgios,5,9,3,0,0,0,0,0,0,2.982
Fall 2021,CHEE,2332,1,Chem Engr Thermodyn I,Malamataris,Nikolaos,16,6,1,7,7,0,0,0,21,2.442
Fall 2021,BIOL,2120,4,Microbiology for Non-Science,Knapp,Richard D,8,6,6,2,0,0,0,0,2,2.864
Fall 2021,LAW,5326,1,Criminal Procedure,Braley,Timothy Shawn,11,41,0,0,0,4,0,0,0,2.97
Fall 2021,LAW,6213,1,Innocence Investigations,Dow,David R,4,10,0,0,0,0,0,0,0,3.404
Fall 2021,MECT,3331,1,Applied Thermodynamics,El Nahas,Medhat A,0,3,16,1,16,0,0,0,11,1.176
Fall 2021,SPAN,2312,5,Intermediate Spanish II,Abend Van Dalen,Raquel Andreina de la Trinidad,4,3,5,0,0,0,0,0,0,2.917
Fall 2021,HRMA,3197,2,Selected Topics in Hospitality,Kenyan,Erin Oeser,8,2,3,1,0,0,0,0,0,3.191
Fall 2021,KIN,1352,8,"Foundations of KIN, HLT, FIT",Gray,Jon Phillip,29,16,0,0,2,0,0,0,2,3.517
Fall 2021,CUIN,3302,4,Social Education,Thomas,Dustine J,34,4,0,0,1,0,0,0,0,3.812
Fall 2021,ARCH,3397,2,Selected Topics,Noldt,Peter,9,6,1,0,1,0,0,0,1,3.197
Fall 2021,ENGL,1301,22,First Year Writing I,Swensen,Russel,10,8,0,3,6,0,0,0,0,2.42
Fall 2021,ENGL,1302,35,First Year Writing II,Jones,Philip R,16,2,1,0,2,0,0,0,6,3.429
Fall 2021,CIVE,7397,3,Selected Topics,Ballarini,Roberto,4,6,8,0,4,0,0,0,0,2.228
Fall 2021,PSYC,6398,10,Independent Studies,Leasure,Jennifer Leigh,0,0,0,0,0,2,0,0,0,0
Fall 2021,PHOP,6198,9,Spec Prob-Physio Optics,Raghunathan,Vijaykrishna,1,0,0,0,0,0,0,0,0,4
Fall 2021,GEOL,7399,9,Masters Thesis,Wang,Guoquan,0,0,0,0,0,2,0,0,0,0
Fall 2021,ENGL,8399,11,Doctoral Dissertation,Ehlers,Sarah E,0,0,0,0,0,1,0,0,0,0
Fall 2021,GERM,1501,5,Beginning German I,Bandmann,Tanya,6,3,3,1,3,0,0,0,3,2.5
Fall 2021,MANA,4341,2,Leading Organizational Change,Maneethai,Dustin,6,2,1,0,1,0,0,0,0,3.2
Fall 2021,CHEE,8398,15,Doctoral Research,Rimer,Jeffrey,0,0,0,0,0,7,0,0,0,0
Fall 2021,PSYC,6359,5,Directed Rsch in Clinical Psyc,Woods,Steven Paul,1,0,0,0,0,0,0,0,0,4
Fall 2021,MECE,2361,1,Intro Mechanical Design,Hammami,Farah,17,49,51,9,0,0,0,0,3,2.608
Fall 2021,BIOL,3301,2,Genetics,Meisel,Richard P,54,100,61,15,12,0,0,0,7,2.674
Fall 2021,ACCT,2301,14,Prin of Financial Accounting,Newman,Michael Ray,13,8,0,0,0,0,0,0,1,3.65
Fall 2021,FINA,   7A40,1,Fixed Income I,Doshi,Hitesh B,17,7,0,0,1,0,0,0,3,3.56
Fall 2021,TEPM,6304,20,Quality Improvemnt in Proj Mgt,Kovach,Jamison,8,8,2,0,1,0,0,0,1,3.158
Fall 2021,PHYS,8998,19,Doctoral Research,Lubchenko,Vassiliy,0,0,0,0,0,1,0,0,0,0
Fall 2021,CNST,6370,1,Quality Mgmt & Six Sigma in CM,Gao,Lu,10,0,0,0,0,0,0,0,1,4
Fall 2021,CHEE,6368,1,Chemical Process Economics I,Singhania,Ravi,7,0,1,0,0,0,0,0,0,3.585
Fall 2021,COMD,7391,6,Clinic in Speech Lang Disorder,Devore,Danielle R,5,0,0,0,0,0,0,0,0,3.802
Fall 2021,GEOL,1102,2,Intro to Climate Change Lab,Choi,Yunsoo,18,2,2,1,0,0,0,0,1,3.523
Fall 2021,MUSI,4100,3,Chamber Music,Bertman,David Garry,14,0,0,0,0,0,0,0,1,4
Fall 2021,GEOL,4397,2,Selected Topics-Geology,Wiley,Robert W,4,2,0,0,0,0,0,0,0,3.557
Fall 2021,ARTS,2356,4,Fundamentals of Photo/DM,Hillerbrand,Stephan C,36,0,0,0,0,0,0,0,3,4
Fall 2021,PSYC,3341,3,Physiological Psychology,Leonard,Samuel J,18,16,1,1,3,0,0,0,1,3.23
Fall 2021,CUIN,4101,2,Content for Teaching,Ford,Haley Michelle Grimland,16,1,0,0,2,0,0,0,1,3.526
Fall 2021,ENGL,3331,2,Beg Creative Writing-Poetry,Chhetri,Rohan,19,0,0,0,0,0,0,0,1,4
Fall 2021,ECE,5346,1,Vlsi Design,Zagozdzon-Wosik,Wanda,2,0,0,0,0,0,0,0,0,4
Fall 2021,HIST,3394,1,Sel Tops-Us History,Clavin,Matthew J,8,10,8,0,1,0,0,0,2,2.926
Fall 2021,SPEC,3361,1,Behavior: Interventions,Carp,Charlotte Lynn,5,4,0,0,1,0,0,0,1,3.101
Fall 2021,PETR,5352,1,Shale Reservoirs,Hathon,Lori A,6,0,0,0,0,0,0,0,0,4
Fall 2021,NUTR,6312,1,Capstone II,Haubrick,Kevin,3,2,0,0,0,0,0,0,0,3.6
Fall 2021,QSS,4393,2,QSS Research Project,Smith,Bradley,1,0,0,0,0,0,0,0,0,3.67
Fall 2021,POLS,4398,1,Independent Study,Marinov,Nikolay,1,0,0,0,0,0,0,0,0,4
Fall 2021,SPAN,4398,1,Independent Study,Rivera Garza,Cristina,1,0,0,0,0,0,0,0,0,4
Fall 2021,MUSI,8296,5,Doctoral Essay,Bertagnolli,Paul A,2,0,0,0,0,0,0,0,0,4
Fall 2021,LAW,5232,1,Trade Secrets,Beebe,James L,9,15,0,0,0,1,0,0,0,3.306
Fall 2021,CHEM,2123,3,Organic Chemistry Lab I,Bean,Mary B,4,11,7,2,0,0,0,0,0,2.626
Fall 2021,MECE,3400,1,Intro To Mechanics,Agrawal,Ashutosh,13,26,5,0,2,0,0,0,13,3.051
Fall 2021,HRMA,3352,1,Human Resource Management,Gip,Huy,6,4,3,0,2,0,0,0,0,2.712
Fall 2021,ASLI,3460,1,Advanced ASL,Gietz,Merrilee Ruth,3,6,0,0,0,0,0,0,0,3.223
Fall 2021,MUSA,6350,1,Applied Percussion,Wilkins,Blake M,1,0,0,0,0,0,0,0,0,4
Fall 2021,CHEE,8298,16,Doctoral Research,Robertson,Megan L,0,0,0,0,0,1,0,0,0,0
Fall 2021,ECON,7330,1,Quantitative Economic Analysis,Maheshri,Vikram,6,4,0,0,0,0,0,0,0,3.6
Fall 2021,ECE,5317,1,Microwave Engineering,Chen,Ji,5,4,0,0,0,0,0,0,0,3.409
Fall 2021,LAW,5414,1,Immigration Clinic II,Hoffman,Geoffrey A,1,0,0,0,0,0,0,0,0,4
Fall 2021,ENGI,1101,1,Engineering Success,Kota,Venkata Krishna Tulasi,4,0,1,0,1,0,0,0,0,3.055
Fall 2021,INDS,6297,3,Selected Topics,Wells,Adam C,1,2,0,0,0,0,0,0,0,3.443
Fall 2021,MECE,8298,38,Doctoral Research,Ghasemi,Hadi,0,0,0,0,0,1,0,0,0,0
Fall 2021,GEOL,8398,8,Doctoral Research,Castagna,John P,0,0,0,0,0,2,0,0,0,0
Fall 2021,PETR,8699,12,Doctoral Dissertation,Wong,George K,0,0,0,0,0,1,0,0,0,0
Fall 2021,BIOE,8298,4,Doctoral Research,Naash,Muna,0,0,0,0,0,1,0,0,0,0
Fall 2021,PHLS,7398,1,Candidacy Research,Wiesner,Margit F,0,0,0,0,0,1,0,0,0,0
Fall 2021,ENGR,2301,1,Mechanics I,Nakshatrala,Kalyana,8,24,28,0,3,0,0,0,18,2.571
Fall 2021,ARCH,4510,23,Integrated Arch Solutions,Peters,Patrick A,3,8,2,0,0,0,0,0,0,3.229
Fall 2021,ECON,8399,4,Doctoral Dissertation,Juhn,Chinhui,0,0,0,0,0,2,0,0,0,0
Fall 2021,TEPM,6303,2,Risk Assessment in Project Mgm,Carden,Lila L,2,0,0,0,0,0,0,0,0,4
Fall 2021,ECE,8598,17,Doctoral Research,Mayerich,David Matthew,0,0,0,0,0,2,0,0,0,0
Fall 2021,HON,4399,2,Senior Honors Thesis,Contractor,Cyrus Ali,1,0,0,0,0,0,0,0,0,4
Fall 2021,POLS,3312,6,"Arguments, Data, Politics",Kharmats,Polina G,23,4,0,1,4,0,0,0,3,3.25
Fall 2021,SCM,4301,2,Logistics Management,Tibodeau,Dale,22,34,18,9,0,0,0,0,1,2.788
Fall 2021,DANC,4302,1,Advanced Technique and Theory,Chapman,Teresa Lynn,10,2,0,0,0,0,0,0,0,3.778
Fall 2021,IDNS,1141,2,Chemistry I SEP Workshop,Pattison,Donna,12,6,4,0,0,0,0,0,3,3.319
Fall 2021,KIN,1304,5,Public Hlt Issues in Phys/Obes,Graham,Marilynn Hadassah,115,19,6,3,5,0,0,0,0,3.619
Fall 2021,BIOE,2100,2,Intro To Biomedical Engr,Akay,Yasemin M,38,1,1,0,0,0,0,0,0,3.942
Fall 2021,ARCH,3327,3,Technology 3,Vanlandingham,Joshua J,32,27,17,6,1,0,0,0,3,3.004
Fall 2021,WCL,2352,3,World Cinema,Nguyen,Duy,1,11,4,5,7,0,0,0,2,1.845
Fall 2021,SOCW,7334,1,Social Work Leadership,Bromfield,Nicole Footen,18,0,0,0,0,0,0,0,0,4
Fall 2021,ARCH,6603,1,Architecture Design Studio III,Johnson,Matthew W,2,3,0,0,0,0,0,0,1,3.334
Fall 2021,CUIN,7333,1,Developing Algebraic Thinking,Chauvot,Jennifer B,16,4,0,0,1,0,0,0,1,3.556
Fall 2021,ECE,7399,2,Masters Thesis,Faghih,Rose T,1,0,0,0,0,0,0,0,0,4
Fall 2021,PSYC,6303,1,Foundation-Clinical Interven I,Babcock,Julia,13,2,0,0,0,0,0,0,0,3.911
Fall 2021,PSYC,6356,1,Clinical Assessment I,Cirino,Paul,9,6,0,0,0,0,0,0,0,3.556
Fall 2021,PEP,7393,1,Internship & Practicum,Walsh,David W,6,1,0,0,0,0,0,0,0,3.81
Fall 2021,PSYC,8399,22,Doctoral Dissertation,Babcock,Julia,0,0,0,0,0,2,0,0,0,0
Fall 2021,COSC,4353,1,Software Design,Subramaniam,Venkat,12,4,1,0,0,0,0,0,2,3.628
Fall 2021,MIS,4386,1,Busn Appls Database Mgmt II,Scamell,Richard W,10,7,1,0,1,0,0,0,7,3.351
Fall 2021,TLIM,3330,2,Innovation Principles,Feriante,Chris,11,7,1,0,4,0,0,0,1,2.956
Fall 2021,ENGI,2304,17,Technical Communications,Downey,Carlton M,19,3,2,0,3,0,0,0,3,3.247
Fall 2021,HLT,3380,2,Culture and Health,Drenner,Kelli Linn,25,13,3,3,1,0,0,0,2,3.23
Fall 2021,PHIL,1334,1,Minds and Machines,Weisberg,Joshua,42,48,13,2,7,0,0,0,8,3.009
Fall 2021,MECE,4372,1,Mechs-Cntrls-Vibrtn Lab,Song,Gangbing,7,13,3,0,0,0,0,0,0,3.145
Fall 2021,ECE,3355,1,Electronics,Ruchhoeft,Paul,13,19,21,17,8,0,0,0,2,2.179
Fall 2021,NURS,3735,1,Clinical Nursing Practice III,Quintana,Danielle,66,1,1,0,0,0,0,0,0,3.971
Fall 2021,HON,2301,25,Human Situation: Antiquity,Cremins,Robert Paul,11,8,0,0,1,0,0,0,0,3.417
Fall 2021,PHLS,6345,2,Atypical Growth & Behavior,Lukingbeal,Patrick Livingston,15,0,0,0,0,0,0,0,0,4
Fall 2021,SOCW,7388,3,Field Practicum III Macro,Gonzales,Shelley A,0,0,0,0,0,29,0,0,0,0
Fall 2021,MECE,6357,1,Computational Fluid Dynamic II,Metcalfe,Ralph W,8,2,0,0,0,0,0,0,2,3.767
Fall 2021,PHOP,6257,14,Research Practicum B,Coulson-Thomas,Vivien J,2,0,0,0,0,0,0,0,0,4
Fall 2021,ELCS,8395,6,Doctoral Thesis,Lopez,Ruth Maria,0,0,0,0,0,1,2,0,0,0
Fall 2021,LAW,5344,1,Appellate Advocacy I,Countiss,Julie,10,11,1,0,0,4,0,0,2,2.847
Fall 2021,MANA,8699,1,Doctoral Dissertation,Vera,Dusya M,0,0,0,0,0,1,0,0,0,0
Fall 2021,OPTO,7131,1,Clinical Medicine,Dempsey,Robert L.,69,24,2,0,0,0,0,0,1,3.705
Fall 2021,HRMA,2350,2,Mgmt Principles in Hospitality,Haskell,Rebecca Erin,28,4,4,0,1,0,0,0,0,3.523
Fall 2021,HLT,3300,1,Social Health and Wellness,Ripperger-Suhler,Ken,74,12,9,4,0,0,0,0,0,3.536
Fall 2021,MANA,4350,1,International Management,Celly,Nikhil,45,4,0,0,0,0,0,0,1,3.838
Fall 2021,HDCS,3303,2,Retailing and Consumer Science,Rifai,Rana Ihsan,28,10,7,1,2,0,0,0,2,3.223
Fall 2021,ENGL,4382,1,Poetry Writing,Serpas,Martha R,5,2,0,0,0,0,0,0,0,3.62
Fall 2021,PETR,3362,1,Reservoir Engineering I,Hatzignatiou,Dimitrios Georgios,3,2,9,1,0,0,0,0,0,2.379
Fall 2021,MECE,3363,1,Intro To Fluid Mechanics,Ostilla Monico,Rodolfo,19,33,24,0,2,0,0,0,5,2.867
Fall 2021,HDFS,3350,1,Observation and Assessment,Schroder,Kathleen Anne,32,4,1,0,6,0,0,0,1,3.195
Fall 2021,LAW,5406,2,Civil Procedure,Salib,Peter,21,48,4,0,0,0,0,0,0,3.391
Fall 2021,BCHS,3304,5,General Biochemistry I,Fox,Robert O,15,18,7,0,0,0,0,0,9,3.151
Fall 2021,PHYS,1102,6,College Physics II (lab),Maric,Sladjana,1,17,5,0,0,0,0,0,0,2.797
Fall 2021,MARK,4379,4,Personal Branding,Bobbora,William R,8,4,6,1,0,0,0,0,1,2.931
Fall 2021,IDNS,1142,3,Chemistry II SEP Workshop,Pattison,Donna,7,3,6,5,0,0,0,0,0,2.744
Fall 2021,PHYS,8698,30,Doctoral Research,Ting,Chin Sen,0,0,0,0,0,1,0,0,0,0
Fall 2021,MIS,7397,6,Selected Topics in MIS,Campbell,Phillip James,3,5,0,0,1,0,0,0,0,3.073
Fall 2021,MUSA,8240,3,Doctoral Recital I,Marmolejo,Noe J,1,0,0,0,0,0,0,0,0,4
Fall 2021,ARCH,1500,35,Design Studio I,Plauche',Roya,3,11,2,0,0,0,0,0,1,3.166
Fall 2021,COMD,7391,4,Clinic in Speech Lang Disorder,Tragesser,Bridgid Jane,3,0,0,0,0,0,0,0,0,3.78
Fall 2021,MUSI,6300,2,Intro Res Method in Musicology,Lange,Barbara Rose,7,1,0,0,0,0,0,0,0,3.71
Fall 2021,GEOL,8998,9,Doctoral Research,Casey,John F,0,0,0,0,0,1,0,0,0,0
Fall 2021,CUIN,8393,3,Adv Internship & Prac,White,Cameron Scott,2,0,0,0,0,0,0,0,0,4
Fall 2021,MUSA,4432,1,Applied Oboe,Dinitz,Adam L,3,0,0,0,0,0,0,0,0,4
Fall 2021,CIVE,8598,2,Doctoral Research,Shaffer,Devin,0,0,0,0,0,1,0,0,0,0
Fall 2021,MECE,8198,20,Doctoral Research,Liu,Dong,0,0,0,0,0,1,0,0,0,0
Fall 2021,MUSA,3422,2,Applied Viola,Brooks,Wayne A,1,0,0,0,0,0,0,0,0,4
Fall 2021,CHEM,1111,32,Fundamentals of Chm Lab,Zaitsev,Vladimir G,4,9,1,0,0,0,0,0,6,3.238
Fall 2021,GOVT,2306,18,US and Texas Const/Politics,Sisman,Ozlem,79,104,24,22,14,0,0,0,5,2.828
Fall 2021,PHYS,1101,14,College Physics I (lab),Wood,Lowell T,2,7,5,0,0,0,0,0,2,2.786
Fall 2021,POLS,3357,1,Constitutnl Law-Civ Lib,Wall,Kenneth S,7,7,13,7,0,0,0,0,6,2.315
Fall 2021,CHEM,8998,16,Doctoral Research,Cai,Chengzhi,0,0,0,0,0,1,0,1,0,0
Fall 2021,ECE,6311,1,Introduction to Robotics,Becker,Aaron T,12,3,1,1,0,0,0,0,2,3.452
Fall 2021,EDUC,4324,1,Student Teaching Tech Middle,Culpepper,Shea Mosley,21,3,1,0,0,0,0,0,0,3.813
Fall 2021,NURS,3311,2,Health Assess Across Life Span,Phan,Huong Thi,8,14,0,1,0,0,0,0,0,3.261
Fall 2021,HRD,6352,2,Inst Design for Training Envir,Quiroz,Rene Elizabeth,11,4,0,0,0,0,0,0,0,3.821
Fall 2021,ARCH,6361,1,Integrated Practice,Rivers,Paul Joseph,3,7,0,0,0,0,0,0,0,3.333
Fall 2021,ECON,3320,3,Intro to Econ Data Analysis,Melendez Lugo,Joel,4,3,0,0,2,0,0,0,1,2.741
Fall 2021,SUBS,6340,1,Subsea Process and Lift,Sun,Li,0,2,0,0,0,0,0,0,0,3.165
Fall 2021,BIOL,8998,27,Doctoral Research,Azevedo,Ricardo,0,0,0,0,0,1,0,0,0,0
Fall 2021,PHOP,6257,13,Research Practicum B,Coates,Daniel R,1,0,0,0,0,0,0,0,0,4
Fall 2021,GEOL,8998,16,Doctoral Research,Mann,Paul,0,0,0,0,0,2,0,0,0,0
Fall 2021,BIOL,6498,1,Special Problems,Rodrigues,Debora Frigi,0,0,0,0,0,2,0,0,0,0
Fall 2021,SOCW,8399,2,Dissertation,Sampson,McClain,0,0,0,0,0,1,0,0,0,0
Fall 2021,FINA,8398,1,Special Problems,Jacobs,Kris,1,0,0,0,0,0,0,0,0,4
Fall 2021,CNST,3355,1,Strength of Construction Mtrls,Senouci,Ahmed,30,22,15,4,2,0,0,0,2,3.014
Fall 2021,BUSI,4350,8,Business Law and Ethics,Williams,John M,70,12,3,0,0,0,0,0,1,3.652
Fall 2021,CIS,2337,1,Fund of Information Security,Greenfield,Brandon Scott,14,46,23,11,6,0,0,0,3,2.507
Fall 2021,MATH,1342,5,Elementary Statistical Methods,Weber,Thomas Christian,58,69,49,28,42,0,0,0,39,2.269
