TERM,SUBJECT,CATALOG NBR,CLASS SECTION,COURSE DESCR,INSTR LAST NAME,INSTR FIRST NAME,A,B,C,D,F,SATISFACTORY,UNSATISFACTORY,NOT REPORTED,TOTAL DROPPED,AVG GPA
Fall 2021,ENGL,1302,60,First Year Writing II,Presswood,Phillip Hilliard,18,2,1,0,4,0,0,0,2,3.134
Fall 2021,OPTO,8384,1,Practice Management II,Davis,Mark K,29,2,0,0,0,0,0,0,0,3.861
Fall 2021,ELED,4315,3,Mathematics in Elem School II,Burris,Justin T,22,1,0,0,0,0,0,0,0,3.799
Fall 2021,CIS,4375,1,Project Management & Practice,Martinez,Jose C,8,16,3,0,0,0,0,0,0,3.185
Fall 2021,CIS,3355,4,Integrated Information Systems,Zhang,Yunpeng,15,16,3,0,3,0,0,0,1,2.992
Fall 2021,FINA,4358,1,Commercial Property,Kapatos,Nick Gus,7,8,1,0,0,0,0,0,1,3.334
Fall 2021,POLS,3310,5,Intro to Political Theory,Vassiliou,Constantine,8,18,9,3,1,0,0,0,4,2.684
Fall 2021,ARCH,3397,17,Selected Topics,Jacobs,Daniel,8,1,0,0,0,0,0,0,0,3.742
Fall 2021,ELET,2105,1,Semicond. Device & Circuit Lab,Talusani,Pratap Reddy,14,4,5,0,2,0,0,0,0,3.186
Fall 2021,MIS,3376,4,Busn Appls Database Mgmt I,Huang,Ni,43,10,5,1,0,0,0,0,4,3.61
Fall 2021,ARCH,1500,33,Design Studio I,Wienert,Ross George,4,6,2,1,0,0,0,0,4,2.949
Fall 2021,WGSS,2360,2,Introduction to LGBT Studies,Stone,Lauren Michelle,18,4,3,1,2,0,0,0,2,3.215
Fall 2021,ELET,3107,2,Electrical Mach & Control Lab,Fan,Lei,10,0,0,0,0,0,0,0,0,3.967
Fall 2021,ARCH,5500,15,Architecture Design Studio IX,Brune,Geoffrey,4,4,2,0,0,0,0,0,0,3.332
Fall 2021,ARCH,4397,1,Selected Topics,Race,Bruce Alan,2,7,1,0,0,0,0,0,0,3.133
Fall 2021,DIGM,1376,30,User Experience (UX)Principles,Liao,Pamara F.,24,11,4,4,1,0,0,0,1,3.205
Fall 2021,ENGI,1100,9,Introduction To Engineering,Kowal,Marsha Christine,20,20,10,1,2,0,0,0,0,3
Fall 2021,ENGL,3316,1,Lit of Victorian Age,Womble,David Avari Patrick,9,16,1,0,1,0,0,0,3,3.246
Fall 2021,GEOL,3130,3,Paleobiology Laboratory,Maddocks,Rosalie F,2,3,5,2,0,0,0,0,1,2.444
Fall 2021,PHYS,2126,6,University Physics Lab II,Wood,Lowell T,3,6,11,0,0,0,0,0,0,2.65
Fall 2021,ARTS,2326,2,Fundamentals of Sculpture,Nesbit,Tiffany Angel,10,1,0,0,0,0,0,0,0,3.819
Fall 2021,IDNS,1130,2,Precalculus SEP Workshop,Pattison,Donna,17,5,5,1,0,0,0,0,0,3.381
Fall 2021,ENGL,1302,42,First Year Writing II,Jones,Philip R,18,1,0,0,2,0,0,0,6,3.571
Fall 2021,IART,1300,1,The Arts in Society,Stokes,Karen E,13,7,2,1,1,0,0,0,0,3.195
Fall 2021,MUSA,2300,12,Applied Voice,Gianni,Alicia Marie,2,0,0,0,0,0,0,0,0,4
Fall 2021,IDNS,2197,4,Top-Natrl Sci & Mth,Stokes,Donna,7,3,0,0,0,0,0,0,0,3.667
Fall 2021,HIST,4384,1,East Asian Women in Hist & Cul,Cong,Xiaoping,2,3,1,0,2,0,0,0,1,2.416
Fall 2021,PEP,6355,3,Promotional Strategies,Cottingham,Michael,2,3,0,0,0,0,0,0,0,3.334
Fall 2021,PETR,8399,12,Doctoral Dissertation,Wong,George K,0,0,0,0,0,2,0,0,0,0
Fall 2021,MIS,7397,3,Selected Topics in MIS,Ma,Xiao,12,8,0,0,0,0,0,0,1,3.617
Fall 2021,ARTH,6315,1,Italian Gothic Art and Patrona,Steinhoff,Judith,2,1,0,0,0,0,0,0,0,3.667
Fall 2021,MUSI,8303,1,Seminar in Music Theory,Snyder,John L,7,1,0,0,0,0,0,0,0,3.875
Fall 2021,MUSA,8320,25,Doctoral Applied Music,Staupe,Andrew Paul,2,0,0,0,0,0,0,0,0,3.835
Fall 2021,HDFS,4397,1,Selected Topics in Hdfs,Master,Allison,3,0,1,0,0,0,0,0,1,3.583
Fall 2021,BIOE,4150,1,Genomic & Proteomic Lab,Akay PhD,Metin,5,0,0,0,0,0,0,0,0,4
Fall 2021,ARCH,3500,11,Architecture Design Studio V,Davis,Curtis M,1,1,2,0,0,0,0,0,0,2.503
Fall 2021,ENGL,8699,2,Doctoral Dissertation,Prufer,Kevin D,0,0,0,0,0,1,0,0,0,0
Fall 2021,GENB,   7A97,4,Selected Topics,Williams,John M,4,0,0,0,0,0,0,0,0,3.835
Fall 2021,COSC,8698,120,Doctoral Research,Pandurangan,Gopal,0,0,0,0,0,1,0,0,0,0
Fall 2021,GEOL,8399,1,Doctoral Dissertation,Stewart,Robert R,0,0,0,0,0,3,0,0,0,0
Fall 2021,CUIN,7358,1,Educ Uses Digital Storytelling,Dogan,Bulent,7,0,0,0,0,0,0,0,1,4
Fall 2021,PHCA,6397,1,Selected Topics,Thornton,James D,0,0,0,0,0,0,0,0,0,0
Fall 2021,SUBS,6320,1,Riser Design,Thomas,William J,2,0,0,0,0,0,0,0,0,4
Fall 2021,LAW,5300,1,Criminal Defense Clinic,Locascio,Erik Matthew,0,3,0,0,0,0,0,0,0,3.33
Fall 2021,NURS,6335,1,Mgmt of Hlth Disrdrs in Adults,Dwyer,Carol Ann,3,2,0,0,0,0,0,0,0,3.6
Fall 2021,PSYC,6365,4,Dir Rsch in Dev Cog Beh Neuro,Bick,Johanna R,0,0,0,0,0,1,0,0,0,0
Fall 2021,CIVE,8298,6,Doctoral Research,Lee,Hyongki,0,0,0,0,0,1,0,0,0,0
Fall 2021,MUSA,6330,2,Applied Flute,Dorough,Aralee,0,1,0,0,0,0,0,0,0,3.33
Fall 2021,MUSI,4198,31,SP-Opera Production,Harvey,Raymond Curtis,2,0,0,0,0,0,0,0,0,4
Fall 2021,CHEM,6398,7,Special Problems,Comito,Robert Joseph,0,0,0,0,0,1,0,0,0,0
Fall 2021,MECE,8298,30,Doctoral Research,Ryou,Jae-Hyun,0,0,0,0,0,2,0,0,0,0
Fall 2021,ECE,8198,29,Doctoral Research,Malki,Heidar A,0,0,0,0,0,1,0,0,0,0
Fall 2021,PSYC,7399,6,Masters Thesis,Grigorenko,Elena L,0,0,0,0,0,1,0,0,0,0
Fall 2021,ENGL,8399,10,Doctoral Dissertation,Tolliver,Cedric,0,0,0,0,0,1,0,0,0,0
Fall 2021,PHCA,8298,6,Doctoral Dissertation Research,Essien,Ekere James,1,0,0,0,0,0,0,0,0,4
Fall 2021,ECE,8398,19,Doctoral Research,Yao,Yan,0,0,0,0,0,1,0,0,0,0
Fall 2021,HIST,8677,5,Reading for Comps Exams,Takriti,Abdel Razzaq,0,0,0,0,0,0,0,1,0,0
Fall 2021,CHEE,8598,11,Doctoral Research,Mountziaris,Triantafillos John,0,0,0,0,0,1,0,0,0,0
Fall 2021,MARK,3337,3,Professional Selling,Vandaveer,Amy L,149,53,19,2,9,0,0,0,9,3.388
Fall 2021,ENGL,3379,1,African Literature,Aboul-Ela,Hosam,14,13,0,0,2,0,0,0,1,3.219
Fall 2021,CNST,1330,2,Graphics I,Clark,Peter J,12,22,19,1,3,0,0,0,1,2.649
Fall 2021,BUSI,1301,5,Business Principles,Thompson,Joseph Lee,232,22,7,5,6,0,0,0,5,3.718
Fall 2021,SCLT,2362,33,Intro To Logistics Technology,Chopra,Anuj,32,20,14,11,1,0,0,0,1,2.902
Fall 2021,WGSS,2350,11,Intro To Women's Studies,Fernandes,Bridget Yvonne Diggs,25,3,3,0,0,0,0,0,0,3.688
Fall 2021,ELED,3322,2,Elem Reading Phonics Instructn,Alba,Celeste,24,9,1,1,1,0,0,0,0,3.482
Fall 2021,GOVT,2305,50,"US Govt: Congress,Pres & Crts",Belco,Michelle Helene,14,6,2,0,1,0,0,0,1,3.42
Fall 2021,MAS,3340,1,Mexican Amer Urban Communities,Pino,Diana,13,15,4,2,0,0,0,0,0,3.05
Fall 2021,PHYS,1102,7,College Physics II (lab),Maric,Sladjana,2,13,7,0,0,0,0,0,2,2.713
Fall 2021,MATH,3321,3,Engineering Mathematics,Caglar,Atife,57,41,35,16,29,0,0,0,34,2.485
Fall 2021,SPAN,1502,17,Elementary Spanish II,Said White,Erika,9,8,3,1,0,0,0,0,2,3.206
Fall 2021,SPEC,6360,1,Individuals with Disabilities,Hassett,Kristen Spring,14,3,0,0,0,0,0,0,0,3.843
Fall 2021,MTLS,6111,1,Materials Engineering Seminar,Bao,Jiming,0,0,0,0,0,14,0,0,0,0
Fall 2021,BIOL,7124,2,Cell Biology Seminar,Lin,Chin-Yo,0,0,0,0,0,17,0,0,0,0
Fall 2021,MUSI,6340,1,Graduate Music History Review,Diehl,Alaina B,19,5,2,0,0,0,0,0,1,3.603
Fall 2021,MANA,6332,1,Organiztnl Behavior & Mangemnt,Werner,Steve,14,0,0,0,0,0,0,0,0,4
Fall 2021,MUSI,6106,3,Grad Large Ensemble,Hausmann,Charles S,2,0,1,0,0,0,0,0,0,3.333
Fall 2021,GENB,   6A50,1,Business Communications,Pineda,Dalia Rivera,28,1,0,0,0,0,0,0,0,3.954
Fall 2021,PHLS,7375,1,Intro To Family Counsl,Smedley,Diane,22,2,0,0,0,0,0,0,0,3.793
Fall 2021,LAW,5197,6,Selected Topics,Lawrence,Jim E,0,0,0,0,0,50,0,0,0,0
Fall 2021,ECE,6198,2,Research,Becker,Aaron T,0,0,0,0,0,1,0,0,0,0
Fall 2021,LAW,5321,1,Law Office Management,Grabowski,Paul Stanley,14,23,0,0,0,2,0,0,0,3.231
Fall 2021,LAW,6377,1,Entertainment Law,Alonso,Yocel,7,12,0,0,0,1,0,0,0,3.233
Fall 2021,OPTO,7361,1,Geriatric Optometry,Segu,Padhmalatha,54,40,0,0,0,0,0,0,1,3.574
Fall 2021,PHAR,4270,1,Communication Aspects of Pharm,Gee,Jodie Sue,105,20,1,0,0,0,0,0,2,3.825
Fall 2021,PHAR,5692,1,Advanced Hospital Pharmacy,Truong,Mabel,37,8,0,0,0,0,0,0,0,3.822
Fall 2021,OPTO,7336,1,Ocular Pathology III,Harrison,Wendy W,17,49,25,0,3,0,0,0,1,2.84
Fall 2021,HON,3301,3,Readings in Medicine & Society,Liddell,Robert B,20,5,0,0,0,0,0,0,0,3.813
Fall 2021,MUSI,2181,4,Group Piano III,Van Kekerix,Todd Evan,1,3,1,0,2,0,0,0,2,2.19
Fall 2021,LAW,5351,1,Juvenile Law,Marrus,Ellen,8,19,2,0,0,0,0,0,0,3.241
Fall 2021,SPAN,1507,5,Intns Elem Span Heritage Learn,Hernandez,Estela,2,6,7,0,3,0,0,0,1,2.277
Fall 2021,ECON,2302,3,Principles of Microeconomics,Blanchfield,Craig,23,1,0,0,0,0,0,0,0,3.931
Fall 2021,BIOL,2121,3,Microbiology for Science Major,Knapp,Richard D,6,8,3,4,2,0,0,0,1,2.507
Fall 2021,MECT,3318,1,Fluid Mechanics Applications,Alba,Kamran,1,4,13,10,20,0,0,0,16,0.973
Fall 2021,PHYS,2126,7,University Physics Lab II,Wood,Lowell T,0,14,4,0,1,0,0,0,1,2.701
Fall 2021,BIOE,5318,1,Intro to Biomed Informatics,Akay,Yasemin M,11,4,0,0,0,0,0,0,0,3.667
Fall 2021,COMM,3369,2,Strategic Comm. Writing,Rougeau,Rose,13,8,0,0,1,0,0,0,0,3.395
Fall 2021,ENGL,1301,41,First Year Writing I,Jones,Philip R,17,1,1,1,3,0,0,0,4,3.203
Fall 2021,CUIN,4315,3,Assessment of Children,Wilson,Jahnette,15,2,2,0,1,0,0,0,3,3.385
Fall 2021,BIOL,1106,43,Biology for Science Majors I,Medrano,Ana I,13,8,0,1,1,0,0,0,1,3.377
Fall 2021,ACCT,4378,1,Oil and Gas Accounting I,Patel,Simi,1,5,1,0,0,0,0,0,0,3
Fall 2021,CHEM,1111,65,Fundamentals of Chm Lab,Zaitsev,Vladimir G,5,8,4,0,1,0,0,0,1,2.981
Fall 2021,AFSC,4301,3,National Security Affairs I,Manning,Matthew,5,2,0,0,0,0,0,0,0,3.714
Fall 2021,MIS,4397,2,Selected Topics in MIS,Scott,Carl P,14,8,0,0,0,0,0,0,1,3.591
Fall 2021,FREN,1502,3,Elementary French II,Green,Viola V,2,4,7,3,2,0,0,0,3,2.037
Fall 2021,KIN,4691,1,Internship in Sport Admin 2,Walsh,David W,16,4,1,0,0,0,0,0,0,3.636
Fall 2021,SPAC,6298,1,Special Problems,Bell,Larry S,3,0,0,0,0,0,0,0,1,4
Fall 2021,ARTS,3371,1,Photo-Dig Media Portfolio Dev,Chen,Mark,7,1,0,0,1,0,0,0,0,3.408
Fall 2021,PETR,2311,1,Reservoir Petrophysics,Myers,Michael Tolbert,2,10,3,0,0,0,0,0,0,3.021
Fall 2021,MUSA,4442,2,Applied French Horn,Reed,Gavin Davis,4,0,0,0,0,0,0,0,0,4
Fall 2021,GENB,5335,1,Brainstorming to Bankrolling,Becker,Charles D,1,0,0,0,0,0,0,0,1,4
Fall 2021,CHEE,8498,16,Doctoral Research,Robertson,Megan L,0,0,0,0,0,1,0,0,0,0
Fall 2021,ECE,8598,24,Doctoral Research,Roysam,Badrinath,0,0,0,0,0,0,0,1,0,0
Fall 2021,MANA,4310,1,Behavioral Finance,Rude,Dale,2,2,0,0,0,0,0,0,0,3.5
Fall 2021,PSYC,8121,1,Clinical Psychology Internship,Vincent,John P,0,0,0,0,0,4,0,0,0,0
Fall 2021,BIOE,6298,1,Research,Akay PhD,Metin,0,0,0,0,0,1,0,0,0,0
Fall 2021,PETR,8399,9,Doctoral Dissertation,Qin,Guan,0,0,0,0,0,2,0,0,0,0
Fall 2021,PSYC,6380,1,Pers Relationships:Theory Res,Derrick,Jaye L,8,0,0,0,0,0,0,0,0,3.918
Fall 2021,PSYC,6365,5,Dir Rsch in Dev Cog Beh Neuro,Leasure,Jennifer Leigh,0,0,0,0,0,2,0,0,0,0
Fall 2021,OPTO,5298,3,Spec Prob Phys Optics,Dempsey,Robert L.,0,0,0,0,0,1,0,0,0,0
Fall 2021,PSYC,6336,4,Directed Rsch in Social Psyc,Knee,Clifford R,1,0,0,0,0,0,0,0,0,4
Fall 2021,ARTS,6310,3,Printmaking Studio,Hernandez Vargas,Saul,2,0,0,0,0,0,0,0,0,4
Fall 2021,CIVE,8298,9,Doctoral Research,Wang,Keh-Han,0,0,0,0,0,1,0,0,0,0
Fall 2021,PSYC,7392,4,Psychology Practicum,Knee,Clifford R,1,0,0,0,0,0,0,0,0,4
Fall 2021,CUIN,8399,1,Doctoral Dissertation,White,Cameron Scott,1,0,0,0,0,0,0,0,0,4
Fall 2021,WCL,6399,1,Master's Thesis,Carrera,Alessandro,0,0,0,0,0,1,0,0,0,0
Fall 2021,MUSA,2332,1,Applied Oboe,Dinitz,Adam L,1,0,0,0,0,0,0,0,0,4
Fall 2021,PHIL,1321,1,Logic I,Loewenstein,Yael R,32,21,22,14,16,0,0,0,14,2.318
Fall 2021,INDE,3432,1,Manufacturing Processes,Kamrani,Ali K,15,19,3,0,0,0,0,0,2,3.244
Fall 2021,MATH,1342,1,Elementary Statistical Methods,Fu,Wenjiang,22,27,26,18,23,0,0,0,18,2.04
Fall 2021,ENGL,2360,2,Western World Lit I--Honors,Trninic,Marina,141,59,4,0,5,0,0,0,7,3.541
Fall 2021,LACP,2111,1,Liberal Arts Career Planning,Stephens-Gonzales,Jamie D,0,0,0,0,0,31,3,0,1,0
Fall 2021,ENGL,1370,2,Composition II-Honors,Rayneard,Max James Anthony,61,47,4,0,4,0,0,0,2,3.357
Fall 2021,NURS,4521,1,Community Health Nursing,McWilliams,Lenora A,17,7,0,0,0,0,0,0,0,3.708
Fall 2021,HRMA,1337,2,Intro To Hospitality Industry,Doudna,Simone P,53,30,11,4,4,0,0,0,0,3.196
Fall 2021,CUIN,3302,1,Social Education,Thomas,Dustine J,31,0,1,1,0,0,0,0,0,3.838
Fall 2021,MUED,4343,1,Choral Materials Grades 4-12,Mueller,Jebediah Lee,11,1,0,0,0,0,0,0,0,3.862
Fall 2021,CHEM,1111,53,Fundamentals of Chm Lab,Zaitsev,Vladimir G,4,9,2,1,0,0,0,0,2,2.959
Fall 2021,COSC,4351,1,Fundamentals of Software Engr,Singh,Raj Kumar,80,5,0,0,0,0,0,0,0,3.895
Fall 2021,BIOE,3351,1,Introduction to Diseases,Mohan,Chandra,22,4,1,0,0,0,0,0,0,3.753
Fall 2021,COSC,4337,1,Data Science II,Rizk,Nouhad J,19,5,5,0,1,0,0,0,3,3.367
Fall 2021,BTEC,3320,30,Intro to QA/QC in BTEC,Flavier,Albert B,9,14,13,4,1,0,0,0,2,2.602
Fall 2021,RELS,2350,5,Introduction to Islam,Said,Karem Irene,12,8,2,1,3,0,0,0,2,2.911
Fall 2021,ELCS,8360,1,Studies Post Secondary Educatn,Louis,Dave A,13,0,0,0,0,0,0,0,0,4
Fall 2021,SOCW,7305,6,Evaluation of SW Practice,Rubin,Allen,19,0,0,0,0,0,0,0,1,4
Fall 2021,PETR,8298,4,Doctoral Research,Myers,Michael Tolbert,0,0,0,0,0,4,0,0,0,0
Fall 2021,BIOE,6111,1,Grad Bioengineering Seminar,Larin,Kirill,0,0,0,0,0,60,0,0,0,0
Fall 2021,INDE,6359,1,Engineering Communication I,Salvo,Deborah C,0,0,0,0,0,65,0,0,0,0
Fall 2021,SOCW,7335,1,SW Practice in Communities,Mayer,Margaret,13,2,0,1,0,0,0,0,0,3.667
Fall 2021,FINA,7326,1,Private Equity & Invest Bankin,Stewart,Marcus,17,15,0,0,0,0,0,0,0,3.511
Fall 2021,PSYC,6393,3,Clinical Research Practicum,Grigorenko,Elena L,2,0,0,0,0,0,0,0,0,4
Fall 2021,THEA,6362,1,Dramatic Thry&Criticism,Christy,Alison L,10,0,0,0,0,0,0,0,0,3.901
Fall 2021,SPAC,6398,1,Special Problems,Kennedy,Kriss Jon,8,1,0,0,0,0,0,0,0,3.742
Fall 2021,ARCH,6301,1,Visual Studies I,Logan,Jason,8,4,0,0,0,0,0,0,0,3.612
Fall 2021,CUIN,4101,4,Content for Teaching,Ford,Haley Michelle Grimland,29,0,0,0,1,0,0,0,0,3.845
Fall 2021,HRMA,3366,1,Social Media in the Hosp Ind,Lee,Minwoo,20,4,2,4,0,0,0,0,0,3.289
Fall 2021,PHIL,1305,3,Intro To Ethics,Drapela,Nick Gerard,9,16,11,9,4,0,0,0,3,2.394
Fall 2021,ENGL,1370,1,Composition II-Honors,Sommers,Tamler S,30,70,3,1,1,0,0,0,2,3.241
Fall 2021,MANA,4358,1,Compensation and Benefits,Martocchio,Joseph John,22,11,3,0,0,0,0,0,0,3.546
Fall 2021,HIST,3390,1,Middle East: Pictures & Words,Al-Sowayel,Dina,18,4,3,1,4,0,0,0,1,2.967
Fall 2021,HDCS,1300,4,Human Ecosystems & Tech Change,Whittington,Alexandra L,15,13,10,5,7,0,0,0,1,2.414
Fall 2021,CIS,3365,2,Database Management,Sadeghi,Abdi,0,9,18,5,5,0,0,0,1,1.838
Fall 2021,ARTS,3313,2,Silkscreen,Masterson,Patrick D,14,0,0,1,0,0,0,0,0,3.756
Fall 2021,CHEM,1112,8,Fundamentals of Chm Lab,Zaitsev,Vladimir G,4,3,5,2,2,0,0,0,3,2.23
Fall 2021,BIOL,2101,3,Anatomy & Physiology Lab I,Gill,Tejendra,12,9,1,2,0,0,0,0,0,3.333
Fall 2021,NURS,3315,1,Pathophysiology,Brooks,Andrea Nicole,2,0,0,0,0,0,0,0,0,4
Fall 2021,ENGL,1301,136,First Year Writing I,Swensen,Russel,14,10,2,0,1,0,0,0,0,3.236
Fall 2021,JWST,3373,1,Jews in the Ancient World,Tamber-Rosenau,Caryn M,4,0,0,1,2,0,0,0,0,2.381
Fall 2021,GEOL,1103,1,Physical Geology Lab,Hauptvogel,Daniel William,11,2,0,0,1,0,0,0,2,3.548
Fall 2021,HIST,3325,1,Mex Amer Civil Right in 20th C,San Miguel Jr,Guadalupe,15,9,2,1,5,0,0,0,0,2.844
Fall 2021,COSC,4397,3,Sel Top-Computer Science,Kakadiaris,Ioannis A.,11,6,1,2,0,0,0,0,5,3.201
Fall 2021,ELET,4310,1,Alternative Energy Sources,Shireen,Wajiha,10,11,4,0,0,0,0,0,1,3.253
Fall 2021,MUSI,1311,3,Music Theory I,Murphy,Nancy Elizabeth,4,2,1,2,2,0,0,0,0,2.364
Fall 2021,INDE,8399,2,Doctoral Dissertation,Feng,Qianmei,0,0,0,0,0,0,0,0,0,0
Fall 2021,LAW,5363,1,Securities Regulation,Ragazzo,Robert A,7,12,0,0,0,0,0,0,0,3.351
Fall 2021,CUIN,8345,1,CUIN Seminar,Hutchison,Laveria F,9,0,0,0,0,0,0,0,0,4
Fall 2021,PHAR,5644,1,Amb C-Medication Therapy Mgmt,Tolleson,Shane Russell,3,2,0,0,0,0,0,0,0,3.6
Fall 2021,CHEM,2125,2,Organic Chemistry Lab II,Bean,Mary B,5,4,7,3,0,0,0,0,1,2.457
Fall 2021,MECT,3342,1,Elements of Plant Design,El Nahas,Medhat A,2,6,3,3,1,0,0,0,1,2.157
Fall 2021,ARCH,5500,17,Architecture Design Studio IX,Jacobs,Daniel,4,0,0,0,0,0,0,0,0,4
Fall 2021,CHEE,8399,7,Doctoral Dissertation,Grabow,Lars C,0,0,0,0,0,4,0,0,0,0
Fall 2021,MECE,8399,30,Doctoral Dissertation,Ghasemi,Hadi,0,0,0,0,1,0,0,0,0,0
Fall 2021,SPAN,7398,4,Reading & Research,Kanellos,Nicolas,0,0,0,0,0,1,0,0,0,0
Fall 2021,MATH,8698,19,Doctoral Research,Heier,Gordon,0,0,0,0,0,2,0,0,0,0
Fall 2021,BCHS,6598,13,Special Problems,Schwartz,Robert J,0,0,0,0,0,2,0,0,0,0
Fall 2021,SPAN,3341,2,Language of Business and Trade,Serrano,Paloma A,9,0,1,0,1,0,0,0,0,3.395
Fall 2021,PSYC,8399,5,Doctoral Dissertation,Alfano,Candice A,0,0,0,0,0,3,0,0,0,0
Fall 2021,GEOL,6382,1,Plate Tectonics,Casey,John F,5,1,0,0,0,0,0,0,0,3.778
Fall 2021,BIOL,8998,5,Doctoral Research,Feng,Qin,0,0,0,0,0,1,0,0,0,0
Fall 2021,BIOL,4398,2,Independent Study,McKeon,Frank D,1,0,0,0,0,0,0,0,0,4
Fall 2021,EGRP,1141,1,Engineering Applications IV,Henderson,Jerrod A,0,0,0,0,0,5,0,0,0,0
Fall 2021,ECE,5356,1,Cmos Analog Integrated Circuit,Chen,Jinghong,3,0,0,0,0,0,0,1,0,3.89
Fall 2021,BIOE,8398,10,Doctoral Research,Majd,Sheereen,0,0,0,0,0,1,0,0,0,0
Fall 2021,CHEE,8498,18,Doctoral Research,Vekilov,Peter,0,0,0,0,0,1,0,0,0,0
Fall 2021,COSC,8398,128,Doctoral Research,Tsekos,Nikolaos V,0,0,0,0,0,1,0,0,0,0
Fall 2021,PHYS,8999,3,Doctoral Dissertation,Bellwied,Rene,0,0,0,0,0,1,0,0,0,0
Fall 2021,INDS,2500,3,Industrial Design Studio III,McEuen,Aaron Ross,0,2,0,0,0,0,0,0,0,2.67
Fall 2021,PSYC,6398,6,Independent Studies,Damian,Rodica Ioana,0,0,0,0,0,2,0,0,0,0
Fall 2021,MUSI,4198,31,SP-Opera Production,Ross,Arnold C,2,0,0,0,0,0,0,0,0,4
Fall 2021,MUSA,6142,1,Graduate Recital III,Yon,Kirsten A,0,0,0,0,0,0,0,0,0,0
Fall 2021,KIN,3305,3,Sport Sociology,Ogunrinde,Joyce,22,14,7,4,3,0,0,0,2,2.98
Fall 2021,AAS,2320,4,Intro To African American Stdy,Poindexter-Sylvers,Carole Jean,16,5,1,0,2,0,0,0,6,3.21
Fall 2021,FINA,4380,1,R E Fin & Investment,Adams,James S,10,24,5,0,0,0,0,0,0,3.179
Fall 2021,ENGL,2360,2,Western World Lit I--Honors,Cremins,Robert Paul,141,59,4,0,5,0,0,0,7,3.541
Fall 2021,FINA,4330,7,Corporate Finance,De Angelis,David,11,7,1,0,2,0,0,0,2,3.175
Fall 2021,CHEM,1312,1,Fundamentals of Chemistry 2,Larsen,Russell Gene,35,62,84,74,125,0,0,0,114,1.474
Fall 2021,MUSI,1301,1,Rudiments of Theory,Furney,David Anthony,9,4,2,2,0,0,0,0,0,3.06
Fall 2021,BTEC,3302,30,Molecular Genetics and Biotech,Balan,Venkatesh,15,17,11,4,6,0,0,0,3,2.591
Fall 2021,ACCT,2301,5,Prin of Financial Accounting,Goble,Samuel,17,30,19,6,3,0,0,0,4,2.759
Fall 2021,BIOL,1106,35,Biology for Science Majors I,Medrano,Ana I,17,6,0,0,0,0,0,0,1,3.753
Fall 2021,ENGL,3330,1,Beg Creative Writing-Fiction,Miller,Nicholas A,19,0,0,0,0,0,0,0,0,3.931
Fall 2021,PHYS,1101,22,College Physics I (lab),Maric,Sladjana,4,13,6,0,1,0,0,0,0,2.709
Fall 2021,ENGL,3330,2,Beg Creative Writing-Fiction,Kennedy,Daniel Peter,12,6,0,0,1,0,0,0,0,3.474
Fall 2021,INTB,3355,1,Global Environment of Business,Thompson,Joseph Lee,212,33,20,3,4,0,0,0,6,3.625
Fall 2021,ENGL,1301,128,First Year Writing I,Presswood,Phillip Hilliard,17,0,1,0,2,0,0,0,0,3.467
Fall 2021,ARCH,1198,1,Special Problems,Phan,Trang A T,10,0,0,0,0,0,0,0,0,4
Fall 2021,BCHS,3305,1,General Biochemistry II,Fujita,Masaya,44,25,6,0,0,0,0,0,2,3.467
Fall 2021,MARK,4333,1,Search Engine Marketing,Zahn,William J,19,11,2,0,0,0,0,0,0,3.531
Fall 2021,BTEC,3200,31,Biotech Research Methods,Hosseinzadeh,Hemen,9,14,2,0,0,0,0,0,0,3.254
Fall 2021,WGSS,2350,18,Intro To Women's Studies,Martinez,Itzel Areli,21,2,2,1,1,0,0,0,4,3.519
Fall 2021,GEOL,1103,11,Physical Geology Lab,Hauptvogel,Daniel William,16,2,2,0,0,0,0,0,0,3.7
Fall 2021,BZAN,6357,1,BZAN-Frameworks & Methods,Ma,Xiao,24,10,0,0,0,0,0,0,0,3.648
Fall 2021,ENGL,8699,3,Doctoral Dissertation,Mazella,David S,0,0,0,0,0,1,0,0,0,0
Fall 2021,GEOL,8998,11,Doctoral Research,Li,Aibing,0,0,0,0,0,2,0,0,0,0
Fall 2021,CHEE,8399,15,Doctoral Dissertation,Rimer,Jeffrey,3,0,0,0,0,0,0,0,0,4
Fall 2021,MATH,6380,2,Programming for Data Analytics,Shastri,Dvijesh J,2,6,4,0,0,0,0,0,0,2.833
Fall 2021,PHOP,8698,1,Doctoral Research,Burns,Alan R,1,1,0,0,0,0,0,0,0,3.5
Fall 2021,LAW,5344,1,Appellate Advocacy I,Hopkins,Seth,10,11,1,0,0,4,0,0,2,2.847
Fall 2021,LAW,5339,1,Trusts and Wills,Tamborello,Gus Gerard,11,22,4,0,0,0,0,0,0,3.171
Fall 2021,COMM,6398,4,Special Problems,Yamasaki,Jill S,1,0,0,0,0,0,0,0,0,4
Fall 2021,LAW,5386,1,Trial Advocacy,Gray,Michelle Elizabeth,12,23,0,0,0,4,0,0,0,3
Fall 2021,LAW,5386,1,Trial Advocacy,Weems,Christine,12,23,0,0,0,4,0,0,0,3
Fall 2021,HDCS,4303,3,Merchandising Systems,Gatterson,Beverly,24,15,4,1,5,0,0,0,1,3.081
Fall 2021,OPTO,5134,2,Neuroanatomy Laboratory,Cheng,Han,24,2,0,0,0,0,0,0,0,3.923
