TERM,SUBJECT,"CATALOG NBR","CLASS SECTION","COURSE DESCR","INSTR LAST NAME","INSTR FIRST NAME",A,B,C,D,F,"TOTAL DROPPED","AVG GPA"
"Fall 2018",AAS,2320,7,"Intro To African American Stdy",Horne,Gerald,3,9,2,1,0,0,2.823
"Fall 2018",AAS,2320,6,"Intro To African American Stdy",Conyers,"James l",3,14,6,0,0,0,2.884
"Fall 2018",AAS,2320,3,"Intro To African American Stdy",Edwards,"Crystal Latanya",18,25,5,1,0,1,3.164
"Fall 2018",AAS,2320,2,"Intro To African American Stdy",Smith,"Marlon Antoine",19,9,3,3,0,0,3.226
"Fall 2018",AAS,2320,5,"Intro To African American Stdy",Poindexter-Sylvers,"Carole Jean",20,4,3,0,2,7,3.277
"Fall 2018",AAS,2320,1,"Intro To African American Stdy",Walker,Alan,23,17,0,3,4,2,3.043
"Fall 2018",AAS,2396,1,"History of Black Education","Phillips II","Carlos R",23,5,0,0,0,0,3.727
"Fall 2018",AAS,3310,1,"Afr Amer Exper Through Theatre",Charles,"Holly Lakeisha",6,4,4,2,1,2,2.667
"Fall 2018",AAS,3348,1,"African Americans and the Law",Putman,"Eronn A",26,5,0,0,0,0,3.732
"Fall 2018",AAS,3366,1,"AAS Community Internship",Conyers,"James l",,,,,,,
"Fall 2018",AAS,3394,6,"Selected Topics Afr Am Stdy",Singh,"Kavita Ashana",,,,,,,
"Fall 2018",AAS,3394,2,"Selected Topics Afr Am Stdy",Horne,Gerald,,,,,,,
"Fall 2018",AAS,3394,5,"Selected Topics Afr Am Stdy",James,"Conrad Michael",,,,,,,
"Fall 2018",AAS,3394,1,"Selected Topics Afr Am Stdy",Irving,"Theodore A.",9,10,0,0,2,5,3.096
"Fall 2018",AAS,3394,3,"Selected Topics Afr Am Stdy",Dewalt,"Ashley Lewis",20,21,5,1,2,0,3.123
"Fall 2018",AAS,4330,1,"The Black Church in America",Johnson,"Alexander Emmitt Maurice",12,13,2,3,3,0,2.798
"Fall 2018",AAS,6308,1,"Africana Religion & Biography",Conyers,"James l",,,,,,,
"Fall 2018",ACCT,2331,17,"Acct Principles I - Financial",Goble,Samuel,7,6,9,3,3,2,2.487
"Fall 2018",ACCT,2331,16,"Acct Principles I - Financial",Goble,Samuel,15,23,13,6,8,1,2.538
"Fall 2018",ACCT,2331,6,"Acct Principles I - Financial",Newman,"Michael Ray",16,5,0,0,0,1,3.762
"Fall 2018",ACCT,2331,14,"Acct Principles I - Financial",Newman,"Michael Ray",18,4,0,1,0,1,3.724
"Fall 2018",ACCT,2331,9,"Acct Principles I - Financial",Newman,"Michael Ray",18,5,0,0,0,0,3.797
"Fall 2018",ACCT,2331,18,"Acct Principles I - Financial",Goble,Samuel,20,22,5,6,6,7,2.802
"Fall 2018",ACCT,2331,5,"Acct Principles I - Financial",Sykes,"Mary Reeves",24,15,10,4,5,7,2.885
"Fall 2018",ACCT,2331,19,"Acct Principles I - Financial",Goble,Samuel,25,24,10,2,2,3,3.121
"Fall 2018",ACCT,2331,11,"Acct Principles I - Financial",Parthasarathy,"Kiran M",27,22,8,2,3,4,3.155
"Fall 2018",ACCT,2331,13,"Acct Principles I - Financial",Serrato,"Darlene Marie  Bohac",29,25,6,2,1,2,3.306
"Fall 2018",ACCT,2331,4,"Acct Principles I - Financial",Sykes,"Mary Reeves",30,16,8,0,5,6,3.169
"Fall 2018",ACCT,2331,15,"Acct Principles I - Financial",Goble,Samuel,34,12,9,4,3,4,3.166
"Fall 2018",ACCT,2331,12,"Acct Principles I - Financial",Serrato,"Darlene Marie  Bohac",35,10,9,1,6,4,3.142
"Fall 2018",ACCT,2331,3,"Acct Principles I - Financial",Sykes,"Mary Reeves",36,15,10,3,0,1,3.338
"Fall 2018",ACCT,2331,1,"Acct Principles I - Financial",Sykes,"Mary Reeves",46,15,2,1,0,2,3.692
"Fall 2018",ACCT,2331,10,"Acct Principles I - Financial",Parthasarathy,"Kiran M",53,49,40,10,19,24,2.687
"Fall 2018",ACCT,2331,2,"Acct Principles I - Financial",Serrato,"Darlene Marie  Bohac",53,65,42,11,11,17,2.818
"Fall 2018",ACCT,2331,8,"Acct Principles I - Financial",Serrato,"Darlene Marie  Bohac",57,69,40,13,13,8,2.815
"Fall 2018",ACCT,2331,7,"Acct Principles I - Financial",Parthasarathy,"Kiran M",66,55,43,8,11,15,2.928
"Fall 2018",ACCT,2332,10,"Acct Principles 2-Managerial",Seltz,"Joe D",10,23,13,3,6,4,2.605
"Fall 2018",ACCT,2332,7,"Acct Principles 2-Managerial",Le,"Thien Tu Hieu",12,21,8,6,2,2,2.795
"Fall 2018",ACCT,2332,5,"Acct Principles 2-Managerial",Bai,Yu,13,24,12,5,3,3,2.725
"Fall 2018",ACCT,2332,6,"Acct Principles 2-Managerial",Seltz,"Joe D",13,29,10,10,3,1,2.681
"Fall 2018",ACCT,2332,4,"Acct Principles 2-Managerial",Seltz,"Joe D",13,29,13,4,3,3,2.779
"Fall 2018",ACCT,2332,2,"Acct Principles 2-Managerial",Zhang,Yan,20,12,8,2,1,0,3.147
"Fall 2018",ACCT,2332,8,"Acct Principles 2-Managerial",Weber,"Catherine K",21,30,14,7,0,5,2.949
"Fall 2018",ACCT,2332,12,"Acct Principles 2-Managerial",Weber,"Catherine K",26,24,16,9,1,4,2.916
"Fall 2018",ACCT,2332,14,"Acct Principles 2-Managerial",Yampuler,Michael,30,23,14,9,1,3,2.995
"Fall 2018",ACCT,2332,1,"Acct Principles 2-Managerial",Yampuler,Michael,32,29,12,4,0,2,3.182
"Fall 2018",ACCT,2332,3,"Acct Principles 2-Managerial",Yampuler,Michael,36,30,7,4,1,2,3.269
"Fall 2018",ACCT,2332,13,"Acct Principles 2-Managerial",Yampuler,Michael,43,25,6,3,0,2,3.454
"Fall 2018",ACCT,3366,6,"Financial Reporting Frameworks",Noland,"Thomas R",9,13,13,12,8,24,2.109
"Fall 2018",ACCT,3366,3,"Financial Reporting Frameworks",Harris,"Kathleen L",12,7,10,7,8,29,2.219
"Fall 2018",ACCT,3366,7,"Financial Reporting Frameworks",Noland,"Thomas R",16,7,11,13,3,26,2.446
"Fall 2018",ACCT,3366,1,"Financial Reporting Frameworks",Harris,"Kathleen L",16,13,6,8,1,7,2.84
"Fall 2018",ACCT,3366,2,"Financial Reporting Frameworks",Harris,"Kathleen L",26,17,6,4,3,21,3.101
"Fall 2018",ACCT,3367,3,"Intermediate Accounting I",Gamble,"George O",2,1,3,7,3,8,1.562
"Fall 2018",ACCT,3367,2,"Intermediate Accounting I",Gamble,"George O",5,3,8,9,2,10,2.037
"Fall 2018",ACCT,3367,1,"Intermediate Accounting I",Neel,"Michael James",17,21,15,4,4,5,2.737
"Fall 2018",ACCT,3367,5,"Intermediate Accounting I",Neel,"Michael James",23,20,13,2,1,7,3.079
"Fall 2018",ACCT,3367,4,"Intermediate Accounting I",Neel,"Michael James",27,22,11,3,0,3,3.19
"Fall 2018",ACCT,3368,4,"Intermediate Accounting II",Muslu,Volkan,6,2,2,0,1,0,3.091
"Fall 2018",ACCT,3368,3,"Intermediate Accounting II",Muslu,Volkan,8,12,10,0,0,2,2.988
"Fall 2018",ACCT,3368,1,"Intermediate Accounting II",Nathan,"Edward C",12,9,13,0,2,1,2.861
"Fall 2018",ACCT,3368,2,"Intermediate Accounting II",Nathan,"Edward C",13,7,20,2,0,2,2.77
"Fall 2018",ACCT,3371,5,"Accounting Information Systems",Miles,"Carolyn A",10,34,8,1,2,1,2.855
"Fall 2018",ACCT,3371,4,"Accounting Information Systems",Miles,"Carolyn A",14,17,11,0,1,1,2.977
