TERM,SUBJECT,CATALOG NBR,CLASS SECTION,COURSE DESCR,INSTR LAST NAME,INSTR FIRST NAME,A,B,C,D,F,SATISFACTORY,NOT REPORTED,TOTAL DROPPED,AVG GPA
Summer 2020,GENB,4350,5,Business Law and Ethics,Williams,John M,40,7,0,0,0,9,0,3,3.152
Summer 2020,HDCS,3303,1,Retailing and Consumer Science,Rifai,Rana Ihsan,14,4,0,0,0,1,0,1,3.301
Summer 2020,CNST,3372,1,Soil Mechanics & Foundations,Meyer,Joseph Ray,22,11,2,0,0,5,0,0,3.084
Summer 2020,MIS,   6A41,1,Information Systems,Silva,Leiser O,27,0,0,0,0,0,0,0,3.976
Summer 2020,PSYC,2301,1,Intro To Methods in Psychology,Wall,Kiana Ellen,52,8,0,0,0,4,0,0,3.475
Summer 2020,ELCS,6332,1,Student Develop/Student Affair,Messa,Emily Alice,6,0,0,0,0,0,0,1,4
Summer 2020,MECE,8498,11,Doctoral Research,Liu,Dong,0,0,0,0,0,2,0,0,0
Summer 2020,LAW,5603,1,Govt Nonprofit Extshp II,Powers,William,0,0,0,0,0,1,0,0,0
Summer 2020,TLIM,4342,1,Quality Improvement Methods,O'kelley,Donna K,21,8,1,0,0,7,0,1,2.817
Summer 2020,CHEM,1111,21,Fundamentals of Chm Lab,Zaitsev,Vladimir G,7,6,1,0,0,1,0,0,2.254
Summer 2020,ENGI,2304,6,Technical Communications,Downey,Carlton M,16,5,0,0,0,5,0,0,2.724
Summer 2020,KIN,4370,6,Exercise Testing,Breslin,Whitney L,5,6,1,0,0,5,0,0,2.241
Summer 2020,PHAR,5680,1,Oncology,Ordonez,Nancy D,2,0,0,0,0,0,0,0,4
Summer 2020,NURS,6338,1,Advanced Pathophysiology,Schrader PhD,Patricia K,7,3,0,0,0,0,0,0,3.7
Summer 2020,SCM,   6A01,1,SCM Concepts,Sahin,Funda,17,4,0,0,0,3,0,0,3.16
Summer 2020,LAW,5378,1,Statutory Interpretation & Rea,Bush,Darren,0,0,0,0,0,35,0,0,0
Summer 2020,COMM,4303,2,Communication Law & Ethics,Kirkland,Steven Earl,16,7,2,0,0,8,0,1,2.647
Summer 2020,BIOE,8598,9,Doctoral Research,Mohan,Chandra,0,0,0,0,0,1,0,0,0
Summer 2020,CHEE,5397,1,Selected Topics,Kaushik,Krishna R,3,3,0,0,0,0,0,0,3.445
Summer 2020,COSC,8698,102,Doctoral Research,Chen,Guoning,0,0,0,0,0,2,0,0,0
Summer 2020,ENGL,6698,1,Research,Turchi,Peter D,0,0,0,0,0,1,0,0,0
Summer 2020,LAW,5198,2,Special Rsch & Writing,Vetter,Greg R,0,0,0,0,0,1,0,0,0
Summer 2020,CHEE,4398,1,Independent Study,Malamataris,Nikolaos,1,0,0,0,0,0,0,0,4
Summer 2020,MATH,8398,50,Doctoral Research,Josic,Kresimir,0,0,0,0,0,1,0,0,0
Summer 2020,MECE,8198,21,Doctoral Research,Sun,Li,0,0,0,0,0,1,0,0,0
Summer 2020,ECE,8198,33,Doctoral Research,Mayerich,David Matthew,0,0,0,0,0,2,0,0,0
Summer 2020,PHCA,8199,2,Doctoral Dissertation Defense,Sansgiry,Sujit Sharad,1,0,0,0,0,0,0,0,4
Summer 2020,CUIN,7398,1,Independent Study,Hutchison,Laveria F,1,0,0,0,0,0,0,0,4
Summer 2020,PETR,8198,5,Doctoral Research,Qin,Guan,0,0,0,0,0,1,0,0,0
Summer 2020,ANTH,4398,1,Independent Study,Storey,Rebecca,1,0,0,0,0,0,0,0,3.67
Summer 2020,PCOL,6498,4,Special Problems,Cuny,Gregory D,0,0,0,0,0,1,0,0,0
Summer 2020,PSYC,6359,5,Directed Rsch in Clinical Psyc,Walker-Obasi,Rheeda Lynette,1,0,0,0,0,0,0,0,4
Summer 2020,MECE,8298,14,Doctoral Research,Liu,Dong,0,0,0,0,0,2,0,0,0
Summer 2020,SPAN,1502,1,Elementary Spanish II,Delgadillo,Maria Jose,5,8,2,0,0,10,0,1,1.846
Summer 2020,CUIN,7356,3,Issues in Distance Education,McNeil,Sara G,22,1,0,0,0,0,0,0,3.957
Summer 2020,TLIM,3340,2,Org Leadership & Supervision,Evans,Gerald S,44,1,0,0,0,1,0,0,3.884
Summer 2020,BIOL,6698,27,Special Problems,McKeon,Frank D,0,0,0,0,0,1,0,0,0
Summer 2020,SOC,1300,2,Introduction To Sociology,Nelson,Steven M,21,9,0,0,0,6,0,1,2.912
Summer 2020,PSYC,3310,5,Indstrl-Orgnztnl Psy,Snyder,Galen,5,2,1,0,0,5,0,0,1.812
Summer 2020,GENB,5303,2,Prof Acct Communication,Newman,Michael Ray,2,3,0,0,0,1,0,0,2.888
Summer 2020,GENB,7304,2,Business Ethics for Accountant,Newman,William Austin,14,4,0,0,0,1,0,0,3.492
Summer 2020,PSYC,6352,2,Directed Rsch in I/O Psyc,Witt,Lawrence A,6,0,0,0,0,0,0,0,4
Summer 2020,COMM,3311,1,Editing Print & Digital Media,Crixell,Charles A,16,3,1,0,0,5,0,0,2.974
Summer 2020,KIN,3306,2,Physiology-Human Performance,Park,Yoonjung,24,25,1,0,0,43,0,2,1.617
Summer 2020,STAT,3331,1,Statistical Anal Bus Appl I,Caceres,Miguel A,12,8,0,0,0,101,0,10,0.452
Summer 2020,THEA,6383,1,Light/Cost Des for HS Director,Rigdon,Kevin L,10,0,0,0,0,0,0,0,4
Summer 2020,GEOL,7330,1,Potntl Fld Mtds-Geophys,Hall,Stuart Andrew,1,2,0,0,0,0,0,0,3.333
Summer 2020,FORE,6395,1,Master's Project in Foresight,Hines,Andrew Lewis,3,0,0,0,0,0,0,0,3.89
Summer 2020,POLS,1336,2,US and Texas Const/Politics,Cole,Jeffrey Bryan,45,13,2,0,0,12,0,1,2.853
Summer 2020,CUIN,8310,23,Laboratory of Practice,Hutchison,Laveria F,7,0,0,0,0,0,0,0,4
Summer 2020,LAW,6235,1,Juvenile Representation,Dow,Katya Glockner,0,0,0,0,0,1,0,0,0
Summer 2020,FINA,4396,2,Finance Internship,Kumar,Praveen,0,0,0,0,0,1,0,0,0
Summer 2020,BCHS,8698,20,Doctoral Research,Widger,William R,0,0,0,0,0,3,0,0,0
Summer 2020,PEP,6397,1,Selected Topics in Human Perf,Haubrick,Kevin,0,2,0,0,0,0,0,0,3.165
Summer 2020,PHLS,7398,1,Candidacy Research,Obasi,Ezemenari M,0,0,0,0,0,0,0,0,0
Summer 2020,PETR,8198,3,Doctoral Research,Hathon,Lori A,0,0,0,0,0,1,0,0,0
Summer 2020,COMM,6398,2,Special Problems,Vardeman,Jennifer E,1,0,0,0,0,0,0,0,4
Summer 2020,MECE,8298,24,Doctoral Research,Yang,Di,0,0,0,0,0,1,0,0,0
Summer 2020,ANTH,4393,2,Research Practicum,Brown,Kenneth L,1,0,0,0,0,0,0,0,4
Summer 2020,CUIN,8390,30,Doctoral Thesis,White,Cameron Scott,0,0,0,0,0,0,0,0,0
Summer 2020,WGSS,4360,1,Capstone Internship Course,De Los Reyes Heredia,Jose Guillermo,1,0,0,0,0,0,0,0,4
Summer 2020,PSYC,4298,1,Independent Study,Kieffer,Suzanne C,1,0,0,0,0,0,0,0,4
Summer 2020,ACCT,8398,6,Special Problems,Muslu,Volkan,2,0,0,0,0,0,0,0,4
Summer 2020,LAW,5415,3,Govt Nonprofit Extshp II,Powers,William,0,0,0,0,0,1,0,0,0
Summer 2020,ECE,8598,25,Doctoral Research,Reddy,Rohith Krishna,0,0,0,0,0,3,0,0,0
Summer 2020,CHEM,6698,15,Special Problems,May,Jeremy A,0,0,0,0,0,4,0,0,0
Summer 2020,ACCT,5337,1,Management Accounting,Serrato,Darlene Marie  Bohac,5,3,4,0,0,1,0,2,2.666
Summer 2020,PHYS,1101,2,General Physics Laboratory I,Maric,Sladjana,6,9,2,0,0,11,0,0,1.976
Summer 2020,ELCS,8695,2,Doctoral Thesis,Davis,Bradley,0,0,0,0,0,2,0,0,0
Summer 2020,FINA,7323,1,Applied Equity Fund Management,George,Thomas J,17,0,0,0,0,0,0,0,4
Summer 2020,ACCT,8398,7,Special Problems,Lu,Tong,2,0,0,0,0,0,0,0,4
Summer 2020,SCLT,6396,30,Internship in Logistics,Hanssen,Byron Ernst,3,0,0,0,0,0,0,0,3.89
Summer 2020,MECT,4372,1,Materials Technology,Basaran,Burak,0,6,4,0,0,23,0,0,0.808
Summer 2020,FINA,3332,1,Prin of Financial Management,Chisholm,Darla,94,60,3,0,0,55,0,2,2.582
Summer 2020,LAW,5328,1,Judicial Externship I,Archer,Anna M,0,0,0,0,0,10,0,0,0
Summer 2020,GENB,7390,1,Books an MBA Should Read,Gelb,Betsy L,21,2,0,0,0,1,0,0,3.723
Summer 2020,ELCS,8355,1,Policy Pol & Gov of Education,Martinez,Roberto,14,0,0,0,0,0,0,0,3.714
Summer 2020,ENTR,3310,4,Entrepreneurship,Bobbora,William R,8,3,2,0,0,0,0,0,3.563
Summer 2020,PSYC,2344,5,Cultural Psychology,Grigorenko,Elena L,7,12,2,0,0,13,0,1,1.898
Summer 2020,GENB,4396,2,Business Internship,Hopkins,Troy D,0,0,0,0,0,4,0,0,0
Summer 2020,BCHS,8698,28,Doctoral Research,Gunaratne,Preethi H,0,0,0,0,0,1,0,0,0
Summer 2020,INDE,8298,5,Doctoral Research,Lee,Tae Woo,0,0,0,0,0,1,0,0,0
Summer 2020,MARK,4365,1,Intro to Digital Marketing,Ng,Maria Rui Yi,31,2,0,0,0,1,0,0,3.833
Summer 2020,COSC,8698,124,Doctoral Research,Shah,Shishir,0,0,0,0,0,5,0,0,0
Summer 2020,ELET,6199,1,Thesis,Merchant,Fatima Aziz,0,0,0,0,0,0,0,0,0
Summer 2020,GEOL,8698,9,Doctoral Research,Sun,Jiajia,0,0,0,0,0,2,0,0,0
Summer 2020,ECE,8498,8,Doctoral Research,Litvinov,Dmitri,0,0,0,0,0,1,0,0,0
Summer 2020,ECON,8699,3,Doctoral Dissertation,Cubas Norando,German,0,0,0,0,0,0,0,0,0
Summer 2020,PCOL,6298,3,Special Problems,Hussain,Tahir,0,0,0,0,0,1,0,0,0
Summer 2020,PHAR,5678,1,Transplant Therapeutics,Ordonez,Nancy D,3,0,0,0,0,0,0,0,4
Summer 2020,LAW,5203,1,Govt Nonprofit Extshp I,Powers,William,0,0,0,0,0,3,0,0,0
Summer 2020,BCHS,8698,2,Doctoral Research,Zhang,Shaun Xiaoliu,0,0,0,0,0,1,0,0,0
Summer 2020,PHOP,6257,2,Research Practicum B,Berntsen,David A,1,0,0,0,0,0,0,0,4
Summer 2020,MATH,6309,1,Advanced Linear Algebra II,Haynes,Alan K,6,0,0,0,0,1,0,0,3.429
Summer 2020,LAW,5228,2,Judicial Externship I,Powers,William,0,0,0,0,0,4,0,0,0
Summer 2020,MATH,8699,38,Doctoral Dissertation,Labate,Demetrio,4,0,0,0,0,0,0,0,4
Summer 2020,BIOE,8598,20,Doctoral Research,Das,Mini,0,0,0,0,0,1,0,0,0
Summer 2020,PHYS,4398,3,Independent Study,Hosur,Pavan R,0,0,0,0,0,1,0,0,0
Summer 2020,HRMA,6398,1,Special Problems,Haskell,Rebecca Erin,1,0,0,0,0,0,0,0,4
Summer 2020,MECE,8399,14,Doctoral Dissertation,Liu,Dong,0,0,0,0,0,0,0,0,0
Summer 2020,SOCW,7384,13,Field Practicum III - Clinical,Parker,Jamie Lynne,0,0,0,0,0,9,4,0,0
Summer 2020,POLS,1336,7,US and Texas Const/Politics,Belco,Michelle Helene,29,0,0,0,0,1,0,0,3.867
Summer 2020,PEP,8399,2,Doctoral Dissertation,Hawkins,Billy J,1,0,0,0,0,0,0,0,4
Summer 2020,MATH,6386,1,Big Data Analytics,Shastri,Dvijesh J,17,1,0,0,0,11,0,0,2.278
Summer 2020,BIOL,1162,2,Intro To Biol Science Lab 2,Hanke,Marc H,13,7,0,0,0,0,0,0,3.601
Summer 2020,ECE,6398,1,Research,Faghih,Rose T,0,0,0,0,0,2,0,0,0
Summer 2020,ENGL,3379,1,African Literature,Garrett,Van Gerard,8,2,0,0,0,0,0,0,3.833
Summer 2020,HRMA,6381,1,Strategic Decisions in Hosp.,DeFranco,Agnes L,10,0,0,0,0,1,0,0,3.636
Summer 2020,PHOP,8598,7,Doctoral Research,Raghunathan,Vijaykrishna,1,0,0,0,0,0,0,0,4
Summer 2020,CHEE,8298,18,Doctoral Research,Karim,Alamgir,0,0,0,0,0,0,12,0,0
Summer 2020,BIOL,1134,5,Hum Anat Physiol Lab I,Gill,Tejendra,18,5,0,0,0,1,0,0,3.556
Summer 2020,ECON,6693,1,Master's Research Project,Boul,Ruxandra,7,0,0,0,0,0,0,0,3.953
Summer 2020,GEOL,1330,2,Physical Geology,Lytwyn,Jennifer N,62,33,4,0,0,27,0,2,2.652
Summer 2020,MECE,8298,20,Doctoral Research,Sharma,Pradeep,0,0,0,0,0,1,0,0,0
Summer 2020,MANA,   6A32,1,Organizational Behavior & Mgt,Rude,Dale,12,2,0,0,0,0,0,0,3.834
Summer 2020,LAW,6324,75,Entrpr Community Dev Clinic I,Heard,Christopher D,0,0,0,0,0,3,0,0,0
Summer 2020,PHYS,8698,8,Doctoral Research,Chu,Ching Wu,0,0,0,0,0,3,0,0,0
Summer 2020,PHYS,8698,16,Doctoral Research,Hosur,Pavan R,0,0,0,0,0,3,0,0,0
Summer 2020,PSYC,2301,11,Intro To Methods in Psychology,Harlan,Pamela Kay,22,27,2,0,0,3,0,1,3.091
Summer 2020,NUTR,4334,1,Community Nutrition,Svendsen-Sanchez,Ann Carol,106,31,0,0,0,12,0,4,3.408
Summer 2020,KIN,3399,1,Senior Honors Thesis,Johnston,Craig Allen,0,0,0,0,0,1,0,0,0
Summer 2020,CIVE,8699,14,Doctoral Dissertation,Rodrigues,Debora Frigi,1,0,0,0,0,0,0,0,4
Summer 2020,SOC,1300,6,Introduction To Sociology,Dorsey,Patricia Lynne,38,5,2,0,0,3,0,1,3.416
Summer 2020,ENGL,8398,3,Graduate English Resrch,Charara,Hayan S,0,0,0,0,0,1,0,0,0
Summer 2020,LAW,5600,1,Judicial Externship I,Powers,William,0,0,0,0,0,4,0,0,0
Summer 2020,CHEE,8298,3,Doctoral Research,Luss,Dan,0,0,0,0,0,0,1,0,0
Summer 2020,ECE,8399,8,Doctoral Dissertation,Chen,Jiefu,1,0,0,0,0,0,0,0,4
Summer 2020,CIS,6358,1,Secure Software Design,Conklin,William A,1,0,0,0,0,0,0,0,4
Summer 2020,PHAR,5662,1,Academic Scholarship,Tolleson,Shane Russell,1,0,0,0,0,0,0,0,4
Summer 2020,FINA,4397,1,Selected Topics in Finance,Richards,Keith Allen,7,1,1,0,0,0,0,0,3.703
Summer 2020,MANA,4396,1,Management Internship,Carlin,Barbara A,0,0,0,0,0,7,0,0,0
Summer 2020,ART,6397,1,Sel Topics/Studio Arts,Anderson-Staley,Keliy,2,0,0,0,0,0,0,0,4
Summer 2020,PHLS,8399,5,Doctoral Dissertation,Gonzalez,Jorge E,0,0,0,0,0,0,0,0,0
Summer 2020,PSYC,6359,2,Directed Rsch in Clinical Psyc,Grigorenko,Elena L,1,0,0,0,0,0,0,0,4
Summer 2020,POLS,8699,7,Doctoral Dissertation,Marcinek,Elizabeth Nicole Simas,0,0,0,0,0,0,0,0,0
Summer 2020,BIOL,8698,60,Doctoral Research,Bawa-Khalfe,Tasneem,0,0,0,0,0,1,0,0,0
Summer 2020,COSC,8698,129,Doctoral Research,Verma,Rakesh M,0,0,0,0,0,1,0,0,0
Summer 2020,NUTR,6307,1,Community Nutrition Practice,Haubrick,Kevin,0,0,0,0,0,1,0,0,0
Summer 2020,GEOL,7399,1,Masters Thesis,Wellner,Julia S,1,0,0,0,0,0,0,0,4
Summer 2020,LAW,5417,1,Civil Practice Clinic II,Heppard,Janet M,0,0,0,0,0,1,0,0,0
Summer 2020,CHEM,8698,20,Doctoral Research,Do,Loi H,0,0,0,0,0,2,0,0,0
Summer 2020,FINA,8396,4,Research Practicum,Doshi,Hitesh B,1,0,0,0,0,0,0,0,4
Summer 2020,GEOL,8699,28,Doctoral Dissertation,Wang,Guoquan,1,0,0,0,0,0,0,0,4
Summer 2020,CHEM,8698,13,Doctoral Research,Lee,T Randall,0,0,0,0,0,3,0,0,0
Summer 2020,ACCT,3377,1,Cost Accounting,Serrato,Darlene Marie  Bohac,15,6,2,0,0,10,0,3,2.141
Summer 2020,ACCT,2331,3,Acct Principles I - Financial,Sykes,Mary Reeves,17,15,5,0,0,25,0,1,2.015
Summer 2020,MIS,6341,1,Information Systems,Silva,Leiser O,16,1,0,0,0,0,0,0,3.941
Summer 2020,COSC,8698,231,Doctoral Research,Wu,Panruo,0,0,0,0,0,4,0,0,0
Summer 2020,POLS,1336,6,US and Texas Const/Politics,G Barreto de Carvalho,Emilia,53,10,2,0,0,9,0,1,3.072
Summer 2020,SOCW,8336,1,Research Internship I,Berger Cardoso,Jodi A,6,0,0,0,0,0,0,0,3.835
Summer 2020,THEA,6287,1,Acting Styles,Hinkel,Heidi Anne,10,0,0,0,0,0,0,0,3.934
Summer 2020,ECE,2201,1,Circuit Analysis I,Shattuck,David P,7,6,1,0,0,13,0,2,1.352
Summer 2020,TLIM,3363,30,Technical Communications,Harris,Elizabeth,5,7,0,0,0,2,0,0,2.624
Summer 2020,ARCH,6397,8,Sel Tpcs-Arc/Urbn Desgn,Kudless,Andrew Justin,2,1,0,0,0,0,0,0,3.667
Summer 2020,SOCW,7378,1,Integrated Behav Healthcare,Parks,Steven Lee,25,0,0,0,0,1,0,0,3.795
Summer 2020,CIVE,8399,7,Doctoral Dissertation,Lee,Hyongki,0,0,0,0,0,0,1,0,0
Summer 2020,CHEM,8699,1,Doctoral Dissertation,Baldelli,Steve,0,0,0,0,0,3,0,0,0
Summer 2020,KIN,1352,6,"Foundations of KIN, HLT, FIT",Gray,Jon Phillip,94,5,0,0,0,2,0,0,3.824
Summer 2020,FINA,4320,1,Investment Management,Doshi,Hitesh B,22,11,2,0,0,9,0,0,2.818
Summer 2020,SCLT,4389,30,Practicum in Supply Chain,Kidd,Margaret A,10,4,0,0,0,0,0,2,3.467
Summer 2020,PHYS,8698,31,Doctoral Research,Su,Wu-Pei,0,0,0,0,0,2,0,0,0
Summer 2020,NUTR,6304,1,Adv Nutr Counseling & Educ,Ledoux,Tracey A,7,4,0,0,0,1,0,0,3.168
Summer 2020,COMD,6399,5,Masters Thesis,Castilla-Earls,Anny,0,0,0,0,0,0,1,0,0
Summer 2020,PETR,8398,8,Doctoral Research,Hatzignatiou,Dimitrios Georgios,0,0,0,0,0,2,0,0,0
Summer 2020,LAW,5122,1,Advocates-Hipp Mock TR Retro,Lawrence,Jim E,0,0,0,0,0,1,0,0,0
Summer 2020,MUSI,7399,1,Masters Thesis,Bertagnolli,Paul A,0,1,0,0,0,0,0,0,3.33
Summer 2020,ECE,8198,7,Doctoral Research,Bao,Jiming,0,0,0,0,0,1,0,0,0
Summer 2020,PSYC,6358,3,Directed Rsch in Neuropsyc,Medina PhD,Luis Daniel,1,0,0,0,0,0,0,0,4
Summer 2020,COSC,4398,103,Independent Study,Eick,Christoph F,0,0,0,0,0,1,0,0,0
Summer 2020,LAW,5407,10,Judicial Externship I,Worrell,Carey Ann,0,0,0,0,0,1,0,0,0
Summer 2020,BIOE,8398,11,Doctoral Research,Wu,Tianfu,0,0,0,0,0,0,2,0,0
Summer 2020,LAW,5105,1,Interscholastic Mock Trial,Lawrence,Jim E,0,0,0,0,0,1,0,0,0
Summer 2020,PHLS,8699,2,Doctoral Dissertation,Schwartz,Jonathan Peter,1,0,0,0,0,0,0,0,4
Summer 2020,MATH,8398,37,Doctoral Research,Papadakis,Emanuel Ioannis,0,0,0,0,0,1,0,0,0
Summer 2020,BCHS,6698,7,Special Problems,Lin,Chin-Yo,0,0,0,0,0,1,0,0,0
Summer 2020,ENGL,8399,4,Doctoral Dissertation,Ehlers,Sarah E,0,0,0,0,0,1,0,0,0
Summer 2020,SOC,7199,1,Thesis,Lee,Shayne,1,0,0,0,0,0,0,0,4
Summer 2020,MATH,6398,1,Special Problems,Mamonov,Alexander V,0,0,0,0,0,1,0,0,0
Summer 2020,MECE,3369,1,Solid Mechanics,Kulkarni,Yashashree,11,11,0,0,0,7,0,0,2.556
Summer 2020,MATH,1313,1,Finite Math with Applications,Almus,Melahat,47,18,2,0,0,5,0,4,3.188
Summer 2020,PHYS,1101,1,General Physics Laboratory I,Maric,Sladjana,12,9,2,0,0,7,0,0,2.655
Summer 2020,PHYS,1101,2,General Physics Laboratory I,Wood,Lowell T,6,9,2,0,0,11,0,0,1.976
Summer 2020,MECE,8198,3,Doctoral Research,Franchek,Matthew,0,0,0,0,0,3,0,0,0
Summer 2020,IDNS,2197,1,Top-Natrl Sci & Mth,Perepelitsa,Irina,0,0,0,0,0,50,0,0,0
Summer 2020,ENGL,2305,1,Intro To Fiction,Guajardo,Paul,6,12,1,0,0,4,0,1,2.515
Summer 2020,HLT,3301,2,Health Behavior Theories,Bennett,Kristin C,33,15,0,0,0,10,0,1,2.945
Summer 2020,SOCW,7303,1,Child Abuse and Neglect,O'Neal,Vaughn,20,3,0,0,0,1,0,0,3.41
Summer 2020,COMM,3383,1,Non-linear Editing,Crowe,Craig Warren,24,5,1,0,0,2,0,0,3.247
Summer 2020,MUSI,2302,1,Listening to Jazz,Marmolejo,Noe J,46,5,0,0,0,2,0,2,3.612
Summer 2020,GENB,7397,3,Selected Topics,Felvegi,Emese,27,0,0,0,0,0,0,0,4
Summer 2020,PSYC,3325,5,Psychology of Personality,Fox,Katherine A,22,3,0,0,0,2,0,1,3.476
Summer 2020,ATP,6191,1,Clinical Education I,Harrison,Layci,11,0,0,0,0,0,0,0,4
Summer 2020,PHLS,8193,2,Internship in Psychology,Smith,Nathan G,0,0,0,0,0,5,0,0,0
Summer 2020,PHYS,8698,2,Doctoral Research,Bassler,Kevin E,0,0,0,0,0,2,0,0,0
Summer 2020,CNST,3355,1,Strength of Construction Mtrls,Senouci,Ahmed,24,6,0,0,0,9,0,0,2.85
Summer 2020,SOCW,7320,2,Empowerment,Rabo,Amber L,28,0,0,0,0,0,0,0,3.87
Summer 2020,MECE,8298,23,Doctoral Research,Chen,Zheng,0,0,0,0,0,3,0,0,0
Summer 2020,CNST,3185,1,Construction Experience,Stayshich,David A,11,14,0,0,0,6,1,1,2.774
Summer 2020,GEOL,8698,1,Doctoral Research,Lapen,Thomas J,0,0,0,0,0,0,4,0,0
Summer 2020,SCLT,4396,30,Internship in Supply Chain,Hanssen,Byron Ernst,1,0,0,0,0,1,0,0,2
Summer 2020,ACCT,4331,1,Federal Income Tax-Individual,Fernandez,Ramon,12,13,2,0,0,11,0,4,2.447
Summer 2020,CHEE,8398,6,Doctoral Research,Vekilov,Peter,0,0,0,0,0,4,0,0,0
Summer 2020,PSYC,8399,3,Doctoral Dissertation,Vincent,John P,1,0,0,0,0,0,0,0,4
Summer 2020,IRW,1300,2,Integrated Reading & Writing,Wilson,Maurice,0,0,0,0,0,4,0,0,0
Summer 2020,NUTR,6311,1,Capstone I,Haubrick,Kevin,2,0,0,0,0,0,0,0,4
Summer 2020,PHOP,6367,1,Research Practicum A,Berntsen,David A,1,0,0,0,0,0,0,0,4
Summer 2020,COSC,8698,108,Doctoral Research,Gabriel,Edgar,0,0,0,0,0,2,0,0,0
Summer 2020,PHAR,5685,1,Critical Care,Ordonez,Nancy D,3,2,0,0,0,0,0,0,3.6
Summer 2020,CHEM,8698,40,Doctoral Research,Zastrow,Melissa L,0,0,0,0,0,2,0,0,0
Summer 2020,MUSI,8299,1,Doctoral Document,Davis,Andrew C.,1,0,0,0,0,0,0,0,4
Summer 2020,MECE,6399,11,Masters Thesis,Sharma,Pradeep,0,0,0,0,0,0,0,0,0
Summer 2020,MATH,1432,1,Calculus II,Xhabli,Blerina,27,32,9,0,0,38,0,12,1.814
Summer 2020,COMM,3368,1,Principles of Public Relations,Emery II,Philip M,16,5,0,0,0,1,0,0,3.576
Summer 2020,FINA,7397,1,Selected Topics in Finance,Richards,Keith Allen,4,0,0,0,0,0,0,0,3.918
Summer 2020,COMM,1303,2,Writing for Communicators,Lyn,Robyn,28,6,2,0,0,2,0,4,3.411
Summer 2020,PSYC,4321,1,Abnormal Psychology,Gonzalez,Rogelio David,19,13,4,0,0,11,0,0,2.217
Summer 2020,HON,4399,1,Senior Honors Thesis,Rhoden,Brenda,1,0,0,0,0,0,0,0,4
Summer 2020,ENGL,3327,3,Masterpieces of British Lit I,Womack,Mark A,8,12,0,0,0,1,0,1,3.106
Summer 2020,HISP,2374,1,Spanish American Culture & Civ,Patron Rivera,Mauricio,16,3,0,0,0,0,0,0,3.667
Summer 2020,KIN,3370,1,Sport Facility Management,Pearson,Demetrius W,6,1,0,0,0,1,0,0,3.251
Summer 2020,ASLI,1301,1,Elementary Amer Sign Lang I,Brittain,Terrell,3,7,2,0,0,5,0,4,2.001
Summer 2020,ARTH,1380,1,Art & Society: PreHist-Gothic,Garcia,Hector Ramon,34,4,0,0,0,1,0,0,3.795
Summer 2020,BZAN,7320,2,Bus Modeling For Comp Adv,Murray,Michael J,17,0,0,0,0,0,0,0,3.845
Summer 2020,BIOL,3132,2,Elementary Microbiology Lab,Knapp,Richard D,14,5,0,0,0,3,0,0,3.197
Summer 2020,PSYC,6392,1,Intervention Practicum,Sharp,Carla,0,0,0,0,0,11,0,0,0
Summer 2020,PSYC,3301,3,Intro Psych Stats,Lewis,Blaine A,27,20,2,0,0,20,0,3,2.347
Summer 2020,MATH,6315,1,Masters Tutorial,Poliak,Cathy Dawn,24,0,0,0,0,0,0,1,3.904
Summer 2020,MANA,4355,1,Selection and Staffing,Bozeman,Dennis,19,21,2,0,0,13,0,0,2.666
Summer 2020,MATH,3339,1,Statistics for the Sciences,Poliak,Cathy Dawn,65,35,3,0,1,26,0,4,2.597
Summer 2020,MATH,1310,5,College Algebra,Perepelitsa,Irina,29,9,2,0,0,5,0,1,3.174
Summer 2020,ACCT,7385,1,Fraud Examination,Ramey,Dan T,49,0,0,0,0,0,0,0,4
Summer 2020,PEP,7397,2,Adv Selected Topic Human Perf,Johnston,Craig Allen,17,0,0,0,0,0,0,0,4
Summer 2020,BIOL,8399,61,Doctoral Dissertation,Sater,Amy,1,0,0,0,0,0,0,0,4
Summer 2020,CHEE,8298,8,Doctoral Research,Harold,Michael P,0,0,0,0,0,7,0,0,0
Summer 2020,ENRG,4397,1,Sel Topics-Enrgy & Sustainblty,El-Badawi,Emran,7,1,0,0,0,3,0,1,2.258
Summer 2020,CHEE,8498,1,Doctoral Research,Harold,Michael P,0,0,0,0,0,8,0,0,0
Summer 2020,BIOE,8398,1,Doctoral Research,Akay PhD,Metin,0,0,0,0,0,0,2,0,0
Summer 2020,PHOP,8398,2,Doctoral Research,Coulson-Thomas,Vivien J,1,0,0,0,0,0,0,0,4
Summer 2020,CUIN,8304,1,Creativity Research Curric Dev,Hawkins,Jacqueline McLean,2,0,0,0,0,0,0,0,4
Summer 2020,BIOL,8399,59,Doctoral Dissertation,Bawa-Khalfe,Tasneem,1,0,0,0,0,0,0,0,4
Summer 2020,THEA,6280,1,The teaching of Acting,Ferrarone,Jessica,13,0,0,0,0,0,0,0,3.975
Summer 2020,PETR,8399,4,Doctoral Dissertation,Hathon,Lori A,0,0,0,0,0,0,0,0,0
Summer 2020,BIOE,8398,12,Doctoral Research,Shevkoplyas,Sergey,0,0,0,0,0,2,0,0,0
Summer 2020,CIVE,2330,2,Mechanics I (Statics),Herman,Reagan,0,0,0,0,0,1,0,0,0
Summer 2020,MATH,8398,35,Doctoral Research,Azencott,Robert Guy,0,0,0,0,0,2,0,0,0
Summer 2020,PHOP,8598,3,Doctoral Research,Burns,Alan R,2,0,0,0,0,0,0,0,4
