TERM,SUBJECT,CATALOG NBR,CLASS SECTION,COURSE DESCR,INSTR LAST NAME,INSTR FIRST NAME,A,B,C,D,F,SATISFACTORY,NOT REPORTED,TOTAL DROPPED,AVG GPA
Summer 2020,PETR,8399,10,Doctoral Dissertation,Thakur,Ganesh Chandra,0,0,0,0,0,1,0,0,0
Summer 2020,CIVE,8598,14,Doctoral Research,Rodrigues,Debora Frigi,0,0,0,0,0,1,0,0,0
Summer 2020,PSYC,8399,6,Doctoral Dissertation,Witt,Lawrence A,0,0,0,0,0,0,0,0,0
Summer 2020,PHYS,4398,2,Independent Study,Cherdack,Daniel David,0,0,0,0,0,1,0,0,0
Summer 2020,PETR,8699,5,Doctoral Dissertation,Hathon,Lori A,0,0,0,0,0,0,0,0,0
Summer 2020,COMD,6399,9,Masters Thesis,Mills,Monique T,0,0,0,0,0,1,0,0,0
Summer 2020,CHEM,8699,24,Doctoral Dissertation,Wu,Judy,1,0,0,0,0,0,0,0,4
Summer 2020,MATH,8398,6,Doctoral Research,Pan,Tsorng-Whay,0,0,0,0,0,1,0,0,0
Summer 2020,COMM,7399,5,Masters Thesis,Hellmueller,Lea C,0,0,0,0,0,0,0,0,0
Summer 2020,ECE,8198,22,Doctoral Research,Krishnamoorthy,Harish Sarma,0,0,0,0,0,1,0,0,0
Summer 2020,PHYS,8698,33,Doctoral Research,Ting,Chin Sen,0,0,0,0,0,1,0,0,0
Summer 2020,TMTH,3360,5,Applied Technical Statistics,Tellegen,Margaret,8,2,1,0,0,7,0,2,1.405
Summer 2020,PHAR,5206,2,Pharmacy and Geriatrics,Fernandez,Julianna M,19,7,0,0,0,0,0,0,3.731
Summer 2020,CIS,2332,1,Info Tech Hdwr & Systems Sftwr,Lendasse,Amaury,10,21,1,0,0,6,0,1,2.617
Summer 2020,IDNS,2197,1,Top-Natrl Sci & Mth,Pattison,Donna,0,0,0,0,0,50,0,0,0
Summer 2020,CUIN,7376,1,New Tools Create Online Matls,Dogan,Bulent,28,0,0,0,0,0,0,1,3.988
Summer 2020,GEOL,8699,21,Doctoral Dissertation,Zhou,Hua-Wei,1,0,0,0,0,0,0,0,4
Summer 2020,AAS,4300,1,African Philosophy,Edwards,Crystal Latanya,4,5,0,0,0,5,0,1,1.979
Summer 2020,POLS,1337,4,"US Govt: Congress,Pres & Crts",Rumgay,April M,34,21,1,0,0,13,0,1,2.82
Summer 2020,HRMA,7337,1,Human Resources in Hospitality,Madera,Juan Manuel,19,0,0,0,0,0,0,0,4
Summer 2020,CIVE,8699,2,Doctoral Dissertation,Belarbi,Abdeldjelil,0,0,0,0,0,0,0,0,0
Summer 2020,THEA,1331,1,Introduction To Theatre,Young,Courtney Leigh,55,3,0,0,0,1,0,1,3.87
Summer 2020,MATH,6315,5,Masters Tutorial,Kalantar,Mehrdad,2,0,0,0,0,0,0,0,4
Summer 2020,CHEM,1112,18,Fundamentals of Chm Lab,Zaitsev,Vladimir G,7,7,1,0,0,4,0,0,2.429
Summer 2020,HDFS,4393,2,Internship in HDFS,Conston,Toya,16,3,0,0,0,1,0,0,3.634
Summer 2020,CIS,3347,1,IS Infrastructure and Networks,Viseh,Mehran,12,12,0,0,0,8,0,0,2.4
Summer 2020,FINA,7377,1,Electric Power Markets,Gasca,Amparo Amy,8,9,0,0,0,0,0,0,3.393
Summer 2020,PSYC,2301,7,Intro To Methods in Psychology,Wang,Carol,32,14,0,0,0,9,0,0,2.733
Summer 2020,NUTR,4352,1,Child and Adolescent Nutrition,Alastuey,Lisa L,23,52,8,0,0,57,0,3,1.772
Summer 2020,CHEM,1112,12,Fundamentals of Chm Lab,Zaitsev,Vladimir G,9,5,3,0,0,2,0,0,2.834
Summer 2020,GENB,7397,2,Selected Topics,Miljanic,Andra Olivia,4,0,0,0,0,0,0,0,4
Summer 2020,PSYC,2350,2,Child Development,Sun,Lichao,18,9,0,0,0,4,0,0,2.824
Summer 2020,BIOL,6698,1,Special Problems,Crawford,Kerri M,0,0,0,0,0,1,0,0,0
Summer 2020,PSYC,6398,7,Independent Studies,Neighbors,Clayton T,4,0,0,0,0,0,0,0,4
Summer 2020,CHEM,6698,26,Special Problems,Wu,Judy,0,0,0,0,0,1,0,0,0
Summer 2020,MECE,8198,7,Doctoral Research,Song,Gangbing,0,0,0,0,0,1,0,0,0
Summer 2020,PHLS,8398,1,Special Problems,Smith,Bradley,1,0,0,0,0,0,0,1,4
Summer 2020,ECE,8399,34,Doctoral Dissertation,Krishnamoorthy,Harish Sarma,0,0,0,0,0,0,0,0,0
Summer 2020,PHYS,8399,5,Doctoral Dissertation,Bellwied,Rene,1,0,0,0,0,0,0,0,4
Summer 2020,ACCT,8396,3,Research Practicum,Lu,Tong,2,0,0,0,0,0,0,0,4
Summer 2020,HIST,6398,1,Special Problems,Vaughn,Sally N,1,0,0,0,0,0,0,0,4
Summer 2020,GEOL,8698,18,Doctoral Research,Khan,Shuhab D.,0,0,0,0,0,2,0,0,0
Summer 2020,GEOL,8698,13,Doctoral Research,Wang,Yuxuan,0,0,0,0,0,5,0,0,0
Summer 2020,POLS,8399,15,Doctoral Dissertation,Cortina,Jeronimo,0,0,0,0,0,0,0,0,0
Summer 2020,PSYC,6398,16,Independent Studies,Damian,Rodica Ioana,2,0,0,0,0,0,0,0,4
Summer 2020,BIOE,8598,29,Doctoral Research,Al-Ubaidi,Muayyad,0,0,0,0,0,1,0,0,0
Summer 2020,ILAS,3150,2,Internship Practicum,Hawkins,Billy J,1,0,0,0,0,0,0,0,4
Summer 2020,PHLS,8399,7,Doctoral Dissertation,Kim,Han Joe,0,0,0,0,0,1,0,0,0
Summer 2020,ECE,8298,21,Doctoral Research,Chen,Jinghong,0,0,0,0,0,1,0,0,0
Summer 2020,PHYS,1102,1,General Physics Laboratory II,Wood,Lowell T,7,10,3,0,0,9,0,0,2.196
Summer 2020,ECE,8398,27,Doctoral Research,Chen,Ji,0,0,0,0,0,5,0,0,0
Summer 2020,CHEE,8298,12,Doctoral Research,Palmer,Jeremy,0,0,0,0,0,6,0,0,0
Summer 2020,ART,1383,1,Introduction to New Media,Reed,John G,9,5,0,0,0,0,0,2,3.146
Summer 2020,MECE,4364,1,Heat Transfer,Liu,Dong,6,6,0,0,0,28,0,0,1.017
Summer 2020,SUBS,6397,2,Selected Topics,Kondapi PhD,Phaneendra Babu,12,5,0,0,0,0,0,0,3.648
Summer 2020,ENGL,1304,4,First Year Writing II,Rolater,Sara C,10,6,3,0,0,4,0,1,2.811
Summer 2020,SOC,3349,1,Sociology of Culture,Singh,Sheila Kaur,15,12,1,0,0,10,0,5,2.417
Summer 2020,ANTH,4398,2,Independent Study,Gordon,Andrew J,2,2,0,0,0,0,0,0,3.418
Summer 2020,PHLS,8357,1,Clinical Interventions,Drenner,Kelli Linn,10,0,0,0,0,0,0,0,4
Summer 2020,INDS,4361,1,E-Portfolio,Wells,Adam C,7,0,0,0,0,0,0,0,3.906
Summer 2020,PSYC,8121,2,Clinical Psychology Internship,Sharp,Carla,0,0,0,0,0,0,0,0,0
Summer 2020,COSC,8698,109,Doctoral Research,Gnawali,Omprakash D,0,0,0,0,0,2,0,0,0
Summer 2020,HIST,1378,3,The U S Since 1877,Young,Nancy Beck,79,80,10,0,0,94,0,13,2.111
Summer 2020,NURS,6345,1,Mgmt of Hlth Dsordrs in Wom/Ch,Varghese,Shainy B,6,1,0,0,0,0,0,0,3.857
Summer 2020,ECON,3368,1,Economics of Health Care,Zhivan,Natalia A.,13,9,2,0,0,15,0,4,2.111
Summer 2020,GENB,4350,7,Business Law and Ethics,Currie,Daniel David,89,48,1,0,0,34,0,0,2.836
Summer 2020,COSC,8698,125,Doctoral Research,Shi,Weidong,0,0,0,0,0,3,0,0,0
Summer 2020,ECON,4390,2,Economics Internship,Clarke,Christopher Arthur,4,1,0,0,0,0,0,0,3.734
Summer 2020,MANA,7397,1,Selected Topics in Management,Abbott,Jeanna L,17,1,0,0,0,0,0,0,3.908
Summer 2020,HIST,3383,1,World Revolutions,O Brien,Thomas F,12,10,2,0,0,4,0,1,2.532
Summer 2020,ELCS,8398,3,Independent Study,Gonzalez,Elsa,0,0,0,0,0,2,0,0,0
Summer 2020,COMM,4398,4,Independent Study,Crixell,Charles A,1,0,0,0,0,0,0,0,4
Summer 2020,MATH,8698,11,Doctoral Research,Ott,William R,0,0,0,0,0,2,0,0,0
Summer 2020,PHAR,5686,3,Psychiatry,Tolleson,Shane Russell,1,0,0,0,0,0,0,0,4
Summer 2020,COMD,7391,7,Clinic in Speech Lang Disorder,Townsend,Alayna,2,0,0,0,0,0,0,0,3.67
Summer 2020,PETR,8398,3,Doctoral Research,Hathon,Lori A,0,0,0,0,0,1,0,0,0
Summer 2020,PHLS,8399,2,Doctoral Dissertation,Smith,Nathan G,0,0,0,0,0,0,0,0,0
Summer 2020,INDS,2198,1,Independent Study,Wells,Adam C,1,0,0,0,0,0,0,0,4
Summer 2020,CIVE,8598,8,Doctoral Research,Louie,Stacey M,0,0,0,0,0,2,0,0,0
Summer 2020,PHAR,5695,1,Geriatrics,Tolleson,Shane Russell,2,0,0,0,0,0,0,0,4
Summer 2020,CHEM,8698,31,Doctoral Research,Yang,Ding-Shyue,0,0,0,0,0,1,0,0,0
Summer 2020,INDE,8398,5,Doctoral Research,Lee,Tae Woo,0,0,0,0,0,1,0,0,0
Summer 2020,PCOL,8698,3,Doctoral Research,Cuny,Gregory D,0,0,0,0,0,1,0,0,0
Summer 2020,PHAR,5679,1,Women's Health Therapeutics,Ordonez,Nancy D,1,0,0,0,0,0,0,0,4
Summer 2020,GEOL,8699,23,Doctoral Dissertation,Wu,Jonathan En Lin,0,0,0,0,0,0,0,0,0
Summer 2020,COSC,7399,108,Masters Thesis,Gabriel,Edgar,0,0,0,0,0,1,0,0,0
Summer 2020,FORE,6396,1,Internship,Hines,Andrew Lewis,1,0,0,0,0,0,0,0,4
Summer 2020,SPAN,2301,2,Intermediate Spanish I,Hernandez Vargas,Saul,14,8,0,0,0,1,0,1,3.237
Summer 2020,MATH,6398,30,Special Problems,Timofeyev,Ilya,0,0,0,0,0,3,0,0,0
Summer 2020,SPAN,1501,5,Elementary Spanish I,Cicerchia,Jose,20,4,0,0,0,2,0,0,3.577
Summer 2020,GEOL,1340,1,Earth Systems,Lytwyn,Jennifer N,78,30,7,0,0,23,0,1,2.889
Summer 2020,HIST,8699,5,Doctoral Dissertation,Mizelle Jr,Richard M.,1,0,0,0,0,0,0,0,4
Summer 2020,ECE,6198,23,Research,Wolfe,John C,0,0,0,0,0,1,0,0,0
Summer 2020,MARK,3336,1,Introduction to Marketing,Zahn,William J,122,58,0,0,0,24,0,2,3.214
Summer 2020,BIOL,1162,3,Intro To Biol Science Lab 2,Hanke,Marc H,13,3,0,0,0,2,0,0,3.245
Summer 2020,BIOL,1362,1,Intro To Biological Science 2,Farmer,Lisa M,17,31,10,0,0,30,0,2,1.78
Summer 2020,CHEE,8498,12,Doctoral Research,Varadarajan,Navin,0,0,0,0,0,9,0,0,0
Summer 2020,ECE,8198,28,Doctoral Research,Shan,Xiaonan,0,0,0,0,0,4,0,0,0
Summer 2020,ENGL,1304,11,First Year Writing II,Bass,Kasey Dawn,12,4,0,0,0,1,0,4,3.017
Summer 2020,TLIM,4341,30,Production & Service Operation,Terrell,John Allen,22,9,1,0,0,7,0,0,2.867
Summer 2020,FINA,8396,2,Research Practicum,Jacobs,Kris,0,0,0,0,0,0,4,0,0
Summer 2020,SPEC,3360,1,Individuals with Disabilities,Hassett,Kristen Spring,41,2,1,0,0,0,0,1,3.894
Summer 2020,AAS,2320,2,Intro To African American Stdy,Lyons,Da' Vonte,23,4,1,0,0,3,0,2,3.122
Summer 2020,PHIL,1361,2,Philosophy and the Arts,Drapela,Nick Gerard,34,25,0,0,0,12,0,0,2.805
Summer 2020,ENGL,3352,2,19th Century American Fiction,Wood,Barry Albert,15,4,1,0,0,3,0,0,2.828
Summer 2020,MUSI,1161,1,Group Piano II,Van Kekerix,Todd Evan,5,2,1,0,0,0,0,0,3.459
Summer 2020,ECE,8399,30,Doctoral Dissertation,Wolfe,John C,0,0,0,0,0,0,0,0,0
Summer 2020,GEOL,8698,24,Doctoral Research,Rappenglueck,Bernhard,0,0,0,0,0,4,0,0,0
Summer 2020,COMM,3353,2,Information & Comm Tech I,Liu,Youmei,20,10,1,0,0,5,0,1,3.166
Summer 2020,MATH,3339,2,Statistics for the Sciences,Wang,Wenshuang,9,19,0,0,0,17,0,0,2.067
Summer 2020,PSYC,2350,3,Child Development,Woodward,Emma C,58,9,2,0,0,5,0,0,3.317
Summer 2020,BIOL,1161,4,Intro To Biol Science Lab 1,Medrano,Ana I,15,1,1,0,0,1,0,2,3.201
Summer 2020,LAW,5200,1,Depositions,Daw,Willie,0,0,0,0,0,14,0,0,0
Summer 2020,PHYS,1102,7,General Physics Laboratory II,Wood,Lowell T,8,13,2,0,0,7,0,0,2.445
Summer 2020,ACCT,7330,1,Advanced Accounting,Ramaswamy,Vinita,21,8,0,0,0,1,0,0,3.611
Summer 2020,PHAR,5206,1,Pharmacy and Geriatrics,Hatfield,Catherine L,64,8,1,0,0,0,0,0,3.863
Summer 2020,PHLS,8398,2,Special Problems,Mire,Sarah Stanford,2,0,0,0,0,0,0,0,4
Summer 2020,ECE,8298,7,Doctoral Research,Han,Zhu,0,0,0,0,0,4,0,0,0
Summer 2020,MATH,8698,1,Doctoral Research,Josic,Kresimir,0,0,0,0,0,4,0,0,0
Summer 2020,ELCS,8399,1,Doctoral Dissertation,Horn,Catherine Lynn,0,0,0,0,0,0,0,0,0
Summer 2020,POLS,6398,3,Special Problems,Tiede,Lydia B,2,0,0,0,0,0,0,0,4
Summer 2020,CIVE,8699,5,Doctoral Dissertation,Hu,Yandi,0,0,0,0,0,0,0,0,0
Summer 2020,PETR,8598,13,Doctoral Research,Farouq-Ali,Syed,0,0,0,0,0,2,0,0,0
Summer 2020,MECE,8598,27,Doctoral Research,Baxevanis,Theocharis,0,0,0,0,0,5,0,0,0
Summer 2020,GEOL,8698,26,Doctoral Research,Han,De-Hua,0,0,0,0,0,3,0,0,0
Summer 2020,PCEU,8398,2,Doctoral Research,Guo,Bin,0,0,0,0,0,1,0,0,0
Summer 2020,PHAR,5256,1,Pharmacy Skills Program V,Fernandez,Julianna M,0,0,0,0,0,1,0,0,0
Summer 2020,PHLS,8699,1,Doctoral Dissertation,Smith,Bradley,0,0,0,0,0,0,0,0,0
Summer 2020,NUTR,6312,1,Capstone II,Haubrick,Kevin,1,0,0,0,0,0,0,0,4
Summer 2020,MUSI,8296,1,Doctoral Essay,Pollack,Howard J,0,0,0,0,0,0,0,0,0
Summer 2020,PHAR,5675,1,Disease State Management,Tolleson,Shane Russell,13,3,0,0,0,0,0,0,3.813
Summer 2020,ECON,2304,1,Microeconomic Principles,Melendez Lugo,Joel,30,20,2,0,0,60,0,3,1.523
Summer 2020,CIVE,5397,1,Selected Topics,Norris,Debra B,9,0,0,0,0,3,0,0,2.973
Summer 2020,MATH,4378,1,Advanced Linear Algebra II,Haynes,Alan K,11,12,1,0,0,9,0,0,2.362
Summer 2020,SOCW,7389,16,Field Practicum IV Macro,Griffin,Jacqueline,0,0,0,0,0,6,0,0,0
Summer 2020,CHEE,3321,1,Analytical Methods Chem Engr,Nikolaou,Michael,7,8,0,0,0,11,0,0,1.845
Summer 2020,AAS,4370,1,Sem. African American Studies,Edwards,Crystal Latanya,6,8,0,0,0,4,0,0,2.474
Summer 2020,BIOE,8398,20,Doctoral Research,Majd,Sheereen,0,0,0,0,0,1,0,0,0
Summer 2020,PSYC,8199,5,Doctoral Dissertation,Walker-Obasi,Rheeda Lynette,1,0,0,0,0,0,0,0,4
Summer 2020,COSC,4377,201,Intro To Computer Networks,Long,Kevin B,81,21,0,0,0,6,0,0,3.565
Summer 2020,BIOL,1134,6,Hum Anat Physiol Lab I,Gill,Tejendra,16,6,1,0,0,0,0,0,3.667
Summer 2020,BIOL,1144,6,Hum Anat Physiol Lab II,Gill,Tejendra,8,9,0,0,0,3,0,0,2.747
Summer 2020,HDCS,1300,2,Human Ecosystems & Tech Change,Selzer,Lori Michele,6,15,0,0,0,2,0,2,3.014
Summer 2020,LAW,5329,3,Judicial Externship II,Powers,William,0,0,0,0,0,6,0,0,0
Summer 2020,LAW,5329,3,Judicial Externship II,Van Arsdel,Kristina G,0,0,0,0,0,6,0,0,0
Summer 2020,LAW,5132,1,Advocates-Blake Moot Crt Retro,Lawrence,Jim E,0,0,0,0,0,6,0,0,0
Summer 2020,SPAN,1501,7,Elementary Spanish I,Morales Utria,Yordanis,15,4,1,0,0,2,0,0,3.056
Summer 2020,HRD,6354,1,Facilitating Adult Group Proc.,Greer,Tomika,12,2,0,0,0,0,0,0,3.904
Summer 2020,ELCS,8398,5,Independent Study,Carales,Vincent D,0,0,0,0,0,2,0,0,0
Summer 2020,MAS,3340,1,Mexican Amer Urban Communities,Pino,Diana,12,12,1,0,0,1,0,1,3.013
Summer 2020,ARAB,3377,1,"Energy, Society & Middle East",El-Badawi,Emran,4,6,0,0,0,1,0,2,2.998
Summer 2020,ELED,3320,1,Survey Literature Child Adol,Tyson,Eleanore S,38,7,0,0,0,0,0,0,3.749
Summer 2020,COMM,2310,5,Writing for Print and Digital,Crixell,Charles A,6,6,1,0,0,4,0,1,2.333
Summer 2020,POLS,1336,10,US and Texas Const/Politics,Contractor,Cyrus Ali,28,16,2,0,0,21,0,2,2.433
Summer 2020,ECON,2370,1,Intro to Econ Data Analysis,Melendez Lugo,Joel,9,6,1,0,0,7,0,5,1.823
Summer 2020,ELCS,8395,7,Doctoral Thesis,Peters-Hawkins,April,0,0,0,0,0,3,0,0,0
Summer 2020,CHEE,8498,14,Doctoral Research,Rimer,Jeffrey,0,0,0,0,0,8,0,0,0
Summer 2020,ELCS,8395,5,Doctoral Thesis,Klussmann,Duncan Foster,0,0,0,0,0,0,1,1,0
Summer 2020,PHOP,8199,1,Doctoral Dissertation,Porter,Jason,0,0,0,0,0,0,0,0,0
Summer 2020,PHCA,8698,4,Doctoral Dissertation Research,Thornton,James D,0,0,0,0,0,1,0,0,0
Summer 2020,FINA,6398,3,Research,Richards,Keith Allen,1,0,0,0,0,0,0,0,4
Summer 2020,COSC,8398,107,Doctoral Research,Eick,Christoph F,0,0,0,0,0,1,0,0,0
Summer 2020,ECON,4390,3,Economics Internship,Clarke,Christopher Arthur,2,0,0,0,0,0,0,0,3.835
Summer 2020,PCEU,8698,3,Doctoral Research,Liu,Xinli,0,0,0,0,0,0,1,0,0
Summer 2020,ECE,8298,6,Doctoral Research,Pan,Miao,0,0,0,0,0,3,0,0,0
Summer 2020,BIOE,8398,13,Doctoral Research,Zhang,Yingchun,0,0,0,0,0,2,0,0,0
Summer 2020,BIOE,8699,4,Doctoral Dissertation,Majd,Sheereen,0,0,0,0,0,1,0,0,0
Summer 2020,MATH,6398,41,Special Problems,Papadakis,Emanuel Ioannis,0,0,0,0,0,1,0,0,0
Summer 2020,PHYS,8698,24,Doctoral Research,Morrison,Gregory C,0,0,0,0,0,2,0,0,0
Summer 2020,MARK,8699,3,Doctoral Dissertation,Patrick-Ralhan,Vanessa M,0,0,0,0,0,0,0,0,0
Summer 2020,ECE,8699,11,Doctoral Dissertation,Roysam,Badrinath,0,0,0,0,0,0,0,0,0
Summer 2020,BIOL,8399,52,Doctoral Dissertation,Azevedo,Ricardo,0,0,0,0,0,0,0,0,0
Summer 2020,PHAR,5670,1,Community Pharmaceutical Care,Tolleson,Shane Russell,10,1,0,0,1,0,0,0,3.583
Summer 2020,MANA,7392,2,Managerial Issues,Walker,William A,8,0,0,0,0,0,0,0,4
Summer 2020,COMM,3353,1,Information & Comm Tech I,Liu,Youmei,23,6,0,0,0,5,0,2,3.235
Summer 2020,MATH,5336,1,Discrete Mathematics,Kaiser,Klaus H,21,0,0,0,0,0,0,0,3.969
Summer 2020,COMM,1301,2,Media and Society,Lyn,Robyn,33,6,0,0,0,5,0,1,3.333
Summer 2020,BIOL,6698,13,Special Problems,Chung,Sang-Hyuk,0,0,0,0,0,0,0,0,0
Summer 2020,MANA,4336,1,Legal Environment of Mgt,Krylova,Ksenia O,41,8,0,0,0,6,0,0,3.334
Summer 2020,COSC,6310,201,Fundamentals of Operating Syst,Rincon Castro,Carlos Alberto,1,0,0,0,0,1,0,0,2
Summer 2020,DIGM,3351,30,Individ Comm Processes,Waite,Jerry J,6,9,1,0,0,4,0,0,2.244
Summer 2020,ENGL,1304,2,First Year Writing II,Sicinski,Michael J,20,3,0,0,0,0,0,1,3.695
Summer 2020,ELET,2300,31,Introductn To C++ Programming,Tsegaye,Mikias,53,9,0,0,0,2,0,1,3.567
Summer 2020,WGSS,2360,2,Introduction to GLBT Studies,Stone,Lauren Michelle,18,5,1,0,0,2,0,0,2.989
Summer 2020,SOC,1300,4,Introduction To Sociology,Davis,Mary A,25,4,0,0,0,3,0,4,3.106
Summer 2020,MECE,3400,1,Intro To Mechanics,Zelisko,Matthew R,50,17,0,0,0,4,0,0,3.47
Summer 2020,ENTR,4397,2,Sel Topics in Entrepreneurship,McCormick,Kelly,15,4,0,0,0,0,0,1,3.551
Summer 2020,INDS,3360,1,Human Factors,Vos,Gordon A,9,0,0,0,0,0,0,0,4
Summer 2020,ECE,8498,20,Doctoral Research,Shih,Wei-Chuan,0,0,0,0,0,1,0,0,0
Summer 2020,COMM,1303,1,Writing for Communicators,Lyn,Robyn,34,11,0,0,0,1,0,2,3.645
Summer 2020,CHEM,1112,5,Fundamentals of Chm Lab,Zaitsev,Vladimir G,4,9,2,0,0,1,0,0,2.561
Summer 2020,PETR,8598,3,Doctoral Research,Hathon,Lori A,0,0,0,0,0,1,0,0,0
Summer 2020,THEA,6382,1,Dramaturgy for H.S. Director,Shimko,Robert B,13,0,0,0,0,0,0,0,4
Summer 2020,FORE,6397,1,Selected Topics in Foresight,Morgan,Timothy Neil,13,0,0,0,0,0,0,0,3.714
Summer 2020,HRMA,7361,1,Hospitality Marketing Analysis,Taylor,David C,19,0,0,0,0,0,0,0,3.965
Summer 2020,COMD,7382,1,CLD Issues in SLP,Ivey,Michelle L,10,0,0,0,0,0,0,0,4
Summer 2020,MECT,6398,3,Special Problems in MET,Robles Hernandez,Francisco C,1,0,0,0,0,0,0,0,4
Summer 2020,BCHS,6698,1,Special Problems,Bawa-Khalfe,Tasneem,0,0,0,0,0,2,0,0,0
Summer 2020,CHEE,8399,15,Doctoral Dissertation,Vekilov,Peter,1,0,0,0,0,0,0,0,4
Summer 2020,CIVE,8498,7,Doctoral Research,Lee,Hyongki,0,0,0,0,0,0,1,0,0
Summer 2020,PHAR,5297,4,Selected Topics in Pharmacy,Wanat,Matthew A,1,0,0,0,0,0,0,0,4
Summer 2020,MECE,8198,1,Doctoral Research,Sun,Li,0,0,0,0,0,3,0,0,0
Summer 2020,MIS,8398,4,Special Problems in MIS,Johnson,Norman A.,1,0,0,0,0,0,0,0,4
Summer 2020,CHEE,6498,9,Research,Harold,Michael P,0,0,0,0,0,1,0,0,0
Summer 2020,MECE,8498,3,Doctoral Research,Ryou,Jae-Hyun,0,0,0,0,0,1,0,0,0
Summer 2020,MATH,6398,33,Special Problems,Pan,Tsorng-Whay,0,0,0,0,0,1,0,0,0
Summer 2020,PSYC,6358,2,Directed Rsch in Neuropsyc,Woods,Steven Paul,1,0,0,0,0,0,0,0,4
Summer 2020,MARK,8398,10,Special Problems,Hui,Kachuen Sam,1,0,0,0,0,0,0,0,4
Summer 2020,CUIN,8398,10,Independent Study,White,Cameron Scott,1,0,0,0,0,0,0,0,4
Summer 2020,MATH,8698,19,Doctoral Research,Azencott,Robert Guy,0,0,0,0,0,1,0,0,0
Summer 2020,PSYC,8399,15,Doctoral Dissertation,Campion,James E,1,0,0,0,0,0,0,0,4
Summer 2020,PETR,8398,12,Doctoral Research,Sakhaee Pour,Ahmad,0,0,0,0,0,1,0,0,0
Summer 2020,PCEU,6397,1,PCEU Selected Topics,Guo,Bin,0,0,0,0,0,1,0,0,0
Summer 2020,PHAR,5672,1,Clinical Pharmaceutical Resch,Tolleson,Shane Russell,3,0,0,0,0,0,0,0,4
Summer 2020,COSC,8698,126,Doctoral Research,Solorio Martinez,Thamar Ivette,0,0,0,0,0,1,0,0,0
Summer 2020,CHEE,8298,7,Doctoral Research,Krishnamoorti,Ramanan,0,0,0,0,0,3,0,0,0
Summer 2020,PHYS,1101,1,General Physics Laboratory I,Wood,Lowell T,12,9,2,0,0,7,0,0,2.655
Summer 2020,GENB,4396,4,Business Internship,Hopkins,Troy D,0,0,0,0,0,11,0,0,0
Summer 2020,CHEM,8698,38,Doctoral Research,Chen,Tai-Yen,0,0,0,0,0,3,0,0,0
Summer 2020,IEEM,6335,11,Engr Mgmt of Organizations,Chang,Feng-Chang Roger,9,0,0,0,0,0,0,0,4
Summer 2020,ACCT,3367,2,Intermediate Accounting I,Gamble,George O,2,2,3,0,0,30,0,2,0.476
Summer 2020,LAW,5329,3,Judicial Externship II,Archer,Anna M,0,0,0,0,0,6,0,0,0
Summer 2020,LAW,5407,10,Judicial Externship I,Powers,William,0,0,0,0,0,1,0,0,0
Summer 2020,HLT,2320,1,Introduction to Public Health,Solari Williams,Kayce D.,73,5,0,0,0,0,0,0,3.874
Summer 2020,WGSS,2350,3,Intro To Women's Studies,Ford-McCartney,Devan S,27,2,0,0,0,0,0,0,3.92
Summer 2020,PSYC,3310,2,Indstrl-Orgnztnl Psy,Kazmi,Maryam Ahmad,34,12,4,0,0,7,0,4,2.697
Summer 2020,SPAN,2301,4,Intermediate Spanish I,Said White,Erika,17,8,2,0,0,1,0,0,3.379
Summer 2020,INDE,8598,1,Doctoral Research,Lim,Gino Jinho,0,0,0,0,0,2,0,0,0
Summer 2020,MECE,8498,13,Doctoral Research,Selvamanickam,Venkat,0,0,0,0,0,2,0,0,0
Summer 2020,WCL,2352,3,World Cinema,Centeno,Daniel,13,10,1,0,0,3,0,0,3.074
Summer 2020,COMM,4365,2,Digital PR and Advertising,Choi,Ho Joon,26,4,0,0,0,0,0,0,3.878
Summer 2020,GENB,5304,1,Business Ethics for Accountant,Newman,William Austin,2,2,0,0,0,0,0,0,3.418
Summer 2020,PHAR,5675,2,Disease State Management,Gee,Jodie Sue,2,0,0,0,0,0,0,0,4
Summer 2020,ECE,8298,35,Doctoral Research,Litvinov,Dmitri,0,0,0,0,0,1,0,0,0
Summer 2020,PSYC,6399,6,Masters Thesis,Eisenberger,Robert W,0,0,0,0,0,0,0,0,0
Summer 2020,CUIN,8690,1,Doctoral Thesis,Burris,Justin T,5,0,0,0,0,0,0,0,4
Summer 2020,COMM,4398,1,Independent Study,Northup,Christopher Temple,1,0,0,0,0,0,0,0,4
Summer 2020,PHAR,5493,2,Introduction to Community IPPE,Hatfield,Catherine L,0,0,0,0,0,6,0,0,0
Summer 2020,CIVE,8699,9,Doctoral Dissertation,Mo,Larry Yi-Lung,1,0,0,0,0,0,0,0,4
Summer 2020,SCM,8699,1,Dissertation,Peng,Xiaosong,1,0,0,0,0,0,0,0,4
Summer 2020,GEOL,8698,30,Doctoral Research,Chesnokov,Evgeni M,0,0,0,0,0,0,1,0,0
Summer 2020,MARK,8398,5,Special Problems,Du,Yuxing,2,0,0,0,0,0,0,0,4
Summer 2020,ACCT,8398,1,Special Problems,Meade,Janet,1,0,0,0,0,0,0,0,4
Summer 2020,HIST,8388,1,Dissertation Proposal,Goldberg,Mark A.,0,0,0,0,0,0,0,0,0
Summer 2020,CHEM,6698,6,Special Problems,Gilbertson,Scott R,0,0,0,0,0,2,0,0,0
Summer 2020,COMD,7391,10,Clinic in Speech Lang Disorder,Joseph,Megan E,1,0,0,0,0,0,0,0,4
