TERM,SUBJECT,CATALOG NBR,CLASS SECTION,CLASS NUMBER,COURSE DESCR,INSTR LAST NAME,INSTR FIRST NAME,A,B,C,D,F,SATISFACTORY,UNSATISFACTORY,NOT REPORTED,TOTAL DROPPED,AVG GPA
Spring 2022,NUTR,6311,1,20419,Capstone I,Haubrick,Kevin,7,0,0,0,0,0,0,0,0,3.859
Spring 2022,ENGL,2361,35,25234,Western World Lit II--Honors,Sisman,Cengiz,3,3,0,0,1,0,0,0,0,3
Spring 2022,FINA,4381,1,18686,Essentials of Real Estate,Madison,Necitha,20,14,4,1,0,0,0,0,0,3.359
Spring 2022,ARTS,3301,1,23844,Life Drawing,Barbee,Robert N,14,2,0,0,0,0,0,0,0,3.607
Spring 2022,LAW,5420,1,15607,Civil Practice Clinic I,Heppard,Janet M,2,5,0,0,0,0,0,0,0,3.38
Spring 2022,MUSA,3444,1,18088,Applied Trombone,Kauk,Brian Keith,5,0,0,0,0,0,0,0,0,4
Spring 2022,LAST,4398,1,26168,Independent Study,Howard,Philip,0,1,0,0,0,0,0,0,0,2.67
Spring 2022,ELCS,8395,8,23338,Doctoral Thesis,Rangel,Virginia,2,0,0,0,0,0,2,0,0,2
Spring 2022,THEA,2100,1,26145,Theatre Education Internship,Cooper,Charles G,5,0,0,0,0,0,0,0,0,4
Spring 2022,ELCS,8398,3,26952,Independent Study,Rangel,Virginia,1,0,0,0,0,0,0,0,0,4
Spring 2022,MATH,8699,11,14940,Doctoral Dissertation,Haynes,Alan K,1,0,0,0,0,0,0,0,0,4
Spring 2022,CIVE,8498,9,27598,Doctoral Research,Nakshatrala,Kalyana,0,0,0,0,0,1,0,0,0,0
Spring 2022,CIVE,6398,5,27930,Research,Mo,Larry Yi-Lung,0,0,0,0,0,1,0,0,0,0
Spring 2022,PSYC,4398,4,27502,Independent Study,Reyes,Denise Lucia,0,0,0,0,0,1,0,0,0,0
Spring 2022,PCEU,8399,4,26896,Doctoral Dissertation,Liu,Xinli,1,0,0,0,0,0,0,0,0,4
Spring 2022,PSYC,7399,22,27233,Masters Thesis,Cirino,Paul,0,0,0,0,0,1,0,0,0,0
Spring 2022,ECE,8699,14,27669,Doctoral Dissertation,Nguyen,Hien V,1,0,0,0,0,0,0,0,0,4
Spring 2022,THEA,4283,1,17981,Seminar in Stage Management,Bush,Rachel R,1,0,0,0,0,0,0,0,0,4
Spring 2022,ARTH,4399,1,20572,Senior Honors Thesis,Orto,Luisa,1,0,0,0,0,0,0,0,0,4
Spring 2022,KIN,1304,12,21101,Public Hlt Issues in Phys/Obes,Graham,Marilynn Hadassah,75,14,4,1,4,0,0,0,1,3.612
Spring 2022,PSYC,3341,1,16722,Physiological Psychology,Kosten,Therese A,23,19,6,0,0,0,0,0,0,3.313
Spring 2022,COMM,3382,1,14351,TV II & Sports Production,Crowe,Craig Warren,12,6,0,0,0,0,0,0,1,3.612
Spring 2022,BIOL,3324,1,14073,Human Physiology,Ogletree-Hughes,Monique L,43,45,38,18,12,0,0,0,35,2.562
Spring 2022,ARTS,2316,2,23747,Fundamentals of Painting,Stephan,Hollie,11,1,4,0,1,0,0,0,3,3.216
Spring 2022,CUIN,4332,2,17738,Literacy Assess Rdg Writing,Jerasa,Sarah E,34,2,1,0,0,0,0,0,0,3.883
Spring 2022,BUSI,2305,4,21035,Business Statistics,Hong,Yili,24,0,0,0,0,0,0,0,0,4
Spring 2022,ELET,4331,1,20905,Medical Imaging,Zouridakis,George,6,7,0,0,0,0,0,0,0,3.385
Spring 2022,CHEM,6698,2,15924,Special Problems,Gilbertson,Scott R,0,0,0,0,0,1,0,0,0,0
Spring 2022,WGSS,2350,7,17513,Intro To Women's Studies,Norquist,Grete A,11,13,2,0,2,0,0,0,0,3.143
Spring 2022,OPTO,7330,1,15051,"Lasers, Refract Proced, Surg",Patel,Nimesh Bhikhu,62,29,0,0,0,0,0,0,0,3.696
Spring 2022,PHYS,1102,9,15409,College Physics II (lab),Maric,Sladjana,2,7,14,0,0,0,0,0,1,2.665
Spring 2022,MATH,1324,9,14845,Finite Math with Applications,Hafeez,Shahinda,23,23,25,4,23,0,0,0,28,2.13
Spring 2022,PHYS,3110,1,17110,Sem-Adv Lab Analysis,Timmins,Anthony Robert,8,3,3,0,1,0,0,0,0,3.067
Spring 2022,ACCT,2301,6,16329,Prin of Financial Accounting,Goble,Samuel,20,34,19,13,13,0,0,0,20,2.43
Spring 2022,HRD,4352,1,17883,Facilitation Strategies,Owens-Shepard,Toya,27,1,2,0,1,0,0,0,0,3.678
Spring 2022,LAW,5421,2,17445,Business Organizations,Ragazzo,Robert A,9,16,2,0,0,0,0,0,2,3.271
Spring 2022,ECE,1197,1,26180,Selected Topics,De La Rosa-Pohl,Diana,19,0,0,0,0,0,0,0,0,4
Spring 2022,ENGL,4322,1,25421,Grammar & Usage,Duran,Chatwara,12,13,3,1,0,0,0,0,0,3.184
Spring 2022,CHEM,1312,6,20658,Fundamentals of Chemistry 2,Hoffman,David M,11,8,3,2,0,0,0,0,1,3.112
Spring 2022,PHYS,1101,13,16264,College Physics I (lab),Wood,Lowell T,3,16,3,0,0,0,0,0,0,2.865
Spring 2022,ELET,4303,1,14508,Power Distribution & Transmiss,Shireen,Wajiha,10,20,4,1,0,0,0,0,0,3.105
Spring 2022,PSYC,3350,1,16083,Intro to Cognitive Psychology,Deleanu,Evelina,13,21,19,5,4,0,0,0,8,2.628
Spring 2022,PSYC,4363,1,25816,Abnormal Child Psych,Viana,Andres G,6,21,11,2,2,0,0,0,6,2.619
Spring 2022,LAW,5254,1,16639,Tax Controversy & Litigation,Vasquez Jr,Juan F,3,5,0,0,0,0,0,0,0,3.499
Spring 2022,ENGL,2305,5,16481,Intro To Fiction,Christopherson,Alissa N,24,0,2,0,2,0,0,0,1,3.501
Spring 2022,GEOL,4370,1,17502,Global Seismology,Chesnokov,Evgeni M,1,4,0,0,0,0,0,0,0,3.332
Spring 2022,BIOL,1107,20,14064,Biology for Science Majors II,Medrano,Ana I,15,3,1,1,1,0,0,0,3,3.413
Spring 2022,MUED,3101,1,20072,Woodwinds,Bell,Priscilla Garrett,19,0,0,0,0,0,0,0,0,4
Spring 2022,PETR,6326,2,27039,Applied Reservoir Simulation,Rietz,Dean C,0,1,0,0,0,0,0,0,0,3.33
Spring 2022,MUSI,6106,2,18161,Grad Large Ensemble,Marmolejo,Noe J,1,0,0,0,0,0,0,0,0,4
Spring 2022,BCHS,8999,2,27264,Doctoral Dissertation,Yeo,Hye-Jeong,1,0,0,0,0,0,0,0,0,4
Spring 2022,INDE,8398,3,14722,Doctoral Research,Peng PhD,Jiming Ouyang,0,0,0,0,0,1,1,0,0,0
Spring 2022,PETR,8298,12,18921,Doctoral Research,Dindoruk,Birol,0,0,0,0,0,0,1,0,0,0
Spring 2022,CUIN,3312,2,19198,Educational Technology,Zhang,Haoyue,16,2,0,0,0,0,0,0,2,3.816
Spring 2022,HON,2101,2,14663,The Human Situation:Modernity,Mikics,David,188,100,11,2,2,0,0,2,7,3.491
Spring 2022,ELCS,6342,1,23403,Critical Issues in Higher Educ,McKinney,Lonnie Lyle,9,9,0,0,0,0,0,0,0,3.5
Spring 2022,GOVT,2306,50,23702,US and Texas Const/Politics,Belco,Michelle Helene,23,1,0,1,0,0,0,0,0,3.827
Spring 2022,HLT,4303,1,21374,The Obesity Epidemic,Olvera,Norma E,22,17,18,1,2,0,0,0,0,2.922
Spring 2022,MIS,3376,1,17392,Busn Appls Database Mgmt I,Dimoka,Angelika,15,9,2,3,0,0,0,0,1,3.173
Spring 2022,COMM,3374,1,19178,Strategic Social Media,Uhrick,Jan,10,13,5,0,1,0,0,0,0,3.023
Spring 2022,CUIN,7304,3,16733,Professional Seminar II,Gist,Conra D.,25,7,0,0,0,0,0,0,0,3.75
Spring 2022,LAW,6201,1,17064,Sexual Orientation and the Law,Devine,Corey Edward,2,2,0,0,0,1,0,0,0,2.734
Spring 2022,TMTH,3360,6,18721,Applied Technical Statistics,Daniel,Patrick Nathanial,5,12,6,0,0,0,0,4,4,2.942
Spring 2022,THEA,4390,1,17986,Acting Showcase: Capstone,Black,Shelley Calene,8,1,1,0,0,0,0,0,0,3.535
Spring 2022,MANA,7339,2,20979,Leadership Development,Witt,Lawrence A,28,0,0,0,0,0,0,0,0,3.714
Spring 2022,LAW,5227,1,17443,Procedure of Patent Litigation,Dhanani,Ali N,4,7,0,0,0,0,0,0,0,3.394
Spring 2022,PHLS,8193,1,18821,Internship in Psychology,Gonzalez,Jorge E,0,0,0,0,0,11,0,0,0,0
Spring 2022,FINA,4396,1,16792,Finance Internship,Kumar,Praveen,0,0,0,0,0,21,0,0,0,0
Spring 2022,SCM,3301,3,16775,SCM Fundamentals,Anderson Fletcher,Elizabeth,13,5,0,0,0,0,0,0,0,3.686
Spring 2022,HON,4399,4,19506,Senior Honors Thesis,Contreras-Vidal,Jose Luis,1,0,0,0,0,0,0,0,0,4
Spring 2022,LAW,6209,2,14800,Health Law Journal,Mantel,Jessica,0,0,0,0,0,8,0,0,0,0
Spring 2022,ENGL,2361,5,25209,Western World Lit II--Honors,Garner,Richard A,4,3,0,0,0,0,0,0,0,3.619
Spring 2022,ENGL,4396,1,25461,SR Experience Seminar Topics,Mikics,David,4,3,0,0,0,0,0,0,0,3.666
Spring 2022,MIS,4397,8,26305,Selected Topics in MIS,Messinger,Jacob Nelson,10,1,0,0,0,0,0,0,1,3.819
Spring 2022,CHEE,8399,18,18380,Doctoral Dissertation,Willson,Richard,0,0,0,0,0,3,0,0,0,0
Spring 2022,SPAN,6398,6,15355,Special Problems,Rivera Garza,Cristina,3,0,0,0,0,0,0,0,0,4
Spring 2022,CIVE,6388,2,26650,Hazardous Waste Proceses,Rixey,William G,3,0,0,0,0,0,0,0,0,3.89
Spring 2022,ECE,8498,19,15826,Doctoral Research,Pan,Miao,0,0,0,0,0,3,0,0,0,0
Spring 2022,HIST,8377,4,27458,Reading for Comps Exams,Rector,Josiah John,1,0,0,0,0,0,0,0,0,4
Spring 2022,MECE,2334,6,27396,Thermodynamics,Love,Holley Carole,4,0,0,0,0,0,0,0,0,3.918
Spring 2022,MUSI,8296,4,22525,Doctoral Essay,Murphy,Nancy Elizabeth,1,0,0,0,0,0,0,0,0,4
Spring 2022,COSC,4399,2,26607,Senior Honors Thesis,Shah,Shishir,1,0,0,0,0,0,0,0,0,4
Spring 2022,ENGI,1331,14,19147,Computing for Engineers,Aksu,Gulin Tulunay,21,18,7,3,3,0,0,0,9,2.987
Spring 2022,SCLT,4389,30,17219,Practicum in Supply Chain,Kidd,Margaret A,14,5,4,1,1,0,0,0,1,3.2
Spring 2022,ARTS,3316,1,23766,Relief Printmaking,Maddeaux,Elizabeth Ann,12,0,0,0,0,0,0,0,1,4
Spring 2022,PHIL,1305,4,13645,Intro To Ethics,Yau,Claudia,36,27,4,2,0,0,0,0,4,3.401
Spring 2022,HDCS,3304,2,24983,Visual Merchandising,Stewart,Barbara L,19,12,14,4,2,0,0,0,0,2.791
Spring 2022,BIOL,1107,19,14063,Biology for Science Majors II,Medrano,Ana I,12,5,6,0,1,0,0,0,0,3.125
Spring 2022,AAS,2320,5,16225,Intro To African American Stdy,Thompson,Kevin Bernard,39,0,0,1,0,0,0,0,0,3.9
Spring 2022,TLIM,4341,1,19758,Production & Service Operation,Lattier,Gregory Jeff,25,12,3,0,2,0,0,0,4,3.31
Spring 2022,HDFS,3310,1,17040,Introduction to Child Life,Fraser,Camille,14,2,2,0,0,0,0,0,1,3.648
Spring 2022,FREN,2312,3,15411,Intermediate French II,Panchang,Maya,3,4,6,2,0,0,0,0,0,2.489
Spring 2022,HON,2341,6,25293,Classics of Modernity,Gish,Dustin,10,2,0,0,0,0,0,0,2,3.751
Spring 2022,COMD,4382,1,16114,Aural Rehabilitation,Andrews,Chereece N,45,6,0,1,0,0,0,0,0,3.751
Spring 2022,CHEM,1112,42,16545,Fundamentals of Chm Lab,Zaitsev,Vladimir G,3,11,4,0,0,0,0,0,1,2.908
Spring 2022,ELCS,8191,1,18373,Special Field Projects,Davis,Bradley,11,4,1,0,0,0,0,0,0,3.625
Spring 2022,BIOL,2121,7,16432,Microbiology for Science Major,Knapp,Richard D,11,5,3,1,0,0,0,0,2,3.284
Spring 2022,HIST,3379,1,21523,World Civ To 1500,Choi,Mihwa,16,12,6,1,0,0,0,0,0,3.172
Spring 2022,FINA,4382,1,21066,Developing R E Project,Williams,Junious E,25,7,3,0,0,0,0,0,0,3.666
Spring 2022,OPTO,5135,1,15004,Ocular Anatomy Lab,Ostrin,Lisa,20,3,0,0,0,0,0,0,0,3.87
Spring 2022,GEOL,1103,2,14607,Physical Geology Lab,Sisson,Virginia B,11,4,0,0,1,0,0,0,2,3.479
Spring 2022,BIOL,8999,2,22345,Doctoral Dissertation,Dauwalder,Brigitte,0,0,0,0,0,1,0,0,0,0
Spring 2022,FINA,7373,1,16786,Petrochem and Refining Econ,Slaughter,Andrew Jeremy,4,3,1,0,0,0,0,0,0,3.375
Spring 2022,HON,3361,1,16475,Global Engagement and Research,Miljanic,Andra Olivia,9,2,1,0,0,0,0,0,2,3.502
Spring 2022,HDCS,3303,1,14624,Retailing and Consumer Science,Jacobs,Karen S,19,7,2,0,0,0,0,0,1,3.525
Spring 2022,DIGM,1350,34,20478,Graphics for Digital Media,Johnson,Kelsey,12,9,6,0,3,0,0,0,2,2.856
Spring 2022,PETR,3321,1,16358,Petr Pressure Trans Testing,Ehlig-Economides,Christine A.,8,8,4,0,0,0,0,0,0,3.184
Spring 2022,FINA,7381,1,21070,Principles of Real Estate,Disch,Kathryn Annette,20,3,0,0,0,0,0,0,0,3.812
Spring 2022,ELCS,8331,1,20877,Finance in Higher Education,Messa,Emily Alice,11,1,0,0,0,0,0,0,0,3.917
Spring 2022,ARTS,3377,1,23781,Jr Photo/Digital Media Major,Almendarez,Francis B.,2,8,3,0,0,0,0,0,0,2.923
Spring 2022,PHYS,3315,1,16621,Modern Physics,Ting,Chin Sen,5,4,2,0,0,0,0,0,2,3.243
Spring 2022,MUSI,8106,1,18863,Doctoral Large Ensemble,Bertman,David Garry,2,0,0,0,0,0,0,0,0,4
Spring 2022,MIS,4374,1,15567,Info Technology Project Mgmt,Scott,Carl P,23,17,1,1,0,0,0,0,1,3.366
Spring 2022,MANA,7373,1,19825,Strat Mgt O & G Industry,Angelides,Christos O,17,0,0,0,0,0,0,0,1,3.845
Spring 2022,COSC,3360,1,14370,Operating Systems,Cheng,Albert M K,9,23,27,17,24,0,0,0,54,1.737
Spring 2022,MARK,3337,4,19412,Professional Selling,Vandaveer,Amy L,136,71,16,2,5,0,0,0,17,3.408
Spring 2022,ARCH,1360,1,20142,Architectural Sketching I,Williams,Celeste,18,8,1,0,0,0,0,0,1,3.593
Spring 2022,IDNS,1102,1,17172,Physics 1302 Workshop,Pattison,Donna,25,4,1,0,0,0,0,0,0,3.723
Spring 2022,COMD,7391,14,17605,Clinic in Speech Lang Disorder,Cizek,Laura S,3,0,0,0,0,0,0,0,0,3.78
Spring 2022,MANA,7397,3,25005,Selected Topics in Management,Wesley,Curtis,2,2,0,0,0,0,0,0,0,3.5
Spring 2022,CHEM,1112,10,14138,Fundamentals of Chm Lab,Zaitsev,Vladimir G,4,9,2,0,2,0,0,0,2,2.745
Spring 2022,BIOL,3301,2,17950,Genetics,Lekven,Arne,16,53,36,9,12,0,0,0,9,2.41
Spring 2022,SCLT,4380,31,22231,Quality Systems,Hu,Minxiang,25,28,1,1,0,0,0,0,0,3.322
Spring 2022,HRMA,2350,1,16387,Mgmt Principles in Hospitality,Haskell,Rebecca Erin,36,17,0,2,3,0,0,0,2,3.351
Spring 2022,LAW,5227,1,17443,Procedure of Patent Litigation,Maule,Charles Stephen,4,7,0,0,0,0,0,0,0,3.394
Spring 2022,SUBS,6397,1,25639,Selected Topics,Thomas,William J,4,0,0,1,0,0,0,0,0,3.268
Spring 2022,FINA,4352,2,21850,Fin Planning for Professionals,Lopez,John C,2,6,4,0,0,0,0,0,1,2.971
Spring 2022,CIS,4375,4,21241,Project Management & Practice,Detillier,Bret James,5,9,15,0,0,0,0,0,0,2.712
Spring 2022,ANTH,4331,1,19194,Medical Anthropology,Gordon,Andrew J,6,8,0,0,0,0,0,2,2,3.405
Spring 2022,ELET,4319,1,14511,Elec Power Sys & Industry Prac,Fan,Lei,12,13,9,0,1,0,0,0,0,2.972
Spring 2022,OPTO,5331,1,15021,General Pathology & Medicine,Dempsey,Robert L.,28,50,14,3,0,0,0,0,0,3.143
Spring 2022,BUSI,2305,5,22424,Business Statistics,Patterson,Staci A,0,2,5,2,1,0,0,0,8,1.734
Spring 2022,WGSS,3350,1,20040,Feminist Theory,Tuthill,Zelma,22,2,0,0,3,0,0,0,1,3.457
Spring 2022,CNST,4220,1,21300,Comp CM & Emerging Practices,Coble,Lana Kay,33,4,2,0,1,0,0,0,1,3.708
Spring 2022,ARAB,3302,1,16550,Adv Modern Standard Arabic II,Fares,Michael James,2,0,0,1,0,0,0,0,1,2.89
Spring 2022,PHYS,1101,5,15392,College Physics I (lab),Maric,Sladjana,2,12,7,0,0,0,0,0,2,2.872
Spring 2022,ACCT,3366,3,16239,Financial Reporting Frameworks,Harris,Kathleen L,2,8,11,3,2,0,0,0,10,2.281
Spring 2022,HRMA,3352,2,14691,Human Resource Management,Guchait,Priyanko,31,7,5,1,3,0,0,0,3,3.277
Spring 2022,FREN,1501,1,14594,Elementary French I,Wilson,Celine Madeleine Alice,13,9,2,2,1,0,0,0,2,3.124
Spring 2022,CUIN,3350,2,16093,Knowing/Learning Science-Math,Segura,Perri F,21,4,0,0,0,0,0,0,3,3.774
Spring 2022,SCM,4367,2,17220,Process and Quality Management,Miller,Bradley D,23,25,11,1,0,0,0,0,0,3.172
Spring 2022,RELS,3360,1,19348,Muslim-Christian Relations,Ott,Aaron Frederick,10,6,5,6,4,0,0,0,3,2.366
Spring 2022,IDNS,3132,4,21333,Organic Chem II SEP Workshop,Pattison,Donna,11,10,1,2,1,0,0,0,3,3.054
Spring 2022,PHYS,1101,10,15399,College Physics I (lab),Maric,Sladjana,3,9,9,1,0,0,0,0,1,2.606
Spring 2022,BIOE,4310,1,20124,Drug Design and Delivery,Naash,Muna,5,2,1,0,0,0,0,0,1,3.5
Spring 2022,PHAR,5675,4,17254,Disease State Management,De La Cruz,Austin Isaac,2,0,0,0,0,0,0,0,0,4
Spring 2022,TLIM,3330,2,20955,Innovation Principles,Feriante,Chris,9,2,3,1,7,0,0,0,4,2.182
Spring 2022,ECON,2302,2,19100,Principles of Microeconomics,Mashrur,Md Abdullah Al,8,16,27,15,7,0,0,0,5,2.023
Spring 2022,ARTS,4302,1,23784,Senior Painting Major I,Frankfort,Dana M,11,2,0,0,0,0,0,0,0,3.897
Spring 2022,INAR,2501,1,17010,Interior Arch Design Studio IV,Gaines,Preston,14,7,2,0,0,0,0,0,1,3.421
Spring 2022,ARCH,5500,25,20748,Architecture Design Studio IX,Brune,Geoffrey,6,11,0,0,0,0,0,0,0,3.392
Spring 2022,LAW,5355,1,19352,Oil and Gas,Mason,Jasper,8,16,0,0,0,0,0,0,1,3.43
Spring 2022,HDFS,1300,15,27537,Dev of Contemporary Families,Jordan,Erica F,22,11,6,2,3,0,0,0,1,3.031
Spring 2022,LAW,5197,9,26671,Selected Topics,Simmons,Laurel Ellis Parker,0,0,0,0,0,8,0,0,1,0
Spring 2022,PSYC,2305,26,25893,Intro to Methods in Psychology,Weinstein,Andrew Philip,19,15,3,0,2,0,0,0,0,3.231
Spring 2022,CHEE,8398,14,15625,Doctoral Research,Rimer,Jeffrey,0,0,0,0,0,6,0,0,0,0
Spring 2022,ECE,5397,1,26211,Selected Topics,Shih,Wei-Chuan,2,0,0,0,0,0,0,0,2,4
Spring 2022,THEA,4397,2,26343,Drama Workshop,Christy,Alison L,3,2,0,0,0,0,0,0,1,3.534
Spring 2022,ENGL,8399,4,26284,Doctoral Dissertation,Mazella,David S,0,0,0,0,0,2,0,0,0,0
Spring 2022,CNST,4331,2,19335,Construction Management II,Suman,JC,11,7,0,0,0,0,0,0,1,3.611
Spring 2022,CUIN,4350,1,16080,Multiple Teaching Strategies,Segura,Perri F,16,2,0,0,0,0,0,0,0,3.889
Spring 2022,GEOL,7330,1,14613,Potntl Fld Mtds-Geophys,Sun,Jiajia,7,4,1,0,0,0,0,0,0,3.5
Spring 2022,COSC,8998,115,20235,Doctoral Research,Laszka,Aron,0,0,0,0,0,5,0,0,0,0
Spring 2022,PHYS,8698,12,26698,Doctoral Research,Freelon,Byron Kendall,0,0,0,0,0,1,0,0,0,0
Spring 2022,FORE,6351,1,26043,Futures Research,Hines,Andrew Lewis,9,3,0,0,0,0,0,0,0,3.695
Spring 2022,ARTS,1316,1,23741,Fundamentals of Drawing,Aguirre,Isela,18,3,0,0,0,0,0,0,0,3.779
Spring 2022,ECON,8362,1,14475,Workshop Research Methods IV,Liu,Elaine Meichen,8,0,0,0,0,0,0,0,0,4
Spring 2022,COSC,8398,116,20174,Doctoral Research,Leiss,Ernst L,0,0,0,0,0,1,0,0,0,0
Spring 2022,PETR,6302,2,25739,Reservoir Engineering II,Thakur,Ganesh Chandra,3,7,0,0,0,0,0,0,0,3.3
Spring 2022,IART,3395,3,26192,Sel Topics in Interdis Arts,Parks,Sydney Mae,2,1,0,0,0,0,0,0,0,3.667
Spring 2022,PHCA,8298,6,20485,Doctoral Dissertation Research,Essien,Ekere James,1,0,0,0,0,0,0,0,0,4
Spring 2022,BIOE,7399,4,25334,Masters Thesis,Roh,Jinsook,1,0,0,0,0,0,0,0,0,4
Spring 2022,PEP,7398,7,27760,Adv Special Problem Human Perf,Layne,Charles S,3,0,0,0,0,0,0,0,0,4
Spring 2022,MECE,6335,1,20872,Heat Transf/Phase Chng,Liu,Dong,1,0,0,0,0,0,0,0,0,4
Spring 2022,PHAR,5297,3,27079,Selected Topics in Pharmacy,Rogers,Elizabeth Coyle,0,0,0,0,0,0,0,0,0,0
Spring 2022,ACCT,5371,4,25172,Accounting Information Systems,Seijas,Nuria S,0,0,1,0,0,0,0,0,0,2
Spring 2022,FINA,4320,1,14577,Investment Management,Pederzoli,Paola,11,6,0,0,0,0,0,0,3,3.589
Spring 2022,TLIM,4342,30,19766,Quality Improvement Methods,Chance,Michael Dean,12,19,6,1,1,0,0,0,2,2.958
Spring 2022,COSC,6308,1,26457,Computer Architecture,Long,Kevin B,3,0,0,0,0,0,0,0,0,4
Spring 2022,MANA,7339,1,17383,Leadership Development,Witt,Lawrence A,35,0,0,0,0,0,0,0,0,4
Spring 2022,COSC,6386,1,20924,Prgrm Analys & Testing,Alipour,Mohammad Amin,34,8,3,7,0,0,0,0,1,3.276
Spring 2022,HIST,1378,52,17462,The U S Since 1877,Haala,Cory,18,4,0,0,0,0,0,0,2,3.728
Spring 2022,LAW,5322,2,14779,Pretrial Litigation,Wyly,Brad T,2,11,0,0,0,3,0,0,0,2.728
Spring 2022,ELED,3322,3,16253,Elem Reading Phonics Instructn,Alba,Celeste,16,8,0,0,0,0,0,0,1,3.653
Spring 2022,HLT,3380,1,18360,Culture and Health,Fedor Amador,Theresa Marie,28,22,7,0,2,0,0,0,0,3.193
Spring 2022,HRMA,6342,1,20004,Alcoholic Beverage Production,Corsi,Aaron James,5,0,0,0,0,0,0,0,0,4
Spring 2022,TMTH,3360,3,15381,Applied Technical Statistics,Schroeder,Susan L,8,15,15,4,4,0,0,0,1,2.435
Spring 2022,ECON,3347,1,19101,Capital Market Economics,Rizvanoghlu,Islam,3,11,9,17,5,0,0,0,3,1.748
Spring 2022,MECT,4276,1,18840,Senior Design Project II,Singh,Navdeep,15,28,2,0,0,0,0,0,0,3.304
Spring 2022,PHYS,3327,1,16102,Thermal Physics,Gunaratne,Gemunu,6,8,6,1,0,0,0,0,1,2.873
Spring 2022,COMM,4382,1,15866,Narrative Non-Linear Editing,Houk,Keith R,12,5,1,1,0,0,0,0,2,3.474
Spring 2022,ENGI,4198,4,26158,Independent Study,Kowal,Marsha Christine,0,0,0,0,0,9,0,0,0,0
Spring 2022,PSYC,2308,1,18473,Child Development,Yoshida,Hanako,24,22,5,0,1,0,0,0,0,3.308
Spring 2022,PHYS,1102,4,15404,College Physics II (lab),Wood,Lowell T,1,11,10,0,0,0,0,0,1,2.741
Spring 2022,ENGL,1302,78,25991,First Year Writing II,Garcia,Serena Mari,13,5,2,0,1,0,0,0,4,3.287
Spring 2022,NURS,4318,1,21447,High Acuity Concepts of Care,Schrader PhD,Patricia K,7,15,2,0,0,0,0,0,0,3.292
Spring 2022,MARK,4380,2,21439,Digital Selling,Habel,Johannes,24,1,0,0,1,0,0,0,0,3.795
Spring 2022,PSYC,3339,4,19864,Intro To Clinical Psychology,Zegel,Maya,34,3,2,0,0,0,0,0,1,3.863
Spring 2022,BIOL,2121,6,16431,Microbiology for Science Major,Knapp,Richard D,12,5,2,2,0,0,0,0,1,3.301
Spring 2022,BCHS,3201,5,15465,Biochemistry I Laboratory,Pattison,Donna,8,10,3,0,0,0,0,0,2,3.238
Spring 2022,MECE,5397,1,25576,Selected Topics,Grigoriadis,Karolos,19,26,6,0,0,0,0,0,2,3.216
Spring 2022,THEA,3384,1,26545,Scene Painting,Davis,Lauren E,15,0,0,0,0,0,0,0,0,3.956
Spring 2022,BTEC,3320,30,18462,Intro to QA/QC in BTEC,Flavier,Albert B,4,7,9,0,1,0,0,0,2,2.572
Spring 2022,MECT,3318,2,27638,Fluid Mechanics Applications,Hossain,Nazmul,3,11,13,0,6,0,0,0,5,2.082
Spring 2022,ANTH,3375,1,25761,North American Archaeol,Widmer,Randolph J,13,10,6,0,0,0,0,0,6,3.207
Spring 2022,ARCH,2501,7,13990,Architecture Design Studio IV,Burrow,Robert W,7,6,4,0,0,0,0,0,3,3.176
Spring 2022,HIST,2372,1,25912,Latin American Hist Since 1820,Milanesio,Natalia,3,4,5,4,4,0,0,0,0,1.9
Spring 2022,ENGL,1302,15,16866,First Year Writing II,Cooper-Edwards,Jacquelyn,19,2,0,0,3,0,0,0,1,3.389
Spring 2022,ENGL,1302,67,25986,First Year Writing II,Stewart-Steele,Heather Marie,9,4,1,0,2,0,0,0,7,3.001
Spring 2022,RELS,3380,1,16797,Intro to Asian Religions,Huynh,Trung,6,4,1,3,1,0,0,0,2,2.645
Spring 2022,HON,2341,12,25299,Classics of Modernity,Vollrath,Lesli A,8,3,1,0,1,0,0,0,1,3.282
Spring 2022,PCOL,6345,1,17223,Drug Design and Discovery,Cuny,Gregory D,10,6,0,0,0,0,0,0,0,3.666
Spring 2022,ELCS,8312,4,19389,Lab of Practice-Res Meth Devel,Davis,Bradley,5,0,0,0,0,0,0,0,0,4
Spring 2022,CHIN,3343,1,23944,Chinese Popular Culture,Li,Melody Yunzi,12,6,3,0,1,0,0,0,4,3.273
Spring 2022,SOCI,1301,3,25567,Introduction To Sociology,Menon-Chembottil,Sarath Kumar,16,3,5,4,4,0,0,0,0,2.708
Spring 2022,FINA,7397,6,25252,Selected Topics in Finance,Mohla,Akshi,3,0,0,0,0,0,0,0,0,4
Spring 2022,ELED,4320,3,19429,Social Studies Ele Sch,Jones,Sharon Renee,22,1,0,0,0,0,0,0,0,3.827
Spring 2022,ENGL,2305,3,16985,Intro To Fiction,Zachow,Alix V,10,6,3,0,2,0,0,0,3,2.985
Spring 2022,PHYS,2126,2,15151,University Physics Lab II,Wood,Lowell T,3,15,1,0,1,0,0,0,0,2.752
Spring 2022,FINA,4397,5,27200,Selected Topics in Finance,Stewart,Marcus,7,7,0,0,0,0,0,0,2,3.524
Spring 2022,PEP,6321,2,16222,Sport in Cont Society,Pearson,Demetrius W,0,10,2,2,0,0,0,0,0,2.619
