TERM,SUBJECT,CATALOG NBR,CLASS SECTION,CLASS NUMBER,COURSE DESCR,INSTR LAST NAME,INSTR FIRST NAME,A,B,C,D,F,SATISFACTORY,UNSATISFACTORY,NOT REPORTED,TOTAL DROPPED,AVG GPA
Summer 2021,BIOE,8398,1,13455,Doctoral Research,Akay PhD,Metin,0,0,0,0,0,2,1,0,0,0
Summer 2021,HIST,4379,1,18550,Sex and Violence in Old South,Deyle,Steven H,9,9,3,0,1,0,0,0,3,3.076
Summer 2021,INDE,6336,1,18910,Reliability Engineering,Keedy,Elias,4,4,0,0,0,0,0,0,1,3.5
Summer 2021,COSC,7399,107,19420,Masters Thesis,Eick,Christoph F,1,0,0,0,0,0,0,0,0,3.67
Summer 2021,BCHS,6398,24,19326,Special Problems,Willson,Richard,0,0,0,0,0,1,0,0,0,0
Summer 2021,GENB,7304,1,15286,Business Ethics for Accountant,Newman,William Austin,21,5,0,0,0,0,0,0,0,3.693
Summer 2021,HDFS,4393,2,13464,Internship in HDFS,Conston,Toya,12,6,1,0,0,0,0,0,1,3.579
Summer 2021,INDE,8398,2,16353,Doctoral Research,Lee,Tae Woo,0,0,0,0,0,1,0,0,0,0
Summer 2021,FORE,6398,1,13894,Special Problems in Foresight,Hines,Andrew Lewis,1,0,0,0,0,0,0,0,0,4
Summer 2021,PSYC,2301,11,15621,Intro To Methods in Psychology,Babalola,Olusegun Maria,16,23,17,5,3,0,0,0,4,2.713
Summer 2021,OPTO,5198,3,19701,Spec Prob Phys Optics,Herring,Ralph Jay,0,0,0,0,0,1,0,0,0,0
Summer 2021,MUSI,8296,2,16524,Doctoral Essay,Pollack,Howard J,1,0,0,0,0,0,0,0,0,4
Summer 2021,HIST,1377,4,18876,The U S To 1877,Goodling,Kimberly R.,22,18,2,1,4,0,0,0,2,3.093
Summer 2021,BIOL,8398,3,19215,Doctoral Research,Pennings,Steven C,0,0,0,0,0,2,0,0,0,0
Summer 2021,GENB,5305,1,13021,Commercial Law,Hopkins,Troy D,4,2,0,0,0,0,0,0,0,3.722
Summer 2021,BIOL,6398,7,19191,Special Problems,Rodrigues,Debora Frigi,0,0,0,0,0,2,1,0,0,0
Summer 2021,BIOL,8398,39,19373,Doctoral Research,Lin,Chin-Yo,0,0,0,0,0,2,0,0,0,0
Summer 2021,MUSI,2302,3,19783,Listening to Jazz,Marmolejo,Noe J,5,1,0,0,0,0,0,0,0,3.888
Summer 2021,LAW,5400,2,13719,Govt Nonprofit Extshp I,Hancock,Amy Sladczyk,0,0,0,0,0,9,0,0,0,0
Summer 2021,COMM,1303,2,17806,Writing for Communicators,Lyn,Robyn,14,1,0,0,2,0,0,0,1,3.451
Summer 2021,ECE,2201,1,14617,Circuit Analysis I,Trombetta,Leonard P,5,12,4,5,3,0,0,0,7,2.357
Summer 2021,WCL,2352,3,15894,World Cinema,Centeno,Daniel,14,10,2,1,1,0,0,0,1,3.156
Summer 2021,HLT,3381,2,15706,Hlt Promotn & Disease Preventn,Fedor Amador,Theresa Marie,47,12,2,1,1,0,0,0,0,3.598
Summer 2021,MECE,8398,25,19101,Doctoral Research,Joshi,Shailendra Pramod,0,0,0,0,0,1,0,0,0,0
Summer 2021,LAW,5328,2,13716,Judicial Externship I,Worrell,Carey Ann,0,0,0,0,0,9,0,0,0,0
Summer 2021,CHEM,8399,5,11442,Doctoral Dissertation,Teets,Thomas,1,0,0,0,0,0,0,0,0,4
Summer 2021,THEA,6383,2,18808,Light/Cost Des for HS Director,Willson,Paige A,1,0,0,0,0,0,0,0,0,4
Summer 2021,ELCS,6342,1,15055,Critical Issues in Higher Educ,Bronkema,Ryan,2,0,0,0,0,0,0,0,0,4
Summer 2021,COMM,2300,1,17807,Communication Research Methods,Lyn,Robyn,5,3,1,1,0,0,0,0,0,3.167
Summer 2021,FINA,7397,2,18933,Selected Topics in Finance,Berta,Dom,9,6,0,0,0,0,0,0,0,3.49
Summer 2021,LAW,5328,1,13715,Judicial Externship I,Van Arsdel,Kristina G,0,0,0,0,0,6,0,0,0,0
Summer 2021,PSYC,2344,1,15587,Cultural Psychology,Madubata,Ijeoma J,17,19,11,1,9,0,0,0,1,2.672
Summer 2021,ENGL,3328,1,11218,Masterpieces of British Lit II,Wood,Barry Albert,19,3,2,0,0,0,0,0,0,3.571
Summer 2021,CIVE,8399,5,19733,Doctoral Dissertation,Glennie,Craig Len,0,0,0,0,0,1,0,0,0,0
Summer 2021,DIGM,3353,30,14536,Visual Communications Tech,Dozier,Devin K,20,5,1,1,2,0,0,0,1,3.311
Summer 2021,POLS,1336,2,13180,US and Texas Const/Politics,Cole,Jeffrey Bryan,18,8,8,4,5,0,0,0,0,2.705
Summer 2021,MATH,3338,1,15638,Probability,Haynes,Alan K,31,10,4,0,0,0,0,0,2,3.519
Summer 2021,MANA,7380,1,18698,People Analytics,Abbott,Jeanna L,17,1,0,0,0,0,0,0,0,3.926
Summer 2021,PSYC,7399,1,14191,Masters Thesis,Viana,Andres G,1,0,0,0,0,0,0,0,0,4
Summer 2021,SOCW,7384,13,12981,Field Practicum III - Clinical,Parker,Jamie Lynne,0,0,0,0,0,17,0,0,1,0
Summer 2021,PSYC,6398,2,14255,Independent Studies,Spitzmuller,Christiane,1,0,0,0,0,0,0,0,0,4
Summer 2021,COSC,8398,102,15790,Doctoral Research,Chen,Guoning,0,0,0,0,0,3,0,0,0,0
Summer 2021,LAW,5328,1,13715,Judicial Externship I,Powers,William,0,0,0,0,0,6,0,0,0,0
Summer 2021,MATH,5389,1,13307,Survey of Mathematics,Etgen,Garret J,11,1,0,0,0,0,0,0,0,3.834
Summer 2021,COSC,4398,103,16492,Independent Study,Pandurangan,Gopal,0,0,0,0,0,1,0,0,0,0
Summer 2021,GEOL,7330,1,19684,Potntl Fld Mtds-Geophys,Bird,Dale E,2,0,0,0,0,0,0,0,0,4
Summer 2021,OPTO,6230,1,19299,Contact Lens Pathology,Dempsey,Robert L.,0,0,0,0,0,15,0,0,0,0
Summer 2021,ECON,6691,1,13955,Master's Internship,Rizvanoghlu,Islam,4,0,0,0,0,0,0,0,0,4
Summer 2021,PETR,8399,3,14893,Doctoral Dissertation,Myers,Michael Tolbert,1,0,0,0,0,1,0,0,0,2
Summer 2021,BIOL,1134,4,13317,Hum Anat Physiol Lab I,Gill,Tejendra,9,9,2,0,1,0,0,0,1,3.206
Summer 2021,OPTO,8696,1,12946,General Clinic IV,Herring,Ralph Jay,0,0,0,0,0,31,0,0,0,0
Summer 2021,PSYC,3341,3,15594,Physiological Psychology,Babicz,Michelle Allison,6,0,0,0,0,0,0,0,0,4
Summer 2021,LAW,5424,1,14516,Death Penalty Clinic,Dow,David R,0,2,0,0,0,0,0,0,0,3.33
Summer 2021,PHLS,8193,2,15012,Internship in Psychology,Margulis,Milena A,0,0,0,0,0,3,0,0,0,0
Summer 2021,ELET,2300,31,15183,Introductn To C++ Programming,Tsegaye,Mikias,29,7,5,2,7,0,0,0,1,2.98
Summer 2021,BIOL,1334,1,13502,Human Anatomy and Physiology 1,Wayne,Chad M,23,27,48,16,6,0,0,0,26,2.317
Summer 2021,LAW,5245,1,12994,Civil Practice Clinic II,McManus,Diane M,1,0,0,0,0,0,0,0,0,3.67
Summer 2021,BCHS,8398,9,19258,Doctoral Research,Briggs,James M,0,0,0,0,0,1,0,0,0,0
Summer 2021,ECE,8298,1,12348,Doctoral Research,Wolfe,John C,0,0,0,0,0,1,0,0,0,0
Summer 2021,POLS,3313,1,14599,Intro Internatl Relatns,Vardy,Ronald V,13,10,0,0,0,0,0,0,1,3.565
Summer 2021,SOCW,6294,1,15231,Field Practicum II,Parker,Jamie Lynne,0,0,0,0,0,21,0,0,0,0
Summer 2021,PSYC,6352,1,14291,Directed Rsch in I/O Psyc,Spitzmuller,Christiane,7,0,0,0,0,0,0,0,0,4
Summer 2021,PHYS,1101,3,10992,General Physics Laboratory I,Maric,Sladjana,1,17,4,0,1,0,0,0,0,2.782
Summer 2021,MATH,6386,1,15688,Big Data Analytics,Shastri,Dvijesh J,15,19,1,0,0,0,0,0,0,3.381
Summer 2021,BCHS,8398,8,19257,Doctoral Research,Briggs,James M,0,0,0,0,0,1,0,0,0,0
Summer 2021,LAW,5120,1,18495,Texas Legal Research,Badeaux,Katherine Stein,8,9,1,0,0,0,0,0,2,3.389
Summer 2021,PHAR,5681,5,14343,Infectious Diseases,Sofjan,Amelia Kartikasari,2,0,0,0,0,0,0,0,0,4
Summer 2021,HLT,3325,1,16162,Medical Terminology,Bloom,Joel A,63,12,1,0,1,0,0,0,0,3.732
Summer 2021,COMD,7391,9,12798,Clinic in Speech Lang Disorder,Walker,Dionne A,1,0,0,0,0,0,0,0,0,3.67
Summer 2021,PEP,7309,1,13172,Sport Finance,Lee,Dong Hun,2,4,0,0,0,0,0,0,0,3.443
Summer 2021,IRW,1300,2,15339,Integrated Reading and Writing,Wilson,Maurice,0,0,0,0,0,4,0,0,0,0
Summer 2021,PHOP,6198,5,19096,Spec Prob-Physio Optics,Coulson-Thomas,Vivien J,1,0,0,0,0,0,0,0,0,4
Summer 2021,PHYS,1102,4,13023,General Physics Laboratory II,Wood,Lowell T,2,8,9,0,1,0,0,0,0,2.55
Summer 2021,PHYS,8398,26,10856,Doctoral Research,Ratti,Claudia,0,0,0,0,0,4,0,0,0,0
Summer 2021,MIS,7397,1,18664,Selected Topics in MIS,Campbell,Phillip James,3,2,1,0,0,0,0,0,0,3.278
Summer 2021,PHAR,5206,1,15724,Pharmacy and Geriatrics,Hatfield,Catherine L,29,18,0,0,0,0,0,0,0,3.617
Summer 2021,WGSS,2360,2,15327,Introduction to GLBT Studies,Stone,Lauren Michelle,18,7,4,0,1,0,0,0,0,3.334
Summer 2021,SOCW,7378,1,14857,Integrated Behav Healthcare,O'Neal,Vaughn,22,2,0,0,0,0,0,0,0,3.752
Summer 2021,LAW,6500,1,14308,Govt Nonprofit Extshp II,Hancock,Amy Sladczyk,0,0,0,0,0,1,0,0,0,0
Summer 2021,DAN,4198,1,19769,Independent Study,Stokes,Karen E,1,0,0,0,0,0,0,0,0,4
Summer 2021,PHAR,5674,1,12961,Nutritional Support,Ordonez,Nancy D,1,0,0,0,0,0,0,0,0,4
Summer 2021,PHAR,5690,3,13932,Internal Medicine,Fernandez,Julianna M,2,0,0,0,0,0,0,0,0,4
Summer 2021,MECE,3363,1,15897,Intro To Fluid Mechanics,Yang,Di,4,12,5,2,1,0,0,0,0,2.68
Summer 2021,MANA,3335,1,14559,Intro Org Behavior and Mgmt,Currie,Daniel David,99,2,1,0,0,0,0,0,1,3.941
Summer 2021,PHLS,7301,4,18846,Practicum,Ashley,Candice R,0,0,0,0,0,6,0,0,0,0
Summer 2021,CHEM,1112,9,13686,Fundamentals of Chm Lab,Zaitsev,Vladimir G,6,7,2,1,1,0,0,0,2,2.999
Summer 2021,MIS,7397,2,18667,Selected Topics in MIS,Messinger,Jacob Nelson,5,1,0,0,0,0,0,0,0,3.888
Summer 2021,PETR,7399,2,14118,Masters Thesis,Hathon,Lori A,0,0,0,0,0,1,0,0,0,0
Summer 2021,BIOE,5319,1,15916,Intro to Global Healthcare,Akay,Yasemin M,11,0,0,0,0,0,0,0,0,3.85
Summer 2021,MATH,1314,3,19595,Calc for Bus/Life Sciences,Caputo,Matthew G,2,0,0,1,1,0,0,0,0,2.25
Summer 2021,KIN,3304,2,14478,Human Structure and Function,Breslin,Whitney L,4,23,19,3,4,0,0,0,2,2.352
Summer 2021,ELCS,8395,8,18582,Doctoral Thesis,Rangel,Virginia,2,0,0,0,0,1,0,0,0,2.667
Summer 2021,MATH,8399,3,19525,Doctoral Dissertation,Timofeyev,Ilya,0,0,0,0,0,2,0,0,0,0
Summer 2021,PSYC,3325,1,14159,Psychology of Personality,Hotze,Mary Louise,20,8,2,0,0,0,0,0,0,3.545
Summer 2021,HLT,4310,1,14154,Program Planning for Health,Markowitz,Eliz,10,11,4,1,1,0,0,0,0,2.964
Summer 2021,SOC,1300,3,15769,Introduction To Sociology,Nelson,Steven M,6,3,6,0,4,0,0,0,2,2.351
Summer 2021,ELCS,8371,1,15601,Legal Issues Sch District Levl,Goree,Tonya,10,1,0,1,0,0,0,0,0,3.694
Summer 2021,PHAR,5690,1,12970,Internal Medicine,Ordonez,Nancy D,22,10,0,0,0,0,0,0,0,3.688
Summer 2021,PHLS,8351,1,14601,Hist & Philosophy of Psyc Syst,Reyna,Ronda,16,0,1,0,0,0,0,0,0,3.863
Summer 2021,ELCS,8312,1,19061,Lab of Practice-Res Meth Devel,Santi,Kristi L,0,0,0,0,0,2,0,0,0,0
Summer 2021,ENGL,1304,3,13341,First Year Writing II,Sicinski,Michael J,12,0,0,0,2,0,0,0,1,3.358
Summer 2021,COMM,4392,1,12800,Professional Internship,Ashley,Laura B,0,0,0,0,0,14,0,0,0,0
Summer 2021,HRD,3351,1,14824,Instructional Design for HRD,Hattier,Beth,25,10,0,0,0,0,0,0,1,3.724
Summer 2021,PHYS,1101,1,10990,General Physics Laboratory I,Maric,Sladjana,1,9,7,4,0,0,0,0,1,2.443
Summer 2021,SOC,1300,6,14843,Introduction To Sociology,Singh,Sheila Kaur,37,4,4,2,3,0,0,0,0,3.413
Summer 2021,COMM,4355,1,15298,Organizational Comm,Lee,Jaesub,28,1,0,0,2,0,0,0,0,3.603
Summer 2021,BIOL,1134,6,13829,Hum Anat Physiol Lab I,Gill,Tejendra,4,12,4,0,1,0,0,0,1,2.826
Summer 2021,CUST,6370,1,13988,Cultural Found Amer Edu,Carales,Vincent D,5,2,0,0,0,0,0,0,0,3.62
Summer 2021,SPAN,2307,1,10258,Span for Heritage Learners I,Hernandez,Estela,23,3,0,0,1,0,0,0,0,3.704
Summer 2021,HDCS,4302,1,18745,Apparel Analysis,Gatterson,Beverly,8,6,1,0,0,0,0,0,0,3.445
Summer 2021,BIOL,8399,7,19291,Doctoral Dissertation,Meisel,Richard P,1,0,0,0,0,0,0,0,0,4
Summer 2021,MATH,1312,1,15606,Intro to Math Reasoning,Douglas,Casey,19,17,9,3,9,0,0,0,7,2.568
Summer 2021,LAW,5514,1,14257,Judicial Externship I,Powers,William,0,0,0,0,0,3,0,0,0,0
Summer 2021,MECE,8198,27,19802,Doctoral Research,Chen,Zheng,0,0,0,0,0,1,0,0,0,0
Summer 2021,LAW,5203,4,14553,Govt Nonprofit Extshp I,Van Arsdel,Kristina G,0,0,0,0,0,0,0,1,0,0
Summer 2021,SOC,3349,1,15311,Sociology of Culture,Adams,Jennifer Lauren,44,2,0,0,2,0,0,0,2,3.792
Summer 2021,SOCW,7391,17,12983,Field Practicum Elective,Parker,Jamie Lynne,0,0,0,0,0,8,0,0,0,0
Summer 2021,CUIN,8690,1,15065,Doctoral Thesis,White,Cameron Scott,5,0,0,0,0,0,0,0,0,4
Summer 2021,SOCW,7397,2,18542,Selected Topics in Social Work,O'Neal,Vaughn,25,1,1,0,0,0,0,0,0,3.779
Summer 2021,ENGL,3352,1,14638,19th Century American Fiction,Wood,Barry Albert,13,11,0,0,1,0,0,0,0,3.334
Summer 2021,PHYS,1102,1,11587,General Physics Laboratory II,Wood,Lowell T,1,12,4,2,0,0,0,0,2,2.632
Summer 2021,MATH,8398,9,13339,Doctoral Research,Josic,Kresimir,0,0,0,0,0,5,0,0,0,0
Summer 2021,LAW,5103,2,11161,Health Law Journal,Chandler,Seth J,0,0,0,0,0,1,0,0,0,0
Summer 2021,OPTO,7493,1,12943,General Clinic IIIA,Herring,Ralph Jay,0,0,0,0,0,95,0,0,0,0
Summer 2021,COMM,3368,1,13018,Principles of Public Relations,Ashley,Laura B,21,2,0,0,1,0,0,0,1,3.736
Summer 2021,MATH,8398,18,13353,Doctoral Research,Quaini,Annalisa,0,0,0,0,0,1,0,0,0,0
Summer 2021,DIGM,1300,30,18609,Introduction to Digital Media,Bravo,Gina C,24,1,0,0,2,0,0,0,1,3.593
Summer 2021,COMM,4378,1,14109,Social Impact of Info Tech,Ashley,Laura B,15,0,0,0,2,0,0,0,0,3.529
Summer 2021,PSYC,3310,5,15629,Indstrl-Orgnztnl Psy,Zamanipour,Tina,29,11,1,0,1,0,0,0,1,3.595
Summer 2021,ENGL,1304,14,16459,First Year Writing II,Presswood,Phillip Hilliard,14,3,1,1,5,0,0,0,1,2.778
Summer 2021,LAW,5328,2,13716,Judicial Externship I,Archer,Anna M,0,0,0,0,0,9,0,0,0,0
Summer 2021,COMD,6399,1,13046,Masters Thesis,Ivey,Michelle L,1,0,0,0,0,0,0,0,0,4
Summer 2021,MATH,2311,5,13997,Intro To Prob & Statistics,Weber,Thomas Christian,15,7,9,2,3,0,0,0,2,2.723
Summer 2021,BIOL,1134,3,13316,Hum Anat Physiol Lab I,Gill,Tejendra,12,5,4,0,0,0,0,0,1,3.302
Summer 2021,MANA,7354,1,18700,Cultrl Issues in Global Mgt,Sebastijanovic,Marina,12,4,0,0,0,0,0,0,0,3.647
Summer 2021,CHEE,2331,2,15758,Chemical Processes,Kowal,Marsha Christine,4,1,0,0,1,0,0,0,0,3.167
Summer 2021,MATH,6315,3,14753,Masters Tutorial,Ru,Min,1,0,0,0,0,0,0,0,0,4
Summer 2021,BIOL,1162,4,14547,Intro To Biol Science Lab 2,Hanke,Marc H,4,5,2,1,0,0,0,0,6,2.918
Summer 2021,COMM,3361,1,15613,Advertising Copywriting,Clark,Thomas R,11,3,2,0,3,0,0,0,0,3
Summer 2021,BIOE,4397,1,18938,Selected Topics,Akay PhD,Metin,7,0,0,0,0,0,0,0,0,3.953
Summer 2021,SOCW,7368,1,14166,Trauma Treatment for Children,Amtsberg,Donna K.,33,0,0,0,0,0,0,0,0,4
Summer 2021,LAW,5299,19,15277,Special Problems,Vetter,Greg R,0,0,0,0,0,1,0,0,0,0
Summer 2021,GEOL,6398,1,19727,Special Problems,Van Nieuwenhuise,Donald S,0,0,0,0,0,1,0,0,0,0
Summer 2021,COMM,3370,1,15873,History of Cinema,Houk,Keith R,27,6,2,0,2,0,0,0,1,3.487
Summer 2021,DIGM,1350,30,14145,Graphics for Digital Media,Beyl,Charles Eugene,13,1,3,0,6,0,0,0,5,2.609
Summer 2021,SOCW,8398,1,19410,Independent Study,Robbins,Susan P,1,0,0,0,0,0,0,0,0,4
Summer 2021,CIVE,5397,2,18897,Selected Topics,Vipulanandan,Cumaraswamy,30,1,0,0,0,0,0,0,0,3.946
Summer 2021,KIN,1304,1,13322,Public Hlt Issues in Phys/Obes,Graham,Marilynn Hadassah,84,20,10,1,2,0,0,0,3,3.609
Summer 2021,BUSI,4350,1,18920,Business Law and Ethics,Currie,Daniel David,114,54,15,5,3,0,0,0,1,3.369
Summer 2021,PHOP,6198,7,19122,Spec Prob-Physio Optics,Frishman,Laura J,2,0,0,0,0,0,0,0,0,4
Summer 2021,GEOL,8398,1,19070,Doctoral Research,Zhou,Hua-Wei,0,0,0,0,0,1,0,0,0,0
Summer 2021,RELS,2350,1,15767,Introduction to Islam,Haq,Muhammad Nisarul,2,0,0,0,0,0,0,0,0,3.67
Summer 2021,PCEU,6397,1,19695,PCEU Selected Topics,Liu,Xinli,1,0,0,0,0,0,0,0,0,4
Summer 2021,LAW,5600,1,14518,Judicial Externship I,Archer,Anna M,0,0,0,0,0,6,0,0,0,0
Summer 2021,MATH,4377,1,10482,Advanced Linear Algebra I,Kalantar,Mehrdad,9,4,0,1,5,0,0,0,10,2.527
Summer 2021,HLT,4307,1,14417,Research and Eval in Health,Ripperger-Suhler,Ken,22,5,9,0,0,0,0,0,1,3.343
Summer 2021,HRMA,4397,1,18485,Selected Topics Hosp Mgt,Legendre,Jungyoung Shin,26,6,1,0,2,0,0,0,0,3.571
Summer 2021,LAW,5245,1,12994,Civil Practice Clinic II,Krasny,Frederick A,1,0,0,0,0,0,0,0,0,3.67
Summer 2021,BCHS,8399,1,12843,Doctoral Dissertation,Yeo,Hye-Jeong,0,0,0,0,0,1,0,0,0,0
Summer 2021,ELCS,8395,5,18579,Doctoral Thesis,Klussmann,Duncan Foster,1,0,0,0,0,2,0,0,0,1.333
Summer 2021,CHEM,8398,9,11431,Doctoral Research,Gilbertson,Scott R,0,0,0,0,0,6,0,0,0,0
Summer 2021,MATH,1313,2,10478,Finite Math with Applications,Sosa,Moses,7,10,4,4,1,0,0,0,1,2.705
Summer 2021,DIGM,2353,30,14147,Page Layout and Design,De Vega,Jaime M,23,3,3,2,0,0,0,0,0,3.399
Summer 2021,COSC,8398,124,15810,Doctoral Research,Shah,Shishir,0,0,0,0,0,2,0,0,0,0
Summer 2021,COMD,7391,18,16271,Clinic in Speech Lang Disorder,Ross,Byron L,1,1,0,0,0,0,0,0,0,3.5
Summer 2021,FINA,7323,1,15764,Applied Equity Fund Management,George,Thomas J,16,0,0,0,0,0,0,0,0,4
Summer 2021,KIN,4190,1,14010,Sport Administration Seminar,Walsh,David W,15,3,1,0,0,0,0,0,2,3.754
Summer 2021,ELCS,8311,2,15225,Lab of Practice-Lit Revw Devel,Kent,Shawn Christopher,0,0,0,0,0,1,0,0,0,0
Summer 2021,ACCT,2301,1,13891,Prin of Financial Accounting,Newman,Michael Ray,3,3,0,0,0,0,0,0,0,3.61
Summer 2021,HIST,6398,1,19694,Special Problems,Golubev,Alexey Valeryevich,1,0,0,0,0,0,0,0,0,4
Summer 2021,CHEM,8398,11,11433,Doctoral Research,Comito,Robert Joseph,0,0,0,0,0,5,0,0,0,0
Summer 2021,ECON,2370,1,15917,Intro to Econ Data Analysis,Melendez Lugo,Joel,6,5,13,2,10,0,0,0,6,1.852
Summer 2021,CIS,3355,1,13727,Integrated Information Systems,Miertschin,Susan L,12,16,3,0,0,0,0,0,0,3.195
Summer 2021,BIOL,6398,10,19194,Special Problems,Feng,Qin,0,0,0,0,0,3,0,0,0,0
Summer 2021,LAW,5600,1,14518,Judicial Externship I,Van Arsdel,Kristina G,0,0,0,0,0,6,0,0,0,0
Summer 2021,NURS,4218,1,18803,Emergency Nursing,Edwards-Maddox,Shermel Vinese,24,0,0,0,0,0,0,0,0,4
Summer 2021,COSC,8398,129,15815,Doctoral Research,Verma,Rakesh M,0,0,0,0,0,1,0,0,0,0
Summer 2021,PHLS,8199,5,19734,Dissertation,Obasi,Ezemenari M,0,1,0,0,0,0,0,0,0,3
Summer 2021,COMM,4303,1,14816,Communication Law & Ethics,Kirkland,Steven Earl,21,7,2,0,0,0,0,0,1,3.622
Summer 2021,ECE,6598,1,12245,Research,Faghih,Rose T,0,0,0,0,0,1,0,0,0,0
Summer 2021,POLS,3311,2,14844,Intro Compar Politics,Vardy,Ronald V,11,1,2,0,1,0,0,0,1,3.356
Summer 2021,ART,3303,1,18818,"Color, Materials and Methods",Bootwala,Jennifer Elizabeth,8,9,2,0,1,0,0,0,1,3.167
Summer 2021,LAW,5424,1,14516,Death Penalty Clinic,Newberry,Jeffrey R,0,2,0,0,0,0,0,0,0,3.33
Summer 2021,TMTH,3360,1,14558,Applied Technical Statistics,Schroeder,Susan L,2,9,8,5,2,0,0,0,4,2.154
Summer 2021,PSYC,3350,2,14804,Intro to Cognitive Psychology,Anderson,Jill Annette,19,15,1,1,2,0,0,0,2,3.202
Summer 2021,NUTR,4347,1,13690,Med Nutritn Therapy-Metabolic,Ferrell,Carla Denise,10,7,2,1,0,0,0,0,1,3.35
Summer 2021,THEA,6384,1,14627,Directing,Cook,Rena R,11,0,0,0,0,0,0,0,0,4
Summer 2021,PSYC,4398,1,19698,Independent Study,Zvolensky,Michael J,1,0,0,0,0,0,0,0,0,4
Summer 2021,THEA,1331,7,16408,Introduction To Theatre,Hinkel,Heidi Anne,29,6,3,0,3,0,0,0,1,3.39
Summer 2021,FINA,3332,1,13349,Prin of Financial Management,Chisholm,Darla,24,42,30,22,8,0,0,0,21,2.376
Summer 2021,PSYC,3341,1,14802,Physiological Psychology,Bodet III,Jean Philippe,2,4,6,0,2,0,0,0,1,2.333
Summer 2021,PHOP,6467,5,19098,Research Practicuum A,Stevenson,Scott Bailli,1,0,0,0,0,0,0,0,0,4
Summer 2021,LAW,5200,1,18619,Depositions,Ray,James Leonard,5,6,0,0,0,0,0,0,0,3.365
Summer 2021,PHLS,7301,3,18845,Practicum,Smedley,Diane,0,0,0,0,0,10,0,0,0,0
Summer 2021,NUTR,6307,1,15850,Community Nutrition Practice,Haubrick,Kevin,0,0,0,0,0,3,0,0,0,0
Summer 2021,ACCT,4331,1,14043,Federal Income Tax-Individual,Fernandez,Ramon,2,13,7,2,1,0,0,0,0,2.599
Summer 2021,OPTO,5198,2,19761,Spec Prob Phys Optics,Dempsey,Robert L.,0,0,0,0,0,1,0,0,0,0
Summer 2021,PSYC,3350,1,14812,Intro to Cognitive Psychology,Carlos,Brandon J,43,16,2,0,0,0,0,0,0,3.678
Summer 2021,COMD,5341,1,14112,Comps & Strategies for SLPA I,Bolling,Kenyetta,7,4,0,0,0,0,0,0,3,3.606
Summer 2021,PHOP,6467,6,19132,Research Practicuum A,Patel,Nimesh Bhikhu,1,0,0,0,0,0,0,0,0,4
Summer 2021,PHLS,7301,1,18843,Practicum,Smith,Justyn,0,0,0,0,0,12,0,0,0,0
Summer 2021,LAW,5328,2,13716,Judicial Externship I,Van Arsdel,Kristina G,0,0,0,0,0,9,0,0,0,0
Summer 2021,HDCS,3304,1,13680,Visual Merchandising,Stewart,Barbara L,3,4,2,3,1,0,0,0,0,2.334
Summer 2021,CHEM,6398,7,11337,Special Problems,Halasyamani,P Shiv,0,0,0,0,0,1,0,0,0,0
Summer 2021,IDNS,2197,1,18761,Top-Natrl Sci & Mth,Pattison,Donna,0,0,0,0,0,43,0,0,1,0
Summer 2021,LAW,5357,1,13726,Evidence,Gomez,Alissa R,8,11,0,0,0,2,0,0,0,2.97
Summer 2021,PHYS,8398,15,10846,Doctoral Research,Gunaratne,Gemunu,0,0,0,0,0,1,0,0,0,0
Summer 2021,CHEE,8398,16,19826,Doctoral Research,Economou,Demetre J,0,0,0,0,0,1,0,0,0,0
Summer 2021,HIST,3368,1,18976,World Environ History to 1800,Klieman,Kairn,16,9,2,1,5,0,0,0,3,2.869
Summer 2021,SCM,4362,1,18770,Demand and Supply Integration,Nwafor,Onyinye,14,20,4,0,0,0,0,0,1,3.35
Summer 2021,DIGM,2357,30,14540,Content Strategy & Development,Alters,Monika Joanna,14,6,1,0,0,0,0,0,0,3.446
Summer 2021,COSC,6398,217,19747,Special Problems,Merchant,Fatima Aziz,0,0,0,0,0,1,0,0,0,0
Summer 2021,SOC,1300,2,15641,Introduction To Sociology,Dorsey,Patricia Lynne,40,3,1,0,0,0,0,0,0,3.849
Summer 2021,NURS,4216,1,14922,Perioperative Nursing,Quintana,Danielle,16,0,0,0,0,0,0,0,0,4
Summer 2021,ENGL,1303,6,14485,First Year Writing I,Decarion,Andrew P,2,4,3,2,3,0,0,0,0,1.882
Summer 2021,CHEM,8398,6,11428,Doctoral Research,Guloy,Arnold M,0,0,0,0,0,2,0,0,0,0
Summer 2021,COMM,4303,3,17906,Communication Law & Ethics,Dulin,Matt,11,5,1,1,1,0,0,0,1,3.124
Summer 2021,GEOL,8998,1,19650,Doctoral Research,Maddocks,Rosalie F,0,0,0,0,0,1,0,0,0,0
Summer 2021,THEA,1112,2,18937,Production,Cooper,Charles G,1,0,0,0,0,0,0,0,0,4
Summer 2021,LAW,5200,1,18619,Depositions,Daw,Willie,5,6,0,0,0,0,0,0,0,3.365
Summer 2021,LAW,5297,2,18622,Selected Topics,Foteh,Samir Jabra,3,8,0,0,0,0,0,0,0,3.393
Summer 2021,THEA,6281,1,14625,The teaching of Voice,Ward,Rebecca Rose,12,0,0,0,0,0,0,0,0,4
Summer 2021,HLT,4392,1,11684,Field Work in Community Health,Solari Williams,Kayce D.,16,5,2,0,0,0,0,0,2,3.637
