TERM,SUBJECT,CATALOG NBR,CLASS SECTION,CLASS NUMBER,COURSE DESCR,INSTR LAST NAME,INSTR FIRST NAME,A,B,C,D,F,SATISFACTORY,UNSATISFACTORY,NOT REPORTED,TOTAL DROPPED,AVG GPA
Summer 2021,GEOL,8398,12,19416,Doctoral Research,Brandon,Alan,0,0,0,0,0,1,0,0,0,0
Summer 2021,PHCA,8199,2,15081,Doctoral Dissertation Defense,Chen,Hua,2,0,0,0,0,0,0,0,0,4
Summer 2021,CHEM,6398,9,11339,Special Problems,Comito,Robert Joseph,0,0,0,0,0,1,0,0,0,0
Summer 2021,SOCW,7301,1,18523,Confronting Oppression & Injus,Wilson,Maria Isabel,6,0,0,0,0,0,0,0,0,4
Summer 2021,ACCT,2302,5,18691,Prin of Managerial Accounting,Newman,Michael Ray,6,6,1,0,0,0,0,0,0,3.435
Summer 2021,CUIN,7389,2,18716,Digital Media,Dogan,Bulent,16,0,0,0,0,0,0,0,0,4
Summer 2021,HRD,6396,1,13662,Internship in Human Res. Dev.,Shirmohammadi,Melika,4,0,0,0,0,0,0,0,0,3.835
Summer 2021,BIOE,4349,1,18719,Biomedical Microdevices,Majd,Sheereen,7,3,0,0,0,0,0,0,0,3.634
Summer 2021,ANTH,7199,2,14722,Thesis,McNeal,Keith E.,1,0,0,0,0,0,0,0,0,4
Summer 2021,NURS,4212,1,15315,Informatics in Health Care,Cox,Sonya D,7,0,0,0,0,0,0,0,0,4
Summer 2021,INDE,8398,1,12583,Doctoral Research,Lim,Gino Jinho,0,0,0,0,0,1,0,0,0,0
Summer 2021,SOC,1300,1,15310,Introduction To Sociology,Menon-Chembottil,Sarath Kumar,38,8,2,0,0,0,0,0,1,3.729
Summer 2021,MATH,1313,1,12899,Finite Math with Applications,Almus,Melahat,19,18,10,4,8,0,0,0,8,2.638
Summer 2021,PHLS,8199,1,19085,Dissertation,de Dios,Marcel A,0,0,0,0,0,1,0,0,0,0
Summer 2021,LAW,5402,60,14207,Entrpr Community Dev Clinic I,Heard,Christopher D,0,2,0,0,0,0,0,0,0,3.33
Summer 2021,COSC,8399,406,19844,Doctoral Dissertation,Deng,Zhigang,1,0,0,0,0,0,0,0,0,4
Summer 2021,PSYC,7393,3,19136,Field Practicum in Psychology,Witt,Lawrence A,1,0,0,0,0,0,0,0,0,4
Summer 2021,SPAN,1501,7,16174,Elementary Spanish I,Guerrero Gutierrez,Genesis Jezabel,16,5,0,0,1,0,0,0,3,3.591
Summer 2021,ACCT,5397,3,19686,Selected Topics in Accounting,Yampuler,Michael,1,0,0,0,0,0,0,0,0,3.67
Summer 2021,HDFS,2317,1,14609,Human Dev and Interventions,Schoger,Kimberly,45,13,5,0,6,0,0,0,0,3.309
Summer 2021,SPEC,6367,1,18572,Special Education for Leaders,McCormick,Marina,12,0,0,0,0,0,0,0,0,3.918
Summer 2021,ENTR,7394,1,14589,RED Labs Accelerator,McCormick,Kelly,1,0,0,0,0,0,0,0,0,4
Summer 2021,LAW,5400,2,13719,Govt Nonprofit Extshp I,Powers,William,0,0,0,0,0,9,0,0,0,0
Summer 2021,LAW,7397,1,18637,Selected Topics,Morath,Sarah,4,6,0,0,0,0,0,0,1,3.4
Summer 2021,CIVE,6198,1,11895,Research,Kalliontzis,Dimitrios,0,0,0,0,0,1,0,0,0,0
Summer 2021,CIVE,7399,5,19877,Master's Thesis,Hu,Xie,0,0,0,0,0,0,0,0,1,0
Summer 2021,PCOL,6298,2,19766,Special Problems,Zhang,Yang,0,0,0,0,0,1,0,0,0,0
Summer 2021,PETR,8598,14,15306,Doctoral Research,Dindoruk,Birol,0,0,0,0,0,1,0,0,0,0
Summer 2021,TLIM,3345,1,15695,Human Resources in Technology,Mehring,Brian George,9,6,7,0,1,0,0,0,0,2.885
Summer 2021,LAW,6355,3,13725,Govt Nonprofit Extshp II,Hancock,Amy Sladczyk,0,0,0,0,0,1,0,0,0,0
Summer 2021,ACCT,2302,4,16027,Prin of Managerial Accounting,Newman,Michael Ray,31,12,0,0,2,0,0,0,3,3.6
Summer 2021,BCHS,8399,3,19340,Doctoral Dissertation,Widger,William R,0,0,0,0,0,1,0,0,0,0
Summer 2021,RELS,3370,1,14199,The Bible and Modern Science,Ott,Aaron Frederick,7,4,2,0,1,0,0,0,2,3.119
Summer 2021,LAW,5299,17,15278,Special Problems,Vetter,Greg R,0,0,0,0,0,2,0,0,0,0
Summer 2021,ENGL,1304,9,15915,First Year Writing II,Moore,Kelly L,10,7,2,0,2,0,0,0,2,3.032
Summer 2021,GEOL,7301,1,15571,Capstone Project,Van Nieuwenhuise,Donald S,2,1,0,0,0,0,0,0,0,3.667
Summer 2021,ACCT,5332,1,15428,Corporate Taxation,Chen,Xi,2,0,0,0,0,0,0,0,0,4
Summer 2021,MATH,1330,4,11493,Precalculus,Chang,James A,20,14,1,2,5,0,0,0,5,2.992
Summer 2021,HRMA,6198,1,19517,Special Problems,Sirsat,Sujata Ashok,1,0,0,0,0,0,0,0,0,4
Summer 2021,GEOL,7399,3,19642,Masters Thesis,Mann,Paul,1,0,0,0,0,0,0,0,0,4
Summer 2021,PHLS,7301,2,18844,Practicum,Smedley,Diane,0,0,0,0,0,9,0,0,1,0
Summer 2021,ATP,7101,1,14011,"Head, Neck & Spine Eval Lab",Harrison,Layci,8,1,0,0,0,0,0,0,0,3.889
Summer 2021,ECON,6693,1,13956,Master's Research Project,Boul,Ruxandra,6,0,0,0,0,0,0,0,0,4
Summer 2021,PHAR,5672,1,12960,Clinical Pharmaceutical Resch,Tolleson,Shane Russell,3,0,0,0,0,0,0,0,0,4
Summer 2021,BIOL,6398,42,19533,Special Problems,Leasure,Jennifer Leigh,0,0,0,0,0,0,1,0,0,0
Summer 2021,FINA,7364,1,18699,Intl Bus & Political Risk Mgt,Miljanic,Andra Olivia,15,5,0,0,0,0,0,0,0,3.8
Summer 2021,DIGM,3354,30,14115,Video Production 1,Snyder,Philip Charles,13,5,1,1,3,0,0,0,0,3.015
Summer 2021,INDE,6321,1,18555,System Safety Engineering,Rypien,David V,8,0,0,0,0,0,0,0,0,4
Summer 2021,ELCS,8399,5,19391,Doctoral Dissertation,Davis,Tiffany J,1,0,0,0,0,0,0,0,0,4
Summer 2021,CHEM,3331,1,15676,Fund of Organic Chemistry I,Zaitsev,Vladimir G,6,20,27,23,41,0,0,0,15,1.334
Summer 2021,BIOL,4198,1,19626,Independent Study,Frankino,William A,1,0,0,0,0,0,0,0,0,4
Summer 2021,PHOP,6198,9,19131,Spec Prob-Physio Optics,Coates,Daniel R,1,0,0,0,0,0,0,0,0,4
Summer 2021,WGSS,2350,5,18729,Intro To Women's Studies,Ford-McCartney,Devan Shontrell,15,4,1,0,0,0,0,0,0,3.601
Summer 2021,BIOE,6397,1,18940,Selected Topics,Akay,Yasemin M,16,0,0,0,0,0,0,0,0,3.897
Summer 2021,COSC,8399,127,19186,Doctoral Dissertation,Subhlok,Jaspal,0,0,0,0,0,0,0,0,1,0
Summer 2021,MECE,3400,1,14189,Intro To Mechanics,Chang,Christiana,2,3,4,0,0,0,0,0,15,2.888
Summer 2021,PHOP,6667,2,19129,Research Practicum A,Harrison,Wendy W,1,0,0,0,0,0,0,0,0,4
Summer 2021,POLS,1336,4,15266,US and Texas Const/Politics,McDonald,John Terrence George,21,32,10,3,9,0,0,0,2,2.693
Summer 2021,GEOL,7341,1,17936,Geophysical Data Processing,Van Nieuwenhuise,Donald S,2,0,0,0,0,0,0,0,0,4
Summer 2021,PHYS,8398,39,11016,Doctoral Research,Kakadiaris,Ioannis A.,0,0,0,0,0,1,0,0,0,0
Summer 2021,MATH,2331,2,14614,Linear Algebra,Perepelitsa,Mikhail Antolyevic,4,9,13,3,3,0,0,0,1,2.168
Summer 2021,MUSI,1311,1,14613,Theory II,Garza,Paul Victor,6,5,1,1,3,0,0,0,0,2.604
Summer 2021,GERM,3350,1,15579,20Th C Thru German Culture,Kleinheider,Julia D,3,7,1,0,4,0,0,0,0,2.311
Summer 2021,LAW,5602,1,14288,Govt Nonprofit Extshp I,Powers,William,0,0,0,0,0,6,0,0,0,0
Summer 2021,CHEM,8399,11,11448,Doctoral Dissertation,Xu,Shoujun,1,0,0,0,0,0,0,0,0,4
Summer 2021,NURS,4220,1,15314,Clinical Decision Making,Obey,Faye B,5,12,4,0,0,0,0,0,0,3.238
Summer 2021,OPTO,7330,1,19739,"Lasers, Refract Proced, Surg",Dempsey,Robert L.,1,0,0,0,0,0,0,0,0,4
Summer 2021,ECON,4390,4,18640,Economics Internship,Cubas Norando,German,15,0,0,0,0,0,0,0,0,4
Summer 2021,LAW,5297,1,18493,Selected Topics,Davis,Megan Leigh-Wilson,1,2,0,0,0,1,0,0,0,2.5
Summer 2021,HRD,4396,1,13957,Internship in HRD,Owens-Shepard,Toya,34,1,0,0,0,0,0,0,0,3.953
Summer 2021,ACCT,3368,2,11646,Intermediate Accounting II,Yampuler,Michael,3,5,4,0,0,0,0,0,0,2.999
Summer 2021,BCHS,8398,26,19277,Doctoral Research,Schwartz,Robert J,0,0,0,0,0,1,0,0,0,0
Summer 2021,ENGI,2304,6,14836,Technical Communications,Ellis,Kelly Ann,20,3,1,0,2,0,0,0,0,3.449
Summer 2021,MATH,1330,1,12901,Precalculus,Almus,Melahat,19,15,4,1,5,0,0,0,10,2.955
Summer 2021,POLS,1336,50,14618,US and Texas Const/Politics,Belco,Michelle Helene,22,2,1,0,0,0,0,0,0,3.827
Summer 2021,BIOL,4398,2,19658,Independent Study,Graur,Dan,1,0,0,0,0,0,0,0,0,3.67
Summer 2021,GEOL,8398,7,19259,Doctoral Research,Casey,John F,0,0,0,0,0,1,0,0,0,0
Summer 2021,MIS,8399,1,19599,Doctoral Dissertation in MIS,Johnson,Norman A.,1,0,0,0,0,0,0,0,0,4
Summer 2021,KIN,3305,2,14708,Sport Sociology,Graham,Marilynn Hadassah,70,25,2,0,1,0,0,0,0,3.619
Summer 2021,LAW,5120,1,18495,Texas Legal Research,Lawson,Emily Woolard,8,9,1,0,0,0,0,0,2,3.389
Summer 2021,MATH,1310,1,12985,College Algebra,Hafeez,Shahinda,3,7,5,5,5,0,0,0,5,1.986
Summer 2021,ENGL,3330,1,14217,Beg Creative Writing-Fiction,Burns,William,8,1,1,0,0,0,0,0,3,3.733
Summer 2021,COSC,8398,115,15802,Doctoral Research,Laszka,Aron,0,0,0,0,0,7,0,0,0,0
Summer 2021,PSYC,7392,3,15463,Psychology Practicum,Knee,Clifford R,1,0,0,0,0,0,0,0,0,4
Summer 2021,MATH,3321,1,11497,Engineering Mathematics,Etgen,Garret J,4,4,5,5,4,0,0,0,4,1.97
Summer 2021,MATH,3331,1,18225,Differential Equations,Onofrei,Daniel T,7,3,2,3,14,0,0,0,1,1.483
Summer 2021,MANA,4338,1,15649,Performance Management Systems,Bozeman,Dennis,13,19,7,1,0,0,0,0,3,3.166
Summer 2021,OPTO,8990,1,12947,Community Health Clinic,Herring,Ralph Jay,0,0,0,0,0,61,0,0,0,0
Summer 2021,SOCW,7365,1,14563,Crisis Intervention,Battle,Jennifer Alene,29,0,0,0,0,0,0,0,0,4
Summer 2021,MATH,2331,3,13684,Linear Algebra,Sosa Jones,Giselle Gabriela,12,11,10,7,7,0,0,0,4,2.27
Summer 2021,CHEM,1112,3,11328,Fundamentals of Chm Lab,Zaitsev,Vladimir G,6,5,3,2,2,0,0,0,0,2.501
Summer 2021,PHAR,5685,1,12968,Critical Care,Ordonez,Nancy D,9,3,0,0,0,0,0,0,0,3.75
Summer 2021,ACCT,3377,2,15671,Cost Accounting,Serrato,Darlene Marie  Bohac,3,1,2,0,0,0,0,0,1,3.002
Summer 2021,SOCW,7385,14,13016,Field Practicum IV- Clinical,Parker,Jamie Lynne,0,0,0,0,0,35,0,0,1,0
Summer 2021,CHEM,6398,5,11335,Special Problems,Do,Loi H,0,0,0,0,0,2,0,0,0,0
Summer 2021,PSYC,3301,5,18963,Intro Psych Stats,Ovchinnikova,Irina,6,12,1,1,4,0,0,0,3,2.694
Summer 2021,BIOE,8398,2,10102,Doctoral Research,Shevkoplyas,Sergey,0,0,0,0,0,1,0,0,0,0
Summer 2021,ENTR,3312,1,11145,Corporate Entrepreneurship,Karonika,John R,34,6,0,0,2,0,0,0,3,3.627
Summer 2021,KIN,4345,1,13164,Econ and Finc Aspects of Sport,Lee,Dong Hun,11,10,3,0,0,0,0,0,0,3.278
Summer 2021,MIS,4397,1,18666,Selected Topics in MIS,Messinger,Jacob Nelson,16,3,0,0,0,0,0,0,4,3.807
Summer 2021,THEA,6383,1,14628,Light/Cost Des for HS Director,Rigdon,Kevin L,11,0,0,0,0,0,0,0,0,4
Summer 2021,ELCS,7399,1,19742,Masters Thesis,Gonzalez,Elsa,0,1,0,0,0,0,0,0,0,3
Summer 2021,MATH,8398,80,13337,Doctoral Research,Olshanskiy,Maxim Alexandrovich,0,0,0,0,0,1,0,0,0,0
Summer 2021,MIS,4374,1,15211,Info Technology Project Mgmt,Campbell,Phillip James,6,18,15,1,0,0,0,0,0,2.725
Summer 2021,ELET,3405,1,13334,Microprocessor Architecture,Waingankar,Sayali Sandesh,9,10,1,1,0,0,0,0,0,3.286
Summer 2021,LAW,5120,1,18495,Texas Legal Research,Dykes,Christopher,8,9,1,0,0,0,0,0,2,3.389
Summer 2021,MATH,2311,1,13683,Intro To Prob & Statistics,Wang,Wenshuang,19,17,16,6,9,0,0,0,4,2.492
Summer 2021,PHYS,8399,4,10866,Doctoral Dissertation,Cheung-Wyker,Margaret S,0,0,0,0,0,1,0,0,0,0
Summer 2021,MANA,   6A32,1,13709,Organizational Behavior & Mgt,Rude,Dale,4,5,0,0,0,0,0,0,1,3.371
Summer 2021,HIST,4314,1,15268,Am Hist Through Film,Young,Nancy Beck,11,13,2,0,4,0,0,0,2,2.922
Summer 2021,SOCW,7326,1,14562,Disparities in Health,Torres,Isabel,11,4,0,0,0,0,0,0,0,3.689
Summer 2021,THEA,1112,1,18936,Production,Cooper,Charles G,5,0,0,0,0,0,0,0,0,4
Summer 2021,SOCW,7339,7,13313,Prof. Grant Writing for SW,Stagg,Helen Ruth,25,1,0,0,0,0,0,0,0,3.746
Summer 2021,BIOE,7399,5,14778,Masters Thesis,Mohan,Chandra,0,0,0,0,0,1,0,0,1,0
Summer 2021,PHAR,5663,2,12980,Pharmacy Management,Ordonez,Nancy D,8,0,0,0,0,0,0,0,0,4
Summer 2021,GEOL,8399,6,19411,Doctoral Dissertation,Zhou,Hua-Wei,1,0,0,0,0,1,0,0,0,2
Summer 2021,GEOL,6397,1,18456,Selected Topics in Geology,Mann,Paul,3,2,0,0,0,0,0,0,1,3.468
Summer 2021,TLIM,3330,1,18898,Innovation Principles,Crawley,David L,11,5,0,0,1,0,0,0,2,3.393
Summer 2021,OPTO,8384,1,12945,Practice Management II,Loayza,Cristian,25,7,0,0,0,0,0,0,0,3.658
Summer 2021,SPAN,3375,2,15316,US Hispanic Culture & Civiliza,Cuesta,Mabel,20,1,0,0,0,0,0,0,1,3.874
Summer 2021,ENGL,1304,2,13340,First Year Writing II,Jones,Philip R,6,2,1,0,0,0,0,0,5,3.556
Summer 2021,PSYC,2301,1,15583,Intro To Methods in Psychology,Santacroce,Lindsay,29,24,5,5,4,0,0,0,2,2.995
Summer 2021,LAW,5197,7,18830,Selected Topics,Lawrence,Jim E,0,0,0,0,0,9,0,0,0,0
Summer 2021,NURS,3636,1,14193,Nur Process for Colabrtive Prc,Quintana,Danielle,12,56,1,1,0,0,0,0,0,3.143
Summer 2021,ELED,4320,4,19399,Social Studies Ele Sch,Ford,Haley Michelle Grimland,23,4,1,0,1,0,0,0,0,3.632
Summer 2021,ENTR,3310,4,16457,Entrepreneurship,Ortega,Carlos Alberto,82,7,9,0,1,0,0,0,1,3.654
Summer 2021,HRD,6303,30,15683,Assessment & Evaluation in Hrd,Alston PhD,Carmen M,7,0,1,0,0,0,0,0,0,3.75
Summer 2021,PHAR,5297,2,19059,Selected Topics in Pharmacy,Sansgiry,Sujit Sharad,0,0,0,0,0,2,0,0,0,0
Summer 2021,LAW,5602,1,14288,Govt Nonprofit Extshp I,Hancock,Amy Sladczyk,0,0,0,0,0,6,0,0,0,0
Summer 2021,OPTO,5298,3,19298,Spec Prob Phys Optics,Quintero,Sam,0,0,0,0,0,8,0,0,0,0
Summer 2021,PETR,8399,7,14897,Doctoral Dissertation,Wong,George K,0,0,0,0,0,1,0,0,0,0
Summer 2021,ENTR,3310,3,15660,Entrepreneurship,Ortega,Carlos Alberto,83,9,5,0,1,0,0,0,2,3.735
Summer 2021,ENGL,8399,2,15974,Doctoral Dissertation,Ehlers,Sarah E,1,0,0,0,0,0,0,0,0,4
Summer 2021,PSYC,2380,3,15309,Intro To Social Psy,Anderson,Jill Annette,6,23,12,5,5,0,0,0,3,2.366
Summer 2021,COMM,1303,1,16339,Writing for Communicators,Lyn,Robyn,33,10,1,0,4,0,0,0,0,3.403
Summer 2021,AAMS,2300,1,18638,Intro Asian American Studies,Nguyen,An,3,1,0,0,2,0,0,0,1,2.39
Summer 2021,HDCS,3303,1,13679,Retailing and Consumer Science,Rifai,Rana Ihsan,10,9,0,2,2,0,0,0,0,2.885
Summer 2021,PHYS,8498,2,10896,Doctoral Research,Pinsky,Lawrence S,0,0,0,0,0,1,0,0,0,0
Summer 2021,PSYC,6352,4,15467,Directed Rsch in I/O Psyc,Ng,Vincent,2,0,0,0,0,0,0,0,0,4
Summer 2021,RELS,1301,5,18928,Intro To Religious Studies,Langton,Karen J,12,2,1,0,0,0,0,0,0,3.689
Summer 2021,CUIN,8310,45,14020,Laboratory of Practice,McNeil,Sara G,3,0,0,0,1,0,0,0,0,3
Summer 2021,POLS,1337,3,15288,"US Govt: Congress,Pres & Crts",Lothamer,Lucas J,18,15,3,3,3,0,0,0,2,2.937
Summer 2021,SOCW,7356,2,18522,Groups in Clinical Settings,Cheung,Poi Ten Ada,19,0,0,0,0,0,0,0,0,3.983
Summer 2021,SOCW,7325,2,18539,Assessment in SW Practice,Borja,Sharon G,21,0,0,0,0,0,0,0,0,3.921
Summer 2021,HIST,1377,5,18877,The U S To 1877,Boutin-Bloomberg,Eric Nathaniel,34,7,2,1,6,0,0,0,0,3.227
Summer 2021,CHEM,1112,8,11637,Fundamentals of Chm Lab,Zaitsev,Vladimir G,7,3,4,0,5,0,0,0,0,2.386
Summer 2021,PSYC,8399,2,14213,Doctoral Dissertation,Hernandez,Arturo E,2,0,0,0,0,0,0,0,0,4
Summer 2021,TLIM,3371,30,18911,Budgeting and Financial Princ,Burns,Maria,18,0,0,1,1,0,0,0,0,3.568
Summer 2021,CHEM,8399,6,11443,Doctoral Dissertation,Baldelli,Steve,0,0,0,0,0,2,0,0,0,0
Summer 2021,HDCS,1300,4,18743,Human Ecosystems & Tech Change,Rifai,Rana Ihsan,11,6,3,3,5,0,0,0,0,2.453
Summer 2021,HDCS,1300,2,14582,Human Ecosystems & Tech Change,Whittington,Alexandra L,7,3,2,0,6,0,0,0,2,2.333
Summer 2021,PHAR,4280,2,18734,Med/Pt Safety & Informatics,Varkey,Divya A,51,0,0,0,0,0,0,0,0,4
Summer 2021,BIOL,1161,5,10356,Intro To Biol Science Lab 1,Medrano,Ana I,13,5,1,2,0,0,0,0,2,3.271
Summer 2021,THEA,6181,1,14631,Applying Method Des/Dramaturgy,Rigdon,Kevin L,12,0,0,0,0,0,0,0,0,4
Summer 2021,ELET,1401,1,18967,Circuit Theory and Lab II,Moges,Mequanint A,3,6,0,0,0,0,0,0,0,3.26
Summer 2021,CHEM,1111,16,13806,Fundamentals of Chm Lab,Zaitsev,Vladimir G,5,3,2,1,2,0,0,0,1,2.59
Summer 2021,MATH,6308,1,16183,Advanced Linear Algebra I,Kalantar,Mehrdad,1,0,0,0,0,0,0,0,2,4
Summer 2021,MANA,7397,2,18697,Selected Topics in Management,Wesley,Curtis,6,2,0,0,0,0,0,0,0,3.126
Summer 2021,CIVE,2330,2,16213,Mechanics I (Statics),Krakowiak,Konrad,3,0,0,0,0,0,0,0,0,4
Summer 2021,BCHS,8398,2,19251,Doctoral Research,Widger,William R,0,0,0,0,0,1,0,0,0,0
Summer 2021,HIST,1377,1,15905,The U S To 1877,Clavin,Matthew J,28,54,3,4,6,0,0,0,4,2.955
Summer 2021,SCLT,3387,30,14144,Procurement,Velarde,Jose Manuel,19,10,4,0,2,0,0,0,1,3.238
Summer 2021,PSYC,1300,4,14508,Intro To Psychology,Jeff-Eke,Evonzia G,56,2,0,2,0,0,0,0,0,3.856
Summer 2021,KIN,3309,1,15741,Biomechanics,Arellano,Christopher,5,32,20,1,1,0,0,0,1,2.639
Summer 2021,PSYC,8399,10,14290,Doctoral Dissertation,Spitzmuller,Christiane,1,0,0,0,0,0,0,0,0,4
Summer 2021,ECE,8198,5,12320,Doctoral Research,Faghih,Rose T,0,0,0,0,0,1,0,0,0,0
Summer 2021,HLT,3325,2,16163,Medical Terminology,Bloom,Joel A,48,10,1,0,0,0,0,0,2,3.746
Summer 2021,ENGL,1303,3,14016,First Year Writing I,Valentine,Amandelin A,11,2,2,0,6,0,0,0,3,2.524
Summer 2021,CUIN,8399,2,16512,Doctoral Dissertation,White,Cameron Scott,1,0,0,0,0,0,0,0,0,4
Summer 2021,PSYC,3337,1,15593,Psychology of Human Sexuality,Pierce,Jace D,22,9,4,1,4,0,0,0,2,3.067
Summer 2021,ART,1371,1,15750,Fundamentals of Photo/DM,Hillerbrand,Stephan C,20,0,0,0,0,0,0,0,0,3.967
Summer 2021,SPAN,4313,1,19078,Advanced Eng/Span Translation,Arboleda,Paola,12,2,1,0,0,0,0,0,2,3.557
Summer 2021,GENB,7303,1,13990,Prof Accounting Communication,Newman,Michael Ray,26,2,0,0,0,0,0,0,0,3.94
Summer 2021,PSYC,8399,15,14759,Doctoral Dissertation,Witt,Lawrence A,1,0,0,0,0,0,0,0,0,4
Summer 2021,NURS,6321,1,18793,Leadership Practicum,Brohard,Cheryl L,10,0,0,0,0,0,0,0,0,4
Summer 2021,CUIN,3302,1,15219,Social Education,Thomas,Dustine J,37,5,0,0,1,0,0,0,0,3.798
Summer 2021,THEA,6386,1,14593,Drama in Context,Shimko,Robert B,10,0,0,0,0,0,0,0,0,3.967
Summer 2021,PHOP,8398,3,19138,Doctoral Research,Ostrin,Lisa,1,0,0,0,0,0,0,0,0,4
Summer 2021,DIGM,3152,30,18611,Graphic Comm Output Lab,Dawson,Michael John,2,0,0,0,0,0,0,0,0,4
Summer 2021,BIOL,8398,35,19369,Doctoral Research,Azevedo,Ricardo,0,0,0,0,0,1,0,0,0,0
Summer 2021,PHIL,1361,2,14575,Philosophy and the Arts,Drapela,Nick Gerard,27,14,2,2,2,0,0,0,2,3.249
Summer 2021,PSYC,8321,1,14214,Clinical Psyc Internship,Vincent,John P,4,0,0,0,0,0,0,0,1,4
Summer 2021,HIST,1377,2,15267,The U S To 1877,Erwing,Douglas A,18,0,0,0,2,0,0,0,2,3.534
Summer 2021,COSC,8398,122,15809,Doctoral Research,Pavlidis,Ioannis T,0,0,0,0,0,2,0,0,0,0
Summer 2021,ELCS,8399,4,18600,Doctoral Dissertation,Zou,Yali,2,0,0,0,0,2,0,0,0,2
Summer 2021,SPAN,1502,3,11121,Elementary Spanish II,Torres,Cristina,8,7,3,0,3,0,0,0,1,2.825
Summer 2021,COMD,4489,1,18562,Clinical Procedures,Cizek,Laura S,10,0,0,0,0,0,0,0,0,4
Summer 2021,CHEM,1111,2,10467,Fundamentals of Chm Lab,Zaitsev,Vladimir G,4,5,0,0,2,0,0,0,0,2.818
Summer 2021,PHAR,5207,1,15725,Herbal Medicine,Ruan,Ke-He,20,0,0,0,0,0,0,0,0,4
Summer 2021,IDNS,2197,1,18761,Top-Natrl Sci & Mth,Perepelitsa,Irina,0,0,0,0,0,43,0,0,1,0
Summer 2021,HDFS,4316,2,16214,Dynamics of Family Relations,Rab,Saira,32,2,3,1,0,0,0,0,2,3.702
Summer 2021,HRMA,3160,1,12775,Hospitality Practicum II,Doudna,Simone P,8,2,0,0,0,0,0,0,0,3.866
Summer 2021,INDE,2333,1,10170,Egr Statistics I,Wang,Yaping,13,7,11,10,2,0,0,0,1,2.434
Summer 2021,MATH,2433,5,12986,Calculus III,West,James David,3,7,4,9,10,0,0,0,5,1.505
Summer 2021,MATH,8398,30,13820,Doctoral Research,Climenhaga,Vaughn,0,0,0,0,0,3,0,0,0,0
Summer 2021,POLC,6311,1,18620,Leader and Prof Development,Witt,Lawrence A,9,0,0,0,0,0,0,0,0,4
Summer 2021,PHAR,5683,1,13309,Cardiology,Ordonez,Nancy D,3,2,0,0,0,0,0,0,0,3.6
Summer 2021,LAW,5514,1,14257,Judicial Externship I,Worrell,Carey Ann,0,0,0,0,0,3,0,0,0,0
Summer 2021,ECON,2304,1,10270,Microeconomic Principles,Melendez Lugo,Joel,12,14,11,5,4,0,0,0,3,2.536
Summer 2021,LAW,6217,1,15269,Negotia & Creative Prblm Slvng,Block,Nathan Matthew,2,4,0,0,0,1,0,0,0,2.904
Summer 2021,MATH,3321,3,15635,Engineering Mathematics,West,James David,4,2,4,2,15,0,0,0,3,1.149
Summer 2021,PHAR,5297,5,19654,Selected Topics in Pharmacy,Thornton,James D,1,0,0,0,0,0,0,0,0,4
Summer 2021,COSC,8398,108,15796,Doctoral Research,Gabriel,Edgar,0,0,0,0,0,1,0,0,0,0
Summer 2021,FINA,7377,1,15761,Electric Power Markets,Gasca,Amparo Amy,11,4,0,0,0,0,0,0,0,3.667
Summer 2021,COMM,6398,3,10198,Special Problems,Madrid-Morales,Daniel,1,0,0,0,0,0,0,0,0,3.67
Summer 2021,ECE,8598,5,12491,Doctoral Research,Faghih,Rose T,0,0,0,0,0,1,0,0,0,0
Summer 2021,CHEM,1332,1,14906,Fundamentals of Chemistry,Czader,Arkadiusz,7,21,27,24,65,0,0,0,23,1.148
Summer 2021,CHEM,6398,6,11336,Special Problems,Teets,Thomas,0,0,0,0,0,4,0,0,0,0
Summer 2021,THEA,6297,3,18797,Selected Topics,Ferrarone,Jessica,10,0,0,0,0,0,0,0,0,4
Summer 2021,CHEM,6398,4,11334,Special Problems,Gilbertson,Scott R,0,0,0,0,0,1,0,0,0,0
Summer 2021,LAW,6220,1,18491,Trademark Prosecution,Hunt,Lee Burton,3,7,0,0,0,0,0,0,0,3.201
Summer 2021,POLS,1336,51,15876,US and Texas Const/Politics,Belco,Michelle Helene,9,0,0,0,0,0,0,0,0,3.963
Summer 2021,LAW,5397,1,18636,Selected Topics,Swift,Kenneth Richard,5,4,1,0,0,1,0,0,0,3.091
Summer 2021,PSYC,3301,6,18977,Intro Psych Stats,Lewis,Blaine A,7,14,6,5,3,0,0,0,5,2.514
Summer 2021,ELCS,8330,1,18647,Statistical Analyses,Pettersson-Cobb,Jennifer,1,0,0,0,0,0,0,0,0,3.67
Summer 2021,LAW,5197,14,18837,Selected Topics,Lawrence,Jim E,0,0,0,0,0,2,0,0,0,0
Summer 2021,PSYC,6359,1,15963,Directed Rsch in Clinical Psyc,Zvolensky,Michael J,1,0,0,0,0,0,0,0,0,4
Summer 2021,PSYC,6392,1,14205,Intervention Practicum,Vincent,John P,0,0,0,0,0,7,0,0,0,0
Summer 2021,COSC,7399,119,19393,Masters Thesis,Ordonez,Carlos,1,0,0,0,0,0,0,0,0,4
Summer 2021,GEOL,8398,8,19394,Doctoral Research,Khan,Shuhab D.,0,0,0,0,0,2,0,0,0,0
Summer 2021,GEOL,8398,9,19401,Doctoral Research,Suppe,John,0,0,0,0,0,1,0,0,0,0
Summer 2021,SPEC,7341,1,15223,Assessment of Learning Diff,Hassett,Kristen Spring,10,0,0,0,0,0,0,0,0,3.967
