TERM,SUBJECT,CATALOG NBR,CLASS SECTION,COURSE DESCR,INSTR LAST NAME,INSTR FIRST NAME,A,B,C,D,F,TOTAL DROPPED,AVG GPA
Spring 2019,IDNS,2197,20,Top-Natrl Sci & Mth,Hamilton,Andrew L,25,12,1,0,0,1,3.579
Spring 2019,IDNS,2197,20,Top-Natrl Sci & Mth,Brown,Beverly M,25,12,1,0,0,1,3.579
Spring 2019,IDNS,2197,20,Top-Natrl Sci & Mth,Cerna,Eduardo,25,12,1,0,0,1,3.579
Spring 2019,IDNS,2197,21,Top-Natrl Sci & Mth,Brown,Beverly M,22,5,2,0,0,0,3.633
Spring 2019,IDNS,2197,21,Top-Natrl Sci & Mth,Cerna,Eduardo,22,5,2,0,0,0,3.633
Spring 2019,IDNS,2197,21,Top-Natrl Sci & Mth,Hamilton,Andrew L,22,5,2,0,0,0,3.633
Spring 2019,IDNS,2197,22,Top-Natrl Sci & Mth,Brown,Beverly M,18,11,2,0,0,1,3.474
Spring 2019,IDNS,2197,22,Top-Natrl Sci & Mth,Cerna,Eduardo,18,11,2,0,0,1,3.474
Spring 2019,IDNS,2197,22,Top-Natrl Sci & Mth,Hamilton,Andrew L,18,11,2,0,0,1,3.474
Spring 2019,IDNS,2197,23,Top-Natrl Sci & Mth,Cerna,Eduardo,23,6,1,0,0,0,3.667
Spring 2019,IDNS,2197,23,Top-Natrl Sci & Mth,Brown,Beverly M,23,6,1,0,0,0,3.667
Spring 2019,IDNS,2197,23,Top-Natrl Sci & Mth,Hamilton,Andrew L,23,6,1,0,0,0,3.667
Spring 2019,IDNS,2197,24,Top-Natrl Sci & Mth,Hamilton,Andrew L,21,3,2,0,0,0,3.718
Spring 2019,IDNS,2197,24,Top-Natrl Sci & Mth,Cerna,Eduardo,21,3,2,0,0,0,3.718
