TERM,SUBJECT,"CATALOG NBR","CLASS SECTION","COURSE DESCR","INSTR LAST NAME","INSTR FIRST NAME",A,B,C,D,F,"TOTAL DROPPED","AVG GPA"
"Summer 2015",ACCT,4396,1,"Accounting Internship",Newman,"Michael Ray",,,,,,,
"Summer 2015",ACCT,7396,1,"Accounting Internship",Newman,"Michael Ray",,,,,,,
"Summer 2015",ANTH,6399,7,"Masters Thesis",Rasmussen,"Susan J",,,,,,,
"Summer 2015",BCHS,6398,8,"Special Problems",Fox,"George Edward",,,,,,,
"Summer 2015",BIOL,4398,3,"Independent Study",Meisel,"Richard P",,,,,,,
"Summer 2015",BIOL,7399,59,"Masters Thesis",Chung,Sang-Hyuk,,,,,,,
"Summer 2015",BIOL,8298,17,"Doctoral Research",Sater,Amy,,,,,,,
"Summer 2015",BIOL,8298,25,"Doctoral Research",Zufall,"Rebecca A",,,,,,,
"Summer 2015",BIOL,8398,6,"Doctoral Research",Zufall,"Rebecca A",,,,,,,
"Summer 2015",BIOL,8399,14,"Doctoral Dissertation",Dryer,"Stuart E",,,,,,,
"Summer 2015",BIOL,8399,19,"Doctoral Dissertation",Sater,Amy,,,,,,,
"Summer 2015",CHEE,4398,1,"Independent Study",Worstell,"Jonathan H",,,,,,,
"Summer 2015",CHEE,6198,7,Research,Krishnamoorti,Ramanan,,,,,,,
"Summer 2015",CHEE,6298,18,Research,Holley,"Thomas K",,,,,,,
"Summer 2015",CHEE,6398,4,Research,Donnelly,"Vincent M.",,,,,,,
"Summer 2015",CHEE,6398,10,Research,Nikolaou,Michael,,,,,,,
"Summer 2015",CHEE,6398,20,Research,Lee,"William John",,,,,,,
"Summer 2015",CHEE,6498,20,Research,Holley,"Thomas K",,,,,,,
"Summer 2015",CHEE,6598,17,Research,Krishnamoorti,Ramanan,,,,,,,
"Summer 2015",CHEE,8198,10,"Doctoral Research",Willson,Richard,,,,,,,
"Summer 2015",CHEE,8298,9,"Doctoral Research",Willson,Richard,,,,,,,
"Summer 2015",CHEE,8398,2,"Doctoral Research",Harold,"Michael P",,,,,,,
"Summer 2015",CHEE,8398,7,"Doctoral Research",Varadarajan,Navin,,,,,,,
"Summer 2015",CHEE,8398,10,"Doctoral Research",Krishnamoorti,Ramanan,,,,,,,
"Summer 2015",CHEE,8398,14,"Doctoral Research",Epling,"William S",,,,,,,
"Summer 2015",CHEE,8398,15,"Doctoral Research",Cirino,"Patrick C",,,,,,,
"Summer 2015",CHEM,6198,3,"Special Problems",Do,"Loi H",,,,,,,
"Summer 2015",CHEM,6399,20,"Masters Thesis",Yang,Ding-Shyue,,,,,,,
"Summer 2015",CHEM,6498,8,"Special Problems",Do,"Loi H",,,,,,,
"Summer 2015",CIVE,6298,5,Research,Glennie,"Craig Len",,,,,,,
"Summer 2015",CIVE,6298,18,Research,Vipulanandan,Cumaraswamy,,,,,,,
"Summer 2015",CIVE,6398,15,Research,Rodrigues,"Debora Frigi",,,,,,,
"Summer 2015",CIVE,6498,5,Research,Glennie,"Craig Len",,,,,,,
"Summer 2015",CIVE,6498,18,Research,Vipulanandan,Cumaraswamy,,,,,,,
"Summer 2015",CIVE,8298,3,"Doctoral Research",Dawood,"Mina M.R.",,,,,,,
"Summer 2015",CIVE,8398,13,"Doctoral Research",Rifai,"Hanadi S",,,,,,,
"Summer 2015",CIVE,8498,3,"Doctoral Research",Dawood,"Mina M.R.",,,,,,,
"Summer 2015",COMM,6198,5,"Comprehensive Exams",Ni,Lan,,,,,,,
"Summer 2015",COMM,6398,25,"SP-Comprehensive Exams",Ni,Lan,,,,,,,
"Summer 2015",COSC,4398,1,"Independent Study",Johnsson,Lennart,,,,,,,
"Summer 2015",COSC,6399,21,"Masters Thesis",Garbey,Marc,,,,,,,
"Summer 2015",COSC,7399,5,"Masters Thesis",Kakadiaris,"Ioannis A.",,,,,,,
"Summer 2015",COSC,7399,8,"Masters Thesis",Shah,Shishir,,,,,,,
"Summer 2015",COSC,7399,12,"Masters Thesis",Verma,"Rakesh M",,,,,,,
"Summer 2015",COSC,7399,14,"Masters Thesis",Cheng,"Albert M K",,,,,,,
"Summer 2015",COSC,7399,17,"Masters Thesis",Hilford,Victoria,,,,,,,
"Summer 2015",COSC,7399,18,"Masters Thesis",Garbey,Marc,,,,,,,
"Summer 2015",COSC,8398,21,"Doctoral Research",Huang,"Shou-Hsuan Stephen",,,,,,,
"Summer 2015",CUIN,7301,3,"CUIN Capstone Seminar",Brower,"Samuel Richard",,,,,,,
"Summer 2015",ECE,6198,1,Research,Chen,Ji,,,,,,,
"Summer 2015",ECE,6198,23,Research,Wolfe,"John C",,,,,,,
"Summer 2015",ECE,6392,1,"Internship I",Ruchhoeft,Paul,,,,,,,
"Summer 2015",ECE,6398,37,Research,Sheth,"Bhavin R.",,,,,,,
"Summer 2015",ECE,6399,7,"Masters Thesis",Song,Gangbing,,,,,,,
"Summer 2015",ECE,6598,16,Research,Wolfe,"John C",,,,,,,
"Summer 2015",ECE,6598,19,Research,Chen,Ji,,,,,,,
"Summer 2015",ECE,7392,1,"Internship II",Ruchhoeft,Paul,,,,,,,
"Summer 2015",ECE,8398,9,"Doctoral Research",Chen,Jinghong,,,,,,,
"Summer 2015",ECE,8398,30,"Doctoral Research",Ogmen,Haluk,,,,,,,
