department,catalogNumber,description,catoid,coid,coreCode,coreArea,groupNavoid,groupTitle
WCL,3348,Enlightenment Stories,36,174139,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
WCL,4351,Frames of Modernity I,36,173430,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
WCL,4352,Frames of Modernity II - Postmodernity and Globalization,36,173431,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
WCL,4356,World Film & Film Theory,36,173433,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
WCL,4365,World Fiction & Reportage,36,173436,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
WCL,4367,Voices from Exile and Diaspora,36,173437,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
BUSI,2305,Business Statistics,36,184550,91,Mathematics/Reasoning,13128,2020-2021 Undergraduate Catalog
COSC,1306,Computer Science & Programming,36,170801,91,Mathematics/Reasoning,13128,2020-2021 Undergraduate Catalog
CUIN,2320,Mathematics for Elementary and Middle School Teachers,36,174137,91,Mathematics/Reasoning,13128,2020-2021 Undergraduate Catalog
ECON,2370,Introduction to Economic Data Analysis,36,171028,91,Mathematics/Reasoning,13128,2020-2021 Undergraduate Catalog
ELET,2300,Introduction to C++ Programming,36,171173,91,Mathematics/Reasoning,13128,2020-2021 Undergraduate Catalog
MATH,1312,Introduction to Mathematical Reasoning,36,172367,91,Mathematics/Reasoning,13128,2020-2021 Undergraduate Catalog
MATH,1313,Finite Math with Applications,36,172368,91,Mathematics/Reasoning,13128,2020-2021 Undergraduate Catalog
MATH,1314,Calculus for Business and the Life Sciences,36,172369,91,Mathematics/Reasoning,13128,2020-2021 Undergraduate Catalog
MATH,1330,Precalculus,36,172370,91,Mathematics/Reasoning,13128,2020-2021 Undergraduate Catalog
MATH,1431,Calculus I,36,172372,91,Mathematics/Reasoning,13128,2020-2021 Undergraduate Catalog
MATH,1432,Calculus II,36,172373,91,Mathematics/Reasoning,13128,2020-2021 Undergraduate Catalog
MATH,1450,Accelerated Calculus,36,172374,91,Mathematics/Reasoning,13128,2020-2021 Undergraduate Catalog
MATH,1451,Accelerated Calculus,36,172375,91,Mathematics/Reasoning,13128,2020-2021 Undergraduate Catalog
MATH,2311,Introduction to Probability and Statistics,36,172377,91,Mathematics/Reasoning,13128,2020-2021 Undergraduate Catalog
PHIL,1321,Logic I,36,172732,91,Mathematics/Reasoning,13128,2020-2021 Undergraduate Catalog
POLS,3312,"Arguments, Data, and Politics",36,172865,91,Mathematics/Reasoning,13128,2020-2021 Undergraduate Catalog
POLS,3316,Statistics for Political Scientists,36,172869,91,Mathematics/Reasoning,13128,2020-2021 Undergraduate Catalog
PSYC,3301,Introduction to Psychological Statistics,36,172970,91,Mathematics/Reasoning,13128,2020-2021 Undergraduate Catalog
TMTH,3360,Applied Technical Statistics,36,173446,91,Mathematics/Reasoning,13128,2020-2021 Undergraduate Catalog
ENGL,1301,First Year Writing I,41,194604,10,Communication,14726,2021-2022 Undergraduate Catalog
ENGL,1302,First Year Writing II,41,194605,10,Communication,14726,2021-2022 Undergraduate Catalog
ENGL,1370,Freshman Composition II-Honors,41,194608,10,Communication,14726,2021-2022 Undergraduate Catalog
ENGL,2361,Western World Lit II–Honors,41,194633,10,Communication,14726,2021-2022 Undergraduate Catalog
BUSI,2305,Business Statistics,41,197988,20,Mathematics,14727,2021-2022 Undergraduate Catalog
MATH,1314,College Algebra,41,195722,20,Mathematics,14727,2021-2022 Undergraduate Catalog
MATH,1324,Finite Math with Applications,41,195725,20,Mathematics,14727,2021-2022 Undergraduate Catalog
MATH,1325,Calculus for Business & Social Sciences,41,195726,20,Mathematics,14727,2021-2022 Undergraduate Catalog
MATH,1332,Elementary Mathematical Modeling,41,195723,20,Mathematics,14727,2021-2022 Undergraduate Catalog
MATH,1342,Elementary Statistical Methods,41,195734,20,Mathematics,14727,2021-2022 Undergraduate Catalog
MATH,1351,Introduction to Mathematical Reasoning,41,195724,20,Mathematics,14727,2021-2022 Undergraduate Catalog
MATH,1450,Accelerated Calculus,41,195731,20,Mathematics,14727,2021-2022 Undergraduate Catalog
MATH,2312,Precalculus,41,195727,20,Mathematics,14727,2021-2022 Undergraduate Catalog
MATH,2413,Calculus I,41,195729,20,Mathematics,14727,2021-2022 Undergraduate Catalog
BIOL,1305,Human Biology for the Informed Citizen,41,197709,30,Life and Physical Sciences,14728,2021-2022 Undergraduate Catalog
BIOL,1306,Biology for Science Majors I (lecture),41,193688,30,Life and Physical Sciences,14728,2021-2022 Undergraduate Catalog
BIOL,1307,Biology for Science Majors II (lecture,41,193689,30,Life and Physical Sciences,14728,2021-2022 Undergraduate Catalog
BIOL,1308,Biology for Non-Science Majors I (lecture),41,193683,30,Life and Physical Sciences,14728,2021-2022 Undergraduate Catalog
BIOL,1309,Biology for Non-Science Majors II (lecture),41,193684,30,Life and Physical Sciences,14728,2021-2022 Undergraduate Catalog
BIOL,1319,Human Genetics and Society,41,193682,30,Life and Physical Sciences,14728,2021-2022 Undergraduate Catalog
BIOL,2315,Biology of Food,41,197789,30,Life and Physical Sciences,14728,2021-2022 Undergraduate Catalog
CHEM,1305,Foundations of Chemistry,41,193852,30,Life and Physical Sciences,14728,2021-2022 Undergraduate Catalog
CHEM,1311,Fundamentals of Chemistry,41,193854,30,Life and Physical Sciences,14728,2021-2022 Undergraduate Catalog
CHEM,1312,Fundamentals of Chemistry 2,41,193855,30,Life and Physical Sciences,14728,2021-2022 Undergraduate Catalog
GEOL,1302,Intro To Global Climate Change,41,194854,30,Life and Physical Sciences,14728,2021-2022 Undergraduate Catalog
GEOL,1303,Physical Geology,41,194855,30,Life and Physical Sciences,14728,2021-2022 Undergraduate Catalog
GEOL,1304,Historical Geology,41,194859,30,Life and Physical Sciences,14728,2021-2022 Undergraduate Catalog
GEOL,1340,Earth Systems,41,194856,30,Life and Physical Sciences,14728,2021-2022 Undergraduate Catalog
GEOL,1345,Introduction to Oceanography,41,194858,30,Life and Physical Sciences,14728,2021-2022 Undergraduate Catalog
GEOL,1347,Introduction To Meteorology,41,194857,30,Life and Physical Sciences,14728,2021-2022 Undergraduate Catalog
GEOL,1370,Natural Disasters,41,197788,30,Life and Physical Sciences,14728,2021-2022 Undergraduate Catalog
NUTR,2332,Introduction To Human Nutrition,41,195375,30,Life and Physical Sciences,14728,2021-2022 Undergraduate Catalog
PHAR,2362,Principles of Drug Action,41,196086,30,Life and Physical Sciences,14728,2021-2022 Undergraduate Catalog
PHYS,1301,College Physics I (lecture),41,196175,30,Life and Physical Sciences,14728,2021-2022 Undergraduate Catalog
PHYS,1302,College Physics II (lecture),41,196176,30,Life and Physical Sciences,14728,2021-2022 Undergraduate Catalog
PHYS,1303,Stars and Galaxies,41,196178,30,Life and Physical Sciences,14728,2021-2022 Undergraduate Catalog
PHYS,1304,Solar System,41,196177,30,Life and Physical Sciences,14728,2021-2022 Undergraduate Catalog
PHYS,2325,University Physics I (lecture),41,196179,30,Life and Physical Sciences,14728,2021-2022 Undergraduate Catalog
PHYS,2326,University Physics II (lecture),41,196180,30,Life and Physical Sciences,14728,2021-2022 Undergraduate Catalog
AAS,2320,Intro To African American Stdy,41,193280,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
AAS,2330,Black Liberation Theology,41,193282,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
ARAB,3340,Modern & Rationalism in Islamic Tradition,41,193419,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
ARTH,1300,Ways of Seeing: Art and Our Visual World,41,193597,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
ARTS,1303,Art History I (Prehistoric to the 14th Century),41,193598,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
CHIN,3352,Chin Cul & Soc Thru Mod Lit,41,193918,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
CHIN,3360,A Look Into Modern China,41,193920,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
CLAS,3307,Greek & Roman Myths of Heroes,41,193959,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
CLAS,3308,Myths & Cult of the Greek Gods,41,193960,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
CLAS,3366,Greek Art and Archaeology: In Search of the Trojan War,41,193963,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
CLAS,3374,Women in the Ancient World,41,193965,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
ENGL,2305,Intro To Fiction,41,194614,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
