department,catalogNumber,description,catoid,coid,coreCode,coreArea,groupNavoid,groupTitle
ENGL,2306,Intro To Poetry,41,194615,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
ENGL,2308,Intro-Non-Fiction Prose,41,194617,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
ENGL,2314,Literature and Identity,41,194627,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
ENGL,2315,Literature and Film,41,194621,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
ENGL,2316,Literature and Culture,41,194622,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
ENGL,2325,Lit Trad of Nonwestern World,41,194629,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
ENGL,2340,Cosmic Narratives,41,194631,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
ENGL,3306,Shakespeare-Major Works,41,194642,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
ENGL,3324,The Development of the Novel,41,194654,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
ENGL,3325,Structures of Poetry,41,194655,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
ENGL,3327,Masterpieces of British Literature to the Eighteenth Century,41,194657,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
ENGL,3328,Masterpieces of British Literature from the Eighteenth Century,41,194658,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
ENGL,3350,American Literature to 1865,41,194668,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
ENGL,3351,Am Lit Since 1865,41,194669,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
ENGL,3360,Survey of African-American Lit,41,194675,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
ETHN,2300,Introduction to Ethnic Studies,41,197917,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
FREN,3318,History of French Cinema,41,194796,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
FREN,3319,History of the French Cinema,41,194797,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
FREN,3321,Francophone African Cinema,41,194799,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
FREN,3322,Francophone African Cinema,41,194800,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
FREN,3362,Paris-Berlin: Tales of Two Cities,41,194801,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
FREN,3364,Writing Holocausts: The Literatures of Genocide,41,194802,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
GERM,3350,20Th C Thru German Culture,41,194956,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
GERM,3362,Paris-Berlin: Tales of Two Cities,41,194959,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
GERM,3364,Writing Holocausts,41,194961,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
GERM,3369,"World War I in Literature, Visual Arts, and Film",41,194962,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
HISP,2373,Spanish Culture and Civilization,41,197690,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
HISP,2374,Spanish American Culture and Civilization,41,197691,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
HISP,2375,United States Hispanic Culture and Civilization,41,197692,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
HIST,2311,Western Civilization to 1450,41,195052,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
HIST,2312,Western Civilization from 1450,41,195053,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
HIST,2321,The Study of Early Civilizations,41,195054,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
HIST,2322,Modern Civilizations,41,195055,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
HIST,2349,Latina/o Jewish History,41,197738,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
HIST,2368,Introduction to African Studies,41,197079,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
HIST,2371,Latin America 1492-1820,41,195056,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
HIST,2372,Latin American Hist Since 1820,41,195057,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
HIST,2373,Environment in Latin America,41,196954,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
HIST,2374,Popular Culture in Latin America,41,197920,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
HIST,3379,World Civ To 1500,41,195127,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
HIST,3380,World Civ Since 1500,41,195128,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
HIST,4330,Flowering of the Middle Ages,41,195164,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
HON,2301,Human Situation: Antiquity,41,195205,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
IART,1300,The Arts in Society,41,197934,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
ILAS,2350,Knowledge and Methods,41,195489,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
ILAS,2360,Cosmic Narratives,41,195490,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
ITAL,3305,Italian Culture Through Films,41,195560,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
ITAL,3306,Italian Cinema,41,195561,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
ITAL,3308,Italian Heritage,41,195562,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
ITAL,3335,Survey of Italian Literature,41,195564,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
ITAL,3336,Survey of Italian Literature  in Translation,41,195565,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
JWST,2372,The Bible and Modern Pop Culture,41,197942,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
JWST,2380,Introduction to Jewish Studies,41,196979,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
JWST,3371,Women in the Hebrew Bible/Old Testament,41,197943,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
MAS,3340,Mexican Amer Urban Communities,41,195898,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
PHIL,1301,Intro To Philosophy,41,196087,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
PHIL,1305,Intro To Ethics,41,196088,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
POLS,3340,Ancient and Medieval Political Thought,41,196257,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
POLS,3342,Liberalism and Its Critics,41,196259,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
RELS,1301,Introduction To Religious Studies,41,196384,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
RELS,2310,Bible and Western Culture I,41,196385,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
RELS,2311,Bible and Western Culture II,41,196386,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
RELS,2330,Judaism,41,196387,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
RELS,2336,Introduction to Jewish Studies,41,201513,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
RELS,2372,The Bible and Modern Pop Culture,41,197770,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
RELS,3371,Women in the Hebrew Bible/Old Testament,41,197771,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
SPAN,3331,Mexican American Literature,41,196512,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
SPAN,3373,Spanish Culture and Civilization,41,196519,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
SPAN,3374,Span American Culture & Civ,41,196520,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
SPAN,3375,United States Hispanic Culture and Civilization,41,196521,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
WCL,2351,World Cultures Thru Lit & Arts,41,196761,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
WCL,2352,World Cinema,41,196762,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
WCL,2370,Cultures of India,41,196763,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
WCL,2380,Introduction to Jewish Studies,41,196764,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
WCL,3351,Introduction to Latino Cultural Studies,41,196766,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
WCL,3377,"The Modern Middle East: Literature, Politics, and Ideas",41,196778,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
WGSS,2350,Introduction To Women’s Studies,41,197065,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
WGSS,2360,Introduction to LGBT Studies,41,197066,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
ARCH,2350,Survey of Architectural History I,41,193427,50,Creative Arts,14729,2021-2022 Undergraduate Catalog
ARED,2310,Introduction to Critical Visual Culture,41,201442,50,Creative Arts,14729,2021-2022 Undergraduate Catalog
ARTS,1304,Art History II (15th Century to the Present),41,193599,50,Creative Arts,14729,2021-2022 Undergraduate Catalog
CLAS,3345,Myth&Performance in Greek Trag,41,193962,50,Creative Arts,14729,2021-2022 Undergraduate Catalog
CLAS,3381,From Homer To Hollywood,41,193968,50,Creative Arts,14729,2021-2022 Undergraduate Catalog
DANC,2303,Introduction to Dance,41,194325,50,Creative Arts,14729,2021-2022 Undergraduate Catalog
DANC,2323,Dance in Film and Cinematic Media,41,201455,50,Creative Arts,14729,2021-2022 Undergraduate Catalog
DANC,3310,Dance History I,41,194338,50,Creative Arts,14729,2021-2022 Undergraduate Catalog
DRAM,1310,Introduction to Theatre,41,196630,50,Creative Arts,14729,2021-2022 Undergraduate Catalog
ENGL,2307,Intro To Drama,41,194616,50,Creative Arts,14729,2021-2022 Undergraduate Catalog
ENGL,2318,Creation and Perform of Lit,41,194623,50,Creative Arts,14729,2021-2022 Undergraduate Catalog
GERM,3363,Themes in German Drama,41,194960,50,Creative Arts,14729,2021-2022 Undergraduate Catalog
GERM,3381,History of German Cinema,41,194964,50,Creative Arts,14729,2021-2022 Undergraduate Catalog
GERM,3384,Fascism and German Cinema,41,194966,50,Creative Arts,14729,2021-2022 Undergraduate Catalog
GERM,3385,East German Cinema,41,194967,50,Creative Arts,14729,2021-2022 Undergraduate Catalog
HIST,4371,Latin American History Through Film,41,195185,50,Creative Arts,14729,2021-2022 Undergraduate Catalog
HON,3310,Creativity at Work,41,195207,50,Creative Arts,14729,2021-2022 Undergraduate Catalog
INDS,2355,Design History I,41,195415,50,Creative Arts,14729,2021-2022 Undergraduate Catalog
MUED,2342,Music for Children,41,196002,50,Creative Arts,14729,2021-2022 Undergraduate Catalog
MUSI,1307,Listening to Classical Music,41,195970,50,Creative Arts,14729,2021-2022 Undergraduate Catalog
MUSI,2302,Listening to Jazz,41,195952,50,Creative Arts,14729,2021-2022 Undergraduate Catalog
MUSI,2362,History of Music I,41,195955,50,Creative Arts,14729,2021-2022 Undergraduate Catalog
MUSI,3301,Listening To World Music,41,195971,50,Creative Arts,14729,2021-2022 Undergraduate Catalog
PHIL,1361,Philosophy and the Arts,41,196091,50,Creative Arts,14729,2021-2022 Undergraduate Catalog
POLS,2346,Politics of Greek Theater,41,196219,50,Creative Arts,14729,2021-2022 Undergraduate Catalog
SPAN,3386,Screen Memories: Spanish Culture Through Film,41,196523,50,Creative Arts,14729,2021-2022 Undergraduate Catalog
THEA,1332,Fundamentals of Theatre,41,196631,50,Creative Arts,14729,2021-2022 Undergraduate Catalog
WCL,3366,Latin American and Latino Film Studies,41,196771,50,Creative Arts,14729,2021-2022 Undergraduate Catalog
HIST,1376,The United States To 1877,41,195044,60,American History,14730,2021-2022 Undergraduate Catalog
HIST,1377,The U S To 1877,41,195045,60,American History,14730,2021-2022 Undergraduate Catalog
HIST,1378,The U S Since 1877,41,195046,60,American History,14730,2021-2022 Undergraduate Catalog
HIST,1379,The United States Since 1877,41,195047,60,American History,14730,2021-2022 Undergraduate Catalog
HIST,2348,U.S. Latino/a Histories,41,196976,60,American History,14730,2021-2022 Undergraduate Catalog
HIST,2301,Texas History to 1865,41,195050,60,American History,14730,2021-2022 Undergraduate Catalog
HIST,2302,Texas Since 1865,41,195051,60,American History,14730,2021-2022 Undergraduate Catalog
GOVT,2305,"US Government: Congress, President, & Courts",41,196216,70,Government/Political Science,14731,2021-2022 Undergraduate Catalog
GOVT,2306,US and Texas Constitution and Politics,41,196215,70,Government/Political Science,14731,2021-2022 Undergraduate Catalog
POLS,1107,Texas Constitution and Government,41,196212,70,Government/Political Science,14731,2021-2022 Undergraduate Catalog
POLS,2336,"U.S. and Texas Constitutions, Politics, and Institutions",41,196980,70,Government/Political Science,14731,2021-2022 Undergraduate Catalog
AAMS,2300,Introduction to Asian American Studies,41,194245,80,Social and Behavioral Sciences,14732,2021-2022 Undergraduate Catalog
ANTH,2301,Introduction to Physical Anthropology,41,193331,80,Social and Behavioral Sciences,14732,2021-2022 Undergraduate Catalog
ANTH,2302,Introduction to Archeology,41,193333,80,Social and Behavioral Sciences,14732,2021-2022 Undergraduate Catalog
ANTH,2346,Introduction to Anthropology,41,193330,80,Social and Behavioral Sciences,14732,2021-2022 Undergraduate Catalog
ANTH,2351,Introduction to Cultural Anthropology,41,193332,80,Social and Behavioral Sciences,14732,2021-2022 Undergraduate Catalog
ECON,2301,Principles of Macroeconomics,41,194384,80,Social and Behavioral Sciences,14732,2021-2022 Undergraduate Catalog
ECON,2302,Principles of Microeconomics,41,194383,80,Social and Behavioral Sciences,14732,2021-2022 Undergraduate Catalog
ENTR,3310,Entrepreneurship,41,194729,80,Social and Behavioral Sciences,14732,2021-2022 Undergraduate Catalog
ENTR,3311,Technology Entrepreneurship,41,197504,80,Social and Behavioral Sciences,14732,2021-2022 Undergraduate Catalog
HDFS,2314,Introduction to Human Development and Interventions,41,195357,80,Social and Behavioral Sciences,14732,2021-2022 Undergraduate Catalog
HRMA,2365,Tourism,41,195234,80,Social and Behavioral Sciences,14732,2021-2022 Undergraduate Catalog
KIN,1304,Public Health Issues in Physical Activity and Obesity,41,195586,80,Social and Behavioral Sciences,14732,2021-2022 Undergraduate Catalog
POLS,3311,Introduction to Comparative Politics,41,196221,80,Social and Behavioral Sciences,14732,2021-2022 Undergraduate Catalog
POLS,3354,Law and Society,41,196268,80,Social and Behavioral Sciences,14732,2021-2022 Undergraduate Catalog
PSYC,2301,Introduction to Psychology,41,196320,80,Social and Behavioral Sciences,14732,2021-2022 Undergraduate Catalog
PSYC,2307,Psychology of Adolescence,41,196325,80,Social and Behavioral Sciences,14732,2021-2022 Undergraduate Catalog
PSYC,2308,Child Development,41,196324,80,Social and Behavioral Sciences,14732,2021-2022 Undergraduate Catalog
SOCI,1301,Introduction To Sociology,41,196437,80,Social and Behavioral Sciences,14732,2021-2022 Undergraduate Catalog
TECH,1313,Impact of Modern Technology on Society,41,196617,80,Social and Behavioral Sciences,14732,2021-2022 Undergraduate Catalog
ANTH,2304,Intro To Language and Culture,41,193334,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
ANTH,3348,Anthropology of Religion,41,193348,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
ANTH,3361,Human Origins,41,193351,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
ANTH,3381,Global Hinduism,41,193360,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
ARAB,3314,Women and Gender in Arabic Literature,41,193418,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
ARCH,1359,Design Since 1945,41,193421,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
ARTH,3312,Pre-Columbian Art,41,193612,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
BCHS,4311,Biochemistry Lab II,41,193664,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
BIOL,3311,Genetics Laboratory,41,193699,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
BUSI,4350,Business Law and Ethics,41,194834,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
CHIN,3354,Chinese Culture and Language,41,193919,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
CLAS,4305,"Fifth-Century Athens: Readings in Intellectual, Literary, and Political History",41,193972,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
CLAS,4381,Latin Classics in Translation,41,193978,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
DANC,2303,Introduction to Dance,41,194325,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
DANC,3310,Dance History I,41,194338,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
ECON,3344,History of Economic Doctrine,41,194390,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
ECON,3350,American Economic Growth,41,194392,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
ENGI,2304,Technical Communications for Engineers,41,194587,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
ENGL,2330,Writing in the Discipline of English,41,194630,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
HDCS,1300,Human Ecosystems & Tech Change,41,195330,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
HDFS,1300,Development of Contemporary Families,41,195355,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
HIST,2328,Chicano History since 1910,41,195090,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
HIST,3314,Liberals vs. Conservatives: FDR to the Present,41,195071,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
HIST,3351,Work&Family-Modern Eur,41,195106,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
HIST,3369,Colonial Mexico,41,195117,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
HIST,4321,The History of Jewish Food,41,197510,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
HON,2341,Classics of Modernity,41,196218,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
HON,3300,Introduction to Social Medicine,41,197494,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
HON,3310,Creativity at Work,41,195207,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
HRMA,3358,Hospitality Industry Law,41,195274,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
IART,2300,The Arts in Houston,41,201493,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
IDNS,4392,History of 20th Century Science,41,195505,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
ITAL,3307,Italian Renaissance,41,196978,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
ITAL,3309,Women Writers & Filmmakers of Modern Italy,41,195563,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
ITAL,4308,Dante and His World,41,195574,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
JWST,3371,Women in the Hebrew Bible/Old Testament,41,197943,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
LAST,3300,Latin American Studies: Interdisciplinary Perspectives,41,195637,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
MAS,3342,Mexican Immigration To the US,41,195900,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
MAS,3345,"Latino Leadership, Activism & Organizing",41,197752,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
MATH,4388,History of Mathematics,41,195787,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
MUSI,3303,Pop Music of Americas Sn 1840,41,195972,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
NURS,4312,Leadership and Management in Professional Nursing Practice,41,197151,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
PHIL,1334,Minds and Machines,41,196090,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
PHYS,3313,Advanced Laboratory I,41,196188,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
POLS,3310,Introduction to Political Theory,41,196220,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
POLS,3348,"Left, Right, and Center",41,197170,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
POLS,3349,Foundations in American Political Thought,41,196261,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
PSYC,2344,Cultural Psychology,41,196323,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
PSYC,3310,Industrial-Organizational Psychology,41,196328,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
PSYC,4321,Abnormal Psychology,41,196351,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
RELS,2340,Introduction to Hinduism,41,196389,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
RELS,2350,Introduction to Islam,41,196390,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
RELS,2360,Introduction to Buddhism,41,196391,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
RELS,3370,The Bible and Modern Science,41,196398,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
RELS,3371,Women in the Hebrew Bible/Old Testament,41,197771,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
RELS,3381,Global Hinduism,41,196401,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
SOC,3300,Introduction to Sociological Theory,41,196442,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
SOC,3315,Sexuality and Society,41,196446,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
SOC,3351,Soc Class&Mobilty in Am,41,196465,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
SOC,3360,Sociology of Food,41,196468,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
SPAN,3384,Introduction to Hispanic Literature,41,196522,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
THEA,2344,American Drama,41,196648,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
TLIM,3363,Technical Communications,41,196041,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
WCL,3348,Enlightenment Stories,41,197495,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
WCL,4351,Frames of Modernity I,41,196787,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
WCL,4352,Frames of Modernity II - Postmodernity and Globalization,41,196788,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
WCL,4356,World Film and Film Theory,41,196790,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
WCL,4365,World Fiction and Reportage,41,196793,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
WCL,4367,Voices from Exile and Diaspora,41,196794,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
BUSI,2305,Business Statistics,41,197988,91,Mathematics/Reasoning,14733,2021-2022 Undergraduate Catalog
COSC,1336,Computer Science and Programming,41,194158,91,Mathematics/Reasoning,14733,2021-2022 Undergraduate Catalog
CUIN,1350,Mathematics for Teachers 1,41,197493,91,Mathematics/Reasoning,14733,2021-2022 Undergraduate Catalog
ELET,2300,Introduction To C++ Programming,41,194530,91,Mathematics/Reasoning,14733,2021-2022 Undergraduate Catalog
MATH,1324,Finite Math with Applications,41,195725,91,Mathematics/Reasoning,14733,2021-2022 Undergraduate Catalog
MATH,1325,Calculus for Business & Social Sciences,41,195726,91,Mathematics/Reasoning,14733,2021-2022 Undergraduate Catalog
MATH,1342,Elementary Statistical Methods,41,195734,91,Mathematics/Reasoning,14733,2021-2022 Undergraduate Catalog
MATH,1351,Introduction to Mathematical Reasoning,41,195724,91,Mathematics/Reasoning,14733,2021-2022 Undergraduate Catalog
MATH,1450,Accelerated Calculus,41,195731,91,Mathematics/Reasoning,14733,2021-2022 Undergraduate Catalog
MATH,1451,Accelerated Calculus,41,195732,91,Mathematics/Reasoning,14733,2021-2022 Undergraduate Catalog
MATH,2312,Precalculus,41,195727,91,Mathematics/Reasoning,14733,2021-2022 Undergraduate Catalog
MATH,2413,Calculus I,41,195729,91,Mathematics/Reasoning,14733,2021-2022 Undergraduate Catalog
MATH,2414,Calculus II,41,195730,91,Mathematics/Reasoning,14733,2021-2022 Undergraduate Catalog
PHIL,1321,Logic I,41,196089,91,Mathematics/Reasoning,14733,2021-2022 Undergraduate Catalog
POLS,3312,"Arguments, Data, and Politics",41,196222,91,Mathematics/Reasoning,14733,2021-2022 Undergraduate Catalog
POLS,3316,Statistics for Political Scientists,41,196226,91,Mathematics/Reasoning,14733,2021-2022 Undergraduate Catalog
PSYC,3301,Introduction to Psychological Statistics,41,196327,91,Mathematics/Reasoning,14733,2021-2022 Undergraduate Catalog
TMTH,3360,Applied Technical Statistics,41,196803,91,Mathematics/Reasoning,14733,2021-2022 Undergraduate Catalog
ENGL,1301,First Year Writing I,44,211173,10,Communication,15888,2022-2023 Undergraduate Catalog
ENGL,1302,First Year Writing II,44,211174,10,Communication,15888,2022-2023 Undergraduate Catalog
ENGL,1370,Freshman Composition II-Honors,44,211177,10,Communication,15888,2022-2023 Undergraduate Catalog
ENGL,2361,Western World Lit II–Honors,44,211202,10,Communication,15888,2022-2023 Undergraduate Catalog
BUSI,2305,Business Statistics,44,214557,20,Mathematics,15889,2022-2023 Undergraduate Catalog
MATH,1314,College Algebra,44,212291,20,Mathematics,15889,2022-2023 Undergraduate Catalog
MATH,1324,Finite Math with Applications,44,212294,20,Mathematics,15889,2022-2023 Undergraduate Catalog
MATH,1325,Calculus for Business & Social Sciences,44,212295,20,Mathematics,15889,2022-2023 Undergraduate Catalog
MATH,1332,Contemporary Mathematics,44,212292,20,Mathematics,15889,2022-2023 Undergraduate Catalog
MATH,1342,Elementary Statistical Methods,44,212303,20,Mathematics,15889,2022-2023 Undergraduate Catalog
MATH,1351,Introduction to Geometric Reasoning,44,212293,20,Mathematics,15889,2022-2023 Undergraduate Catalog
MATH,2312,Precalculus,44,212296,20,Mathematics,15889,2022-2023 Undergraduate Catalog
MATH,2413,Calculus I,44,212298,20,Mathematics,15889,2022-2023 Undergraduate Catalog
MATH,2450,Accelerated Calculus I,44,212300,20,Mathematics,15889,2022-2023 Undergraduate Catalog
BIOL,1305,Human Biology for the Informed Citizen,44,214278,30,Life and Physical Sciences,15890,2022-2023 Undergraduate Catalog
BIOL,1306,Biology for Science Majors I (lecture),44,210257,30,Life and Physical Sciences,15890,2022-2023 Undergraduate Catalog
BIOL,1307,Biology for Science Majors II (lecture),44,210258,30,Life and Physical Sciences,15890,2022-2023 Undergraduate Catalog
BIOL,1308,Biology for Non-Science Majors I (lecture),44,210252,30,Life and Physical Sciences,15890,2022-2023 Undergraduate Catalog
BIOL,1309,Biology for Non-Science Majors II (lecture),44,210253,30,Life and Physical Sciences,15890,2022-2023 Undergraduate Catalog
BIOL,1319,Human Genetics and Society,44,210251,30,Life and Physical Sciences,15890,2022-2023 Undergraduate Catalog
BIOL,2315,Biology of Food,44,214358,30,Life and Physical Sciences,15890,2022-2023 Undergraduate Catalog
