TERM,SUBJECT,CATALOG NBR,CLASS SECTION,COURSE DESCR,INSTR LAST NAME,INSTR FIRST NAME,A,B,C,D,F,SATISFACTORY,TOTAL DROPPED,AVG GPA
Spring 2020,CUIN,3111,3,Educational Tech Elem Teachers,Ugwu,Lydia Oluchi,16,6,0,0,0,1,1,3.348
Spring 2020,CUIN,1101,3,Step 1-Teaching Science & Math,Harlow,Laura Michelle,17,1,0,0,0,1,1,3.534
Spring 2020,CUIN,4397,1,Selected Topics in C&I,Manuel,Mariam A,17,2,0,0,0,0,0,3.912
Spring 2020,CUIN,3350,1,Knowing/Learning Science-Math,Segura,Perri F,17,3,0,0,0,1,0,3.557
Spring 2020,CUIN,3317,6,Kindergarten/Elem Curr & Instr,Nurre,Irma Linda,17,4,0,0,0,0,0,3.501
Spring 2020,CUIN,3333,2,Differentiating Diverse Learn,Cooper,Jane McIntosh,17,4,2,0,0,4,0,3
Spring 2020,CUIN,8381,2,Research Methods,Li,Miao,18,0,0,0,0,1,0,3.737
Spring 2020,CUIN,8381,3,Research Methods,Cooper,Jane McIntosh,18,0,0,0,0,0,0,4
Spring 2020,CUIN,3317,7,Kindergarten/Elem Curr & Instr,Tajani,Neelofer A,18,0,0,0,0,0,0,3.872
Spring 2020,CUIN,7322,1,Curric Dev in Sci Ed,Ramsey,John M,18,1,0,0,0,0,0,3.947
Spring 2020,CUIN,3313,2,Learning and Development Tech,Dogan,Bulent,18,2,1,0,0,4,0,2.987
Spring 2020,CUIN,1102,1,Step 2-Teaching Science & Math,Harlow,Laura Michelle,18,3,0,0,0,1,1,3.607
Spring 2020,CUIN,3111,5,Educational Tech Elem Teachers,Nguyen,Phuong Thi Mai,18,4,0,0,0,0,1,3.376
Spring 2020,CUIN,4315,7,Assessment of Children,Hernandez,Berky,18,7,0,0,0,0,0,3.45
Spring 2020,CUIN,3312,2,Educational Technology,Hebert,Waneta Suzanne,19,3,0,0,0,1,0,3.667
Spring 2020,CUIN,3321,2,Intro to Teaching Middle Grade,Cooper,Jane McIntosh,19,3,0,0,0,5,0,3.012
Spring 2020,CUIN,2320,2,Mathematics for EC-6 Teachers,Mullenix,Craig Steven,19,8,0,0,0,2,0,3.448
Spring 2020,CUIN,3302,12,Social Education,Thomas,Dustine J,19,9,1,0,0,3,0,3.292
Spring 2020,CUIN,4349,2,Teaching Geometry and Algebra,Taylor,Felicia,20,0,0,0,0,1,0,3.478
Spring 2020,CUIN,7304,2,Professional Seminar II,Owens,Judith Harris,20,0,0,0,0,1,0,3.81
Spring 2020,CUIN,4332,6,Literacy Assess Rdg Writing,Reis,Nancy,20,1,0,0,0,1,0,3.773
Spring 2020,CUIN,1102,2,Step 2-Teaching Science & Math,Segura,Perri F,20,3,0,0,0,1,0,3.667
Spring 2020,CUIN,4375,6,Classroom Management,Snead,Lauren Oropeza,20,5,0,0,0,4,0,3.145
Spring 2020,CUIN,3302,7,Social Education,Henderson,Linda Fay,20,5,1,0,0,1,0,3.654
Spring 2020,CUIN,4361,4,Second Language Methodology,Avellaneda,Eulises,20,7,0,0,0,3,0,2.932
Spring 2020,CUIN,3352,1,Perspectives Math and Science,Ramsey,John M,21,0,0,0,0,0,0,4
Spring 2020,CUIN,7304,1,Professional Seminar II,Mulholland,Amy D,21,0,0,0,0,1,0,3.486
Spring 2020,CUIN,8352,1,Adv Seminar in Instruct Tech,McNeil,Sara G,21,1,0,0,0,0,0,3.94
Spring 2020,CUIN,4315,1,Assessment of Children,Alba,Celeste,21,4,0,0,0,2,0,3.384
Spring 2020,CUIN,3302,1,Social Education,Thomas,Dustine J,21,5,0,0,0,2,0,3.333
Spring 2020,CUIN,4375,1,Classroom Management,Butler,Dawn Adalyn,22,0,0,0,0,0,0,4
Spring 2020,CUIN,4332,5,Literacy Assess Rdg Writing,Reis,Nancy,22,0,0,0,0,0,0,3.985
Spring 2020,CUIN,3111,13,Educational Tech Elem Teachers,Nguyen,Phuong Thi Mai,22,2,0,0,0,0,0,3.889
Spring 2020,CUIN,1103,3,Educator Dispositions,Hale,Margaret Ann,22,3,0,0,0,0,0,3.743
Spring 2020,CUIN,2320,4,Mathematics for EC-6 Teachers,Burris,Justin T,22,5,1,0,0,2,0,3.478
Spring 2020,CUIN,3310,2,Bilingual Education,Avellaneda,Eulises,22,5,0,0,0,5,0,3.071
Spring 2020,CUIN,4375,7,Classroom Management,Schwartz,Tamra Kay,23,1,0,0,0,6,0,3.123
Spring 2020,CUIN,7360,1,Curriculum Theory,Jimerson,Lanette Valena,24,0,0,0,0,0,0,3.766
Spring 2020,CUIN,2320,1,Mathematics for EC-6 Teachers,Taylor,Felicia,24,3,1,0,0,0,0,3.712
Spring 2020,CUIN,3347,2,Reading in the Content Area,Morris,Alana,24,6,0,0,0,2,0,3.275
Spring 2020,CUIN,7390,2,Instructional Design,McNeil,Sara G,25,0,0,0,0,0,0,4
Spring 2020,CUIN,3111,8,Educational Tech Elem Teachers,Ugwu,Lydia Oluchi,25,0,0,0,0,0,0,3.934
Spring 2020,CUIN,3313,1,Learning and Development Tech,Dogan,Bulent,25,2,0,0,0,1,0,3.727
Spring 2020,CUIN,4315,9,Assessment of Children,Alba,Celeste,25,8,0,0,0,0,0,3.55
Spring 2020,CUIN,3316,3,Prekindergarten Curr & Instr,Siller Garcia,Claudia Patricia,26,0,0,0,0,2,0,3.381
Spring 2020,CUIN,3302,5,Social Education,Thomas,Dustine J,26,1,1,0,0,1,0,3.655
Spring 2020,CUIN,1103,4,Educator Dispositions,Reis,Nancy,26,1,0,0,0,0,1,3.939
Spring 2020,CUIN,3347,1,Reading in the Content Area,Nam,Rosa,26,1,0,0,0,2,0,3.633
Spring 2020,CUIN,4375,5,Classroom Management,Snead,Lauren Oropeza,26,3,0,0,0,2,0,3.603
Spring 2020,CUIN,4332,3,Literacy Assess Rdg Writing,Reis,Nancy,26,4,0,0,0,0,0,3.867
Spring 2020,CUIN,3302,11,Social Education,Thomas,Dustine J,26,7,0,0,0,1,0,3.581
Spring 2020,CUIN,3317,4,Kindergarten/Elem Curr & Instr,Tajani,Neelofer A,27,0,0,0,0,0,0,3.829
Spring 2020,CUIN,2320,3,Mathematics for EC-6 Teachers,Taylor,Felicia,27,1,0,0,0,0,0,3.964
Spring 2020,CUIN,4332,4,Literacy Assess Rdg Writing,Oliver,Patricia Ann,27,1,0,0,0,0,0,3.929
Spring 2020,CUIN,1103,2,Educator Dispositions,Henderson,Linda Fay,27,1,0,0,0,0,0,3.941
Spring 2020,CUIN,4315,2,Assessment of Children,Alba,Celeste,27,6,0,0,0,0,0,3.638
Spring 2020,CUIN,3311,1,Methods/Tech in Bilingual Educ,Ferrer,Tatiana Ines,28,1,0,0,0,0,1,3.811
Spring 2020,CUIN,3316,5,Prekindergarten Curr & Instr,Harris,Deborah,28,1,0,0,0,0,0,3.704
Spring 2020,CUIN,3346,1,Teaching the Writing Process,Ortiz,Liz,29,0,0,0,0,0,0,3.898
Spring 2020,CUIN,4375,8,Classroom Management,Thompson,Alan M,29,1,0,0,0,0,0,3.879
Spring 2020,CUIN,4332,2,Literacy Assess Rdg Writing,Reis,Nancy,29,1,0,0,0,0,0,3.923
Spring 2020,CUIN,3316,4,Prekindergarten Curr & Instr,Li,Xuan,29,3,0,0,0,1,0,3.708
Spring 2020,CUIN,4361,2,Second Language Methodology,Vuksanovic,Jelena,29,4,0,0,0,5,0,3.325
Spring 2020,CUIN,4332,1,Literacy Assess Rdg Writing,McGaha,Katherine Ruth,30,0,0,0,0,0,0,4
Spring 2020,CUIN,4375,3,Classroom Management,Larry,Frederick,30,0,0,0,0,0,0,4
Spring 2020,CUIN,3317,3,Kindergarten/Elem Curr & Instr,Tajani,Neelofer A,30,3,0,0,0,0,0,3.869
Spring 2020,CUIN,3347,3,Reading in the Content Area,Nam,Rosa,31,2,0,0,0,2,0,3.556
Spring 2020,CUIN,7323,1,Instructional Tech & Society,Gronseth,Susie L B,32,1,0,0,0,0,1,3.96
Spring 2020,CUIN,4361,3,Second Language Methodology,Cuesta Medina,Jhon A,32,2,0,0,0,2,2,3.686
Spring 2020,CUIN,4361,1,Second Language Methodology,Cuesta Medina,Jhon A,32,6,0,0,0,1,0,3.735
Spring 2020,CUIN,3317,1,Kindergarten/Elem Curr & Instr,Tajani,Neelofer A,33,0,0,0,0,0,0,3.844
Spring 2020,CUIN,3316,1,Prekindergarten Curr & Instr,Li,Xuan,34,1,0,0,0,0,0,3.887
Spring 2020,CUIN,7308,1,Educational Uses of CMC,Robin,Bernard R,35,0,0,0,0,0,0,3.991
Spring 2020,CUIN,1103,1,Educator Dispositions,Thompson,Amber M,50,9,0,0,0,1,0,3.767
Spring 2020,CUST,8378,1,Current Issues in Educ,Hutchison,Laveria F,12,0,0,0,0,0,0,4
Spring 2020,CUST,8378,2,Current Issues in Educ,Cooper,Jane McIntosh,15,0,0,0,0,0,0,4
Spring 2020,CUST,6311,3,Edu-Multicultrl Society,McAlister,Leah Yvette,16,0,0,0,0,0,0,4
Spring 2020,DAN,4308,1,Teaching Dance Skills,Chapman,Teresa Lynn,9,2,0,0,0,2,0,3.18
Spring 2020,DAN,2204,1,Ballet II Part II,Lorenzo-Lasa,Riolama Mercedes,10,1,0,0,0,0,0,3.819
Spring 2020,DAN,4331,1,PR and Marketing - Arts,Valle,Toni Leago,10,3,0,0,0,0,0,3.845
Spring 2020,DAN,3302,1,Int. Technique and Theory,Lorenzo-Lasa,Riolama Mercedes,11,1,0,0,0,1,1,3.463
Spring 2020,DAN,3302,1,Int. Technique and Theory,Beasant III III,John J,11,1,0,0,0,1,1,3.463
Spring 2020,DAN,4110,1,Dance Ensemble,Beasant III III,John J,12,0,0,0,0,0,0,4
Spring 2020,DAN,1202,1,Ballet I Part II,Ozsoy,Firat Kazbek,12,0,0,0,0,0,0,4
Spring 2020,DAN,2300,1,Dance Improvisation,Scates,Leslie Ann,13,0,0,0,0,0,0,4
Spring 2020,DAN,4302,1,Advanced Technique and Theory,Chapman,Teresa Lynn,14,0,0,0,0,0,0,3.929
Spring 2020,DAN,4302,1,Advanced Technique and Theory,Ozsoy,Firat Kazbek,14,0,0,0,0,0,0,3.929
Spring 2020,DAN,2307,1,Introduction to Dance,Bobet,Jacqueline A,18,7,2,0,0,11,5,2.433
Spring 2020,DAN,2307,2,Introduction to Dance,Yuill,Lori,22,6,1,0,0,4,0,2.963
Spring 2020,DIGM,4382,30,Simulation and Gaming,Laroche,Thomas,8,3,0,0,0,1,0,3.444
Spring 2020,DIGM,2351,34,Web Design,Hargrove,Mark Stephen,8,21,4,0,0,23,0,1.673
Spring 2020,DIGM,4397,30,Selected Tops in Digital Media,Snyder,Karen Yvonne,10,3,0,0,0,0,0,3.693
Spring 2020,DIGM,3353,34,Visual Communications Tech,Dozier,Devin K,10,8,0,0,0,9,0,2.111
Spring 2020,DIGM,3374,30,Video Production 2,Snyder,Philip Charles,11,6,0,0,0,7,0,2.401
Spring 2020,DIGM,3355,30,Package Technology,Pierce,Jean Terio,12,0,0,0,0,0,0,4
Spring 2020,DIGM,3370,30,Two Dimensional Animation,Snyder,Philip Charles,12,9,0,0,0,8,0,2.445
Spring 2020,DIGM,4375,30,Package Design,Pierce,Jean Terio,13,0,0,0,0,0,0,4
Spring 2020,DIGM,4378,30,Senior Project,Waite,Jerry J,13,1,0,0,0,2,0,3.293
Spring 2020,DIGM,1350,34,Graphics for Digital Media,Beyl,Charles Eugene,13,9,1,0,0,1,4,3.027
Spring 2020,DIGM,4399,30,Senior Thesis,Rodwell,Elizabeth Ann,14,5,0,0,0,2,0,3.271
Spring 2020,DIGM,2351,35,Web Design,Hargrove,Mark Stephen,16,29,1,0,0,10,1,2.521
Spring 2020,DIGM,4399,33,Senior Thesis,Pierce,Jean Terio,17,0,0,0,0,0,0,4
Spring 2020,DIGM,4399,32,Senior Thesis,Snyder,Philip Charles,17,2,0,0,0,1,0,3.349
Spring 2020,DIGM,3252,30,Graphic Communication Output,Waite,Jerry J,19,8,1,0,0,3,0,3.163
Spring 2020,DIGM,3353,38,Visual Communications Tech,Bravo,Gina C,20,3,0,0,0,1,0,3.423
Spring 2020,DIGM,3350,30,Graph Comm Prod Processes,Pegram,Norman,24,1,0,0,0,0,0,3.907
Spring 2020,DIGM,3356,30,ePublishing,Alters,Monika Joanna,27,10,2,0,0,8,0,2.972
Spring 2020,DIGM,3353,32,Visual Communications Tech,Bravo,Gina C,29,1,0,0,0,1,0,3.796
Spring 2020,DIGM,1350,33,Graphics for Digital Media,De Vega,Jaime M,34,13,2,0,0,18,18,2.351
Spring 2020,DIGM,3353,36,Visual Communications Tech,Bravo,Gina C,57,2,0,0,0,0,0,3.867
Spring 2020,DIGM,2352,34,Digital Photography,Charleville,Patrice E,59,25,0,0,0,23,2,2.59
Spring 2020,ECE,2201,2,Circuit Analysis I,Zagozdzon-Wosik,Wanda,4,11,0,1,2,9,1,1.656
Spring 2020,ECE,3355,1,Electronics,Shattuck,David P,5,6,0,0,0,22,1,1.069
Spring 2020,ECE,2100,2,Circuit Analysis Laboratory,Le,Hung Quang,5,13,0,0,0,20,0,1.434
Spring 2020,ECE,3456,1,Analog Electronics,Aksu,Gulin Tulunay,6,4,1,0,0,17,6,1.322
Spring 2020,ECE,2100,3,Circuit Analysis Laboratory,Trombetta,Leonard P,6,6,0,0,0,3,0,2.778
Spring 2020,ECE,2202,1,Circuit Analysis II,Zagozdzon-Wosik,Wanda,8,15,0,1,1,20,1,1.591
Spring 2020,ECE,4375,1,Automatic Control Systems,Provence,Robert S,9,9,0,0,0,21,0,1.548
Spring 2020,ECE,6329,2,Power System Protection,Phillips,Desiree Lyn,10,2,0,0,0,0,0,3.833
Spring 2020,ECE,3337,1,Signals and Systems Analysis,Roysam,Badrinath,10,8,1,0,0,8,0,2.322
Spring 2020,ECE,3317,1,Applied Electromagnetic Waves,Kota,Venkata Krishna Tulasi,10,9,6,0,0,36,0,1.21
Spring 2020,ECE,2202,2,Circuit Analysis II,Shan,Xiaonan,10,10,0,0,0,17,0,1.856
Spring 2020,ECE,6335,1,Digital Contrl Systems,Provence,Robert S,10,12,0,0,0,11,0,2.253
Spring 2020,ECE,5180,1,Power Electonics Laboratory,Phillips,Desiree Lyn,11,1,0,0,0,1,0,3.615
Spring 2020,ECE,6370,1,Advanced Digital Design,Chen,Yuhua,11,4,0,0,0,0,0,3.689
Spring 2020,ECE,4115,1,Control Systems Laboratory I,Provence,Robert S,11,9,0,0,0,13,1,2.142
Spring 2020,ECE,6353,1,Rf & Microwave Electronics,Chen,Jinghong,12,1,0,0,0,1,0,3.478
Spring 2020,ECE,4363,1,Electromech Energy Conv,Phillips,Desiree Lyn,12,6,0,0,0,1,0,3.456
Spring 2020,ECE,3364,1,Circuits and Systems,Hebert,Thomas James,12,7,1,0,0,8,1,2.354
Spring 2020,ECE,3318,1,Applied Elec & Magnetism,Jackson,David R,12,13,0,0,0,12,1,2.36
Spring 2020,ECE,6348,1,Material Science of Thin Films,Wolfe,John C,13,0,0,0,0,1,0,3.714
Spring 2020,ECE,6357,1,Introduction to Cybersecurity,Pan,Miao,13,1,0,0,0,0,0,3.811
Spring 2020,ECE,2100,1,Circuit Analysis Laboratory,Le,Han Quang,13,2,0,0,0,2,0,3.373
Spring 2020,ECE,6397,6,Selected Topics,Mayerich,David Matthew,14,3,0,0,0,1,0,3.501
Spring 2020,ECE,4198,3,Independent Study,De La Rosa-Pohl,Diana,15,1,0,0,2,1,0,3.333
Spring 2020,ECE,4113,1,Energy Conversion Laboratory,Phillips,Desiree Lyn,15,1,0,0,0,1,0,3.667
Spring 2020,ECE,3441,3,Digital Logic Design,Becker,Aaron T,15,5,5,4,11,32,0,1.149
Spring 2020,ECE,3331,2,Program Appl in Elec Comp Engr,Sheth,Bhavin R.,15,5,0,0,0,14,2,1.778
Spring 2020,ECE,3441,5,Digital Logic Design,Sheth,Bhavin R.,15,10,5,5,4,11,0,2
Spring 2020,ECE,5397,2,Selected Topics,Nguyen,Hien V,17,2,0,0,0,1,0,3.601
Spring 2020,ECE,5436,1,Adv Microprocessor Systems,Le,Hung Quang,17,3,0,0,0,5,0,3.001
Spring 2020,ECE,6397,5,Selected Topics,Han,Zhu,18,0,0,0,0,0,0,3.982
Spring 2020,ECE,3340,1,Numerical Methods for ECE,Le,Han Quang,18,11,2,0,0,10,0,2.634
Spring 2020,ECE,2201,1,Circuit Analysis I,Shattuck,David P,18,15,3,5,6,21,1,1.624
Spring 2020,ECE,3331,1,Program Appl in Elec Comp Engr,Hebert,Thomas James,19,13,2,0,0,23,0,1.945
Spring 2020,ECE,6397,2,Selected Topics,Nguyen,Hien V,21,1,0,0,0,0,0,3.94
Spring 2020,ECE,6323,1,Optical Fiber Communications,Le,Han Quang,21,2,0,0,0,0,0,3.913
Spring 2020,ECE,5397,3,Selected Topics,Pan,Miao,22,3,0,0,0,1,1,3.693
Spring 2020,ECE,3436,1,Microprocessor Systems,De La Rosa-Pohl,Diana,22,6,0,0,0,3,0,3.419
Spring 2020,ECE,4335,1,Electrical Comp Engr Design I,De La Rosa-Pohl,Diana,22,13,1,0,0,21,0,2.24
Spring 2020,ECE,5380,1,Pwr Electrncs & Electrc Drives,Gokdere,Levent U,30,4,0,0,0,0,0,3.766
Spring 2020,ECE,5440,1,Advanced Digital Design,Chen,Yuhua,32,1,0,0,0,1,0,3.843
Spring 2020,ECE,3155,1,Electronics Laboratory,Wolfe,John C,41,0,0,0,0,0,2,4
Spring 2020,ECE,5367,2,Intro To Computer Arch & Dsgn,Baker,Abu M,57,9,0,0,0,3,1,3.681
Spring 2020,ECE,4336,1,Electrical Comp Engr Design II,Pei,Shin-Shem Steven,66,4,0,0,0,1,0,3.873
Spring 2020,ECE,4336,1,Electrical Comp Engr Design II,Litvinov,Dmitri,66,4,0,0,0,1,0,3.873
Spring 2020,ECON,7342,1,Microeconomic Theory II,Ujhelyi,Gergely,3,8,0,0,0,1,0,2.973
Spring 2020,ECON,4378,1,Chinese Economy,Liu,Elaine Meichen,4,7,0,0,0,3,1,2.357
Spring 2020,ECON,2304,8,Microeconomic Principles,Alexander,Erin McCarthy,4,17,4,0,1,35,7,1.136
Spring 2020,ECON,7331,1,Econometrics I,Canen,Nathan Joseph,6,6,0,0,0,2,0,2.712
Spring 2020,ECON,2370,4,Intro to Econ Data Analysis,Melendez Lugo,Joel,6,9,3,0,0,19,0,1.425
Spring 2020,ECON,4373,1,Economics of Financial Crises,Paluszynski,Radoslaw,7,6,2,0,0,4,7,1.545
Spring 2020,ECON,3344,1,History of Economic Doctrine,Clarke,Christopher Arthur,7,10,3,0,0,12,0,1.81
Spring 2020,ECON,3332,2,Intermediate Microeconomics,Paluszynski,Radoslaw,7,10,2,1,0,17,2,1.432
Spring 2020,ECON,2304,1,Microeconomic Principles,Bautista,Xavier Martin,7,15,5,0,0,53,2,0.952
Spring 2020,ECON,3334,1,Intermediate Macroeconomics,Thornton,Rebecca Achee,8,5,1,0,0,24,3,1.187
Spring 2020,ECON,2370,5,Intro to Econ Data Analysis,Melendez Lugo,Joel,8,11,1,0,0,16,0,1.684
Spring 2020,ECON,3351,1,The Economics of Development,Liu,Elaine Meichen,8,15,1,0,0,13,1,2.064
Spring 2020,ECON,4349,1,Introduction To Game Theory,Ujhelyi,Gergely,9,5,1,0,0,19,7,1.463
Spring 2020,ECON,3334,3,Intermediate Macroeconomics,Thornton,Rebecca Achee,9,8,0,0,0,22,2,1.421
Spring 2020,ECON,2305,6,Macroeconomic Principles,Alexander,Erin McCarthy,9,9,3,0,0,4,1,2.322
Spring 2020,ECON,3332,1,Intermediate Microeconomics,Clarke,Christopher Arthur,10,5,2,0,0,14,2,1.559
Spring 2020,ECON,2370,3,Intro to Econ Data Analysis,Melendez Lugo,Joel,10,5,2,0,0,16,2,1.595
Spring 2020,ECON,3357,1,Data Mgmt with Econ Appl,Rizvanoghlu,Islam,10,7,0,0,0,21,7,1.464
Spring 2020,ECON,3334,4,Intermediate Macroeconomics,Nygaard,Vegard Mokleiv,10,7,0,0,0,3,3,2.514
Spring 2020,ECON,3370,2,Introduction To Econometrics,Zhivan,Natalia A.,10,9,6,0,1,16,2,1.681
Spring 2020,ECON,6351,1,Economic Forecasting,Boul,Ruxandra,11,0,0,0,0,0,0,3.612
Spring 2020,ECON,8363,1,Workshop in Research Methods V,Cubas Norando,German,12,0,0,0,0,0,0,4
Spring 2020,ECON,3377,1,Eco of Public Finance,Craig,Steven G,12,17,0,0,0,7,4,2.538
Spring 2020,ECON,4390,2,Economics Internship,Clarke,Christopher Arthur,13,0,0,0,0,1,0,3.691
Spring 2020,ECON,7335,1,Applied Econometrics,Chin,Aimee,13,1,0,0,0,0,0,3.905
Spring 2020,ECON,4374,1,Behavioral Economics,Friedman,Willa H,13,13,4,0,0,9,1,2.423
Spring 2020,ECON,4331,1,Economics of Gender,Juhn,Chinhui,13,19,0,0,0,2,1,3.206
Spring 2020,ECON,3334,2,Intermediate Macroeconomics,Cubas Norando,German,13,26,0,0,0,1,1,3.219
Spring 2020,ECON,3371,1,Eco of Money & Banking,Hardee,Polly,15,16,2,0,0,5,2,2.904
Spring 2020,ECON,3370,1,Introduction To Econometrics,Zhivan,Natalia A.,16,9,0,0,0,17,2,1.896
Spring 2020,ECON,2304,3,Microeconomic Principles,Piqueira,Natalia Scotto,18,1,0,0,0,6,0,2.987
Spring 2020,ECON,3347,1,Capital Market Economics,Rizvanoghlu,Islam,20,16,3,0,0,5,0,2.841
Spring 2020,ECON,3332,4,Intermediate Microeconomics,Chin,Aimee,20,20,1,0,0,2,2,3.235
Spring 2020,ECON,2304,4,Microeconomic Principles,Verma,Priyam,22,39,6,0,0,23,3,2.359
Spring 2020,ECON,2305,4,Macroeconomic Principles,Zahid,Hamza,25,25,2,0,0,19,2,2.378
Spring 2020,ECON,2305,5,Macroeconomic Principles,Clarke,Christopher Arthur,26,64,15,0,0,132,26,1.137
Spring 2020,ECON,3348,1,"Food, Pop, Agri & the Environ",DeGregori,Thomas R,27,8,0,0,0,2,3,3.532
Spring 2020,ECON,2304,2,Microeconomic Principles,Khanna,Kriti,30,21,0,0,0,20,2,2.084
Spring 2020,ECON,3342,1,Global Issues Econ Development,DeGregori,Thomas R,32,4,0,0,0,3,2,3.539
Spring 2020,ECON,2305,2,Macroeconomic Principles,Hardee,Polly,33,29,2,0,0,10,1,2.866
Spring 2020,ECON,2304,6,Microeconomic Principles,Xu,Dingyi,33,30,1,0,0,5,1,3.028
Spring 2020,ECON,2305,1,Macroeconomic Principles,Hardee,Polly,34,23,3,0,0,12,3,2.774
Spring 2020,ECON,2304,5,Microeconomic Principles,Liu,Jia,35,33,2,0,0,22,0,2.571
Spring 2020,ECON,4338,1,Social Science Data Mining,Antel,John J,38,1,0,0,0,1,1,3.817
Spring 2020,ECON,2305,3,Macroeconomic Principles,Hardee,Polly,39,25,1,0,0,11,1,2.962
Spring 2020,ECON,2304,7,Microeconomic Principles,Melendez Lugo,Joel,47,72,18,0,0,194,8,1.214
Spring 2020,EDRS,8380,1,Rsch Mthds in Educ,Hawkins,Jacqueline McLean,10,3,0,0,0,1,0,3.5
Spring 2020,EDUC,4325,1,Student Teaching 4-8 2Nd 7 Wks,Culpepper,Shea Mosley,10,1,0,0,0,1,0,3.528
Spring 2020,EDUC,3301,3,Introduction To Teaching,Turchi,Laura,10,14,0,0,0,5,0,2.816
Spring 2020,EDUC,4325,5,Student Teaching 4-8 2Nd 7 Wks,Culpepper,Shea Mosley,13,1,0,0,0,2,0,3.376
Spring 2020,EDUC,3101,6,Practicum for Preservice Tchrs,Brower,Samuel Richard,15,1,0,0,0,0,0,3.938
Spring 2020,EDUC,3301,2,Introduction To Teaching,Miller,Angela L,15,4,0,0,0,0,0,3.584
Spring 2020,EDUC,4325,2,Student Teaching 4-8 2Nd 7 Wks,Culpepper,Shea Mosley,17,2,0,0,0,1,0,3.667
Spring 2020,EDUC,3101,3,Practicum for Preservice Tchrs,Snead,Lauren Oropeza,19,0,0,0,0,0,0,3.965
Spring 2020,EDUC,3101,2,Practicum for Preservice Tchrs,Culpepper,Shea Mosley,20,0,0,0,0,0,0,4
Spring 2020,EDUC,4318,1,Student Tch Music Elem,Meals,Cory Dewitt,21,0,0,0,0,0,0,4
Spring 2020,EDUC,4319,1,Student Tch Music Sec,Meals,Cory Dewitt,21,0,0,0,0,0,0,4
Spring 2020,EDUC,4324,3,Student Teaching Tech Middle,Thompson,Amber M,22,6,0,0,0,0,0,3.75
Spring 2020,EDUC,3101,5,Practicum for Preservice Tchrs,Thompson,Amber M,23,3,0,0,0,0,0,3.885
Spring 2020,EDUC,4315,2,Student Teaching Sec,Evans,Paige K,27,2,0,0,0,0,2,3.897
Spring 2020,EDUC,4314,2,Student Teaching Sec,Evans,Paige K,28,1,0,0,0,0,2,3.966
Spring 2020,EDUC,3101,7,Practicum for Preservice Tchrs,Ho,Tzu Ying,30,2,1,0,0,0,0,3.869
Spring 2020,EDUC,4314,4,Student Teaching Sec,Thompson,Amber M,30,2,0,0,0,2,3,3.562
Spring 2020,EDUC,3101,4,Practicum for Preservice Tchrs,Wilson,Jahnette,31,1,0,0,0,1,0,3.858
Spring 2020,EDUC,4315,3,Student Teaching Sec,Culpepper,Shea Mosley,32,7,0,0,0,0,0,3.753
Spring 2020,EDUC,3101,1,Practicum for Preservice Tchrs,Thompson,Amber M,36,2,0,0,0,1,0,3.516
Spring 2020,EDUC,4511,1,Student Teaching - Elementary,Thompson,Amber M,86,6,1,0,0,4,0,3.732
Spring 2020,EDUC,4512,1,Student Teaching - Elementary,Culpepper,Shea Mosley,146,6,0,0,0,4,0,3.804
Spring 2020,ELCS,6342,1,Critical Issues in Higher Educ,Davis,Tiffany J,10,3,0,0,0,1,0,3.5
Spring 2020,ELCS,6370,3,Research for Educatnal Leaders,Goree,Tonya,10,3,0,0,0,0,0,3.795
Spring 2020,ELCS,6304,1,Law & Policy for School Leader,Perry,Laura Ann,11,1,0,0,0,1,1,3.565
Spring 2020,ELCS,8397,1,Sem Top Ed Ldshp&Cul St,Bell,D'Jalon Jackson,11,1,0,0,0,0,0,3.615
Spring 2020,ELCS,7330,1,Admin of Higher Educ I,Horton,David,11,2,0,0,0,0,0,3.846
Spring 2020,ELCS,7330,1,Admin of Higher Educ I,Davis,Tiffany J,11,2,0,0,0,0,0,3.846
Spring 2020,ELCS,6320,2,Instructional Supervision,Horner,Glenda Sue,12,0,0,0,0,1,0,3.667
Spring 2020,ELCS,8191,2,Special Field Projects,Davis,Bradley,12,0,0,0,0,0,0,4
Spring 2020,ELCS,6393,1,Practicum,Davis,Tiffany J,12,2,0,0,0,0,0,3.904
Spring 2020,ELCS,6350,1,School Leadership-Principalshp,Klussmann,Duncan Foster,13,0,0,0,0,0,2,4
Spring 2020,ELCS,6320,3,Instructional Supervision,Butcher,Keith,15,0,0,0,0,0,0,4
Spring 2020,ELCS,6334,1,Assessment & Eval in Higher Ed,Mukherjee,Moumita,16,2,0,0,0,1,0,3.58
Spring 2020,ELCS,8355,2,Policy Pol & Gov of Education,Klimitchek,Michelle,21,0,0,0,0,0,0,4
Spring 2020,ELED,3320,5,Survey Literature Child Adol,Davanon,Suzanne E,4,14,3,0,0,7,0,2.227
Spring 2020,ELED,7315,1,Literature for Children,Davanon,Suzanne E,7,6,0,0,0,1,0,3.239
Spring 2020,ELED,4311,2,Science in Elementary School I,Golabbakhsh,Yunes,13,0,0,0,0,0,0,3.714
Spring 2020,ELED,3322,8,Elem Reading Phonics Instructn,Davanon,Suzanne E,14,11,1,0,0,4,0,2.934
Spring 2020,ELED,4311,9,Science in Elementary School I,Domjan,Heather N.,15,4,0,0,0,0,0,3.617
