TERM,SUBJECT,CATALOG NBR,CLASS SECTION,COURSE DESCR,INSTR LAST NAME,INSTR FIRST NAME,A,B,C,D,F,SATISFACTORY,NOT REPORTED,TOTAL DROPPED,AVG GPA
Fall 2020,ART,3374,1,Computer Imaging,Almendarez,Francis B.,10,1,0,0,0,2,0,1,3.232
Fall 2020,SOCW,7324,3,Clinical Apps of DSM in SW,Taylor,Patricia G,20,2,0,0,0,0,0,1,3.759
Fall 2020,DIGM,2353,30,Page Layout and Design,De Vega,Jaime M,34,39,3,0,0,35,0,7,2.108
Fall 2020,PHYS,1102,4,General Physics Laboratory II,Wood,Lowell T,5,11,2,0,0,5,0,1,2.363
Fall 2020,ENGL,6398,2,Rd&Research in Lang&Lit,Prufer,Kevin D,0,0,0,0,0,1,0,0,0
Fall 2020,SPEC,8395,3,Doctoral Thesis,Santi,Kristi L,1,0,0,0,0,2,0,0,1.333
Fall 2020,ART,4303,1,Senior Painting Major II,Parazette,Aaron,5,0,0,0,0,0,0,0,3.934
Fall 2020,ENGL,8699,1,Doctoral Dissertation,Shepley,Nathan,1,0,0,0,0,2,0,0,1.333
Fall 2020,ELET,6399,1,Master's Thesis,Merchant,Fatima Aziz,0,0,0,0,0,0,0,0,0
Fall 2020,MUSA,2338,1,Applied Saxophone,Witt,Woodrow W,1,0,0,0,0,0,0,1,4
Fall 2020,MUSA,8320,47,Doctoral Applied Music,Krager,Franz A,2,0,0,0,0,0,0,0,4
Fall 2020,COMD,7391,5,Clinic in Speech Lang Disorder,Sims,Frankie B,3,0,0,0,0,0,0,0,4
Fall 2020,ECE,8198,1,Doctoral Research,Roysam,Badrinath,0,0,0,0,0,0,1,0,0
Fall 2020,PSYC,4398,3,Independent Study,Neighbors,Clayton T,1,0,0,0,0,0,0,0,4
Fall 2020,OPTO,5198,4,Spec Prob Phys Optics,Johnston,Kassaundra Lee,0,0,0,0,0,2,0,0,0
Fall 2020,MUSA,4436,2,Applied Bassoon,Wagner,Elise L,4,0,0,0,0,0,0,0,4
Fall 2020,CUIN,8398,9,Independent Study,Ramsey,John M,2,0,0,0,0,0,0,0,4
Fall 2020,MUSA,6400,4,Applied Voice,Clayton Vasquez,Cynthia L,2,0,0,0,0,0,0,0,4
Fall 2020,BIOE,6347,1,Intro Opt Sense & Biophotonics,Larin,Kirill,5,0,0,0,0,0,0,0,3.868
Fall 2020,MUSI,6114,2,Chamber Music - Brass,Dinitz,Adam L,1,0,0,0,0,0,0,0,4
Fall 2020,MECE,8399,7,Doctoral Dissertation,Wang,Su Su,0,0,0,0,0,0,0,0,0
Fall 2020,BTEC,6399,1,Thesis,Iyer,Rupa S,1,0,0,0,0,0,0,0,4
Fall 2020,BIOL,8998,5,Doctoral Research,Dauwalder,Brigitte,0,0,0,0,0,2,0,0,0
Fall 2020,PHYS,8698,17,Doctoral Research,Koerner,Lisa Whitehead,0,0,0,0,0,1,0,0,0
Fall 2020,MUSA,8241,1,Doctoral Recital II,Nuccio,Mark E,1,0,0,0,0,0,0,0,4
Fall 2020,ACCT,5380,1,Oil and Gas Accounting 1,Teare,John B,0,1,0,0,0,0,0,0,3
Fall 2020,PSYC,8999,3,Doctoral Dissertation,Spitzmuller,Christiane,1,0,0,0,0,0,0,0,4
Fall 2020,BCHS,6698,2,Special Problems,Schwartz,Robert J,0,0,0,0,0,1,0,0,0
Fall 2020,ELET,6399,2,Master's Thesis,Lent,Marino Ricardo,0,0,0,0,0,0,0,0,0
Fall 2020,MECE,8298,15,Doctoral Research,Ostilla Monico,Rodolfo,0,0,0,0,0,1,0,0,0
Fall 2020,CHEM,6198,30,Special Problems,Zastrow,Melissa L,0,0,0,0,0,1,0,0,0
Fall 2020,MUSA,6422,1,Applied Viola,Brooks,Wayne A,1,0,0,0,0,0,0,0,4
Fall 2020,ART,4361,2,Senior Sculpture Major I,Conrad,Jillian,0,1,0,0,0,0,0,0,3.33
Fall 2020,POLS,8699,12,Doctoral Dissertation,Kennedy,Ryan P,0,0,0,0,0,1,0,0,0
Fall 2020,CUIN,8398,5,Independent Study,Wong,Sissy S,1,0,0,0,0,0,0,0,4
Fall 2020,ART,6385,1,IPEF Studio,Reed,John G,1,0,0,0,0,0,0,0,3.67
Fall 2020,PSYC,3399,3,Senior Honors Thesis,Medina PhD,Luis Daniel,0,0,0,0,0,0,0,0,0
Fall 2020,PETR,3318,1,Drilling Engineering I,Hale,Arthur Herman,8,2,1,0,0,4,0,0,2.438
Fall 2020,HON,4397,3,Honors Selected Topics,Rainbow,Jesse J.,7,1,0,0,0,0,0,0,3.834
Fall 2020,NURS,3737,1,Nurs Proc Collabrtive Prac II,Quintana,Danielle,17,61,6,1,0,1,0,0,3.14
Fall 2020,PHAR,5338,1,Integrated ID II Module,Cuny,Gregory D,38,31,1,0,0,0,0,0,3.529
Fall 2020,THEA,3350,2,Movement for the Actor III,Noble,Adam S,6,2,0,0,0,0,0,0,3.709
Fall 2020,ENGL,4364,1,Minorities in Lit,Guajardo,Paul,5,6,1,0,0,4,0,0,2
Fall 2020,JWST,3371,1,Women in the Bible,Tamber-Rosenau,Caryn M,2,3,0,0,0,3,0,1,1.779
Fall 2020,IDNS,1141,5,Chemistry I SEP Workshop,Pattison,Donna,14,4,1,0,0,5,0,1,2.875
Fall 2020,MARK,3336,1,Introduction to Marketing,Koch,Steven F.,21,2,0,0,0,1,0,0,3.668
Fall 2020,PSYC,3341,6,Physiological Psychology,Torres,Stephanie,11,6,1,0,0,2,0,0,3.016
Fall 2020,SPAN,3306,1,Intro Study Span Language,Fairclough,Marta A,7,6,2,0,0,5,0,0,2.583
Fall 2020,SCM,4351,1,Stratgic Sourcing & Spend Anal,Wayhan,Victor Brian,51,5,0,0,0,3,0,1,3.673
Fall 2020,PHYS,1102,14,General Physics Laboratory II,Maric,Sladjana,3,11,1,0,0,8,0,1,2.029
Fall 2020,PETR,6372,2,Petroleum Production Operation,Wong,George K,4,2,0,1,0,0,0,0,3.144
Fall 2020,MECE,5397,4,Selected Topics,Prosperetti,Andrea,5,4,0,0,0,12,0,0,1.32
Fall 2020,HDCS,4303,3,Merchandising Systems,Johnson,Olivia,6,6,0,0,0,7,0,2,2
Fall 2020,MARK,4374,2,Sales Management,Webb,James R,18,2,0,0,0,1,0,0,3.667
Fall 2020,ANTH,2303,2,Intro To Archaeology,Widmer,Randolph J,23,19,0,0,0,3,0,3,3.203
Fall 2020,BZAN,6310,3,Quant Analysis for Busn Dec,Radhakrishnan,Suryanarayanan,30,26,0,0,0,0,0,0,3.548
Fall 2020,INDS,2355,2,Design History I,Williams,Celeste,31,3,0,0,0,0,0,2,3.805
Fall 2020,ENGL,4396,2,SR Experience Seminar Topics,Backus,Margot Gayle,5,4,1,0,0,0,0,1,2.861
Fall 2020,LAW,7397,2,Selected Topics,Oldham,J Thomas,1,5,0,0,0,0,0,0,3.387
Fall 2020,PEP,7398,7,Adv Special Problem Human Perf,Layne,Charles S,1,0,0,0,0,0,0,0,4
Fall 2020,ACCT,2301,6,Prin of Financial Accounting,Newman,Michael Ray,15,1,0,0,0,1,0,0,3.706
Fall 2020,MUSI,1121,10,Concert Chorus,Mueller,Jebediah Lee,11,1,0,0,0,0,0,2,3.834
Fall 2020,POLS,4396,1,Sel Top-Comp & Intl Pol,Kennedy,Ryan P,10,5,0,0,0,1,0,0,3.158
Fall 2020,COMM,3377,2,Strategic PR Planning,Tinsley,Priscilla T,18,2,0,0,0,0,0,0,3.818
Fall 2020,CIVE,6373,1,Exptl Methods Environ Engr,Louie,Stacey M,7,5,0,0,0,0,0,0,3.528
Fall 2020,PHIL,3395,2,Selected Topics in Phil,Zaretsky,Robert D,4,1,0,0,0,0,0,0,3.734
Fall 2020,INDE,6377,2,Ind Eng Application,Irani,Shahrukh A,6,0,0,0,0,0,0,0,4
Fall 2020,ART,3384,1,Sound Art,Meza,Abinadi,21,0,0,0,0,2,0,0,3.5
Fall 2020,DAN,4305,1,Senior Project with Career Mgt,Valls,Rebecca B,8,0,0,0,0,0,0,0,4
Fall 2020,SOCW,8699,6,Dissertation,Robbins,Susan P,0,0,0,0,0,1,0,0,0
Fall 2020,MUSI,4114,7,Chamber Music - Brass,Dinitz,Adam L,5,0,0,0,0,0,0,0,4
Fall 2020,SCM,4302,2,Energy Supply Chain,Radhakrishnan,Suryanarayanan,20,23,1,0,0,9,0,1,2.83
Fall 2020,CIVE,7397,6,Selected Topics,Rifai,Hanadi S,7,0,0,0,0,0,0,0,3.953
Fall 2020,MATH,2331,3,Linear Algebra,Perepelitsa,Mikhail Antolyevic,22,16,0,0,0,35,0,8,1.623
Fall 2020,ACCT,7397,4,Selected Topics in Accounting,Mangano,Clifford A,12,2,0,0,0,0,0,0,3.786
Fall 2020,HON,3397,5,Honors Selected Topics,Cremins,Robert Paul,2,0,0,0,0,0,0,0,4
Fall 2020,CHEM,1101,1,Foundations of Chem Lab,Zaitsev,Vladimir G,4,10,0,0,0,1,0,3,2.916
Fall 2020,COSC,4358,1,Intro to Interactive Game Dev.,Yun,Changhoon,55,30,0,0,0,4,0,0,3.426
Fall 2020,CHEM,3331,2,Fund of Organic Chemistry I,Bean,Mary B,38,51,30,0,6,110,0,29,1.376
Fall 2020,LAW,5386,1,Trial Advocacy,Daw,Willie,9,9,1,0,0,5,0,0,2.653
Fall 2020,OPTO,5111,3,Optics Lab I,Coates,Daniel R,9,16,1,0,0,0,0,0,3.308
Fall 2020,OPTO,5133,4,Adv Human Anat/Hist Lab,Coulson-Thomas,Vivien J,15,10,1,0,0,0,0,0,3.577
Fall 2020,PSYC,2351,4,Psychology of Adolescence,Viana,Andres G,7,10,6,0,0,18,0,2,1.479
Fall 2020,CUIN,7303,1,Professional Seminar I,Gronseth,Susie L B,26,2,1,0,0,0,0,0,3.839
Fall 2020,SPAN,8399,4,Dissertation,Kanellos,Nicolas,0,0,0,0,0,0,0,0,0
Fall 2020,ARCH,   6A50,1,Construction Technology 3,Colaco,Joseph P,4,10,1,0,0,0,0,0,3.332
Fall 2020,PHYS,1122,1,University Phys Laboratory II,Wood,Lowell T,3,9,0,0,0,11,0,1,1.595
Fall 2020,BUSI,3300,2,Intro to Personal Finance,Harvey,Danny,48,0,0,0,0,0,0,1,3.891
Fall 2020,KIN,1352,9,"Foundations of KIN, HLT, FIT",Gray,Jon Phillip,35,9,1,0,0,6,0,0,3.275
Fall 2020,MECE,8298,16,Doctoral Research,Chen,Zheng,0,0,0,0,0,6,0,0,0
Fall 2020,BIOL,1134,25,Hum Anat Physiol Lab I,Gill,Tejendra,1,11,1,0,0,7,0,2,1.803
Fall 2020,HDCS,2301,1,Consumer Science,Mudd,Blake Stevens,23,3,1,0,0,6,0,2,2.879
Fall 2020,MECT,3155,2,Strength Materials Lab,Basaran,Burak,10,4,1,0,0,5,0,0,2.446
Fall 2020,INDS,6310,1,Visual Thinking,Kimbrough,Mark S,3,0,0,0,0,0,0,0,4
Fall 2020,COMM,4303,4,Communication Law & Ethics,Kirkland,Steven Earl,30,8,2,0,0,5,0,0,3.049
Fall 2020,CUIN,3111,5,Educational Tech Elem Teachers,Nguyen,Phuong Thi Mai,19,4,0,0,0,3,0,2,3.385
Fall 2020,HLT,4320,2,Admin of Health Services,Nicholson,Vanessa Janel,40,4,0,0,0,5,0,0,3.47
Fall 2020,HDFS,3350,3,Observation and Assessment,Schroder,Kathleen Anne,37,4,0,0,0,3,0,0,3.497
Fall 2020,TLIM,3363,32,Technical Communications,Tangeman,Anthony C,18,12,1,0,0,8,0,2,2.55
Fall 2020,ART,1382,1,Fundamental of Digital Tools,Legans-Johnson,Robert Darius,15,0,0,0,0,0,0,0,4
Fall 2020,ECON,6485,1,Microeconomic Analysis,Craig,Steven G,11,4,0,0,0,0,0,0,3.645
Fall 2020,SPAN,2302,4,Intermediate Spanish II,Balestra,Alejandra,16,2,1,0,0,5,0,2,2.867
Fall 2020,HLT,3325,2,Medical Terminology,Bloom,Joel A,108,14,3,0,0,5,0,0,3.664
Fall 2020,PHIL,3395,1,Selected Topics in Phil,Coates,Daniel J,22,0,0,0,0,1,0,0,3.667
Fall 2020,PHYS,1121,1,University Phys Laboratory I,Wood,Lowell T,4,6,0,0,0,11,0,1,1.493
Fall 2020,MATH,8698,13,Doctoral Research,Timofeyev,Ilya,0,0,0,0,0,4,0,0,0
Fall 2020,ARTH,6334,1,History of Graphic Design,Orto,Luisa,2,1,0,0,0,0,0,0,3.667
Fall 2020,BCHS,3304,3,General Biochemistry I,Widger,William R,7,11,1,0,0,0,0,3,2.984
Fall 2020,BIOE,8398,2,Doctoral Research,Larin,Kirill,0,0,0,0,0,3,0,0,0
Fall 2020,ACCT,2302,5,Prin of Managerial Accounting,Weber,Catherine K,22,17,0,0,0,30,0,2,1.931
Fall 2020,POLS,3321,2,Politics of Mexico,Cantu,Francisco,5,3,0,0,0,1,0,0,2.666
Fall 2020,INDE,8398,8,Doctoral Research,Lee,Tae Woo,0,0,0,0,0,1,0,0,0
Fall 2020,ART,3309,2,Jr Painting Major,Frankfort,Dana M,2,1,0,0,0,0,0,0,3.447
Fall 2020,CHEE,3462,4,Unit Operations,Lattner,James Richardson,2,1,0,0,0,3,0,0,1.524
Fall 2020,PHYS,3396,2,Senior Research Project,Cherdack,Daniel David,1,0,0,0,0,0,0,0,4
Fall 2020,MUSI,3160,2,Adv Sightrding for Kybrd Plyrs,Hester,Timothy E,3,0,0,0,0,0,0,0,4
Fall 2020,GENB,7397,3,Selected Topics,Vandaveer,Amy L,30,0,1,0,0,0,0,0,3.893
Fall 2020,LAW,6358,1,Health Law Journal,Chandler,Seth J,0,0,0,0,0,7,0,0,0
Fall 2020,HRD,6304,30,Research in Human Resource Dev,Hutchins,Holly M.,4,1,0,0,0,0,0,0,3.602
Fall 2020,GRET,6332,1,Consumer Issues and Apps.,Stewart,Barbara L,14,4,1,0,0,0,0,0,3.667
Fall 2020,CUIN,4101,2,Content for Teaching,Ford,Haley Michelle Grimland,9,0,0,0,0,1,0,0,3
Fall 2020,ELET,2105,1,Semicond. Device & Circuit Lab,Talusani,Pratap Reddy,15,8,0,0,0,2,0,0,3.307
Fall 2020,PETR,8298,1,Doctoral Research,Soliman,Mohamed Yousef,0,0,0,0,0,2,0,0,0
Fall 2020,CHEM,6698,5,Special Problems,Daugulis,Olafs,0,0,0,0,0,1,0,0,0
Fall 2020,ARCH,7600,1,Architecture Design Studio V,Kudless,Andrew Justin,2,1,0,0,0,0,0,0,3.557
Fall 2020,THEA,6294,7,Design and Production Studio,Rigdon,Kevin L,5,0,0,0,0,0,0,0,4
Fall 2020,HRMA,3357,2,Gaming and Casino Managment,Kim,Jaewook,3,1,1,0,0,1,0,0,2.943
Fall 2020,ELCS,8312,3,Lab of Practice-Res Meth Devel,Santi,Kristi L,0,0,0,0,0,3,0,0,0
Fall 2020,CHEM,8999,26,Doctoral Dissertation,Brgoch,Jakoah,2,0,0,0,0,0,0,0,4
Fall 2020,PHYS,8698,8,Doctoral Research,Cheung-Wyker,Margaret S,0,0,0,0,0,3,0,0,0
Fall 2020,ART,3337,1,Junior Graphic Design Major,Unikel,Joshua,0,1,0,0,0,0,0,0,3
Fall 2020,MANA,7329,1,Behavioral Finance,Rude,Dale,2,1,0,0,0,0,0,0,3.557
Fall 2020,HON,3399,9,Senior Honors Thesis,Mohan,Chandra,1,0,0,0,0,0,0,0,4
Fall 2020,MUSI,4220,1,Choral Conducting I,Weber,Mary E,0,1,0,0,0,0,0,0,3.33
Fall 2020,MUSA,6334,1,Applied Clarinet,Nuccio,Mark E,0,1,0,0,0,0,0,0,3
Fall 2020,PCOL,6498,6,Special Problems,Trivedi PhD,Meghana,0,0,0,0,0,1,0,0,0
Fall 2020,ENGL,7337,1,Second Lang Acquisition,Duran,Chatwara,2,0,0,0,0,0,0,0,4
Fall 2020,THEA,6294,3,Design and Production Studio,Willson,Paige A,1,0,0,0,0,0,0,0,4
Fall 2020,SOCW,8398,2,Independent Study,Robbins,Susan P,1,0,0,0,0,0,0,0,4
Fall 2020,SPAN,4371,1,Techniques in Teaching Spanish,Balestra,Alejandra,1,0,0,0,0,0,0,1,4
Fall 2020,MUSA,6141,1,Graduate Recital II,Kitai,Anthony T,1,0,0,0,0,0,0,0,4
Fall 2020,LAW,6369,1,Legal Analysis and Writing,Davis,Megan Leigh-Wilson,0,0,0,0,0,10,0,0,0
Fall 2020,IDNS,1141,4,Chemistry I SEP Workshop,Pattison,Donna,24,4,1,0,0,1,0,2,3.538
Fall 2020,CIVE,6398,11,Research,Nakshatrala,Kalyana,0,0,0,0,0,1,0,0,0
Fall 2020,HON,4301,1,"Ancient Med, Sci & Tech",Bland,Laura Elizabeth,23,2,0,0,0,0,0,0,3.933
Fall 2020,SOCW,6308,2,Human Diversity & Development,Barthelemy,Juan,28,2,0,0,0,0,0,0,3.845
Fall 2020,IDNS,3131,5,Organic Chem I SEP Workshop,Pattison,Donna,22,7,0,0,0,6,0,0,3.067
Fall 2020,BUSI,4334,1,Principles of Microfinance,Becker,Charles D,5,1,0,0,0,2,0,1,2.556
Fall 2020,BCHS,8999,21,Doctoral Dissertation,Schwartz,Robert J,1,0,0,0,0,0,0,0,4
Fall 2020,RELS,3371,1,Women in the Bible,Tamber-Rosenau,Caryn M,5,3,0,0,0,2,0,0,2.9
Fall 2020,MARK,4378,1,Selling Financial Services,Garbarino,Daniel Paul,14,0,0,0,0,0,0,0,4
Fall 2020,SCM,4390,2,Supply Chain Strategy,Smith,Gordon D,13,10,0,0,0,6,0,0,2.805
Fall 2020,THEA,1331,14,Introduction To Theatre,Young,Courtney Leigh,31,2,0,0,0,10,0,2,2.731
Fall 2020,ART,3310,1,Jr Painting Major,Hecker,Rachel G,5,2,0,0,0,0,0,0,3.62
Fall 2020,BCHS,3201,12,Biochemistry I Laboratory,Pattison,Donna,13,5,0,0,0,3,0,2,3.03
Fall 2020,POLS,3313,1,Intro Internatl Relatns,Chatagnier,John Tyson,12,23,4,0,0,5,0,1,2.833
Fall 2020,PSYC,8399,20,Doctoral Dissertation,Kosten,Therese A,1,0,0,0,0,0,0,0,4
Fall 2020,COSC,3380,1,Design File and Database Syst,Hilford,Victoria,50,22,4,0,0,6,0,4,3.033
Fall 2020,HDFS,4316,1,Dynamics of Family Relations,Frankel,Leslie Ann,9,19,2,0,0,10,0,0,2.376
Fall 2020,ACCT,3366,2,Financial Reporting Frameworks,Harris,Kathleen L,16,13,2,0,0,13,0,17,1.957
Fall 2020,SCLT,3384,31,Logistics Tech and Processes,Hollis,Thomas Edward,82,14,1,0,0,10,0,1,3.404
Fall 2020,ELED,4315,4,Mathematics in Elem School II,Burris,Justin T,18,2,0,0,0,1,0,1,3.62
Fall 2020,PHAR,5236,3,Integrated Immunology Module,Knoll,Brian J,9,14,10,0,0,0,0,0,2.97
Fall 2020,MUSA,6322,3,Applied Viola,LeFevre,Suzanne,1,0,0,0,0,0,0,0,4
Fall 2020,BIOL,4323,1,Immunology,Peng,Weiyi,50,31,1,0,0,1,0,1,3.558
Fall 2020,SPEC,4397,1,Special Topics: Spec Pops,Carp,Charlotte Lynn,9,7,0,0,0,0,0,0,3.583
Fall 2020,THEA,7313,2,Graduate Movement III,Noble,Adam S,8,0,0,0,0,0,0,0,3.876
Fall 2020,MUSI,1102,6,Wind Ensemble,Pradervand,Dana S,31,0,0,0,0,1,0,0,3.865
Fall 2020,KIN,4303,1,The Obesity Epidemic,Alastuey,Lisa L,70,11,1,0,0,6,0,2,3.535
Fall 2020,COMM,3369,4,Strategic Comm. Writing,Lowicki,Rebecca Carol,6,14,4,0,0,11,0,0,2.209
Fall 2020,RELS,2350,2,Introduction to Islam,Haq,Muhammad Nisarul,19,18,3,0,0,3,1,2,2.986
Fall 2020,AFSC,4301,3,National Security Affairs I,Manning,Matthew,10,5,0,0,0,1,0,0,3.334
Fall 2020,ART,4330,1,Senior Graphic Design Major I,Beckett,Cheryl A,1,2,0,0,0,0,0,0,3.333
Fall 2020,MUSA,8240,2,Doctoral Recital I,Morgulis,Tali,2,0,0,0,0,0,0,0,4
Fall 2020,ECE,3317,1,Applied Electromagnetic Waves,Jackson,David R,25,9,0,0,0,22,0,1,2.016
Fall 2020,BIOL,4315,1,Neuroscience,Ziburkus,Jokubas,37,18,3,0,0,16,0,0,2.802
Fall 2020,SPAC,6298,1,Special Problems,Bell,Larry S,4,1,0,0,0,0,0,0,3.668
Fall 2020,GEOL,1330,5,Physical Geology,Sisson,Virginia B,68,61,7,0,0,23,0,0,2.815
Fall 2020,MUSI,1102,5,Wind Ensemble,Bertman,David Garry,27,0,0,0,0,0,0,0,4
Fall 2020,CHEM,6998,32,Special Problems,Comito,Robert Joseph,0,0,0,0,0,4,0,0,0
Fall 2020,CUIN,8374,1,Policy/Politics-Edu Governance,Cooper,Jane McIntosh,11,1,0,0,0,0,0,0,3.917
Fall 2020,PEP,8306,1,Scientific Inquiry in Hlt Prof,Johnston,Craig Allen,6,0,0,0,0,0,0,0,4
Fall 2020,CHEM,1111,22,Fundamentals of Chm Lab,Zaitsev,Vladimir G,11,3,0,0,0,3,0,2,2.853
Fall 2020,CHEM,1112,1,Fundamentals of Chm Lab,Zaitsev,Vladimir G,7,8,0,0,0,2,0,1,2.737
Fall 2020,PSYC,3341,11,Physiological Psychology,Halverson,Kelly K,20,6,0,0,0,5,0,1,3.14
Fall 2020,HON,2301,6,Human Situation: Antiquity,Charara,Hayan S,0,4,0,0,0,0,0,0,2.664
Fall 2020,MUSA,4434,3,Applied Clarinet,Rowell,Chester D,8,0,0,0,0,0,0,0,4
Fall 2020,ENGL,1303,73,First Year Writing I,Sommers,Jeffry Ryan,6,3,3,0,0,7,0,0,1.884
Fall 2020,HDFS,1300,7,Dev of Contemporary Families,Jordan,Erica F,83,52,9,0,0,13,0,0,3.125
Fall 2020,LAW,5386,1,Trial Advocacy,Strahan,April Ann,9,9,1,0,0,5,0,0,2.653
Fall 2020,MATH,1330,3,Precalculus,May,Jennifer Ruhnow,75,26,12,0,0,29,0,17,2.415
Fall 2020,ECE,8399,33,Doctoral Dissertation,Shireen,Wajiha,1,0,0,0,0,0,0,0,4
Fall 2020,OPTO,6163,2,Primary Opt Lab,Wensveen,Janice,18,8,0,0,0,0,0,0,3.616
Fall 2020,OPTO,5344,1,Adv Physiol and Molecular Biol,Frishman,Laura J,45,45,8,0,1,0,0,0,3.41
Fall 2020,MUSI,4112,2,Chamber Music - Woodwind,Pradervand,Dana S,3,0,0,0,0,0,0,0,4
Fall 2020,ECE,6342,1,Digital Signal Process,Hebert,Thomas James,7,4,0,0,0,0,0,0,3.576
Fall 2020,LAW,5409,1,Contracts,Bush,Darren,19,42,4,0,0,0,0,0,3.353
Fall 2020,ECE,3337,1,Signals and Systems Analysis,Roysam,Badrinath,8,15,1,0,0,9,0,1,2.391
Fall 2020,NUTR,3336,1,Nutritional Pathophysiology,Vollrath,Kirstin,61,12,1,0,0,2,0,1,3.545
Fall 2020,PHLS,8193,2,Internship in Psychology,Margulis,Milena A,0,0,0,0,0,3,0,0,0
Fall 2020,ENGL,1303,137,First Year Writing I,Kroger,Ann Gabriel,7,7,1,0,0,2,0,1,2.742
Fall 2020,PHIL,3333,1,Metaphysics,Loewenstein,Yael R,15,6,3,0,0,5,0,0,2.833
Fall 2020,MUSI,2210,3,Theory III,Snyder,John L,7,5,0,0,0,5,0,0,2.032
Fall 2020,TMTH,3360,6,Applied Technical Statistics,Dick,Deanna L,1,8,1,0,0,11,0,2,0.966
Fall 2020,LAW,5321,1,Law Office Management,Grabowski,Paul Stanley,9,29,0,0,0,8,0,0,2.796
Fall 2020,MECE,3336,2,Mechanics II,Agrawal,Ashutosh,15,20,2,0,0,11,0,4,2.366
Fall 2020,PHYS,1302,2,Intro General Physics II,Curran,Seamus A,22,61,0,0,0,61,0,13,1.726
Fall 2020,MATH,5331,1,Linear Algebra W/ Applications,Kaiser,Klaus H,18,0,0,0,0,0,0,0,4
Fall 2020,SCLT,3381,30,Industrial and Consumer Sales,Cassler,Daniel,43,6,0,0,0,10,0,0,3.115
Fall 2020,ENGL,1303,128,First Year Writing I,Shepley,Nathan,7,5,0,0,0,7,0,0,2.117
Fall 2020,HRMA,2340,1,System of Accts in Hospitality,DeFranco,Agnes L,19,14,1,0,0,24,0,2,1.905
Fall 2020,BIOE,6350,1,Genomic and Proteomic Engr,Wu,Tianfu,32,0,0,0,0,0,0,0,4
Fall 2020,ECE,2201,1,Circuit Analysis I,Shattuck,David P,11,10,0,0,5,20,0,3,1.243
Fall 2020,KIN,4690,1,Internship in Sport Admin 1,Walsh,David W,23,3,0,0,0,0,0,0,3.834
Fall 2020,ART,3371,1,Photo-Dig Media Portfolio Dev,Montoya,Delilah,16,2,0,0,0,0,0,0,3.761
Fall 2020,RUSS,2301,1,Second-Year Russian I,Berg,Aleksey,8,4,0,0,0,2,0,0,3.072
Fall 2020,CIS,2334,2,Information Systems Applicatns,Velusamy,Gandhimathi,40,1,0,0,0,0,0,1,3.76
Fall 2020,GEOL,1130,10,Physical Geology Lab,Hauptvogel,Daniel William,12,3,0,0,0,3,0,0,2.913
Fall 2020,GEOL,1130,11,Physical Geology Lab,Hauptvogel,Daniel William,14,2,1,0,0,1,0,0,3.351
Fall 2020,ELCS,8695,8,Doctoral Thesis,Rangel,Virginia,0,0,0,0,0,2,0,0,0
Fall 2020,CNST,6375,2,BIM Applications for CM,Din,Zia Ud,7,0,0,0,0,0,0,1,3.953
Fall 2020,ECE,8399,29,Doctoral Dissertation,Brankovic,Stanko R,2,0,0,0,0,0,0,0,4
Fall 2020,CHEM,3222,4,Fund of Organic Chem. Lab II,Bean,Mary B,10,8,0,0,0,4,0,1,2.819
Fall 2020,ECON,8399,5,Doctoral Dissertation,Friedman,Willa H,0,0,0,0,0,1,0,0,0
Fall 2020,PSYC,6393,14,Clinical Research Practicum,Bick,Johanna R,1,0,0,0,0,0,0,0,4
Fall 2020,ARCH,3329,1,"Synagogues, Churches & Mosques",Laos,Nora,3,5,0,0,0,3,0,0,2.485
Fall 2020,ARCH,3398,6,Independent Study,Kubo,Michael,1,0,0,0,0,0,0,0,4
Fall 2020,PHOP,6757,6,Research Practicum B,Patel,Nimesh Bhikhu,0,1,0,0,0,0,0,0,3.33
Fall 2020,ECE,6198,8,Research,Malki,Heidar A,0,0,0,0,0,1,0,0,0
Fall 2020,BIOE,8699,12,Doctoral Dissertation,Gifford,Howard,0,0,0,0,0,1,0,0,0
Fall 2020,MECE,8598,21,Doctoral Research,Ostilla Monico,Rodolfo,0,0,0,0,0,1,0,0,0
Fall 2020,SPEC,6367,1,Special Education for Leaders,Malechuk,Brian Edward,1,0,0,0,0,0,0,0,4
Fall 2020,HIST,4361,2,20th Century Genocides,Guenther,Irene V,3,0,0,0,0,0,0,0,4
Fall 2020,MUSI,4112,3,Chamber Music - Woodwind,Dinitz,Adam L,1,0,0,0,0,0,0,0,4
Fall 2020,SPEC,7395,1,Diagnostician Internship II,Hassett,Kristen Spring,0,0,0,0,0,1,0,0,0
Fall 2020,PHLS,8399,4,Doctoral Dissertation,Margulis,Milena A,3,0,0,0,0,0,0,0,4
Fall 2020,BCHS,6898,1,Special Problems,Weihua,Zhang,0,0,0,0,0,1,0,0,0
Fall 2020,MUSI,6198,30,Research,Ross,Arnold C,1,0,0,0,0,0,0,0,4
Fall 2020,PHLS,8199,4,Dissertation,Arbona,Consuelo,0,0,0,0,0,2,0,0,0
Fall 2020,HON,3399,1,Senior Honors Thesis,Rhoden,Brenda,0,0,0,0,0,0,0,0,0
Fall 2020,PHLS,8699,16,Doctoral Dissertation,Obasi,Ezemenari M,0,0,0,0,0,0,0,0,0
Fall 2020,PHLS,8399,7,Doctoral Dissertation,Schwartz,Jonathan Peter,1,0,0,0,0,0,0,0,4
