TERM,SUBJECT,CATALOG NBR,CLASS SECTION,COURSE DESCR,INSTR LAST NAME,INSTR FIRST NAME,A,B,C,D,F,SATISFACTORY,NOT REPORTED,TOTAL DROPPED,AVG GPA
Fall 2020,ELET,1400,1,Circuit Theory and Lab I,Moges,Mequanint A,10,21,4,0,0,32,0,8,1.396
Fall 2020,IDNS,1141,2,Chemistry I SEP Workshop,Pattison,Donna,16,5,0,0,0,2,0,0,3.333
Fall 2020,CORE,1101,50,College Success,Dunkelberger,Martha J,8,1,0,0,0,1,0,0,3.467
Fall 2020,BUSI,4350,6,Business Law and Ethics,Currie,Daniel David,69,76,0,0,0,43,0,0,2.62
Fall 2020,INDE,4320,1,Computer-Integrated Manufactur,Chang,Feng-Chang Roger,24,6,0,0,0,1,0,0,3.645
Fall 2020,JPNS,1501,5,Elementary Japanese I,Suzuki,Mamiko,26,1,1,0,0,3,0,0,3.365
Fall 2020,PHIL,1301,1,Intro To Philosophy,Haaga,Curtis W,32,6,1,0,0,8,0,1,2.973
Fall 2020,FINA,4328,1,Principles of Personal Finance,Coleman,Alfred G,41,1,0,0,0,1,0,1,3.876
Fall 2020,NUTR,2332,5,Intro To Human Nutrition,Alastuey,Lisa L,37,7,1,0,0,3,0,0,3.341
Fall 2020,ENGL,1303,36,First Year Writing I,Anderson,Claire F,15,2,0,0,0,1,0,1,3.422
Fall 2020,COMM,4392,1,Professional Internship,Ashley,Laura B,0,0,0,0,0,23,0,0,0
Fall 2020,COMM,4360,1,Media Planning & Placement,Kelley,Larry D.,16,9,0,0,0,3,0,0,3.226
Fall 2020,ENGL,8699,12,Doctoral Dissertation,Backus,Margot Gayle,0,0,0,0,0,0,0,0,0
Fall 2020,PHAR,5224,1,Integrated Renal Module,Marwaha,Aditi,16,22,16,0,0,0,0,0,3
Fall 2020,MECT,2354,3,Introduction to Mechanics,Basaran,Burak,0,4,4,0,0,17,0,4,0.466
Fall 2020,BIOL,6231,1,Advanced Cell Biology II,Khurana,Seema,12,0,0,0,0,0,0,0,3.945
Fall 2020,PHYS,4421,3,Elec Devices & Applic,Freelon,Byron Kendall,3,0,0,0,0,2,0,0,2.4
Fall 2020,MATH,3338,1,Probability,Kao,Edward P,9,30,0,0,0,9,0,7,2.429
Fall 2020,ENGL,3341,2,Bus & Prof Writing,Butler,Paul G,11,2,0,0,0,3,0,1,2.741
Fall 2020,POLS,1337,53,"US Govt: Congress,Pres & Crts",Williamson,Jonathan Lyle,11,2,0,0,0,0,0,0,3.524
Fall 2020,BIOL,8998,2,Doctoral Research,Zhang,Shaun Xiaoliu,0,0,0,0,0,2,0,0,0
Fall 2020,SCLT,4389,32,Practicum in Supply Chain,Poisler,Marco A,23,5,2,0,0,0,0,0,3.722
Fall 2020,ARCH,1500,19,Design Studio I,Phan,Trang A T,24,3,0,0,0,0,0,0,3.852
Fall 2020,HON,3397,4,Honors Selected Topics,Nash,Michael W,11,3,1,0,0,0,0,0,3.579
Fall 2020,BIOL,6998,1,Special Problems,Feng,Qin,0,0,0,0,0,3,0,0,0
Fall 2020,NUTR,4348,1,Intro to NUTR Counseling,Honig,Caryn A,13,11,0,0,0,2,0,0,3.269
Fall 2020,HRMA,6342,1,Alcoholic Beverage Production,Corsi,Aaron James,5,0,0,0,0,0,0,0,4
Fall 2020,ACCT,4335,4,Financial Statement Auditing,Kuruvilla,Mohan,8,5,1,0,0,10,0,1,2.028
Fall 2020,HRMA,7361,2,Hospitality Marketing Analysis,Shin,Min Jung,7,0,0,0,1,0,0,0,3.5
Fall 2020,MUSI,1100,1,Marching Band,Bertman,David Garry,96,0,0,0,0,1,0,4,3.959
Fall 2020,CHEM,1111,44,Fundamentals of Chm Lab,Zaitsev,Vladimir G,6,12,0,0,0,1,0,0,3.017
Fall 2020,CHEM,1112,10,Fundamentals of Chm Lab,Zaitsev,Vladimir G,9,4,1,0,0,3,0,1,2.666
Fall 2020,ACCT,2301,11,Prin of Financial Accounting,Parthasarathy,Kiran M,95,72,7,0,0,74,0,14,2.334
Fall 2020,CHEM,1111,10,Fundamentals of Chm Lab,Zaitsev,Vladimir G,5,8,0,0,0,2,0,1,2.588
Fall 2020,PHYS,8698,4,Doctoral Research,Bellwied,Rene,0,0,0,0,0,2,0,0,0
Fall 2020,ECE,8598,21,Doctoral Research,Pan,Miao,0,0,0,0,0,4,0,0,0
Fall 2020,ACCT,4378,1,Oil and Gas Accounting I,Teare,John B,3,1,0,0,0,5,0,0,1.667
Fall 2020,ENGL,1304,10,First Year Writing II,Estillore,Abigail C.,9,4,0,0,0,3,0,1,2.612
Fall 2020,ENGL,1370,1,Composition II-Honors,Barnes,Michael,5,4,0,0,0,0,0,0,3.592
Fall 2020,FREN,1501,3,Elementary French I,WILSON,Celine Madeleine Alice,10,9,1,0,0,8,0,0,2.441
Fall 2020,LAW,5386,1,Trial Advocacy,Edison,Andrew,9,9,1,0,0,5,0,0,2.653
Fall 2020,HLT,3301,1,Health Behavior Theories,Fedor Amador,Theresa Marie,48,11,1,0,0,3,0,0,3.511
Fall 2020,PEP,6397,1,Selected Topics in Human Perf,Walsh,David W,10,6,3,0,0,0,0,1,3.351
Fall 2020,COMM,3326,1,Graphics Applications,Economou-Clarke,Ann M,12,5,1,0,0,0,0,0,3.438
Fall 2020,COSC,4351,1,Fundamentals of Software Engr,Singh,Raj Kumar,95,4,0,0,0,1,0,0,3.904
Fall 2020,KIN,1352,15,"Foundations of KIN, HLT, FIT",Gray,Jon Phillip,33,6,4,0,0,4,0,0,3.231
Fall 2020,OPTO,6434,1,General Pharmacology,Rump,Rachel,49,44,6,0,1,0,0,0,3.347
Fall 2020,OPTO,7152,3,Pediatric Optometry II Lab,Currie,Debra C,21,4,1,0,0,0,0,0,3.693
Fall 2020,FORE,6351,1,Futures Research,Hines,Andrew Lewis,26,3,0,0,1,0,0,2,3.657
Fall 2020,ENGL,1303,101,First Year Writing I,Garcia,Sylvia A,10,6,0,0,0,2,0,0,2.801
Fall 2020,TECH,3365,3,Appl of Discrete Mthds in Tech,Larsen,Marilyn Annette,20,9,2,0,0,8,0,1,2.442
Fall 2020,EGRP,1170,2,Engineering Applications IX,Henderson,Jerrod A,0,0,0,0,0,1,0,0,0
Fall 2020,PCOL,7333,1,Molecular Pharmacology,Eriksen,Jason,7,5,2,0,0,0,0,0,3.357
Fall 2020,THEA,1331,17,Introduction To Theatre,Wallace,Steven W.,27,4,0,0,0,1,0,2,3.74
Fall 2020,MATH,3339,5,Statistics for the Sciences,Labate,Demetrio,9,4,0,0,0,10,0,7,1.548
Fall 2020,ART,3309,1,Jr Painting Major,Frankfort,Dana M,5,2,0,0,0,0,0,0,3.62
Fall 2020,HIST,3399,2,Senior Honors Thesis,Gharala,Norah Linda Andrews,1,0,0,0,0,0,0,0,4
Fall 2020,HIST,3371,1,Russian Imperial History,Rainbow,David,4,3,1,0,0,1,0,0,3
Fall 2020,HDCS,4372,1,Forecasting for Tech Entrep.,Whittington,Alexandra L,11,5,0,0,0,4,0,0,2.715
Fall 2020,CUIN,3350,2,Knowing/Learning Science-Math,Segura,Perri F,25,7,1,0,0,1,0,0,3.253
Fall 2020,ECON,3334,1,Intermediate Macroeconomics,Nygaard,Vegard Mokleiv,18,13,0,0,1,7,0,2,2.566
Fall 2020,FREN,2301,2,Intermediate French,Gnanwo Hounfodji,Raymond,2,9,1,0,0,1,0,0,2.333
Fall 2020,ELED,4320,9,Social Studies Ele Sch,Ford,Haley Michelle Grimland,31,3,0,0,0,1,0,0,3.685
Fall 2020,MANA,4347,2,Ethics and Corp Soc Respon.,Im,Taehoon,32,30,2,0,0,2,0,0,3.379
Fall 2020,COMM,3324,2,Photojournalism I,Carson,Richard J,13,3,0,0,0,2,0,1,2.858
Fall 2020,PSYC,3301,12,Intro Psych Stats,Alonso,Nicole Ashley,15,10,0,0,0,10,0,2,2.342
Fall 2020,HON,3331,1,Intro to Civic Engagement,Smith,Bradley,19,0,0,0,0,0,0,1,3.913
Fall 2020,PSYC,2344,9,Cultural Psychology,Brooks,Jasmin R,19,16,2,0,0,6,0,2,2.708
Fall 2020,COSC,2430,1,Programming and Data Structure,Mukherjee,Arjun,36,16,4,0,0,15,0,9,2.525
Fall 2020,BIOE,4335,1,Capstone Design I,Chen,Ting,38,8,0,0,0,2,0,0,3.605
Fall 2020,CHEM,3221,28,Fund of Organic Chem. Lab I,Bean,Mary B,11,10,0,0,0,2,0,0,3.028
Fall 2020,CIVE,6331,1,Hydraulics Open Channel Flow,Chu,Ted,13,0,0,0,0,0,0,0,3.975
Fall 2020,POLS,3336,1,Globalization,Farah,Elena,26,2,0,0,0,0,0,2,3.811
Fall 2020,PHAR,4260,1,Intro to the Healthcare System,Thornton,James D,24,26,9,0,0,0,0,0,3.254
Fall 2020,KIN,4190,1,Sport Administration Seminar,Walsh,David W,9,13,0,0,0,5,0,0,2.354
Fall 2020,NUTR,3330,1,Mgmt in Food & Nutr Systems,Haubrick,Kevin,12,19,5,1,0,6,0,0,2.652
Fall 2020,ACCT,7360,1,Partnership Taxation,Nowicki,Laura D,10,9,5,1,1,0,0,1,2.886
Fall 2020,LAW,6240,1,Death Penalty Clinic,Newberry,Jeffrey R,1,3,0,0,0,0,0,0,3.333
Fall 2020,PHYS,1101,18,General Physics Laboratory I,Wood,Lowell T,4,9,2,0,0,6,0,1,2.226
Fall 2020,HLT,4317,1,Found of Epi in Public Health,Drenner,Kelli Linn,49,16,3,0,0,8,0,2,3.029
Fall 2020,CUIN,4375,8,Classroom Management,Snead,Lauren Oropeza,28,1,0,0,0,2,0,3,3.594
Fall 2020,CIS,2348,1,Info Systems Appl Development,Lendasse,Amaury,21,12,3,0,0,13,0,1,1.703
Fall 2020,PSYC,6398,23,Independent Studies,Steinberg,Lynne,1,0,0,0,0,0,0,0,4
Fall 2020,GEOL,6397,3,Selected Topics in Geology,Singh,Prerna,6,2,0,0,0,0,0,0,3.544
Fall 2020,MUSA,8242,1,Doctoral Recital III,Staupe,Andrew Paul,1,0,0,0,0,0,0,0,3.67
Fall 2020,WCL,2380,1,Introduction to Jewish Studies,Tamber-Rosenau,Caryn M,1,1,1,0,0,4,0,0,1.166
Fall 2020,SCM,6301,2,Supply Chain Mgt Foundations,Smith,Gordon D,13,3,0,0,0,0,0,0,3.813
Fall 2020,MUSI,8296,1,Doctoral Essay,Koozin,Timothy,2,0,0,0,0,1,0,0,2.667
Fall 2020,MUSI,1120,2,University Chorus,Mueller,Jebediah Lee,2,2,0,0,0,0,0,0,2.734
Fall 2020,MECE,7399,1,Masters Thesis,Metcalfe,Ralph W,0,0,0,0,0,0,0,0,0
Fall 2020,CIVE,8298,12,Doctoral Research,Rifai,Hanadi S,0,0,0,0,0,1,0,0,0
Fall 2020,CIVE,8399,11,Doctoral Dissertation,Nakshatrala,Kalyana,0,0,0,0,0,0,0,0,0
Fall 2020,HDCS,4394,1,Internship in RCS,Ezell,Shirley D,5,0,0,0,0,2,0,0,2.459
Fall 2020,BIOL,8598,49,Doctoral Research,Kelleher Meisel,Erin S,0,0,0,0,0,1,0,0,0
Fall 2020,CIVE,8398,12,Doctoral Research,Rifai,Hanadi S,0,0,0,0,0,1,0,0,0
Fall 2020,MUSA,4400,4,Applied Voice,McCormick,Dominique,3,0,0,0,0,0,0,0,4
Fall 2020,HRMA,6190,7,Hospitality Research Proposal,DeFranco,Agnes L,0,0,0,0,0,1,0,0,0
Fall 2020,MARK,8999,3,Doctoral Dissertation,Patrick-Ralhan,Vanessa M,0,0,0,0,0,0,1,0,0
Fall 2020,ART,1360,1,Fundamentals of Sculpture,Nesbit,Tiffany Angel,12,0,0,0,0,0,0,0,3.918
Fall 2020,PETR,8598,11,Doctoral Research,Lee,Kyung Jae,0,0,0,0,0,2,0,0,0
Fall 2020,BCHS,8999,20,Doctoral Dissertation,Gunaratne,Preethi H,1,0,0,0,0,0,0,0,4
Fall 2020,SOCW,7356,3,Groups in Clinical Settings,Aucoin,Anthony Martin,16,3,1,0,0,0,0,0,3.668
Fall 2020,MUSA,6140,1,Graduate Recital I,Barton,Mark,0,0,0,0,0,0,0,0,0
Fall 2020,BIOL,8898,4,Doctoral Research,Lekven,Arne,0,0,0,0,0,2,0,0,0
Fall 2020,MECE,8598,2,Doctoral Research,Franchek,Matthew,0,0,0,0,0,1,0,0,0
Fall 2020,PETR,6338,31,Appl Math Mthds in Petr Engr,Gonzalez,Reinaldo J,0,0,1,0,0,0,0,0,2.33
Fall 2020,PSYC,6399,9,Masters Thesis,Kosten,Therese A,1,0,0,0,0,0,0,0,4
Fall 2020,PSYC,6399,21,Masters Thesis,Neighbors,Clayton T,1,0,0,0,0,0,0,0,4
Fall 2020,PHAR,5659,1,Specialized Pharm Pract Exp,Tolleson,Shane Russell,1,0,0,0,0,0,0,0,4
Fall 2020,BIOE,8598,15,Doctoral Research,Das,Mini,0,0,0,0,0,1,0,0,0
Fall 2020,THEA,6398,1,Independent Study,Young,John M,1,0,0,0,0,0,0,0,3.67
Fall 2020,BIOE,8198,20,Doctoral Research,Francis,Joseph Thachil,0,0,0,0,0,1,0,0,0
Fall 2020,MECE,6399,15,Masters Thesis,Prosperetti,Andrea,1,0,0,0,0,0,0,0,4
Fall 2020,MUSA,1350,2,Applied Percussion,Warren,Paul Alexander,1,0,0,0,0,0,0,0,4
Fall 2020,ART,4364,1,Senior Sculpture Major II,Conrad,Jillian,1,0,0,0,0,0,0,0,4
Fall 2020,ECE,8298,12,Doctoral Research,Han,Zhu,0,0,0,0,0,1,0,0,0
Fall 2020,LAW,5188,1,Interscholastic Mock Tr Retro,Lawrence,Jim E,0,0,0,0,0,2,0,0,0
Fall 2020,ART,6397,3,Sel Topics/Studio Arts,Lowe,Rick,5,0,0,0,0,0,0,0,4
Fall 2020,MATH,6312,2,Introduction to Real Analysis,Vershynina,Anna,1,0,0,0,0,0,0,1,4
Fall 2020,PHCA,6298,5,Special Problems,Aparasu,Rajender R,2,0,0,0,0,0,0,0,4
Fall 2020,MATH,6398,51,Special Problems,Mang,Andreas,0,0,0,0,0,1,0,0,0
Fall 2020,ART,4360,2,Senior Sculpture Major I,Kittelson,Paul A,0,1,0,0,0,0,0,0,3.33
Fall 2020,CIVE,6398,17,Research,Vipulanandan,Cumaraswamy,0,0,0,0,0,1,0,0,0
Fall 2020,MUSI,6298,3,Research,Suits,Brian J,1,0,0,0,0,0,0,0,4
Fall 2020,MUSI,6106,2,Grad Large Ensemble,Marmolejo,Noe J,1,0,0,0,0,0,0,0,4
Fall 2020,BIOE,8298,1,Doctoral Research,Akay PhD,Metin,0,0,0,0,0,1,0,0,0
Fall 2020,IDNS,2197,1,Top-Natrl Sci & Mth,Pattison,Donna,19,2,0,0,0,6,0,1,2.893
Fall 2020,GEOL,8998,40,Doctoral Research,Khan,Shuhab D.,0,0,0,0,0,4,0,0,0
Fall 2020,IDNS,2197,2,Top-Natrl Sci & Mth,Ogletree-Hughes,Monique L,21,6,0,0,0,4,0,1,3.188
Fall 2020,BIOL,4354,2,Endocrinology,Gill,Tejendra,17,48,4,0,0,12,0,6,2.603
Fall 2020,HIST,6393,1,Rdgs Seminar in US History,Young,Nancy Beck,7,0,0,0,0,0,0,0,3.953
Fall 2020,PHAR,5335,2,Integrated Neurology Module,Tejada-Simon,Maria Victoria,13,26,8,0,0,0,0,0,3.106
Fall 2020,POLS,3366,1,Political Parties,Cole,Jeffrey Bryan,15,7,1,0,0,6,0,1,2.782
Fall 2020,ART,1372,1,Fundamentals of Video Art,Cooper,Marcelese,9,4,0,0,0,0,0,0,3.112
Fall 2020,BCHS,6226,1,Enzyme Catalysis and Kinetics,Wang,Yuhong,7,0,0,0,0,0,0,0,4
Fall 2020,ENGL,1303,31,First Year Writing I,Hunt,Daniel J,10,5,0,0,0,1,0,1,2.86
Fall 2020,MUSI,4198,7,Research in Chamber Music,Hester,Timothy E,2,0,0,0,0,0,0,0,4
Fall 2020,COMD,1333,4,Intro To Communicatn Disorders,Johnson,Kia,16,8,2,0,0,5,0,0,2.6
Fall 2020,SOC,3300,2,Intro to Sociological Theory,Grigorian,Stella,23,11,1,0,0,15,0,4,2.309
Fall 2020,IDNS,3131,1,Organic Chem I SEP Workshop,Pattison,Donna,12,7,2,0,0,10,0,3,2.344
Fall 2020,IDNS,1131,4,Calculus I SEP Workshop,Pattison,Donna,11,3,0,0,0,1,0,1,3.533
Fall 2020,CIVE,7397,1,Selected Topics,Lee,Hyongki,7,5,0,0,0,0,0,0,3.638
Fall 2020,ARCH,5500,11,Architecture Design Studio IX,Hager,Jesse,6,4,0,0,0,0,0,0,3.501
Fall 2020,BIOL,1361,18,Intro To Biological Science 1,Cheek,Ann Oliver,10,9,1,0,0,9,0,1,1.944
Fall 2020,PSYC,2344,13,Cultural Psychology,Madubata,Ijeoma J,4,10,4,0,0,10,0,0,1.508
Fall 2020,PCEU,6345,1,Advanced Pharmaceutics II,Hu,Ming,1,5,0,0,0,0,0,0,3.167
Fall 2020,PSYC,6344,1,Functional Neuroanatomy,Leasure,Jennifer Leigh,2,2,1,0,0,0,0,0,3.332
Fall 2020,ARCH,3397,9,Selected Topics,Mantz,Ophelia,3,5,2,0,0,0,0,0,3.166
Fall 2020,ENGL,8398,9,Graduate English Resrch,Connolly,Sally,0,0,0,0,0,1,0,0,0
Fall 2020,COMM,6370,2,Public Relations Management,Vardeman,Jennifer E,5,0,0,0,0,0,0,0,3.934
Fall 2020,ART,7398,3,Independent Graduate Study,Montoya,Delilah,2,0,0,0,0,0,0,0,4
Fall 2020,HRMA,2343,1,Hospitality Cost Controls,Taylor Jr,Scott T,39,17,1,0,0,10,0,1,2.612
Fall 2020,MANA,   6A25,2,Ethical Leadrshp & Crit Reason,Carlin,Barbara A,2,2,2,0,0,0,0,0,3.165
Fall 2020,ECE,3355,4,Electronics,Ruchhoeft,Paul,5,2,0,0,0,6,0,0,1.733
Fall 2020,ACCT,7375,1,Corporate Taxation,Fernandez,Ramon,26,21,4,0,0,0,0,1,3.483
Fall 2020,MUED,3102,1,Brasses,Bertman,David Garry,28,0,0,0,0,0,0,1,4
Fall 2020,COMM,6370,1,Public Relations Management,Vardeman,Jennifer E,19,2,0,0,0,0,0,0,3.858
Fall 2020,ENGL,7365,1,Presem: 19Th-C Brit Lit,Voskuil,Lynn M,5,0,0,0,0,0,0,0,3.868
Fall 2020,MUSI,1102,4,Wind Ensemble,Bertman,David Garry,29,0,0,0,0,1,0,0,3.867
Fall 2020,OPTO,6132,1,Med Laboratory Proced,Garza,Janet,21,3,0,0,0,0,0,0,3.875
Fall 2020,PHOP,8698,2,Doctoral Research,Das,Vallabh E,1,0,0,0,0,0,0,0,4
Fall 2020,MIS,4397,3,Selected Topics in MIS,Eierdam,Richard R,8,3,0,0,0,2,0,2,2.733
Fall 2020,ECE,8198,32,Doctoral Research,Pan,Miao,0,0,0,0,0,2,0,0,0
Fall 2020,CHEM,3119,4,Anlytical Chemistry Lab,Czader,Arkadiusz,0,1,1,0,0,0,0,0,1.168
Fall 2020,CNST,4381,1,Reinforced Conc & Bldg Codes,Elzafraney,Mohamed,42,19,0,0,0,4,0,0,3.39
Fall 2020,MUSI,1100,2,Marching Band,Kubos,Cameron Kade,95,0,0,0,0,0,0,0,4
Fall 2020,CIS,4375,3,Project Management & Practice,Gibbs,Thomas Garfield,0,5,1,0,0,20,0,0,0.667
Fall 2020,MECE,6384,1,Methods of Applied Math I,Chen,Yi-Chao,9,10,6,2,1,0,0,1,2.822
Fall 2020,GEOL,1130,1,Physical Geology Lab,Hauptvogel,Daniel William,13,0,0,0,0,6,0,0,2.667
Fall 2020,GERM,2331,1,Intermediate German I,Bandmann,Tanya,8,2,2,0,0,3,0,2,2.333
Fall 2020,MATH,4320,1,Intro To Stochastic Processes,Ott,William R,43,10,3,0,0,4,0,0,3.318
Fall 2020,CHEM,1111,79,Fundamentals of Chm Lab,Zaitsev,Vladimir G,6,3,2,0,0,5,0,0,1.883
Fall 2020,ART,1301,4,Fundamentls of Drawing,Miller,Michael Herman,21,0,1,0,0,0,0,1,3.597
Fall 2020,DAN,1300,1,Dance as a Fine Art,Beasant III III,John J,8,9,1,0,0,4,0,0,2.728
Fall 2020,FINA,7326,1,Private Equity & Invest Bankin,Stewart,Marcus,9,9,0,0,0,0,0,0,3.482
Fall 2020,ECE,6377,2,Power Systems Analysis,Phillips,Desiree Lyn,6,0,0,0,0,0,0,0,3.89
Fall 2020,OPTO,6231,1,Corneal Disease,Bergmanson,Jan Pg,0,0,0,0,0,19,0,0,0
Fall 2020,MUED,2320,3,Computers for Musicians,Welch,Carl Chapman,7,2,0,0,0,2,0,0,2.429
Fall 2020,OPTO,7252,1,Pediatric Optometry II,Johnston,Kassaundra Lee,41,51,1,0,0,0,0,1,3.43
Fall 2020,SPAN,3386,1,Spanish Culture Through Film,Solino,Maria Elena,11,6,0,0,0,3,0,0,2.542
Fall 2020,ENGL,2305,4,Intro To Fiction,Quinones,Paige V,6,7,0,0,0,5,0,2,2.5
Fall 2020,CUIN,3302,3,Social Education,Thomas,Dustine J,32,2,0,0,0,1,0,0,3.731
Fall 2020,CHEM,1111,63,Fundamentals of Chm Lab,Zaitsev,Vladimir G,5,8,0,0,0,5,0,0,2.101
Fall 2020,LAW,6232,1,HIPAA,Ewer,Michael S,5,6,0,0,0,0,0,0,3.455
Fall 2020,CHEM,1111,72,Fundamentals of Chm Lab,Zaitsev,Vladimir G,4,9,1,0,0,5,0,0,2.184
Fall 2020,HON,3308,1,Lyric Medicine,Lambeth,Laurie Regine Clements,17,1,0,0,0,1,0,1,3.702
Fall 2020,MUSI,1310,2,Theory I,Koozin,Timothy,7,5,2,0,0,1,0,1,3.155
Fall 2020,CIS,3367,1,Cloud Computing Architecture,Martinez,Jose C,14,13,1,0,0,14,0,0,2.178
Fall 2020,PSYC,3325,4,Psychology of Personality,Anderson,Jill Annette,14,11,4,0,0,10,0,1,2.513
Fall 2020,MECT,3341,1,Computer-Aided Drafting,Ray,Kyle A,213,35,2,0,0,16,0,4,3.517
Fall 2020,OPTO,5133,2,Adv Human Anat/Hist Lab,Coulson-Thomas,Vivien J,16,7,1,0,0,0,0,0,3.584
Fall 2020,ARCH,4355,1,Houston Architecture,Fox,Stephen,11,2,0,0,0,0,0,0,3.719
Fall 2020,MATH,3363,3,Introduction To Pde,Gorb,Yuliya,14,7,4,0,0,13,0,6,1.574
Fall 2020,THEA,2320,1,Acting III,Kershaw,Philip Brian,1,1,0,0,0,0,0,0,3.17
Fall 2020,CHEM,1331,6,Fundamentals of Chemistry,Halasyamani,P Shiv,8,8,1,0,0,15,0,2,1.688
Fall 2020,PSYC,6392,1,Intervention Practicum,Walker-Obasi,Rheeda Lynette,6,0,0,0,0,6,0,0,2
Fall 2020,BIOE,6398,8,Research,Das,Mini,0,0,0,0,0,2,0,0,0
Fall 2020,CHEM,6312,2,Bonding,Wu,Judy,0,1,0,0,0,0,0,0,3.33
Fall 2020,MANA,4356,1,Managing Diversity,Avery,Derek Reynold,13,23,1,0,0,11,0,0,2.571
Fall 2020,BIOE,8598,10,Doctoral Research,Mohan,Chandra,0,0,0,0,0,2,0,0,0
Fall 2020,BTEC,6300,30,Standards in Biotechnology,Iken,Brian N,9,1,0,1,0,0,0,0,3.606
Fall 2020,TLIM,4341,31,Production & Service Operation,Evans,Cindi Lee,26,9,1,0,0,1,0,0,3.292
Fall 2020,ENTR,4110,1,Entrepren Values & Leadership,Cook,David B,27,7,0,0,0,2,0,0,3.547
Fall 2020,WGSS,2350,6,Intro To Women's Studies,Slatton,Brittany Chevon,18,5,1,0,0,2,0,0,2.978
Fall 2020,ELED,3322,2,Elem Reading Phonics Instructn,Alba,Celeste,22,8,0,0,0,0,0,1,3.711
Fall 2020,MUSI,4397,7,Selected Topics in Music,Pollack,Howard J,3,2,0,0,0,0,0,0,3.6
Fall 2020,CIVE,4333,2,Water & Wastewater Treatment,Rixey,William G,15,14,2,0,0,6,0,0,2.829
Fall 2020,CIVE,4312,1,Civil Engr Design Project,Mo,Larry Yi-Lung,32,2,0,0,0,0,0,0,3.873
Fall 2020,ART,3365,2,Jr Sculpture Major,Kittelson,Paul A,2,2,0,0,0,0,0,0,3.665
Fall 2020,HRMA,6327,2,Restaurant Layout and Design,Graves,Nancy,1,0,0,0,0,0,0,0,4
Fall 2020,PETR,3372,2,Petroleum Production Operation,Wong,George K,1,1,1,0,0,2,0,0,1.555
Fall 2020,ART,6398,2,Special Problems,Harren,Natilee O,1,0,0,0,0,0,0,0,4
Fall 2020,AAS,3307,1,Africana Spirit Trans Soc Sci,Geyen,Dashiel J,17,0,0,0,0,0,0,0,4
Fall 2020,INDS,6322,1,Visual Communication,Suttajit,Don,1,0,0,0,0,0,0,0,4
Fall 2020,ENGL,1303,34,First Year Writing I,Sicinski,Michael J,14,3,0,0,0,1,0,0,3.299
Fall 2020,MSCI,4310,1,The Army Officer,Ta,Hung,8,2,0,0,0,1,0,1,3.365
Fall 2020,ASLI,3434,1,Simultaneous Interpreting II,Hill,Sharon Grigsby,10,2,0,0,0,0,0,0,3.778
Fall 2020,ELCS,8361,2,Public & Community Relations,Lopez,Ruth Maria,7,0,0,0,0,0,0,0,4
Fall 2020,CHEM,6698,24,Special Problems,Do,Loi H,0,0,0,0,0,2,0,0,0
Fall 2020,MECE,8598,13,Doctoral Research,Yu,Cunjiang,0,0,0,0,0,2,0,0,0
Fall 2020,PHAR,5662,1,Academic Scholarship,Surati,Dhara Divyang,3,0,0,0,0,0,0,0,4
Fall 2020,SCLT,4396,30,Internship in Supply Chain,Kidd,Margaret A,1,0,0,0,0,0,0,0,4
Fall 2020,SPAN,1501,21,Elementary Spanish I,Santos Guevara,Criseida,3,6,1,0,0,6,0,1,1.551
Fall 2020,BIOL,6698,3,Special Problems,Meisel,Richard P,0,0,0,0,0,1,0,0,0
Fall 2020,MUSA,3448,2,Applied Euphonium,Vinson,Danny S,1,0,0,0,0,0,0,0,4
Fall 2020,MATH,8398,23,Doctoral Research,Mang,Andreas,0,0,0,0,0,1,0,0,0
Fall 2020,MUSA,1340,5,Applied Trumpet,Hughes,Mark Alan,3,0,0,0,0,0,0,0,4
Fall 2020,ARED,6365,1,Integrative Art Teaching,Chung,Sheng Kuan,3,0,0,0,0,0,0,0,3.89
Fall 2020,MECE,8598,23,Doctoral Research,Sun,Li,0,0,0,0,0,1,0,0,0
Fall 2020,SPAC,6405,1,Advanced Design and Analysis,Bannova,Olga,4,1,0,0,1,0,0,0,3.167
Fall 2020,BIOE,8298,13,Doctoral Research,Wu,Tianfu,0,0,0,0,0,2,0,0,0
Fall 2020,POLS,6482,1,Quantitative Methods III,Clark,Jennifer H,7,0,0,0,0,0,0,0,4
Fall 2020,LAW,5108,1,Advanced Health Law,Ewer,Michael S,5,1,0,0,0,0,0,0,3.723
Fall 2020,NURS,4212,1,Informatics in Health Care,Moss,Edtrina Latrice,2,2,0,0,0,0,0,0,3.5
Fall 2020,SPEC,8695,1,Doctoral Thesis,Hawkins,Jacqueline McLean,4,0,0,0,0,0,0,0,4
Fall 2020,ECE,6111,4,Graduate Seminar,Bao,Jiming,0,0,0,0,0,2,0,0,0
Fall 2020,SPAN,3301,4,Span Oral Comm for Crit Think,Serrano,Paloma A,10,5,0,0,0,0,0,0,3.074
Fall 2020,ELET,6353,1,Applied Stats for Technology,Pollonini,Luca,4,0,0,0,0,0,0,0,3.835
Fall 2020,COSC,7399,124,Masters Thesis,Shah,Shishir,0,0,0,0,0,1,0,0,0
Fall 2020,PETR,6328,1,Petro Fluid Prop & Phase Equil,Dindoruk,Birol,2,2,0,0,0,0,0,1,3.665
Fall 2020,ENGL,3399,1,Senior Honors Thesis,Butler,Paul G,0,0,0,0,0,0,0,0,0
