catoid,catalog_title,classification,page_number,coid,course_title
37,2020-2021 Graduate Catalog,graduate,3,178128,ARCH 6373 - Urban Environments
37,2020-2021 Graduate Catalog,graduate,3,178129,"ARCH 6375 - Capitalism, Architecture, and the City"
37,2020-2021 Graduate Catalog,graduate,3,178130,ARCH 6376 - Urban Determinants
37,2020-2021 Graduate Catalog,graduate,3,178132,ARCH 6378 - Hist Preservation
37,2020-2021 Graduate Catalog,graduate,4,178133,ARCH 6380 - Architecture Plus Film
37,2020-2021 Graduate Catalog,graduate,4,178134,ARCH 6393 - Master’s Project Preparation
37,2020-2021 Graduate Catalog,graduate,4,178135,ARCH 6397 - Sel Tpcs-Arc/Urbn Desgn
37,2020-2021 Graduate Catalog,graduate,4,178142,ARCH 6600 - Architecture Design Studio I
37,2020-2021 Graduate Catalog,graduate,4,178143,ARCH 6601 - Architecture Design Studio II
37,2020-2021 Graduate Catalog,graduate,4,178144,ARCH 6602 - Arch Design/Build Workshop
37,2020-2021 Graduate Catalog,graduate,4,178145,ARCH 6603 - Architecture Design Studio III
37,2020-2021 Graduate Catalog,graduate,4,178146,ARCH 6604 - Architecture Design Studio IV
37,2020-2021 Graduate Catalog,graduate,4,178154,ARCH 7600 - Architecture Design Studio V
37,2020-2021 Graduate Catalog,graduate,4,178155,ARCH 7601 - Architecture Design Studio VI
37,2020-2021 Graduate Catalog,graduate,5,178157,ARCH 7603 - Master’s Project
37,2020-2021 Graduate Catalog,graduate,5,178160,ACCT 6331 - Financial Accounting
37,2020-2021 Graduate Catalog,graduate,5,178161,ACCT 7330 - Advanced Accounting
37,2020-2021 Graduate Catalog,graduate,5,178163,ACCT 7340 - Financial Statement Analysis
37,2020-2021 Graduate Catalog,graduate,5,178165,ACCT 7350 - International Financial Reporting & Analysis
37,2020-2021 Graduate Catalog,graduate,5,178166,ACCT 7360 - Partnership Taxation
37,2020-2021 Graduate Catalog,graduate,5,178167,ACCT 7362 - Tax Research
37,2020-2021 Graduate Catalog,graduate,5,178168,ACCT 7363 - Contemporary Accounting Topics
37,2020-2021 Graduate Catalog,graduate,5,178170,ACCT 7367 - Advanced Internal Auditing
37,2020-2021 Graduate Catalog,graduate,5,178171,ACCT 7370 - Advanced Financial Statement Auditing
37,2020-2021 Graduate Catalog,graduate,6,178172,ACCT 7372 - Multijurisdictional Taxation
37,2020-2021 Graduate Catalog,graduate,6,178173,ACCT 7375 - Corporate Taxation
37,2020-2021 Graduate Catalog,graduate,6,178174,ACCT 7378 - Government and  Non-Profit Accounting
37,2020-2021 Graduate Catalog,graduate,6,178175,ACCT 7380 - Advanced Corporate Taxation
37,2020-2021 Graduate Catalog,graduate,6,178178,ACCT 7397 - Selected Topics in Accounting
37,2020-2021 Graduate Catalog,graduate,6,178179,ACCT 7398 - Research
37,2020-2021 Graduate Catalog,graduate,6,178180,ACCT 8331 - Research Paradigms in Accounting
37,2020-2021 Graduate Catalog,graduate,6,178182,ACCT 8333 - Capital Market Research
37,2020-2021 Graduate Catalog,graduate,6,178184,ACCT 8335 - Predissertation Research
37,2020-2021 Graduate Catalog,graduate,6,178186,ACCT 8396 - Research Practicum
37,2020-2021 Graduate Catalog,graduate,7,178187,ACCT 8397 - Selected Topics in Accounting
37,2020-2021 Graduate Catalog,graduate,7,178188,ACCT 8398 - Special Problems
37,2020-2021 Graduate Catalog,graduate,7,178189,ACCT 8399 - Doctoral Dissertation
37,2020-2021 Graduate Catalog,graduate,7,178190,ACCT 8699 - Doctoral Dissertation
37,2020-2021 Graduate Catalog,graduate,7,178191,ACCT 8999 - Doctoral Dissertation
37,2020-2021 Graduate Catalog,graduate,7,178266,ENTR 7336 - Entrepreneurship Overview
37,2020-2021 Graduate Catalog,graduate,7,178267,ENTR 7337 - Entrepreneurship Capital & Legal Forms
37,2020-2021 Graduate Catalog,graduate,7,178268,ENTR 7338 - Entrep Business Plan
37,2020-2021 Graduate Catalog,graduate,7,178269,FINA 6335 - Managerial Finance
37,2020-2021 Graduate Catalog,graduate,7,178271,FINA 6387 - Managerial Analysis
37,2020-2021 Graduate Catalog,graduate,8,178272,FINA 6398 - Research
37,2020-2021 Graduate Catalog,graduate,8,178275,FINA 7397 - Selected Topics in Finance
37,2020-2021 Graduate Catalog,graduate,8,178277,FINA 7A20 - Capital Markets
37,2020-2021 Graduate Catalog,graduate,8,178279,FINA 7322 - Security Analysis
37,2020-2021 Graduate Catalog,graduate,8,178280,FINA 7325 - Investment & Portfolio Management Project II
37,2020-2021 Graduate Catalog,graduate,8,178282,FINA 7A10 - Intermediate Corporate Finance: Valuation
37,2020-2021 Graduate Catalog,graduate,8,178284,FINA 7A33 - Mergers & Acquisitions I
37,2020-2021 Graduate Catalog,graduate,8,178287,FINA 7341 - Commercial Banking
37,2020-2021 Graduate Catalog,graduate,8,178288,FINA 7350 - Derivatives I: Options
37,2020-2021 Graduate Catalog,graduate,8,178289,"FINA 7351 - Derivatives II: Forwards, Futures and Swaps"
37,2020-2021 Graduate Catalog,graduate,9,178290,FINA 7360 - International Finance
37,2020-2021 Graduate Catalog,graduate,9,178291,FINA 7361 - Risk Management
37,2020-2021 Graduate Catalog,graduate,9,178292,FINA 7370 - Cases in Corporate Finance
37,2020-2021 Graduate Catalog,graduate,9,178293,FINA 7376 - Energy Trading
37,2020-2021 Graduate Catalog,graduate,9,178294,FINA 7380 - Real Estate Finance
37,2020-2021 Graduate Catalog,graduate,9,178295,FINA 8338 - Sem in Fincl Mgt I
37,2020-2021 Graduate Catalog,graduate,9,178296,FINA 8339 - Sem in Fincl Mgt II
37,2020-2021 Graduate Catalog,graduate,9,178297,FINA 8368 - Seminar in Investments
37,2020-2021 Graduate Catalog,graduate,9,178298,FINA 8372 - Seminar Options & Futures
37,2020-2021 Graduate Catalog,graduate,9,178299,FINA 8373 - Emp Methods in Finance
37,2020-2021 Graduate Catalog,graduate,10,178303,FINA 8395 - Teaching Practicum
37,2020-2021 Graduate Catalog,graduate,10,178305,FINA 8396 - Research Practicum
37,2020-2021 Graduate Catalog,graduate,10,178307,FINA 8397 - Selected Topics in Finance
37,2020-2021 Graduate Catalog,graduate,10,178308,FINA 8398 - Special Problems
37,2020-2021 Graduate Catalog,graduate,10,178309,FINA 8399 - Doctoral Dissertation
37,2020-2021 Graduate Catalog,graduate,10,178310,FINA 8699 - Doctoral Dissertation
37,2020-2021 Graduate Catalog,graduate,10,178311,FINA 8999 - Doctoral Dissertation
37,2020-2021 Graduate Catalog,graduate,10,178313,GENB 6350 - Bus Comm & Ethical Reasoning
37,2020-2021 Graduate Catalog,graduate,10,178316,GENB 6398 - Research
37,2020-2021 Graduate Catalog,graduate,10,178317,GENB 7197 - Selected Topics
37,2020-2021 Graduate Catalog,graduate,11,178319,GENB 7297 - Selected Topics
37,2020-2021 Graduate Catalog,graduate,11,178320,GENB 7304 - Business Ethics for Accountant
37,2020-2021 Graduate Catalog,graduate,11,178321,GENB 7305 - Commercial Law
37,2020-2021 Graduate Catalog,graduate,11,178322,GENB 7335 - Research & Application of Emerging Innovations in Microfinance
37,2020-2021 Graduate Catalog,graduate,11,178327,GENB 7397 - Selected Topics
37,2020-2021 Graduate Catalog,graduate,11,178329,INTB 6398 - Special Problems
37,2020-2021 Graduate Catalog,graduate,11,178332,INTB 7343 - Intl Legal Environment of Mgmt
37,2020-2021 Graduate Catalog,graduate,11,178334,INTB 7351 - Managing Global Organizations
37,2020-2021 Graduate Catalog,graduate,11,178335,INTB 7352 - Intnt’l Mgmt of Technology
37,2020-2021 Graduate Catalog,graduate,11,178336,INTB 7353 - Regional Issues in Global Mgmt
37,2020-2021 Graduate Catalog,graduate,12,178339,INTB 7365 - Business and World Economy
37,2020-2021 Graduate Catalog,graduate,12,178343,INTB 7375 - Sem in International Business
37,2020-2021 Graduate Catalog,graduate,12,178344,INTB 7397 - Selected Topics in Inb
37,2020-2021 Graduate Catalog,graduate,12,178345,MANA 6332 - Organizational Behavior & Management
37,2020-2021 Graduate Catalog,graduate,12,178346,MANA 6383 - Strategic Managment
37,2020-2021 Graduate Catalog,graduate,12,178351,MANA 6398 - Research
37,2020-2021 Graduate Catalog,graduate,12,178352,MANA 7330 - Legal Environment of Management
37,2020-2021 Graduate Catalog,graduate,12,178355,MANA 7334 - Management Development & Career Planning
37,2020-2021 Graduate Catalog,graduate,12,178356,MANA 7336 - Human Resource Management
37,2020-2021 Graduate Catalog,graduate,12,178357,MANA 7337 - Stress & Work
37,2020-2021 Graduate Catalog,graduate,13,178358,"MANA 7338 - Organizational Power, Politics, & Culture"
37,2020-2021 Graduate Catalog,graduate,13,178359,MANA 7339 - Leadership Development
37,2020-2021 Graduate Catalog,graduate,13,178360,MANA 7340 - Management of High Tech Organizations
37,2020-2021 Graduate Catalog,graduate,13,178362,MANA 7343 - International Legal Environment of Management
37,2020-2021 Graduate Catalog,graduate,13,178363,MANA 7344 - Employee & Labor Relations
37,2020-2021 Graduate Catalog,graduate,13,178364,MANA 7346 - Global Human Resource Management
37,2020-2021 Graduate Catalog,graduate,13,178365,MANA 7347 - Managerial Ethics & Corporate Social Responsibility
37,2020-2021 Graduate Catalog,graduate,13,178366,MANA 7351 - Management of Global Organizations
37,2020-2021 Graduate Catalog,graduate,13,178368,MANA 7353 - Regional Issues in Global Management
37,2020-2021 Graduate Catalog,graduate,13,178369,MANA 7355 - Staffing & Performance Improvement Systems
37,2020-2021 Graduate Catalog,graduate,14,178370,MANA 7356 - Diversity Management
37,2020-2021 Graduate Catalog,graduate,14,178371,MANA 7358 - Compensation & Benefits
37,2020-2021 Graduate Catalog,graduate,14,178372,MANA 7361 - Entrepreneurship & New Venture Management
37,2020-2021 Graduate Catalog,graduate,14,178373,MANA 7362 - Leading Change
37,2020-2021 Graduate Catalog,graduate,14,178374,MANA 7363 - Managing Innovation & Creativity
37,2020-2021 Graduate Catalog,graduate,14,178380,MANA 7392 - Managerial Issues
37,2020-2021 Graduate Catalog,graduate,14,178381,MANA 7397 - Selected Topics in Management
37,2020-2021 Graduate Catalog,graduate,14,178385,MANA 8398 - Special Problems
37,2020-2021 Graduate Catalog,graduate,14,178392,MANA 8330 - Sem in Mgt Research
37,2020-2021 Graduate Catalog,graduate,14,178393,MANA 8331 - Seminar in Organizational Theory
37,2020-2021 Graduate Catalog,graduate,15,178394,MANA 8336 - Seminar in Organizational Behavior and Management Theory
37,2020-2021 Graduate Catalog,graduate,15,178395,MANA 8340 - Seminar in Human Resource Management
37,2020-2021 Graduate Catalog,graduate,15,178396,MANA 8345 - Research Methodologies
37,2020-2021 Graduate Catalog,graduate,15,178398,MANA 8380 - Seminar in Strategic Management
37,2020-2021 Graduate Catalog,graduate,15,178400,MANA 8395 - Teaching Practicum
37,2020-2021 Graduate Catalog,graduate,15,178403,MANA 8396 - Research Practicum
37,2020-2021 Graduate Catalog,graduate,15,178407,MANA 8399 - Doctoral Dissertation
37,2020-2021 Graduate Catalog,graduate,15,178408,MANA 8699 - Doctoral Dissertation
37,2020-2021 Graduate Catalog,graduate,15,178409,MANA 8999 - Doctoral Dissertation
37,2020-2021 Graduate Catalog,graduate,15,178410,MIS 6341 - Information Systems
37,2020-2021 Graduate Catalog,graduate,16,178411,MIS 7373 - Business Applications of Database Management Systems I
37,2020-2021 Graduate Catalog,graduate,16,178412,MIS 7374 - Business Applications of Database Management Systems II
37,2020-2021 Graduate Catalog,graduate,16,178413,MIS 7375 - Transaction Processing Systems I
37,2020-2021 Graduate Catalog,graduate,16,178414,MIS 7376 - Systems Analysis and Design
37,2020-2021 Graduate Catalog,graduate,16,178415,MIS 7378 - InformationTechnology Management and Control
37,2020-2021 Graduate Catalog,graduate,16,178417,MIS 7381 - Management of Information Security
37,2020-2021 Graduate Catalog,graduate,16,178419,MIS 7397 - Selected Topics in Management Information Systems
37,2020-2021 Graduate Catalog,graduate,16,178420,MIS 8351 - Advanced Research in Management Information Systems
37,2020-2021 Graduate Catalog,graduate,16,178423,MIS 8396 - Research Practicum
37,2020-2021 Graduate Catalog,graduate,16,178424,MIS 8397 - Selected Topics in Management Information Systems
37,2020-2021 Graduate Catalog,graduate,17,178425,MIS 8398 - Special Problems in Management Information Systems
37,2020-2021 Graduate Catalog,graduate,17,178426,MIS 8399 - Doctoral Dissertation in Management Information Systems
37,2020-2021 Graduate Catalog,graduate,17,178428,MIS 8999 - Doctoral Dissertation in Management Information Systems
37,2020-2021 Graduate Catalog,graduate,17,178429,MARK 6361 - Marketing Administration
37,2020-2021 Graduate Catalog,graduate,17,178430,MARK 6398 - Research
37,2020-2021 Graduate Catalog,graduate,17,178431,MARK 7362 - Management of Marketing Information
37,2020-2021 Graduate Catalog,graduate,17,178432,MARK 7366 - Digital Marketing Analytics
37,2020-2021 Graduate Catalog,graduate,17,178433,MARK 7368 - Integrated Marketing Communications
37,2020-2021 Graduate Catalog,graduate,17,178434,MARK 7369 - International Marketing
37,2020-2021 Graduate Catalog,graduate,17,178435,MARK 7370 - Luxury Marketing
37,2020-2021 Graduate Catalog,graduate,18,178437,MARK 7373 - Business to Business Marketing
37,2020-2021 Graduate Catalog,graduate,18,178438,MARK 7374 - New Product Development
37,2020-2021 Graduate Catalog,graduate,18,178440,MARK 7378 - Strategic Selling
37,2020-2021 Graduate Catalog,graduate,18,178441,MARK 7393 - Business Consulting Lab I
37,2020-2021 Graduate Catalog,graduate,18,178442,MARK 7397 - Selected Topics in Marketing
37,2020-2021 Graduate Catalog,graduate,18,178444,MARK 8335 - Marketing Models
37,2020-2021 Graduate Catalog,graduate,18,178445,MARK 8336 - Marketing Research Methods
37,2020-2021 Graduate Catalog,graduate,18,178446,MARK 8337 - Behav Constructs in Mkt
37,2020-2021 Graduate Catalog,graduate,18,178447,MARK 8338 - Marketing Mgmt and Strategy
37,2020-2021 Graduate Catalog,graduate,18,178448,MARK 8349 - Multivariate Methods in Mark
37,2020-2021 Graduate Catalog,graduate,19,178451,MARK 8396 - Research Practicum
37,2020-2021 Graduate Catalog,graduate,19,178453,MARK 8397 - Selected Topics in Marketing
37,2020-2021 Graduate Catalog,graduate,19,178454,MARK 8398 - Special Problems
37,2020-2021 Graduate Catalog,graduate,19,178455,MARK 8399 - Doctoral Dissertation
37,2020-2021 Graduate Catalog,graduate,19,178456,MARK 8699 - Doctoral Dissertation
37,2020-2021 Graduate Catalog,graduate,19,178457,MARK 8999 - Doctoral Dissertation
37,2020-2021 Graduate Catalog,graduate,19,178458,SCM 6301 - Supply Chain Management Foundations
37,2020-2021 Graduate Catalog,graduate,19,178460,SCM 7362 - Logistics Management and Systems
37,2020-2021 Graduate Catalog,graduate,19,178462,SCM 7384 - Supply Chain Management Internship
37,2020-2021 Graduate Catalog,graduate,19,178478,ARED 6345 - Art in Elem & Secondary School
37,2020-2021 Graduate Catalog,graduate,20,178479,ARED 6365 - Integrative Art Teaching
37,2020-2021 Graduate Catalog,graduate,20,178480,ARED 7305 - History of Art Education
37,2020-2021 Graduate Catalog,graduate,20,178481,ARED 7315 - Philosophy of Art Education
37,2020-2021 Graduate Catalog,graduate,20,178484,ARED 7352 - Issues&Trends in Art Ed
37,2020-2021 Graduate Catalog,graduate,20,178487,CUIN 6198 - Independent Study
37,2020-2021 Graduate Catalog,graduate,20,178489,CUIN 6398 - Independent Study
37,2020-2021 Graduate Catalog,graduate,20,178490,CUIN 6301 - The Teaching Profession
37,2020-2021 Graduate Catalog,graduate,20,178492,CUIN 6304 - Tch English/Mid&Sec Sch
37,2020-2021 Graduate Catalog,graduate,20,178493,CUIN 6307 - Change and Diffusion
37,2020-2021 Graduate Catalog,graduate,20,178495,CUIN 6313 - Foundations of Bilingual Education
37,2020-2021 Graduate Catalog,graduate,21,178496,CUIN 6314 - Spanish/English Bilingual Curriculum
37,2020-2021 Graduate Catalog,graduate,21,178498,CUIN 6317 - Ed Princ 2Nd Lang Acq
37,2020-2021 Graduate Catalog,graduate,21,178499,CUIN 6318 - Approaches and Techniques in Second/Foreign Language Teaching
37,2020-2021 Graduate Catalog,graduate,21,178500,CUIN 6319 - Instructional Design and Technology in Second/Foreign Language Education
37,2020-2021 Graduate Catalog,graduate,21,178501,CUIN 6320 - Technology in Learning Environments
37,2020-2021 Graduate Catalog,graduate,21,178504,CUIN 7338 - Tchg K-12 Environmental Ed
37,2020-2021 Graduate Catalog,graduate,21,178514,CUIN 6340 - Teaching Geometry and Measurement Grades 6-12
37,2020-2021 Graduate Catalog,graduate,21,178515,CUIN 6341 - Teaching Math Problem Solving
37,2020-2021 Graduate Catalog,graduate,21,178516,CUIN 6342 - Teaching Prob & Stats 6-12 Grd
37,2020-2021 Graduate Catalog,graduate,21,178518,CUIN 6344 - Teaching Mathematics Middle Grades
37,2020-2021 Graduate Catalog,graduate,22,178520,CUIN 6346 - Teaching Mathematics and Science with Technology
37,2020-2021 Graduate Catalog,graduate,22,178521,CUIN 6347 - Teaching Mathematics in the Secondary Grades
37,2020-2021 Graduate Catalog,graduate,22,178522,SPEC 6349 - Introduction to the Education of Students with Gifts and Talents
37,2020-2021 Graduate Catalog,graduate,22,178523,SPEC 6350 - Nature of Needs of Students with Gifts and Talents
37,2020-2021 Graduate Catalog,graduate,22,178524,CUIN 6360 - Prin - Curric Develpmnt
37,2020-2021 Graduate Catalog,graduate,22,178527,CUIN 7369 - Affective Learning and  Instruction
37,2020-2021 Graduate Catalog,graduate,22,178532,CUIN 6375 - Classroom Mgt
37,2020-2021 Graduate Catalog,graduate,22,178534,CUIN 7381 - Instructional Evaluation
37,2020-2021 Graduate Catalog,graduate,22,178535,CUIN 6380 - Teaching Young Children
37,2020-2021 Graduate Catalog,graduate,22,178536,CUIN 6381 - Ece: Prekindergarten
37,2020-2021 Graduate Catalog,graduate,23,178538,CUIN 6383 - Introduction to Early Childhood Research
37,2020-2021 Graduate Catalog,graduate,23,178545,CUIN 6397 - Selected Topics in C&I
37,2020-2021 Graduate Catalog,graduate,23,178547,CUIN 7399 - Masters Thesis
37,2020-2021 Graduate Catalog,graduate,23,178548,CUIN 7198 - Independent Study
37,2020-2021 Graduate Catalog,graduate,23,178550,CUIN 7398 - CUIN Capstone Project
37,2020-2021 Graduate Catalog,graduate,23,178552,CUIN 7392 - Internship
37,2020-2021 Graduate Catalog,graduate,23,178553,CUIN 7300 - Play-Early Chldhood Edu
37,2020-2021 Graduate Catalog,graduate,23,178554,CUIN 7302 - Community Education
37,2020-2021 Graduate Catalog,graduate,23,178555,"CUIN 7305 - Design, Development, & Evaluation of Presentations"
37,2020-2021 Graduate Catalog,graduate,23,178558,CUIN 7308 - Educational Uses of CMC
37,2020-2021 Graduate Catalog,graduate,24,178559,CUIN 7311 - Teaching Language and Literacy to Bilingual Learners
37,2020-2021 Graduate Catalog,graduate,24,178560,CUIN 7312 - Curriculum Design in Bilingual Education
37,2020-2021 Graduate Catalog,graduate,24,178561,CUIN 7314 - Sociocultural Context and Policies in Bilingual Education
37,2020-2021 Graduate Catalog,graduate,24,178562,CUIN 7315 - Assessment and Evaluation in Bilingual Education
37,2020-2021 Graduate Catalog,graduate,24,178563,CUIN 7316 - Design Online Educational Resources
37,2020-2021 Graduate Catalog,graduate,24,178565,CUIN 7318 - Current Issues in Learning & Design
37,2020-2021 Graduate Catalog,graduate,24,178569,CUIN 7322 - Curric Dev in Sci Ed
37,2020-2021 Graduate Catalog,graduate,24,178570,CUIN 7323 - Instructional Technology & Society
37,2020-2021 Graduate Catalog,graduate,24,178572,CUIN 7325 - Developing and Publishing Literacy Material
37,2020-2021 Graduate Catalog,graduate,24,178574,CUIN 7328 - Technology in Teacher Educatn
37,2020-2021 Graduate Catalog,graduate,25,178577,CUIN 7331 - Diagnosis and Correction of Reading Problems
37,2020-2021 Graduate Catalog,graduate,25,178578,CUIN 7332 - Teaching and Learning Math
37,2020-2021 Graduate Catalog,graduate,25,178579,CUIN 7333 - Developing Algebraic Thinking
37,2020-2021 Graduate Catalog,graduate,25,178580,CUIN 7334 - Develop Proportional Reasoning
37,2020-2021 Graduate Catalog,graduate,25,178582,CUIN 7336 - Popular Culture in Education
37,2020-2021 Graduate Catalog,graduate,25,178583,CUIN 7337 - Current Issues/Soc Stud
37,2020-2021 Graduate Catalog,graduate,25,178584,CUIN 7340 - Issues in Mathematics Education
37,2020-2021 Graduate Catalog,graduate,25,178589,CUIN 7345 - Learning Theories for Instruction
37,2020-2021 Graduate Catalog,graduate,25,178591,"CUIN 7347 - Seminar in Learning, Design & Technology"
37,2020-2021 Graduate Catalog,graduate,25,178593,CUIN 7350 - Integrating Technology into the Curriculum
37,2020-2021 Graduate Catalog,graduate,26,178596,CUIN 7356 - Issues in Distance Education
37,2020-2021 Graduate Catalog,graduate,26,178597,CUIN 7357 - Collaborative Development of Multimedia
37,2020-2021 Graduate Catalog,graduate,26,178598,CUIN 7358 - Educational Uses of Digital Storytelling
37,2020-2021 Graduate Catalog,graduate,26,178599,CUIN 7360 - Curriculum Theory
37,2020-2021 Graduate Catalog,graduate,26,178602,CUIN 7365 - Theoretical Models/Rdg
37,2020-2021 Graduate Catalog,graduate,26,178604,CUIN 7373 - Instr Strat Tchng Adult
37,2020-2021 Graduate Catalog,graduate,26,178605,CUIN 7376 - New Tools for Creating Online Educational Materials
37,2020-2021 Graduate Catalog,graduate,26,178606,CUIN 7378 - Models of Teaching
37,2020-2021 Graduate Catalog,graduate,26,178608,CUIN 7383 - Early Chld Curr
37,2020-2021 Graduate Catalog,graduate,26,178609,CUIN 7384 - Trends & Issues in Ece
37,2020-2021 Graduate Catalog,graduate,27,178611,CUIN 7386 - Trends and Issues in K12 Science Education
37,2020-2021 Graduate Catalog,graduate,27,178612,CUIN 7387 - Theory and Process of Teaching Composition
37,2020-2021 Graduate Catalog,graduate,27,178613,CUIN 7389 - Digital Media
37,2020-2021 Graduate Catalog,graduate,27,178614,CUIN 7390 - Instructional Design
37,2020-2021 Graduate Catalog,graduate,27,178615,CUIN 7391 - Curriculum Development for Health Sciences Education
37,2020-2021 Graduate Catalog,graduate,27,178621,CUIN 8301 - Erly Chld Ed-Tchng Prcs
37,2020-2021 Graduate Catalog,graduate,27,178622,CUIN 8302 - Assessment of Young Children
37,2020-2021 Graduate Catalog,graduate,27,178625,CUIN 8312 - Seminar in Bilingual/Multilingual Education
37,2020-2021 Graduate Catalog,graduate,27,178627,CUIN 8320 - C&I Doctoral Rsch Sem
37,2020-2021 Graduate Catalog,graduate,27,178628,CUIN 8325 - Research in Math Education
37,2020-2021 Graduate Catalog,graduate,28,178629,CUIN 8331 - Curr. Stud-Engl & Lang Art Edu
37,2020-2021 Graduate Catalog,graduate,28,178630,CUIN 8336 - Research in Social Education
37,2020-2021 Graduate Catalog,graduate,28,178631,CUIN 8340 - Survey and Research in Early Childhood Education
37,2020-2021 Graduate Catalog,graduate,28,178632,CUIN 8345 - Curriculum and Instruction Seminar
37,2020-2021 Graduate Catalog,graduate,28,178633,CUIN 8352 - Adv Seminar in Instruct Tech
37,2020-2021 Graduate Catalog,graduate,28,178638,CUIN 8377 - Qualitative Inquiry in Education I
37,2020-2021 Graduate Catalog,graduate,28,178639,CUIN 8378 - Qualitative Inquiry in Education II
37,2020-2021 Graduate Catalog,graduate,28,178640,CUIN 8393 - Adv Internship & Prac
37,2020-2021 Graduate Catalog,graduate,28,178641,CUIN 8397 - Selected Topics in C&I
37,2020-2021 Graduate Catalog,graduate,28,178642,CUIN 8198 - Independent Study
37,2020-2021 Graduate Catalog,graduate,29,178643,CUIN 8298 - Independent Study
37,2020-2021 Graduate Catalog,graduate,29,178644,CUIN 8398 - Independent Study
37,2020-2021 Graduate Catalog,graduate,29,178645,CUIN 8399 - Doctoral Dissertation
37,2020-2021 Graduate Catalog,graduate,29,178646,CUIN 8699 - Doctoral Dissertation
37,2020-2021 Graduate Catalog,graduate,29,178647,CUIN 8999 - Doctoral Dissertation
37,2020-2021 Graduate Catalog,graduate,29,178649,CUST 6311 - Edu-Multicultrl Society
37,2020-2021 Graduate Catalog,graduate,29,178651,CUST 6370 - Cultural Found Amer Edu
37,2020-2021 Graduate Catalog,graduate,29,178653,CUST 7310 - Lab Expr-Multicltrl Edu
37,2020-2021 Graduate Catalog,graduate,29,178656,CUST 7360 - Global Education
37,2020-2021 Graduate Catalog,graduate,29,178660,CUST 8375 - Hist & Phil of Higher Educ
37,2020-2021 Graduate Catalog,graduate,30,178661,CUST 8378 - Current Issues in Educ
37,2020-2021 Graduate Catalog,graduate,30,178663,ELCS 6197 - Selected Topics
37,2020-2021 Graduate Catalog,graduate,30,178668,ELCS 6398 - Special Problems
37,2020-2021 Graduate Catalog,graduate,30,178671,ELCS 6301 - Leadership for Equity in Diverse Schools
37,2020-2021 Graduate Catalog,graduate,30,178672,ELCS 6310 - Strategic Engagement of School/Community Stakeholders
37,2020-2021 Graduate Catalog,graduate,30,178673,ELCS 6320 - Instructional Supervision
37,2020-2021 Graduate Catalog,graduate,30,178674,ELCS 6322 - Org & Admin Stud. Support Serv
37,2020-2021 Graduate Catalog,graduate,30,178675,ELCS 6330 - Finance & School-Based Budgeting
37,2020-2021 Graduate Catalog,graduate,30,178676,ELCS 6332 - Student Develop/Student Affair
37,2020-2021 Graduate Catalog,graduate,30,178677,ELCS 6336 - The Two-Year College
37,2020-2021 Graduate Catalog,graduate,31,178688,ELCS 7330 - Admin of Higher Educ I
