catoid,catalog_title,classification,page_number,coid,course_title
41,2021-2022 Undergraduate Catalog,undergraduate,9,193347,ANTH 3347 -  Anthropology of Women
41,2021-2022 Undergraduate Catalog,undergraduate,9,193348,ANTH 3348 -  Anthropology of Religion
41,2021-2022 Undergraduate Catalog,undergraduate,9,193349,"ANTH 3350 -  Women, Health and Culture"
41,2021-2022 Undergraduate Catalog,undergraduate,9,193350,ANTH 3360 -  Human Variation
41,2021-2022 Undergraduate Catalog,undergraduate,10,193351,ANTH 3361 -  Human Origins
41,2021-2022 Undergraduate Catalog,undergraduate,10,193352,"ANTH 3362 -  Monkeys, Apes, and Humans"
41,2021-2022 Undergraduate Catalog,undergraduate,10,193353,"ANTH 4363 -  Race, Racialization and the Politics of Culture"
41,2021-2022 Undergraduate Catalog,undergraduate,10,193354,ANTH 3364 -  Disease in Antiquity
41,2021-2022 Undergraduate Catalog,undergraduate,10,193355,ANTH 3375 -  North American Archaeol
41,2021-2022 Undergraduate Catalog,undergraduate,10,193357,ANTH 3378 -  Historic N Amer Arch
41,2021-2022 Undergraduate Catalog,undergraduate,10,193358,ANTH 3379 -  Methods Historical Archaeology
41,2021-2022 Undergraduate Catalog,undergraduate,10,193359,ANTH 3380 -  Archael Meth & Theory
41,2021-2022 Undergraduate Catalog,undergraduate,10,193360,ANTH 3381 -  Global Hinduism
41,2021-2022 Undergraduate Catalog,undergraduate,10,193362,ANTH 3396 -  Selected Topics in Cultural Anthropology
41,2021-2022 Undergraduate Catalog,undergraduate,11,193364,ANTH 3399 -  Senior Honors Thesis
41,2021-2022 Undergraduate Catalog,undergraduate,11,193365,ANTH 4192 -  Research Practicum I
41,2021-2022 Undergraduate Catalog,undergraduate,11,193366,DIGM 3252 -  Graphic Communication Output
41,2021-2022 Undergraduate Catalog,undergraduate,11,193367,ANTH 4198 -  Independent Study
41,2021-2022 Undergraduate Catalog,undergraduate,11,193368,ANTH 4292 -  Research Practicum I
41,2021-2022 Undergraduate Catalog,undergraduate,11,193369,ARCH 4353 -  Postmodern: Arch Since 1950
41,2021-2022 Undergraduate Catalog,undergraduate,11,193370,ANTH 4298 -  Independent Study
41,2021-2022 Undergraduate Catalog,undergraduate,11,193371,ANTH 4301 -  Language and Cultural Cognition
41,2021-2022 Undergraduate Catalog,undergraduate,11,193372,ANTH 4310 -  Theories of Culture
41,2021-2022 Undergraduate Catalog,undergraduate,11,193373,ANTH 4330 -  Applied Anthropology
41,2021-2022 Undergraduate Catalog,undergraduate,12,193374,ANTH 4331 -  Medical Anthropology
41,2021-2022 Undergraduate Catalog,undergraduate,12,193375,ANTH 4337 -  Anthropology of the Life Cycle
41,2021-2022 Undergraduate Catalog,undergraduate,12,193376,ANTH 4338 -  Visual Anthropology
41,2021-2022 Undergraduate Catalog,undergraduate,12,193378,ANTH 4340 -  Anthropology Thru Literature
41,2021-2022 Undergraduate Catalog,undergraduate,12,193379,ANTH 4342 -  Anthropology of Wine
41,2021-2022 Undergraduate Catalog,undergraduate,12,193382,ANTH 4351 -  Human Osteology
41,2021-2022 Undergraduate Catalog,undergraduate,12,193384,ANTH 4372 -  Maya Archaeology
41,2021-2022 Undergraduate Catalog,undergraduate,12,193385,ANTH 4373 -  Aztec Archaeology
41,2021-2022 Undergraduate Catalog,undergraduate,12,193387,ANTH 4376 -  Archaeology of Texas
41,2021-2022 Undergraduate Catalog,undergraduate,12,193388,ANTH 4377 -  Arch of African Diaspora
41,2021-2022 Undergraduate Catalog,undergraduate,13,193390,ANTH 4380 -  Field Methods in Anthropology
41,2021-2022 Undergraduate Catalog,undergraduate,13,193392,ANTH 4382 -  Archaeology Lab Methods
41,2021-2022 Undergraduate Catalog,undergraduate,13,193393,ANTH 4383 -  Applied Archaeology
41,2021-2022 Undergraduate Catalog,undergraduate,13,193395,ANTH 4389 -  Ethnographic Field Work I
41,2021-2022 Undergraduate Catalog,undergraduate,13,193396,ANTH 4390 -  Ethnographic Field Work II
41,2021-2022 Undergraduate Catalog,undergraduate,13,193397,ANTH 4391 -  Archaeological Field Work I
41,2021-2022 Undergraduate Catalog,undergraduate,13,193398,ANTH 4392 -  Archaeological Field Work II
41,2021-2022 Undergraduate Catalog,undergraduate,13,193399,ANTH 4393 -  Research Practicum
41,2021-2022 Undergraduate Catalog,undergraduate,13,193400,ANTH 4394 -  Selected Topics in Anthropology
41,2021-2022 Undergraduate Catalog,undergraduate,13,193402,ANTH 4399 -  Senior Honors Thesis
41,2021-2022 Undergraduate Catalog,undergraduate,14,193403,ANTH 4498 -  Independent Study
41,2021-2022 Undergraduate Catalog,undergraduate,14,193404,ARAB 1501 -  Beginning Arabic I
41,2021-2022 Undergraduate Catalog,undergraduate,14,193405,ARAB 1502 -  Beginning Arabic II
41,2021-2022 Undergraduate Catalog,undergraduate,14,193406,ARAB 2311 -  Intermediate Arabic I
41,2021-2022 Undergraduate Catalog,undergraduate,14,193407,ARAB 2312 -  Intermediate Arabic II
41,2021-2022 Undergraduate Catalog,undergraduate,14,193410,ARAB 3301 -  Adv Modern Standard Arabic I
41,2021-2022 Undergraduate Catalog,undergraduate,14,193411,ARAB 3302 -  Advanced Modern Standard Arabic II
41,2021-2022 Undergraduate Catalog,undergraduate,14,193416,ARAB 3312 -  Introduction to Arabic Literature in Translation
41,2021-2022 Undergraduate Catalog,undergraduate,14,193417,ARAB 3313 -  Qur’an as Literature
41,2021-2022 Undergraduate Catalog,undergraduate,14,193418,ARAB 3314 -  Women and Gender in Arabic Literature
41,2021-2022 Undergraduate Catalog,undergraduate,15,193419,ARAB 3340 -  Modern & Rationalism in Islamic Tradition
41,2021-2022 Undergraduate Catalog,undergraduate,15,193420,"ARCH 1200 -  Introduction to Architecture Design, Industrial Design, & Interior Arch"
41,2021-2022 Undergraduate Catalog,undergraduate,15,193421,ARCH 1359 -  Design Since 1945
41,2021-2022 Undergraduate Catalog,undergraduate,15,193422,ARCH 1360 -  Architectural Sketching I
41,2021-2022 Undergraduate Catalog,undergraduate,15,193423,ARCH 1500 -  Design Studio I
41,2021-2022 Undergraduate Catalog,undergraduate,15,193424,ARCH 1501 -  Architecture and Interior Architecture Design Studio II
41,2021-2022 Undergraduate Catalog,undergraduate,15,193426,ARCH 2327 -  Technology I
41,2021-2022 Undergraduate Catalog,undergraduate,15,193427,ARCH 2350 -  Survey of Architectural History I
41,2021-2022 Undergraduate Catalog,undergraduate,15,193428,ARCH 2351 -  Survey of Architectural History II
41,2021-2022 Undergraduate Catalog,undergraduate,15,193430,ARCH 2397 -  Selected Topics
41,2021-2022 Undergraduate Catalog,undergraduate,16,193432,ARCH 2500 -  Architecture and Interior Architecture Design Studio III
41,2021-2022 Undergraduate Catalog,undergraduate,16,193433,ARCH 2501 -  Architecture Design Studio IV
41,2021-2022 Undergraduate Catalog,undergraduate,16,193434,ARCH 3198 -  Independent Study
41,2021-2022 Undergraduate Catalog,undergraduate,16,193436,ARCH 3342 -  Shape of the City
41,2021-2022 Undergraduate Catalog,undergraduate,16,193437,ARCH 3343 -  Latin American Architecture
41,2021-2022 Undergraduate Catalog,undergraduate,16,193438,ARCH 3347 -  Evolution of Arch Interiors
41,2021-2022 Undergraduate Catalog,undergraduate,16,193441,ARCH 3353 -  Architecture of Middle Ages
41,2021-2022 Undergraduate Catalog,undergraduate,16,193442,ARCH 3354 -  The Culture of Architecture
41,2021-2022 Undergraduate Catalog,undergraduate,16,193443,ARCH 3356 -  City As Palimpsest: Paris
41,2021-2022 Undergraduate Catalog,undergraduate,16,193536,ARTS 3350 -  Intermediate Ceramics
41,2021-2022 Undergraduate Catalog,undergraduate,17,193537,ARTS 3353 -  Glaze and Clay Formulations
41,2021-2022 Undergraduate Catalog,undergraduate,17,193538,ARTS 3358 -  Clay Processes
41,2021-2022 Undergraduate Catalog,undergraduate,17,193539,ARTS 3360 -  Intermediate Sculpture
41,2021-2022 Undergraduate Catalog,undergraduate,17,193540,ARTS 3361 -  Wood and Metal Fabrication
41,2021-2022 Undergraduate Catalog,undergraduate,17,193541,ARTS 3362 -  Advanced Sculpture
41,2021-2022 Undergraduate Catalog,undergraduate,17,193543,ARTS 3364 -  Plastics Fabrication
41,2021-2022 Undergraduate Catalog,undergraduate,17,193444,ARCH 3358 -  History of Asian Arch and Art
41,2021-2022 Undergraduate Catalog,undergraduate,17,193445,ARCH 3365 -  Architectural Research
41,2021-2022 Undergraduate Catalog,undergraduate,17,193448,ARCH 3368 -  Sustainable Development
41,2021-2022 Undergraduate Catalog,undergraduate,17,193449,ARCH 3369 -  Architecture of the Chapel
41,2021-2022 Undergraduate Catalog,undergraduate,18,193451,ARCH 3375 -  Arch Design for Non-Majors
41,2021-2022 Undergraduate Catalog,undergraduate,18,193452,ARCH 3380 -  Architecture Plus Film
41,2021-2022 Undergraduate Catalog,undergraduate,18,193453,ARCH 3393 -  Thesis Preparation
41,2021-2022 Undergraduate Catalog,undergraduate,18,193454,ARCH 3397 -  Selected Topics
41,2021-2022 Undergraduate Catalog,undergraduate,18,193455,ARCH 3398 -  Independent Study
41,2021-2022 Undergraduate Catalog,undergraduate,18,193457,ARCH 3500 -  Architecture Design Studio V
41,2021-2022 Undergraduate Catalog,undergraduate,18,193458,ARCH 3501 -  Architecture Design Studio VI
41,2021-2022 Undergraduate Catalog,undergraduate,18,193462,ARCH 4321 -  Design of Construction Details
41,2021-2022 Undergraduate Catalog,undergraduate,18,193463,ARCH 4324 -  High-Rise Structures
41,2021-2022 Undergraduate Catalog,undergraduate,18,193464,ARCH 4325 -  Building Systems Integration
41,2021-2022 Undergraduate Catalog,undergraduate,19,193466,ARCH 4336 -  Graphic Realization in Design
41,2021-2022 Undergraduate Catalog,undergraduate,19,193467,ARCH 4351 -  Readings & Criticism in Arch
41,2021-2022 Undergraduate Catalog,undergraduate,19,193468,ARCH 4352 -  Wright Mies Corbusier
41,2021-2022 Undergraduate Catalog,undergraduate,19,193470,ARCH 4355 -  Houston Architecture
41,2021-2022 Undergraduate Catalog,undergraduate,19,193471,ARCH 4367 -  Case Studies:Sustainable Arch
41,2021-2022 Undergraduate Catalog,undergraduate,19,193472,ARCH 4373 -  Urban Environments
41,2021-2022 Undergraduate Catalog,undergraduate,19,193473,ARCH 4374 -  World Cities
41,2021-2022 Undergraduate Catalog,undergraduate,19,193474,"ARCH 4375 -  Capitalism, Arch and the City"
41,2021-2022 Undergraduate Catalog,undergraduate,19,193475,ARCH 4390 -  Landscape Architecture
41,2021-2022 Undergraduate Catalog,undergraduate,19,193476,ARCH 4393 -  Thesis Publication
41,2021-2022 Undergraduate Catalog,undergraduate,20,193477,ARCH 4397 -  Selected Topics
41,2021-2022 Undergraduate Catalog,undergraduate,20,193478,ARCH 4398 -  Independent Study
41,2021-2022 Undergraduate Catalog,undergraduate,20,193479,ARCH 4327 -  Technology 5
41,2021-2022 Undergraduate Catalog,undergraduate,20,193489,ARCH 5500 -  Architecture Design Studio IX
41,2021-2022 Undergraduate Catalog,undergraduate,20,193490,ARCH 5501 -  Architecture Design Studio X
41,2021-2022 Undergraduate Catalog,undergraduate,20,193494,ARCH 5593 -  Thesis Project
41,2021-2022 Undergraduate Catalog,undergraduate,20,193497,ARTS 1316 -  Fundamentals of Drawing
41,2021-2022 Undergraduate Catalog,undergraduate,20,193498,ARTS 2316 -  Fundamentals of Painting
41,2021-2022 Undergraduate Catalog,undergraduate,20,193499,ARTS 2333 -  Fundamentals of Printmaking
41,2021-2022 Undergraduate Catalog,undergraduate,20,193501,ARTS 1311 -  Fundamentals of Graphic Design
41,2021-2022 Undergraduate Catalog,undergraduate,21,193502,ARTS 2346 -  Fundamentals of Ceramics
41,2021-2022 Undergraduate Catalog,undergraduate,21,193503,ARTS 2326 -  Fundamentals of Sculpture
41,2021-2022 Undergraduate Catalog,undergraduate,21,193504,ARTS 2356 -  Fundamentals of Photography/Digital Media
41,2021-2022 Undergraduate Catalog,undergraduate,21,193505,ARTS 1372 -  Fundamentals of Video Art
41,2021-2022 Undergraduate Catalog,undergraduate,21,193506,ARTS 2348 -  Digital Tools
41,2021-2022 Undergraduate Catalog,undergraduate,21,193507,ARTS 1383 -  Introduction to New Media
41,2021-2022 Undergraduate Catalog,undergraduate,21,193508,ARTS 1397 -  Sel Topic Fund Studio Art
41,2021-2022 Undergraduate Catalog,undergraduate,21,193511,ARTS 1317 -  Drawing II
41,2021-2022 Undergraduate Catalog,undergraduate,21,193512,ARTS 3301 -  Life Drawing
41,2021-2022 Undergraduate Catalog,undergraduate,21,193513,"ARTS 2311 -  Color, Materials and Methods"
41,2021-2022 Undergraduate Catalog,undergraduate,22,193514,ARTS 3304 -  Intermediate Painting
41,2021-2022 Undergraduate Catalog,undergraduate,22,193515,ARTS 3309 -  Jr Painting Major
41,2021-2022 Undergraduate Catalog,undergraduate,22,193516,ARTS 3310 -  Jr Painting Major
41,2021-2022 Undergraduate Catalog,undergraduate,22,193517,ARTS 3311 -  Jr Painting Major
41,2021-2022 Undergraduate Catalog,undergraduate,22,193518,ARTS 3312 -  Intaglio
41,2021-2022 Undergraduate Catalog,undergraduate,22,193519,ARTS 3313 -  Silkscreen
41,2021-2022 Undergraduate Catalog,undergraduate,22,193520,ARTS 3314 -  Lithography
41,2021-2022 Undergraduate Catalog,undergraduate,22,193521,ARTS 3315 -  Monoprint/Monotype Printmaking
41,2021-2022 Undergraduate Catalog,undergraduate,22,193522,ARTS 3316 -  Relief Printmaking
41,2021-2022 Undergraduate Catalog,undergraduate,22,193524,ARTS 3318 -  Book Arts
41,2021-2022 Undergraduate Catalog,undergraduate,23,193526,ARTS 3321 -  Perspective Drawing
41,2021-2022 Undergraduate Catalog,undergraduate,23,193527,ARTS 3328 -  Rendering and Sketching
41,2021-2022 Undergraduate Catalog,undergraduate,23,193528,ARTS 3330 -  Intermediate Graphic Design
41,2021-2022 Undergraduate Catalog,undergraduate,23,193529,ARTS 3331 -  Graphic Design Software
41,2021-2022 Undergraduate Catalog,undergraduate,23,193531,ARTS 3334 -  Introduction to Typography
41,2021-2022 Undergraduate Catalog,undergraduate,23,193532,ARTS 3335 -  Junior Graphic Design Major
41,2021-2022 Undergraduate Catalog,undergraduate,23,193533,ARTS 3336 -  Junior Graphic Design Major
41,2021-2022 Undergraduate Catalog,undergraduate,23,193534,ARTS 3337 -  Junior Graphic Design Major
41,2021-2022 Undergraduate Catalog,undergraduate,23,193544,ARTS 3365 -  Jr Sculpture Major
41,2021-2022 Undergraduate Catalog,undergraduate,23,193545,ARTS 3366 -  Jr Sculpture Major
41,2021-2022 Undergraduate Catalog,undergraduate,24,193546,ARTS 3367 -  Jr Sculpture Major
41,2021-2022 Undergraduate Catalog,undergraduate,24,193547,ARTS 3370 -  Traditional Photography
41,2021-2022 Undergraduate Catalog,undergraduate,24,193548,ARTS 3371 -  Photography/Digital Media Portfolio Development
41,2021-2022 Undergraduate Catalog,undergraduate,24,193549,ARTS 3372 -  Intermediate Video Art
41,2021-2022 Undergraduate Catalog,undergraduate,24,193550,ARTS 3374 -  Computer Imaging
41,2021-2022 Undergraduate Catalog,undergraduate,24,193551,ARTS 3375 -  Jr Photo/Digital Media Major
41,2021-2022 Undergraduate Catalog,undergraduate,24,193552,ARTS 3376 -  Jr Photo/Digital Media Major
41,2021-2022 Undergraduate Catalog,undergraduate,24,193553,ARTS 3377 -  Jr Photo/Digital Media Major
41,2021-2022 Undergraduate Catalog,undergraduate,24,193557,ARTS 3396 -  Selected Tops Studio Practice
41,2021-2022 Undergraduate Catalog,undergraduate,24,193558,ARTS 3397 -  Sel Tops in Fine Arts
41,2021-2022 Undergraduate Catalog,undergraduate,25,193559,ARTS 3399 -  Senior Honors Thesis
41,2021-2022 Undergraduate Catalog,undergraduate,25,193560,ARTS 4198 -  Independent Study
41,2021-2022 Undergraduate Catalog,undergraduate,25,193561,ARTS 4298 -  Independent Study
41,2021-2022 Undergraduate Catalog,undergraduate,25,193562,ARTS 4300 -  Senior Painting Major I
41,2021-2022 Undergraduate Catalog,undergraduate,25,193563,ARTS 4301 -  Senior Painting Major I
41,2021-2022 Undergraduate Catalog,undergraduate,25,193564,ARTS 4302 -  Senior Painting Major I
41,2021-2022 Undergraduate Catalog,undergraduate,25,193565,ARTS 4303 -  Senior Painting Major II
41,2021-2022 Undergraduate Catalog,undergraduate,25,193566,ARTS 4304 -  Senior Painting Major II
41,2021-2022 Undergraduate Catalog,undergraduate,25,193567,ARTS 4305 -  Senior Painting Major II
41,2021-2022 Undergraduate Catalog,undergraduate,25,193570,ARTS 4330 -  Senior Graphic Design Major I
41,2021-2022 Undergraduate Catalog,undergraduate,26,193571,ARTS 4331 -  Senior Graphic Design Major I
41,2021-2022 Undergraduate Catalog,undergraduate,26,193572,ARTS 4332 -  Senior Graphic Design Major I
41,2021-2022 Undergraduate Catalog,undergraduate,26,193573,ARTS 4333 -  Senior Graphic Design Major II
41,2021-2022 Undergraduate Catalog,undergraduate,26,193574,ARTS 4334 -  Senior Graphic Design Major II
41,2021-2022 Undergraduate Catalog,undergraduate,26,193575,ARTS 4335 -  Senior Graphic Design Major II
41,2021-2022 Undergraduate Catalog,undergraduate,26,193576,ARTS 4360 -  Senior Sculpture Major I
41,2021-2022 Undergraduate Catalog,undergraduate,26,193577,ARTS 4361 -  Senior Sculpture Major I
41,2021-2022 Undergraduate Catalog,undergraduate,26,193578,ARTS 4362 -  Senior Sculpture Major I
41,2021-2022 Undergraduate Catalog,undergraduate,26,193579,ARTS 4370 -  Senior Photography/Digital Media Major I
41,2021-2022 Undergraduate Catalog,undergraduate,26,193580,ARTS 4371 -  Senior Photography/Digital Media Major I
41,2021-2022 Undergraduate Catalog,undergraduate,27,193581,ARTS 4372 -  Senior Photography/Digital Media Major I
41,2021-2022 Undergraduate Catalog,undergraduate,27,193582,ARTS 4373 -  Senior Photography/Digital Media Major II
41,2021-2022 Undergraduate Catalog,undergraduate,27,193583,ARTS 4374 -  Senior Photography/Digital Media Major II
41,2021-2022 Undergraduate Catalog,undergraduate,27,193584,ARTS 4375 -  Senior Photography/Digital Media Major II
41,2021-2022 Undergraduate Catalog,undergraduate,27,193586,ARTS 4380 -  Professional Practices
41,2021-2022 Undergraduate Catalog,undergraduate,27,193587,ARTS 4392 -  Sel Top in Contemporary Art
41,2021-2022 Undergraduate Catalog,undergraduate,27,193588,ARTS 4395 -  Sel Tops in Design
41,2021-2022 Undergraduate Catalog,undergraduate,27,193589,ARTS 4396 -  Selected Topics in Studio Practice
41,2021-2022 Undergraduate Catalog,undergraduate,27,193590,ARTS 4397 -  Sel Topics in Fine Arts
41,2021-2022 Undergraduate Catalog,undergraduate,27,193591,ARTS 4398 -  Independent Study
41,2021-2022 Undergraduate Catalog,undergraduate,28,193592,ARTS 4498 -  Independent Study
41,2021-2022 Undergraduate Catalog,undergraduate,28,193594,ARED 3305 -  Art in Elementary Schools
